year,vos_DET airs_NOUN,vos_DET pairs_NOUN
1937,3.651424218542587e-08,1.7627565185307503e-08
1938,2.2040865133021725e-08,6.4826072287971215e-09
1939,3.6705721129237645e-08,9.176430282309411e-09
1940,4.3108308034334186e-08,1.0143131667916805e-08
1941,2.6563523380929155e-08,1.1806010391524069e-08
1942,2.7307905936524435e-08,1.2136847082899749e-08
1943,5.8064703711835364e-08,1.7419411024732767e-08
1944,3.213186161588055e-08,9.639558484764166e-09
1945,1.5249527862692958e-08,1.089252066321933e-08
1946,6.125285700875338e-08,2.0881655515836428e-08
1947,4.0530959921625254e-08,2.1457568166738383e-08
1948,2.9354097819123126e-08,2.1743776335014786e-08
1949,2.552422073698324e-08,2.2579119018928395e-08
1950,3.19060831088791e-08,4.2541445921528975e-09
1951,1.7058242818279723e-08,1.5992101864981123e-08
1952,2.741649041126948e-08,1.5817205323287453e-08
1953,2.693456835345387e-08,2.693456835345387e-08
1954,2.8340354951694735e-08,7.818028890937967e-09
1955,3.378819002364253e-08,8.447047505910632e-09
1956,2.8779766569897447e-08,1.0465369904011368e-08
1957,2.6505112771246786e-08,1.236905244894615e-08
1958,3.7225095728121715e-08,1.9853384380930095e-08
1959,3.7978666100890734e-08,1.3951345856355601e-08
1960,4.0832916214927906e-08,8.997083578154985e-09
1961,2.640300600376122e-08,3.1266716493671964e-08
1962,3.107558699255719e-08,1.585489073363533e-08
1963,3.879631949033069e-08,1.939815952312074e-08
1964,2.9203048756976102e-08,1.8860301764789256e-08
1965,3.994591679656878e-08,1.0396882743624047e-08
1966,4.7636043332133227e-08,2.1048483400676332e-08
1967,4.9303355398322424e-08,2.0707408898701374e-08
1968,4.2668450106475575e-08,1.7516521039206978e-08
1969,3.860494268703718e-08,1.226274631838109e-08
1970,2.3453497643988186e-08,1.2416557393368777e-08
1971,2.620582706391872e-08,1.8498230613950284e-08
1972,2.4111690422046195e-08,1.4364411327072446e-08
1973,7.718485461882807e-09,1.4334330167287135e-08
1974,1.9689501584707614e-08,1.912694358452427e-08
1975,1.313640396460869e-08,2.3988217190407113e-08
1976,2.1140049488721502e-08,1.085570122683066e-08
1977,1.763034590540613e-08,1.1753563455840776e-08
1978,2.316830594040198e-08,1.3069301196821925e-08
1979,2.867466974976196e-08,1.521513048885481e-08
1980,1.5349907178663358e-08,2.160357320812878e-08
1981,3.099519241267501e-08,1.3283654176632353e-08
1982,9.9320033308814e-09,2.358850825778802e-08
1983,3.410270732473464e-08,1.8945948254689426e-08
1984,2.899504214504134e-08,2.7255340651066717e-08
1985,2.225756545737312e-08,1.3835783185811579e-08
1986,2.2779044428489215e-08,1.6784559520033326e-08
1987,1.8332450224534114e-08,2.6887594040125862e-08
1988,1.1993107784658008e-08,2.3986215569316016e-08
1989,1.2622680567453415e-08,2.1952487827547884e-08
1990,1.47113579651581e-08,1.9070279189126182e-08
1991,2.0515127652220855e-08,2.3445860364290638e-08
1992,2.1488782808720686e-08,2.4794748088030616e-08
1993,1.717154241021035e-08,2.2156829260211452e-08
1994,1.7407257746349103e-08,2.004472138272817e-08
1995,1.626735279813829e-08,1.897857815347237e-08
1996,1.7615704006601618e-08,2.4021414191111035e-08
1997,1.8220598585472203e-08,2.2536003285722472e-08
1998,1.2873949017944142e-08,3.003921456024017e-08
1999,9.597422329088445e-09,2.6507167044664826e-08
2000,1.5021306976059634e-08,2.6066386493717175e-08
2001,1.533424159871899e-08,1.9277331286815524e-08
2002,2.2782351449812666e-08,3.11066734592913e-08
2003,1.4584229823810801e-08,2.416815370054337e-08
2004,2.2904915297772277e-08,3.567880924038036e-08
2005,1.711424801875694e-08,2.972474733020647e-08
2006,2.017765970974139e-08,2.3471972809829822e-08
2007,2.5165220352008077e-08,4.9531545476266814e-08
2008,2.639612536881053e-08,4.257439653598816e-08
2009,2.288732470212551e-08,6.198650259747751e-08
2010,4.2986517012622016e-08,4.912744683283066e-08
2011,3.823972066774317e-08,9.445210824576833e-08
2012,5.7531869934734914e-08,8.40850431504947e-08
2013,6.387096518345459e-08,8.618396130088968e-08
2014,7.665676071688665e-08,8.207037605068024e-08
2015,7.403361701463496e-08,6.405903155148884e-08
2016,7.726098316673813e-08,7.436110852077071e-08
2017,4.779661522125167e-08,8.276360985437492e-08
2018,6.815071795784888e-08,8.002546936225485e-08
2019,5.892781684835313e-08,9.387634974933334e-08
