year,leurs_DET yeux_NOUN,leurs_DET pieux_NOUN
1850,7.745565369532414e-06,6.31376639859127e-08
1851,7.294960269632611e-06,4.6435958189761095e-08
1852,7.82242054242488e-06,4.036538059359884e-08
1853,8.30158214171206e-06,5.792773882795643e-08
1854,8.458021838464447e-06,5.14370766535599e-08
1855,8.224160481518084e-06,5.519214596461097e-08
1856,8.066578587317963e-06,7.972871252093228e-08
1857,7.992007056145667e-06,5.857810947418329e-08
1858,8.165587900066384e-06,6.068158148186953e-08
1859,8.537028293176263e-06,7.281808223069675e-08
1860,8.88797563902699e-06,8.101615475708535e-08
1861,8.756129787457212e-06,4.904602146638126e-08
1862,7.839158200795282e-06,5.647482836934614e-08
1863,8.164207002891999e-06,6.742737923559616e-08
1864,8.509203453854752e-06,7.959248193856183e-08
1865,8.362179642062983e-06,5.412871179055756e-08
1866,8.004906277392365e-06,4.1844272602453714e-08
1867,7.3918024128261095e-06,5.241036582503966e-08
1868,7.550103731546187e-06,2.5687345583946808e-08
1869,7.761376906501027e-06,6.250904460713969e-08
1870,7.282815261078213e-06,3.956493799250893e-08
1871,7.0811388184210955e-06,5.31058879094104e-08
1872,7.467859489906914e-06,3.507456891593819e-08
1873,7.043133066986229e-06,4.489503185878263e-08
1874,6.366543686908699e-06,3.345781002250803e-08
1875,6.796029879296839e-06,6.350895054296757e-08
1876,6.749166416852859e-06,3.325308228774304e-08
1877,6.6536250500348615e-06,6.246663986075873e-08
1878,6.413512053882187e-06,3.563062378475479e-08
1879,6.677492692119813e-06,5.6205792020591616e-08
1880,6.399876184559616e-06,2.6313170087277626e-08
1881,6.363110401252925e-06,3.69542902944886e-08
1882,6.184849425494576e-06,5.390861801402025e-08
1883,5.791674183797113e-06,3.475636339844712e-08
1884,6.037912243073151e-06,3.234831424947515e-08
1885,5.879709007672318e-06,3.545099502844096e-08
1886,5.900402200609278e-06,3.22673189834255e-08
1887,5.84534640779566e-06,3.721487079610952e-08
1888,5.872677220963851e-06,3.6775563927449184e-08
1889,6.139834027862889e-06,2.8819629349641218e-08
1890,5.6479147900745374e-06,2.9494739373081558e-08
1891,5.562781623780211e-06,2.4859457936621254e-08
1892,5.774553642368119e-06,3.13425623232888e-08
1893,5.517325249115856e-06,3.017624039536315e-08
1894,5.934159446496778e-06,3.906954404442331e-08
1895,5.800740495942591e-06,2.6481902892783182e-08
1896,5.898208428334328e-06,2.181900704556483e-08
1897,6.150679041638796e-06,4.078699333831537e-08
1898,5.574045587763976e-06,2.772593887812036e-08
1899,5.669084544024372e-06,2.5979618456517528e-08
1900,5.670706372029599e-06,2.803168719367477e-08
1901,5.618359139702989e-06,2.3472702892490815e-08
1902,4.809131809224709e-06,1.4239823542538943e-08
1903,5.350538046400288e-06,3.0241231741001684e-08
1904,5.377849745968888e-06,1.827372475560196e-08
1905,5.29803500626258e-06,1.5482276793932215e-08
1906,5.6514010111641255e-06,1.8519063615940468e-08
1907,5.253414613548557e-06,1.8514235478050978e-08
1908,5.508122782771352e-06,1.4734167663732478e-08
1909,5.658861624624478e-06,2.2003934674330594e-08
1910,5.772751791255359e-06,1.336037680488289e-08
1911,5.445402905479568e-06,1.1704822888702893e-08
1912,5.536052142929293e-06,3.6986889995205274e-08
1913,5.497078944927125e-06,1.1666577037772186e-08
1914,5.846257309372049e-06,2.4777952134513725e-08
1915,6.671445305528323e-06,1.767114277129167e-08
1916,7.447301811680518e-06,2.4172416956957932e-08
1917,7.154495364147806e-06,2.1932848426331475e-08
1918,7.353578212132561e-06,9.189101035644853e-09
1919,6.3018513287715905e-06,2.025726608678724e-08
1920,5.950259492237819e-06,1.0601124422748853e-08
1921,5.568241164155552e-06,9.844571380313027e-09
1922,6.1627897025573475e-06,2.5822774751826927e-08
1923,5.984209821008335e-06,2.441668023323018e-08
1924,5.611723992160478e-06,2.707241186783449e-08
1925,5.682758427383305e-06,1.5397448649423495e-08
1926,5.678957307964083e-06,2.1177662290483568e-08
1927,5.970409915789787e-06,1.8953683067479687e-08
1928,5.125721969534425e-06,1.2568645679778001e-08
1929,5.063314688413811e-06,1.7824650200282122e-08
1930,4.903082214013921e-06,1.470504518152893e-08
1931,4.790249903408039e-06,1.3686427990933225e-08
1932,4.917544231375359e-06,8.767629289252454e-09
1933,4.379498975026763e-06,1.7205993074753678e-08
1934,4.3181616291576574e-06,1.1981580172459871e-08
1935,4.579065503662605e-06,7.180970484910176e-09
1936,4.846248373269191e-06,1.33371855781661e-08
1937,4.605831122717063e-06,1.1332006444320086e-08
1938,4.632471146237549e-06,1.2965214679638848e-08
1939,4.39856890466217e-06,1.8352860564618823e-08
1940,4.260115233023498e-06,3.296517903095264e-08
1941,4.6722286128897395e-06,2.3612020783048138e-08
1942,4.9275597007181204e-06,9.102635090130207e-09
1943,6.015503146272749e-06,8.709705845433291e-09
1944,5.986165916738173e-06,1.2852744646352221e-08
1945,6.271913093769399e-06,8.714016175304096e-09
1946,6.075169750374698e-06,2.227376683094917e-08
1947,5.713673502327765e-06,5.960435700558264e-09
1948,5.45116452599359e-06,1.195907639583993e-08
1949,4.742596530604715e-06,9.817008539414473e-09
1950,5.162404477232485e-06,1.3825969702452312e-08
1951,4.812556966271586e-06,1.5992101864981123e-08
1952,4.659748796598251e-06,6.326882129314981e-09
1953,4.889162880772346e-06,5.386913581872932e-09
1954,4.985947697377924e-06,1.2704297169818801e-08
1955,4.573606773305983e-06,1.407841132561316e-08
1956,4.873373939062731e-06,2.1802854632824165e-08
1957,4.605705186122577e-06,1.0602045463770082e-08
1958,4.650655228033429e-06,7.445019267748876e-09
1959,4.606269556006737e-06,9.300897829689347e-09
1960,4.7802194416135535e-06,4.844583401109048e-09
1961,4.99155743227675e-06,5.55852741612739e-09
1962,5.076736243836422e-06,1.3952304200870458e-08
1963,5.1547377779570525e-06,1.0992290633282664e-08
1964,5.066728732572301e-06,1.0951143103454797e-08
1965,5.023335830856013e-06,1.641612945579851e-08
1966,5.069361179721454e-06,9.416426749453422e-09
1967,5.408577976595552e-06,8.874604162656397e-09
1968,5.911152186399704e-06,1.0779397818794223e-08
1969,5.074505779134597e-06,1.6350327314285096e-08
1970,5.035604004888228e-06,1.1496812390987543e-08
1971,5.311047743816744e-06,1.1818314327172175e-08
1972,4.816694698206447e-06,1.0773308467548759e-08
1973,4.532956154434942e-06,7.718485406371656e-09
1974,4.439138692191591e-06,5.6255716751607565e-09
1975,4.140252087836416e-06,1.4278700888326057e-08
1976,4.138307446055478e-06,4.570821499072508e-09
1977,4.280060238670558e-06,1.3516598507123945e-08
1978,4.67227499711953e-06,1.485147826940647e-08
1979,4.779891838779804e-06,9.948355028654987e-09
1980,4.579957476380514e-06,1.2507331170752423e-08
1981,4.632199789966762e-06,1.0120879245789638e-08
1982,4.680456626715568e-06,1.1173503899897241e-08
1983,4.6935427491234805e-06,7.57837881337764e-09
1984,4.9175592380379385e-06,8.118612115914914e-09
1985,4.870797340572608e-06,7.2186697730458604e-09
1986,5.07313292530398e-06,1.1389522214244607e-08
1987,4.871543183071481e-06,4.888653482026939e-09
1988,4.831423510154309e-06,6.596209300990807e-09
1989,5.096819222671911e-06,7.683371272548811e-09
1990,4.922311106270172e-06,8.172976073694826e-09
1991,5.182121228131109e-06,7.033758298025106e-09
1992,5.308280250915232e-06,1.5427843891302473e-08
1993,5.2051934034125225e-06,7.200969598386564e-09
1994,5.308158563366305e-06,1.2132331583813993e-08
1995,5.491858274808692e-06,6.506940763983948e-09
1996,5.3023267696517e-06,6.4057106285986265e-09
1997,5.610506050857111e-06,5.274384040632185e-09
1998,5.7556086261456585e-06,1.2397135762398648e-08
1999,5.572903276629404e-06,3.6561608462992723e-09
2000,5.7805523425713545e-06,6.185244316725402e-09
2001,5.735882581348051e-06,1.4019877869753117e-08
2002,5.925602266643182e-06,5.6955880012310445e-09
2003,5.913696980996974e-06,1.583430631058036e-08
2004,6.121778795886712e-06,1.1452457482352685e-08
2005,6.043131406840985e-06,8.106749049829887e-09
2006,6.222131645472473e-06,1.2353670086895363e-08
2007,6.366800676005369e-06,1.0385647009059085e-08
2008,6.497704362118384e-06,1.4049550856043425e-08
2009,6.932951862381742e-06,1.4781396551200032e-08
2010,7.4834328529505e-06,7.558068837454357e-09
2011,7.442978869676153e-06,9.177532483972684e-09
2012,8.761184346894879e-06,1.5319137958158535e-08
2013,9.546896023948648e-06,1.561910067948702e-08
2014,9.69729649114015e-06,2.03551842048455e-08
2015,9.496695838606684e-06,1.972752113055254e-08
2016,9.80116669779818e-06,2.3613276667333594e-08
2017,9.753528217970597e-06,5.6601255238319936e-08
2018,9.9389051797516e-06,1.8328414341794996e-08
2019,9.215188526923157e-06,1.7091618786935214e-08
