year,plus_ADV eu_VERB,plus_ADV pu_VERB
1855,9.579021025274415e-07,5.943769565419643e-08
1856,1.029225245474663e-06,1.0665009853028096e-07
1857,1.1129840231660637e-06,8.64027143165913e-08
1858,9.753096037456999e-07,8.025628517316363e-08
1859,1.0403309715911746e-06,9.36959878572452e-08
1860,9.364918014398427e-07,7.918528410755243e-08
1861,1.0096878213516902e-06,8.0642976740819e-08
1862,9.415483646080247e-07,6.912519268098549e-08
1863,9.734516197568155e-07,9.09020982930997e-08
1864,1.0706627335821395e-06,8.918193827867071e-08
1865,9.907906814987655e-07,8.990073041559299e-08
1866,1.105467276829586e-06,8.466166434573097e-08
1867,1.0472367648617364e-06,8.007138774246414e-08
1868,9.138767040894891e-07,8.941172069398817e-08
1869,1.0338410447729984e-06,1.015771999846038e-07
1870,1.1043778158636997e-06,6.995539791887495e-08
1871,1.0674283430489595e-06,1.2851624831000663e-07
1872,1.0679601700758212e-06,8.647695182162352e-08
1873,9.691341347206617e-07,9.936767497720211e-08
1874,1.093950913855224e-06,9.380136134495842e-08
1875,1.0052723382614204e-06,1.0642040138009179e-07
1876,8.651847451801586e-07,7.073837338111844e-08
1877,9.029831176121661e-07,7.731019735501832e-08
1878,1.0417428484288394e-06,8.998242151392333e-08
1879,9.243408953807375e-07,1.0446946419051528e-07
1880,1.019795718093519e-06,9.947661538944885e-08
1881,9.55233531385602e-07,6.275256936305595e-08
1882,9.284262318942638e-07,7.387477296560974e-08
1883,1.0351077435188927e-06,1.0363715574612797e-07
1884,9.612070925868466e-07,7.591951600716129e-08
1885,9.301052159571555e-07,1.0764211566538506e-07
1886,9.62856802289025e-07,8.389503136640997e-08
1887,1.016553596855374e-06,9.989254579068074e-08
1888,1.0614188568069949e-06,1.0905857550369547e-07
1889,1.0387597058070241e-06,8.64588898252805e-08
1890,9.294120104641479e-07,1.035593086839981e-07
1891,1.0491966122572194e-06,1.2047276243265514e-07
1892,9.734999366628472e-07,9.59082413487522e-08
1893,9.915050895870081e-07,9.791882149556841e-08
1894,1.0271509154335945e-06,1.5375755424429371e-07
1895,1.0027011967395083e-06,1.131499516304757e-07
1896,1.0490814474906074e-06,9.965978620130045e-08
1897,1.0097694485011743e-06,1.1129022681188872e-07
1898,9.738029120853753e-07,8.487532454637403e-08
1899,1.0143106692339643e-06,1.1994845294793777e-07
1900,1.0106980425916845e-06,1.1939421540319017e-07
1901,9.590276022208855e-07,1.2630549406367209e-07
1902,8.023403665902151e-07,1.0802624217376433e-07
1903,9.099371141019219e-07,1.3662557307725365e-07
1904,1.0088170938615804e-06,1.0964235741539596e-07
1905,9.862210390565451e-07,8.928113004458282e-08
1906,9.064053188012622e-07,1.0031159547452262e-07
1907,8.938261544244597e-07,1.1314255488059644e-07
1908,9.130272360380332e-07,8.447589294746649e-08
1909,9.285660098612425e-07,1.1882124795192794e-07
1910,9.27744565615285e-07,1.3146610911007883e-07
1911,8.108250426630548e-07,1.0534341043921813e-07
1912,8.882063298187859e-07,1.2971459284472076e-07
1913,9.248414016838069e-07,1.2037786234486703e-07
1914,8.123150223582343e-07,1.1250529752260263e-07
1915,9.318582669948228e-07,9.778032250551405e-08
1916,1.0449076626173337e-06,1.538244731591476e-07
1917,1.0944492032649578e-06,1.337903796638784e-07
1918,1.010801156553498e-06,1.8263338574797672e-07
1919,9.419628668183577e-07,1.915232417104562e-07
1920,8.041710088946274e-07,1.4235796186312655e-07
1921,9.208461051457562e-07,1.620567928739547e-07
1922,8.809254836705804e-07,1.4386974100943917e-07
1923,8.981091923487838e-07,1.4862327191167424e-07
1924,9.320644380750309e-07,1.4567535799869802e-07
1925,9.249467893823748e-07,1.5727394497844216e-07
1926,8.816595595817489e-07,1.7833821175372577e-07
1927,1.0379928880865918e-06,1.8284728753314994e-07
1928,1.0786183111122227e-06,1.451107181082989e-07
1929,9.580749065207783e-07,1.849307409429457e-07
1930,8.717991022422211e-07,1.628058612368477e-07
1931,8.474179935546999e-07,1.6765874022439675e-07
1932,7.923745215521194e-07,1.5343351833507768e-07
1933,8.006522307368868e-07,1.5944220876917825e-07
1934,8.554848136554938e-07,1.413826424823128e-07
1935,7.851194254726579e-07,1.2207650001982984e-07
1936,7.105082886482705e-07,1.6732106189465412e-07
1937,8.083497959887609e-07,1.4353874178141268e-07
1938,6.923424393789901e-07,1.5558256905023882e-07
1939,8.029376772356045e-07,1.5599931657561683e-07
1940,8.494872645314899e-07,1.3946805665909778e-07
1941,7.614876835759787e-07,1.5938114472646703e-07
1942,8.617161597612721e-07,1.790184995797972e-07
1943,7.432282131958345e-07,2.0903293318497163e-07
1944,8.354284091183217e-07,2.4741532911320974e-07
1945,9.062576964424807e-07,2.2002890887051763e-07
1946,7.684449769840285e-07,1.9211124424600712e-07
1947,7.915458581919665e-07,1.8834975890058558e-07
1948,7.153702199502732e-07,1.4894486355387926e-07
1949,7.735802682873327e-07,1.7376105176936107e-07
1950,6.806631063227542e-07,1.425138407284976e-07
1951,8.347877837877604e-07,2.0150049806488823e-07
1952,7.634437793058169e-07,1.455182996323856e-07
1953,7.767929446345079e-07,1.5406573083964759e-07
1954,7.036226179479854e-07,1.9154170161073125e-07
1955,6.128801715021837e-07,1.1168873470523977e-07
1956,6.93330775902723e-07,1.613411200196424e-07
1957,6.705793680339411e-07,1.334090740101601e-07
1958,7.808997679603635e-07,1.53863723539871e-07
1959,6.20834896380984e-07,1.2478703581564332e-07
1960,5.993441618556972e-07,1.27343326994378e-07
1961,6.100484029047948e-07,1.2784613545591128e-07
1962,6.811260959693755e-07,1.3571786894317484e-07
1963,6.685899052172317e-07,1.3643372653859842e-07
1964,6.120471880421974e-07,1.0403585548601768e-07
1965,5.898862696085416e-07,1.2530979631719674e-07
1966,6.259154474719253e-07,1.0579632458984634e-07
1967,6.97642462910153e-07,1.2572355956308456e-07
1968,6.108325578679796e-07,1.1947166456138802e-07
1969,6.222207957762294e-07,1.0900218683218554e-07
1970,6.258864573283063e-07,1.1726748994078662e-07
1971,5.70875954508665e-07,9.403267142715777e-08
1972,5.812456151943479e-07,1.0311595133316587e-07
1973,5.34229457116453e-07,9.923766697284009e-08
1974,4.98988185881899e-07,1.2151234329849103e-07
1975,4.86046985770372e-07,9.024138591939845e-08
1976,5.302152885633404e-07,1.03414834029536e-07
1977,4.871852183896408e-07,8.697637099430722e-08
1978,5.150492938810203e-07,1.0217816992508233e-07
1979,5.489151249093993e-07,1.0943190176249118e-07
1980,5.764742923020094e-07,1.0233271297011015e-07
1981,5.256531494524097e-07,1.1892033313642969e-07
1982,5.79780703446886e-07,1.2228780121859018e-07
1983,5.658523036800034e-07,1.1367568930609195e-07
1984,5.369881819206057e-07,1.096012596235596e-07
1985,5.317753561939753e-07,9.444426041227416e-08
1986,6.084403025852225e-07,1.456659930454407e-07
1987,5.542510734812822e-07,1.0999470134720468e-07
1988,5.378908554121153e-07,8.635037573867521e-08
1989,5.866802439413732e-07,1.114088803433333e-07
1990,5.230704687164689e-07,1.329470791233689e-07
1991,5.193257948121754e-07,1.0609252143467529e-07
1992,5.317095883583534e-07,1.1625981954921372e-07
1993,5.566903382714372e-07,9.970573700002205e-08
1994,5.248551815384417e-07,1.0708100717238267e-07
1995,5.595969128080469e-07,9.380839571804245e-08
1996,5.439516144178924e-07,9.982232285210557e-08
1997,5.259999511508795e-07,1.0309022968613135e-07
1998,5.559638793783961e-07,1.0823653440183989e-07
1999,5.900129735891824e-07,1.302507399714159e-07
2000,5.597646008936863e-07,9.41040738666743e-08
2001,5.331934858077148e-07,1.051490841064151e-07
2002,5.910267759645649e-07,1.1741673944243303e-07
2003,5.767021207248035e-07,8.583861443867136e-08
2004,5.796705409011338e-07,1.1584600656533439e-07
2005,6.516925736832491e-07,1.1349448669761841e-07
2006,6.242721042326593e-07,1.1241839814601917e-07
2007,7.114168170119228e-07,1.1863603788242472e-07
2008,7.510123509746336e-07,1.1154492085552192e-07
2009,8.558905619793222e-07,1.2874119192929356e-07
2010,1.012308871395362e-06,1.4549281956988125e-07
2011,9.647881142882397e-07,1.4186936425630847e-07
2012,1.13191401851509e-06,1.599998711299122e-07
2013,1.2679362271228456e-06,1.6790532697541494e-07
2014,1.3300164027896244e-06,1.8016504554907442e-07
2015,1.2559115702970303e-06,1.724495604094045e-07
2016,1.2599961110026925e-06,1.7461395884765807e-07
2017,1.3410724477580516e-06,1.6753971010530222e-07
2018,1.380826574859384e-06,1.8431671833241126e-07
2019,1.3622274082081276e-06,1.8571191162664036e-07
