year,des_DET oies_NOUN,des_DET poids_NOUN
1838,2.1650715620324945e-07,8.773905100234458e-07
1839,2.481973737644694e-07,1.1151403072062749e-06
1840,1.9427551034567614e-07,1.168200904011485e-06
1841,2.2471919214339664e-07,8.590694142718291e-07
1842,2.508891068231378e-07,8.365206256577551e-07
1843,1.8665839540688012e-07,9.055294518667267e-07
1844,2.3820356265247256e-07,9.6159592932743e-07
1845,2.985421990731041e-07,8.995327296368316e-07
1846,1.8266044810033577e-07,8.453899911220475e-07
1847,2.3244794267185398e-07,8.629158045891927e-07
1848,2.260707319123867e-07,8.1659002515444e-07
1849,1.9188860278518405e-07,6.10859356431348e-07
1850,1.8058729089887038e-07,7.929547525264979e-07
1851,2.4636856132964624e-07,9.783798891049855e-07
1852,1.5950836518285882e-07,7.877760044294746e-07
1853,2.573902571079145e-07,9.14899974224781e-07
1854,1.8860262152031737e-07,8.432563682880811e-07
1855,2.2819829226250476e-07,1.2715421604525545e-06
1856,1.8948512314764798e-07,9.96608983783176e-07
1857,1.6694761151292425e-07,9.367615956268338e-07
1858,1.942789422115787e-07,1.0408849298038092e-06
1859,2.2762014584287726e-07,1.1218058171280632e-06
1860,2.1970482655397916e-07,9.342032153136781e-07
1861,2.5371885348235423e-07,1.13088808051387e-06
1862,2.4442305335270476e-07,8.529958051006759e-07
1863,2.3075147836948418e-07,9.070231277163998e-07
1864,2.1672170014142011e-07,1.1099794869906532e-06
1865,2.1557346707723468e-07,1.05621590562599e-06
1866,1.761351877682671e-07,9.643644505175075e-07
1867,2.4167001555497336e-07,1.1544838081078979e-06
1868,2.4402978426874e-07,1.2211368991543736e-06
1869,2.1389813420480408e-07,9.884242340163496e-07
1870,2.2534811972008129e-07,1.107818253132109e-06
1871,2.2729319937297987e-07,1.2724170186384498e-06
1872,2.2737995664101618e-07,1.1048488700593495e-06
1873,2.789478137366075e-07,1.1834331039572987e-06
1874,2.168783148626119e-07,1.2158329905087584e-06
1875,2.2428386659001376e-07,1.1643308024389398e-06
1876,2.4788660191177314e-07,1.1312093608495388e-06
1877,2.5172201389978e-07,1.214079432543258e-06
1878,2.451869884900759e-07,1.1190431654650723e-06
1879,2.107717258503783e-07,1.1338907692781675e-06
1880,2.2205747929326947e-07,1.0287807195030751e-06
1881,2.175422397776572e-07,1.0821332301347297e-06
1882,2.549012436681153e-07,1.1294188384525228e-06
1883,2.6414836507004935e-07,1.2158407649565106e-06
1884,2.983967073433291e-07,1.3335427899718866e-06
1885,1.946581920653223e-07,1.2362728836201597e-06
1886,2.110282685263698e-07,1.386849363571585e-06
1887,2.5136359083077764e-07,1.2894626397752518e-06
1888,2.390411708574902e-07,1.1178503740438828e-06
1889,2.1802676442028712e-07,1.0487839063877402e-06
1890,2.3005895988248426e-07,1.3010456862971864e-06
1891,2.2692223011766544e-07,1.4016909646308306e-06
1892,2.0811460554881478e-07,1.2342700586032151e-06
1893,2.1492873392148226e-07,1.192885294543089e-06
1894,2.0290956026514095e-07,1.267869710996905e-06
1895,1.7273423869035298e-07,1.0454333594367426e-06
1896,1.8929463729833174e-07,1.1900204912596024e-06
1897,2.1442305975227782e-07,1.1362091107969263e-06
1898,1.8559404235674037e-07,1.3336742190617201e-06
1899,2.2884174910586808e-07,1.2442578896099121e-06
1900,2.2944454647344514e-07,1.3475973492660387e-06
1901,1.5201369540918108e-07,1.4005379311843313e-06
1902,1.5663804786569813e-07,1.5747280714961676e-06
1903,1.8900771436847208e-07,1.1518670106624995e-06
1904,1.795124813241955e-07,1.2098281629846497e-06
1905,2.1417150541935825e-07,1.195231847717082e-06
1906,2.1142598782830646e-07,1.2649549532284254e-06
1907,2.0571374115263552e-07,1.1869682809972915e-06
1908,2.3329098497448797e-07,1.1689106260703852e-06
1909,2.06286882686868e-07,1.248723277669228e-06
1910,2.3353938516379458e-07,1.0522633138165816e-06
1911,1.5961122912244718e-07,1.0433253905262063e-06
1912,1.963951848926726e-07,1.105960159897279e-06
1913,2.0310450832283777e-07,1.0971886243993367e-06
1914,2.05590032109626e-07,1.0908995458080994e-06
1915,2.2265640298169131e-07,9.754470733369658e-07
1916,2.0326804528458808e-07,9.108606213725778e-07
1917,2.006855638336802e-07,9.727218337474142e-07
1918,1.780388352301543e-07,8.499918413562568e-07
1919,1.556126307811212e-07,9.806358427510986e-07
1920,2.0672191913817528e-07,1.0154363323522375e-06
1921,1.8098865894877747e-07,9.814280423903199e-07
1922,1.9403969986342418e-07,9.583938131996206e-07
1923,1.7940952901085438e-07,8.439678960137087e-07
1924,1.753260949755031e-07,8.547147141158007e-07
1925,2.144644692947395e-07,6.257963369726838e-07
1926,1.905989606143521e-07,7.490204954052615e-07
1927,1.97341287533348e-07,7.302742295323128e-07
1928,1.999557204257485e-07,6.889903017004428e-07
1929,1.7267630436634818e-07,5.926696395874842e-07
1930,1.2709360419638216e-07,7.814681208806462e-07
1931,1.6081552534075172e-07,7.915317308260228e-07
1932,1.3699420930990414e-07,7.145617968440376e-07
1933,1.9156006159093408e-07,7.249458624514205e-07
1934,1.833181748622792e-07,8.494940519909733e-07
1935,1.555876947278989e-07,7.767416345672018e-07
1936,1.4549657834095342e-07,6.801965017899647e-07
1937,1.4353875066319688e-07,6.320741312570988e-07
1938,1.8669909152002617e-07,7.053076469532016e-07
1939,1.6058752638770102e-07,6.958792750921816e-07
1940,1.5721854085271048e-07,5.806942828812112e-07
1941,3.099077856560939e-07,6.640881071717786e-07
1942,1.9115534288793867e-07,7.76758223963725e-07
1943,2.5548469428926524e-07,7.78067022366713e-07
1944,1.8636479559575037e-07,7.872305811673641e-07
1945,1.655663024457965e-07,6.557297353992908e-07
1946,1.8654280431462666e-07,6.139206973898581e-07
1947,1.5497132821451487e-07,6.079644432332998e-07
1948,1.5764236893645034e-07,6.360054136678173e-07
1949,1.4431001538195432e-07,5.919656262953765e-07
1950,1.8611882524055545e-07,6.14723898451075e-07
1951,1.7271470653668075e-07,6.14096766771155e-07
1952,1.4868173003890206e-07,6.073806888551303e-07
1953,2.090122475095768e-07,5.31149701110678e-07
1954,1.6515585476994943e-07,6.420555953567941e-07
1955,1.4735403697230254e-07,6.645010097727777e-07
1956,1.447709490065563e-07,6.837374959545173e-07
1957,1.6433170024754418e-07,5.680929016094183e-07
1958,1.5055483104653433e-07,6.113188115719481e-07
1959,1.8601795304107327e-07,6.115340065449004e-07
1960,1.6333167007775984e-07,6.055729202536497e-07
1961,1.8412622465602269e-07,5.801712910091794e-07
1962,1.3888884398127743e-07,6.22145918782735e-07
1963,1.5065903680167025e-07,5.961701177170653e-07
1964,1.8981980876020543e-07,5.15920519417179e-07
1965,1.4665075670494687e-07,5.264105844560163e-07
1966,1.5287846633071922e-07,5.494761987634433e-07
1967,1.0846737996672573e-07,5.635373332424365e-07
1968,1.4642015400134767e-07,4.886660696090672e-07
1969,1.8348700825399078e-07,5.16852058041195e-07
1970,1.292241685324491e-07,4.4837570012390415e-07
1971,1.8755150177351965e-07,5.158950884265323e-07
1972,1.2671462146229828e-07,4.894160063884101e-07
1973,1.2735500609650785e-07,5.320241380779578e-07
1974,1.3895161798949118e-07,5.068639818972542e-07
1975,1.1537190047761214e-07,5.186024272241241e-07
1976,1.3826734579502897e-07,5.005049676931606e-07
1977,1.53384004442092e-07,5.265596429993025e-07
1978,1.5207913484083235e-07,4.4079189098766847e-07
1979,1.3576577662099965e-07,4.096381365226165e-07
1980,1.3928618591840802e-07,4.1103639447648277e-07
1981,1.448550888683009e-07,4.2254670162833463e-07
1982,1.4463480058068967e-07,4.2707614555936857e-07
1983,1.0925496984892646e-07,4.338622248134527e-07
1984,1.6121243034961097e-07,4.92915747773992e-07
1985,1.3354538586085596e-07,4.415419621039973e-07
1986,1.1569356783702744e-07,5.029373340015297e-07
1987,1.3504905882477658e-07,4.790880354654803e-07
1988,1.3132452536535055e-07,4.365491139690647e-07
1989,1.388494883514113e-07,4.5057483433197376e-07
1990,1.482033047395248e-07,4.478791006956584e-07
1991,1.6587946483070937e-07,3.921320257394001e-07
1992,1.6089037568889353e-07,3.9947096613923705e-07
1993,1.5952916765371583e-07,4.470140447243587e-07
1994,1.5455535029573753e-07,4.2199412830790095e-07
1995,1.6538474323368746e-07,4.283736275700889e-07
1996,1.4306086804083407e-07,4.451968997898348e-07
1997,1.246672529653381e-07,3.903044137887335e-07
1998,1.5162651001432437e-07,3.8478801533958773e-07
1999,1.3710602941863215e-07,4.1817341758787485e-07
2000,1.3828438072405191e-07,4.2192200133683855e-07
2001,1.5903799188698997e-07,4.573985099565192e-07
2002,1.8313505278921838e-07,4.5038957541265745e-07
2003,1.6501014521441704e-07,4.562780489547613e-07
2004,1.4932242076159952e-07,4.871699150754694e-07
2005,1.5132599084921594e-07,5.620679442985832e-07
2006,1.6512738998386567e-07,5.003236295264557e-07
2007,1.4340181364591587e-07,4.062385652869871e-07
2008,1.8008970226190968e-07,3.908329582191783e-07
2009,1.8738996199196833e-07,3.905149599248148e-07
2010,1.9603741474583103e-07,4.1049761012601493e-07
2011,2.661484601595987e-07,3.9769307125236963e-07
2012,2.6042533352033104e-07,4.3914859571003717e-07
2013,2.8058596573954375e-07,4.5462736786294755e-07
2014,2.6743247116822744e-07,4.0861951688953013e-07
2015,3.189651867074872e-07,4.377736482763517e-07
2016,2.730026037733868e-07,4.298030476523884e-07
2017,2.098019905583115e-07,4.487850508994029e-07
2018,2.689888269902241e-07,4.731828587845044e-07
2019,2.9361868286725823e-07,4.2550475498615015e-07
