year,ces_DET ailes_NOUN,ces_DET pelles_NOUN
1869,2.2610693406477367e-07,3.906815315701806e-09
1870,2.603258124622698e-07,1.7202146374017957e-09
1871,2.2835530799625303e-07,7.434824089713743e-09
1872,2.8724862133344686e-07,1.2094678591978436e-08
1873,1.8975634219486892e-07,2.3944017324417644e-09
1874,2.1867069222025748e-07,1.7923826867161097e-09
1875,1.8137241042381902e-07,4.577221712764867e-09
1876,2.4304979007183647e-07,3.02300739996042e-09
1877,1.818335917391778e-07,4.947852683123699e-09
1878,1.781531118183466e-07,5.435179750712393e-09
1879,1.6739551078615023e-07,2.443730107160036e-09
1880,1.1423766643758881e-07,3.2089231272180996e-09
1881,1.6873468311473516e-07,1.3945015142624584e-09
1882,1.6505354771823022e-07,0.0
1883,2.1612138567661532e-07,1.0110942305630033e-08
1884,1.8880854035785433e-07,3.300848483434038e-09
1885,1.4953874760692543e-07,2.5782542767416317e-09
1886,2.0522015375945557e-07,5.1627709884982664e-09
1887,1.397189866025883e-07,6.528924623161458e-10
1888,2.231896445437087e-07,1.268122939990235e-09
1889,1.8106244858984155e-07,5.012109394186837e-09
1890,1.9335440271106563e-07,3.932631831293776e-09
1891,2.664423952580819e-07,2.549687905251119e-09
1892,1.5044429169108753e-07,9.402768563759878e-09
1893,2.4818418253858e-07,1.4164358130841492e-08
1894,2.451298790617784e-07,6.93169299736951e-09
1895,1.8055842687658696e-07,5.416753268150387e-09
1896,1.5155364252450454e-07,2.358811590497112e-09
1897,1.8179345673274838e-07,4.07869948926276e-09
1898,1.8389653178019216e-07,2.8291774478717002e-09
1899,1.6361632226846723e-07,6.080336234504102e-09
1900,1.4534949066558056e-07,6.748368974740515e-09
1901,1.5424919475037768e-07,3.912117185755903e-09
1902,5.951263943870799e-07,1.3257765996144144e-08
1903,1.7064696677948632e-07,1.6200660812870638e-09
1904,1.4081517463182536e-07,6.987012746151322e-09
1905,1.5121024077302536e-07,4.64468330463319e-09
1906,1.0648462023254979e-07,1.6975808314612095e-08
1907,1.8925663880509092e-07,3.08570607954195e-09
1908,2.239593470676482e-07,2.7994917495277605e-08
1909,2.288409248762946e-07,3.300590023513905e-09
1910,2.0254331190017183e-07,2.0307772352623488e-08
1911,3.341194840800199e-07,6.3844490805209375e-09
1912,2.0473025585943105e-07,4.688479049441696e-09
1913,2.3227095624633876e-07,2.0681660384269662e-08
1914,1.4063161657418277e-07,6.696743604095445e-09
1915,1.390129877876234e-07,1.6493066246070498e-08
1916,2.2084799056187876e-07,7.69122365795738e-09
1917,1.6010980008474007e-07,1.315970976634162e-08
1918,1.527688056057741e-07,2.2972752589112133e-09
1919,1.8876089669106477e-07,1.2890987832747669e-08
1920,1.6583186734919764e-07,6.057785384427916e-09
1921,2.3324061970697585e-07,6.81547268621685e-09
1922,1.4018077010291563e-07,1.180469710870824e-08
1923,2.2718128889209765e-07,1.1677543376720223e-08
1924,1.7532608787007575e-07,7.734974438733389e-09
1925,1.7487102432767188e-07,8.798542117105512e-09
1926,1.9282819962995745e-07,5.573069228326233e-09
1927,2.6758139526350533e-07,1.0034302722061739e-08
1928,2.4337467152690806e-07,4.570416489713125e-09
1929,1.715622666154104e-07,8.912324878096456e-09
1930,1.6700729332796982e-07,6.3021621254932825e-09
1931,4.162955100639465e-07,1.1405356659111021e-09
1932,1.7206473046371684e-07,8.767629289252454e-09
1933,1.3764794282167259e-07,8.02946331646126e-09
1934,1.773273865524061e-07,3.5944740517379614e-09
1935,1.8072108431965717e-07,1.196828414151696e-09
1936,2.861432761847027e-07,4.849885826274658e-09
1937,1.4353874089323426e-07,1.2591118148108649e-09
1938,1.5687909638018027e-07,2.5930428915188486e-09
1939,1.29999432552097e-07,4.588215141154706e-09
1940,1.5721853863226443e-07,5.0715658339584024e-09
1941,1.8004166335572336e-07,5.9030051957620344e-09
1942,1.3653952990466678e-07,1.2136847082899749e-08
1943,3.396785253073631e-07,0.0
1944,2.409889603427473e-07,1.6065930807940276e-08
1945,1.6556630910713466e-07,1.089252021913012e-08
1946,1.8375857102626014e-07,8.352662561605939e-09
1947,1.442425450193241e-07,5.960435478513659e-09
1948,1.4350891675007915e-07,4.348755133776194e-09
1949,1.1584069525838459e-07,4.908504047662632e-09
1950,1.3400555687326232e-07,1.3825969702452312e-08
1951,1.3220137873304338e-07,6.396840945832594e-09
1952,1.4130036873893914e-07,8.43584291310151e-09
1953,1.3359545647517734e-07,1.616074141175261e-08
1954,1.886099401104957e-07,4.886268056836229e-09
1955,1.4735403652821333e-07,9.385607846468247e-09
1956,1.3168924084538958e-07,1.2209598221346596e-08
1957,1.0867096467137571e-07,6.184526224473075e-09
1958,1.0919361237426983e-07,6.617794590102477e-09
1959,8.835852760569196e-08,1.1626121954044777e-08
1960,9.41233295748134e-08,6.920833350854139e-10
1961,1.0352757673359747e-07,7.642975308197464e-09
1962,1.3952304378506142e-07,0.0
1963,1.4354637478675158e-07,1.2932106496776896e-09
1964,1.0951142837001271e-07,1.8251904432275978e-09
1965,1.37348290962791e-07,6.0192477668863376e-09
1966,9.139473178265689e-08,6.6468897053084675e-09
1967,1.03044010657527e-07,4.437302081328198e-09
1968,1.0509912762302065e-07,4.940557268851009e-09
1969,1.0945636041981288e-07,8.62933943746036e-09
1970,9.289424518499345e-08,1.1496812613032148e-08
1971,1.3873673410103038e-07,2.0553589941130213e-09
1972,9.849881887902256e-08,5.643161382629103e-09
1973,1.1136671318467961e-07,6.615844538870874e-09
1974,9.113426369111721e-08,5.063014563155832e-09
1975,1.0623353130512214e-07,9.138368284311582e-09
1976,1.239835309974069e-07,1.7140580621521906e-09
1977,7.345977426354011e-08,5.28910359953727e-09
1978,1.2415835826118382e-07,1.1881182704343018e-09
1979,9.246117915751029e-08,5.266776126333639e-09
1980,6.765329452207425e-08,5.685150794576543e-09
1981,7.843681348873588e-08,4.427884725544118e-09
1982,8.752578306570058e-08,1.1173503899897241e-08
1983,7.9572985534071e-08,5.68378455412244e-09
1984,9.452383942232245e-08,6.958810083723677e-09
1985,7.27882518702927e-08,6.617113745832626e-09
1986,1.180913615783652e-07,5.994485463567401e-10
1987,7.699629112067896e-08,1.2221633705067347e-09
1988,1.439172887529594e-07,8.39517544370949e-09
1989,6.805271368648391e-08,2.744061089465788e-09
1990,8.445408861135206e-08,1.6345953479657283e-09
1991,6.271767638565962e-08,2.344586136349136e-09
1992,7.273126279017106e-08,4.407955445095979e-09
1993,5.982343953547797e-08,9.416652790861235e-09
1994,8.123386940894761e-08,2.1099705871385765e-09
1995,7.211859553990507e-08,4.337960657352369e-09
1996,6.24556779627028e-08,5.338092190498855e-10
1997,5.4182308417694e-08,1.917957792585412e-09
1998,6.436974686607755e-08,3.3376904573501065e-09
1999,7.038109828272354e-08,2.285100553223174e-09
2000,7.687374559139926e-08,2.6508187866980393e-09
2001,6.046072176246753e-08,1.7524847129024579e-09
2002,6.703268784491456e-08,2.190610748353805e-09
2003,5.291992222211661e-08,4.166922806803086e-09
2004,5.329797314601592e-08,2.642874807889939e-09
2005,6.035024480155471e-08,9.007499190971657e-10
2006,7.576917315788023e-08,4.1178899179428186e-10
2007,7.11017333898667e-08,1.9972397347078896e-09
2008,7.237647725588658e-08,8.514879357157668e-10
2009,8.821155894622734e-08,5.245011758248097e-09
2010,9.872727613213783e-08,1.8895172648747405e-09
2011,7.992101114240313e-08,1.1471915639660324e-09
2012,8.817014141015989e-08,5.787229695464191e-09
2013,1.0598675359574372e-07,3.904775169871755e-09
2014,1.0870534694618073e-07,3.681256771637109e-09
2015,1.2412822414376024e-07,3.768178130636457e-09
2016,1.319443594383074e-07,4.764082239816503e-09
2017,8.226049175164007e-08,1.7609279590047322e-09
2018,1.2984777697511163e-07,5.421079862788503e-09
2019,1.0867207933529244e-07,3.316284080678855e-09
