year,présages_NOUN heureux_ADJ
1890,7.2098250147867304e-09
1891,1.7210394887001712e-08
1892,9.402768341715273e-09
1893,5.4194064347257154e-08
1894,1.2603078580752936e-08
1895,4.213029924926559e-09
1896,7.66613794667137e-09
1897,1.3984112534615178e-08
1898,9.619203211741478e-09
1899,1.6029977345510815e-08
1900,1.1939421895590385e-08
1901,5.58873880507349e-09
1902,8.347482705062248e-09
1903,1.0260418292773466e-08
1904,1.1286712897629059e-08
1905,4.64468330463319e-09
1906,4.629765903985117e-09
1907,3.599990305858114e-09
1908,1.1787333775714615e-08
1909,8.801573692096554e-09
1910,1.710128205711925e-08
1911,6.916486383623521e-09
1912,1.5107321338359014e-08
1913,1.060597942803554e-09
1914,6.696743604095445e-09
1915,0.0
1916,1.3184954461564757e-08
1917,4.386569774084137e-09
1918,3.44591288836682e-09
1919,1.1049417880659718e-08
1920,6.815008557481406e-09
1921,9.84457149133533e-09
1922,8.853522359686394e-09
1923,1.0615948120573648e-08
1924,6.445812328337297e-09
1925,9.898360131543882e-09
1926,1.226075263538462e-08
1927,6.689535148041159e-09
1928,6.8556245125250825e-09
1929,1.2254446790649354e-08
1930,2.100720708497761e-09
1931,9.124285327288817e-09
1932,9.863583061431314e-09
1933,2.2941324395731044e-09
1934,7.188948103475923e-09
1935,4.787313656606784e-09
1936,3.6374143697059935e-09
1937,1.0072894518486919e-08
1938,1.2965214457594243e-09
1939,9.176430282309411e-09
1940,1.7750480196809804e-08
1941,5.9030051957620344e-09
1942,3.034211770724937e-09
1943,8.709705845433291e-09
1944,0.0
1945,6.535512131478072e-09
1946,2.645009899993056e-08
1947,3.5762612871081956e-09
1948,1.087188805648509e-08
1949,6.8719059331812105e-09
1950,4.2541445921528975e-09
1951,9.595261474260042e-09
1952,7.381362632230548e-09
1953,6.464296653518886e-09
1954,2.9317608341017376e-09
1955,5.631364707880948e-09
1956,6.976913269340912e-09
1957,1.0602045297236629e-08
1958,5.790570467567591e-09
1959,9.300897385600138e-09
1960,8.997083300599229e-09
1961,3.4740795795684676e-09
1962,6.976152100435229e-09
1963,1.3578711488548834e-08
1964,9.125952660227199e-09
1965,6.0192477668863376e-09
1966,8.862519385033352e-09
1967,5.916402479044791e-09
1968,1.7516521566562915e-08
1969,8.62933943746036e-09
1970,4.1388523719376735e-09
1971,5.138397263237948e-09
1972,2.0520587451500205e-09
1973,5.513203782392395e-10
1974,1.6876715580593782e-09
1975,5.140332159925265e-09
1976,4.570821499072508e-09
1977,5.876781838942691e-09
1978,5.940591130126904e-09
1979,4.681578680276743e-09
1980,3.97960553399912e-09
1981,5.692994575756671e-09
1982,2.483000915987077e-09
1983,3.157657912922218e-09
1984,5.799008384599347e-09
1985,3.007779025843149e-09
1986,4.196139880008332e-09
1987,1.0999470334560613e-08
1988,6.596209245479656e-09
1989,5.488122178931576e-09
1990,0.0
1991,4.689172272698272e-09
1992,2.2039777225479895e-09
1993,6.647049133334804e-09
1994,7.912389854425328e-09
1995,8.675921314704738e-09
1996,4.804283193493575e-09
1997,9.58978896292706e-10
1998,1.9072516899143466e-09
1999,8.683382013430219e-09
2000,2.6508188977203417e-09
2001,4.819333099259637e-09
2002,5.257465574004527e-09
2003,4.166922806803086e-09
2004,7.928624257136363e-09
2005,1.8014998381943315e-09
2006,2.4707338397433887e-09
2007,3.595031605740928e-09
2008,3.405951742863067e-09
2009,6.198650259747751e-09
2010,4.723792912386671e-09
2011,4.971163480860241e-09
2012,4.085103366691101e-09
2013,5.020424964641279e-09
2014,5.413613113347537e-09
2015,7.314698624583116e-09
2016,9.942432654952427e-09
2017,4.779661555431858e-09
2018,4.3884935685412074e-09
2019,5.612172948588068e-09
