year,avez_VERB osé_VERB,avez_VERB posé_VERB
2008,4.5554603644859526e-08,6.343584857404494e-08
2009,3.4807804638603557e-08,7.247652433761687e-08
2010,5.290648275035892e-08,9.211396445607534e-08
2011,5.965396354667973e-08,9.368731213044157e-08
2012,7.387228606603458e-08,1.1131906063610586e-07
2013,7.949006430862937e-08,1.1017043988204023e-07
2014,7.059351503357902e-08,1.1736712934862226e-07
2015,9.930257505175177e-08,1.163702094686414e-07
2016,1.0480980705551701e-07,1.2759454648403334e-07
2017,7.798394818792076e-08,1.0515255155496561e-07
2018,9.035133530232997e-08,1.231359618714123e-07
2019,9.413145107828313e-08,1.1071286820651949e-07
