year,deux_DET arts_NOUN,deux_DET parts_NOUN
1874,5.01867165603187e-08,1.14294268538373e-06
1875,7.380770256082414e-08,1.0018394078770143e-06
1876,7.980739469282128e-08,1.0737722675457917e-06
1877,6.494056881134469e-08,9.567910144170355e-07
1878,9.239805764948983e-08,1.0586522662947573e-06
1879,7.270097057698877e-08,1.3446625395374667e-06
1880,7.508880250917116e-08,9.023491678306073e-07
1881,7.809208313336313e-08,1.0277476363285132e-06
1882,8.785108107645101e-08,1.0069597635720129e-06
1883,8.847074745021999e-08,1.0471144857859827e-06
1884,8.978307697304899e-08,9.097138278235661e-07
1885,6.767917792860345e-08,1.0248560418091301e-06
1886,7.163344711846875e-08,9.344615410356027e-07
1887,4.635536360320103e-08,9.636692617220888e-07
1888,8.115986549483978e-08,9.567987309111459e-07
1889,8.95914575860246e-08,1.0155786984711312e-06
1890,7.078737507271171e-08,9.50386048970131e-07
1891,4.716922674674606e-08,9.312735720357068e-07
1892,7.208788876944539e-08,9.684851338676026e-07
1893,6.8358424809567e-08,8.97897111329371e-07
1894,7.68787788985037e-08,1.0290413845481794e-06
1895,5.9584283951252814e-08,9.64182063079022e-07
1896,7.607167379353186e-08,9.458834382414238e-07
1897,5.7684462984042284e-08,8.699283569058025e-07
1898,9.166534642446322e-08,1.204663781173565e-06
1899,7.517506261933704e-08,8.468250296544966e-07
1900,9.603448158923555e-08,8.388741967735314e-07
1901,1.0003842754180425e-07,8.584303197167742e-07
1902,6.039649003142245e-08,8.278738734546209e-07
1903,5.238213662828173e-08,8.856361466413887e-07
1904,6.449550404852289e-08,8.620898697131452e-07
1905,9.392581223899299e-08,8.432680349557131e-07
1906,6.173021177557914e-08,9.861402006094977e-07
1907,5.451413809254291e-08,8.891976417402248e-07
1908,6.090122517399266e-08,9.734373147551878e-07
1909,8.086445618671334e-08,8.201966590348775e-07
1910,6.306098043751263e-08,7.620758655235704e-07
1911,6.863282675517723e-08,8.001842868310405e-07
1912,6.147117193044949e-08,7.574498219753423e-07
1913,6.469647362283837e-08,7.821909999705667e-07
1914,4.352883264946428e-08,7.346327803858799e-07
1915,2.94519039156782e-08,6.455857533005371e-07
1916,4.944358011904626e-08,7.504436450034291e-07
1917,6.68951898319392e-08,6.590820902374617e-07
1918,9.533692502117219e-08,6.420884606228583e-07
1919,4.6960025201769895e-08,5.782528926800978e-07
1920,7.49650914677602e-08,6.769575349174772e-07
1921,9.996026761882604e-08,7.368283299058476e-07
1922,7.451715111628232e-08,6.669653442870072e-07
1923,8.917396732144311e-08,6.719895111473306e-07
1924,7.73497492723152e-08,7.193526574411635e-07
1925,8.908524029571652e-08,6.64289972363008e-07
1926,8.693988340358061e-08,6.910605891974342e-07
1927,1.0703256081434631e-07,7.157802448531925e-07
1928,7.08414584771333e-08,6.741364098061808e-07
1929,8.35530460374656e-08,6.338890967683142e-07
1930,1.1764036322858828e-07,6.396694498533861e-07
1931,9.808606460381952e-08,5.930785205165989e-07
1932,5.698959038014095e-08,5.709918760032906e-07
1933,6.997103763062285e-08,5.161798193320521e-07
1934,7.069132657022692e-08,5.571434975593093e-07
1935,7.77938495843955e-08,5.744776530036688e-07
1936,4.364897199238271e-08,6.644343386597029e-07
1937,5.414180659357726e-08,5.666002991233654e-07
1938,7.779128452511941e-08,5.626903174515974e-07
1939,5.352917753498332e-08,5.505858311494194e-07
1940,2.7893612752905028e-08,5.198355017554945e-07
1941,5.607854980382854e-08,5.135614609130812e-07
1942,1.456421614420833e-07,7.06971325925565e-07
1943,9.00002918857723e-08,6.096794056276167e-07
1944,1.1888788975511488e-07,6.490636010880735e-07
1945,4.1391576388605245e-08,5.729465435422298e-07
1946,6.403708052715729e-08,7.517396243272856e-07
1947,1.060957499632309e-07,6.771054525955833e-07
1948,8.371353343861188e-08,4.859733828688206e-07
1949,6.970075983048218e-08,5.870571131438851e-07
1950,7.232045673433163e-08,6.934255738499928e-07
1951,8.315893085253379e-08,5.597235928078703e-07
1952,5.1669539202769954e-08,6.358516682070103e-07
1953,5.1714371673838855e-08,5.106794382925273e-07
1954,6.547599351591771e-08,5.062173951131399e-07
1955,7.977766358635563e-08,6.053717260812164e-07
1956,5.1454734917300016e-08,5.110588787715642e-07
1957,5.124322016714089e-08,5.115486603202157e-07
1958,6.948684561081109e-08,5.583764188799023e-07
1959,6.433120458559927e-08,4.898472614200955e-07
1960,7.405291518880475e-08,5.335962782737624e-07
1961,7.017641134865471e-08,5.002674638987514e-07
1962,4.566208677836414e-08,4.407659819349874e-07
1963,6.789356221670317e-08,4.914200655292689e-07
1964,7.969998305767945e-08,5.919701271395184e-07
1965,4.9248392031131516e-08,5.548651715869823e-07
1966,4.1543059436932595e-08,5.433832424017737e-07
1967,6.458739720827111e-08,4.69860981233694e-07
1968,9.387059130006037e-08,5.394190405461075e-07
1969,6.585548750770442e-08,4.773387320966549e-07
1970,6.66815119232389e-08,5.026406464381239e-07
1971,8.581123500661647e-08,4.686218613159099e-07
1972,6.104874594736742e-08,5.042934585475223e-07
1973,4.796487346192535e-08,4.3774836999688205e-07
1974,4.050411750444738e-08,4.4667038956447414e-07
1975,5.140332204334186e-08,4.283610257616033e-07
1976,5.1421741309454205e-08,4.130880064678877e-07
1977,3.9962116504810297e-08,3.6083439258760563e-07
1978,6.831679932872703e-08,4.1881167955892806e-07
1979,5.442335238026175e-08,4.2894964735751273e-07
1980,4.7186750062877536e-08,3.8943282154590975e-07
1981,3.985096119762943e-08,3.687795393503279e-07
1982,5.0901519110801985e-08,3.7741613301278676e-07
1983,7.515226374543715e-08,3.972333848523135e-07
1984,6.552879394661204e-08,3.491002988909031e-07
1985,4.9929133605353115e-08,3.470977132380426e-07
1986,5.454981755192989e-08,3.057187707433684e-07
1987,5.5608433080500674e-08,2.920970594288974e-07
1988,7.975416566052829e-08,2.6924527585237e-07
1989,6.256459261777536e-08,3.056884052554665e-07
1990,6.15697552941441e-08,2.391957758529628e-07
1991,6.682070324837142e-08,3.1358839436279595e-07
1992,5.179347439820958e-08,2.826601335215173e-07
1993,8.91812389491875e-08,2.7640644795212665e-07
1994,6.857404555304925e-08,3.154406156280487e-07
1995,7.211859909261875e-08,2.6732681490670984e-07
1996,5.4448540787177535e-08,2.9252746447383515e-07
1997,7.671831503408555e-08,2.814603119460912e-07
1998,6.627699500327822e-08,3.161269561680058e-07
1999,9.414614271507915e-08,2.4587681979326703e-07
2000,7.73155524047553e-08,2.664073113223253e-07
2001,5.4765148943536346e-08,2.9836050963183425e-07
2002,7.053766437614684e-08,3.110667212702367e-07
2003,7.375453814351118e-08,2.616827590173898e-07
2004,6.871474655945065e-08,2.594421975032901e-07
2005,5.854874407518196e-08,2.607671081289453e-07
2006,7.082770936417404e-08,2.7919292922007344e-07
2007,7.190063233686317e-08,2.684290130172684e-07
2008,6.726754731012363e-08,2.7247615275172166e-07
2009,5.292693860958764e-08,2.7226379373246345e-07
2010,5.6685517002552643e-08,3.0562941510936525e-07
2011,3.7092529686644227e-08,2.8029714593813537e-07
2012,3.574465295974605e-08,3.230635865492104e-07
2013,3.5421887201181335e-08,3.461304292073919e-07
2014,3.529675557389922e-08,3.748385548618671e-07
2015,4.654808366533203e-08,4.0496831577030434e-07
2016,4.2876737493813266e-08,4.770296175848898e-07
2017,2.842640789424422e-08,3.3684037070713657e-07
2018,3.149389249390566e-08,3.513376114483435e-07
2019,4.08158039588713e-08,3.665769412464215e-07
