year,étiez_VERB heureux_ADJ
2009,1.192048149079028e-08
2010,1.9839930587295385e-08
2011,1.7207874236646603e-08
2012,1.9404239992582006e-08
2013,2.2034088331679413e-08
2014,2.9016964830930192e-08
2015,2.659890441236712e-08
2016,2.9205894591655124e-08
2017,2.8677968444412727e-08
2018,2.6589107804397827e-08
2019,2.5764975930542278e-08
