year,premières_ADJ eaux_NOUN,premières_ADJ peaux_NOUN
1901,6.035838140405758e-08,5.588738916095792e-10
1902,9.084025265337914e-08,1.4730852093691738e-09
1903,7.722314876446035e-08,5.400220270956879e-10
1904,8.438161813728584e-08,5.374625189347171e-09
1905,6.605771574186292e-08,1.0321518084666081e-09
1906,6.07013745934637e-08,5.144184522798412e-10
1907,5.1942716794428634e-08,1.5428529565042481e-09
1908,5.6972112361108884e-08,0.0
1909,6.436150812305641e-08,0.0
1910,8.9247315315788e-08,5.344150677544235e-10
1911,8.086968961151797e-08,5.320374141248863e-10
1912,4.115442919783163e-08,5.2094213387476884e-09
1913,4.348451554392341e-08,3.71209285532359e-09
1914,6.361906201846068e-08,0.0
1915,6.832841847881355e-08,2.3561523843085297e-09
1916,3.076489463182952e-08,0.0
1917,3.947912929902486e-08,1.0966424435210342e-09
1918,2.5270027848023346e-08,5.743188147278033e-09
1919,3.867296172188617e-08,3.6831393490643904e-09
1920,4.391894492528081e-08,0.0
1921,3.332008802203745e-08,0.0
1922,5.3121134158118366e-08,2.2133805899215986e-09
1923,4.140219900250486e-08,1.0615948120573648e-09
1924,5.285566118118368e-08,1.289162443462999e-09
1925,5.389107116116065e-08,0.0
1926,4.346993875969929e-08,2.229227691330493e-09
1927,2.1183527820767267e-08,2.2298449753321847e-09
1928,3.884854038460617e-08,0.0
1929,3.119313873867213e-08,0.0
1930,3.361153133596417e-08,4.201441416995522e-09
1931,3.079446386777818e-08,1.1405356659111021e-09
1932,3.9454331357546835e-08,0.0
1933,1.605892663292252e-08,0.0
1934,5.2718952758823434e-08,0.0
1935,2.0346082152400413e-08,8.377798899061872e-09
1936,8.487299751891442e-09,3.6374143697059935e-09
1937,3.651424407280501e-08,1.2591118148108649e-09
1938,2.7226949583791793e-08,0.0
1939,3.976452944698394e-08,0.0
1940,4.3108308034334186e-08,0.0
1941,4.7224041566096275e-08,8.854508237732261e-09
1942,2.1239483061208375e-08,3.034211770724937e-09
1943,4.645176332473966e-08,0.0
1944,7.069009200222354e-08,0.0
1945,5.010559434026618e-08,0.0
1946,2.9234318077442367e-08,2.7842208538686464e-09
1947,1.549713246618012e-08,2.3841741914054637e-09
1948,2.6092530802657166e-08,0.0
1949,2.0615717133409817e-08,9.817008317369869e-10
1950,3.828730044119766e-08,1.0635361480382244e-09
1951,1.7058242818279723e-08,0.0
1952,2.5307528517259925e-08,4.2179215675730575e-09
1953,2.0470272588113403e-08,5.386913581872932e-09
1954,1.6613311615287785e-08,9.772536113672459e-10
1955,2.2525458831523792e-08,8.447047505910632e-09
1956,3.401245152190313e-08,5.232684952005684e-09
1957,1.501956425897788e-08,2.6505113659425206e-09
1958,2.0680609225109947e-08,6.617794756635931e-09
1959,2.1702094343822864e-08,2.325224457422337e-09
1960,2.5607082676515347e-08,2.7683333403416555e-09
1961,2.292892631317045e-08,0.0
1962,1.0781326054143392e-08,2.5367825617905737e-09
1963,3.620989730279689e-08,5.1728425987107585e-09
1964,2.4335873760605864e-08,1.2167936658258327e-09
1965,1.860494691641179e-08,2.188817349590977e-09
1966,1.7725039214155913e-08,4.431259692516676e-09
1967,2.7116845657815247e-08,1.4791006197611978e-09
1968,2.0660513300185812e-08,2.24570789741918e-09
1969,2.043791091921321e-08,4.5417577476669635e-09
1970,3.49503110896876e-08,1.8394900047624674e-09
1971,1.849823050292798e-08,2.0553589941130213e-09
1972,2.0520587895589415e-08,3.591102859523687e-09
1973,1.1026407342740185e-08,4.961883404153156e-09
1974,1.9689501584707614e-08,4.500457340128605e-09
1975,2.2845920710778955e-08,1.1422960355389478e-09
1976,2.0568696967870892e-08,1.7140580621521906e-09
1977,1.5867311020656416e-08,5.289103821581875e-09
1978,2.1386128423728223e-08,3.5643548113029055e-09
1979,1.2289143924704149e-08,3.5111840102075575e-09
1980,2.1035058139773355e-08,0.0
1981,2.84649726012276e-08,1.897664858585557e-09
1982,2.0484757001781873e-08,4.345251491955082e-09
1983,2.3998200759933752e-08,2.526126308133314e-09
1984,2.4935737030773453e-08,4.059305780401701e-09
1985,4.8726018775369084e-08,2.4062232206745193e-09
1986,1.498621315931814e-08,1.1988970927134801e-09
1987,2.13878585952898e-08,0.0
1988,2.0987938498251424e-08,1.1993107618124554e-09
1989,1.3720305780395847e-08,5.488122178931576e-10
1990,2.179460345530515e-08,2.724325431913144e-09
1991,1.992898113201136e-08,4.68917216167597e-09
1992,1.2672871640972971e-08,5.509944167592096e-10
1993,1.772546376344053e-08,2.7696036575264316e-09
1994,1.476979427650349e-08,5.274926606624319e-10
1995,1.8978578708583882e-08,1.626735190995987e-09
1996,1.868332333287981e-08,3.2028553142993132e-09
1997,1.1507746755512471e-08,5.274384040632185e-09
1998,1.859570453177639e-08,2.86087753487152e-09
1999,2.1936966021485205e-08,3.1991407301035224e-09
2000,1.3695897749244068e-08,3.092622158362701e-09
2001,1.095302959441824e-08,6.571817839917671e-09
2002,1.5772396722013582e-08,0.0
2003,1.5417615628621206e-08,5.000307723435071e-09
2004,1.9381081628466745e-08,2.642874724623212e-09
2005,1.4411998705554652e-08,4.053374524914943e-09
2006,1.5647982465338828e-08,8.235779835885637e-10
2007,1.4779574009082808e-08,3.994479413904628e-09
2008,1.4475294740634581e-08,1.2772318758180745e-09
2009,1.8119131084404216e-08,3.814554005998616e-09
2010,9.919965293647692e-09,2.3618964561933353e-09
2011,1.7590270573464295e-08,4.206369030868018e-09
2012,1.4297861561374248e-08,3.063827413996023e-09
2013,1.1435412616833673e-08,3.904775169871755e-09
2014,1.515811653973742e-08,3.031623174720721e-09
2015,1.4629397249166232e-08,2.659890530054554e-09
2016,9.735297901158901e-09,1.4499380585064614e-09
2017,1.0817128526241504e-08,1.7609279590047322e-09
2018,1.3165480261534412e-08,2.8396132667474205e-09
2019,1.0459049626376782e-08,1.2754939326953263e-09
