year,quelques_DET anneaux_NOUN,quelques_DET panneaux_NOUN
1939,2.2941075705773528e-08,2.2941075705773528e-08
1940,4.564409294971483e-08,1.5214697057785997e-08
1941,2.9515025090631752e-08,2.9515025978810172e-09
1942,3.6410541692788456e-08,3.034211815133858e-08
1943,8.129058670647282e-08,4.93549991986697e-08
1944,1.927911696952833e-08,1.2852744646352221e-08
1945,1.9606536838523425e-08,4.7927088075994106e-08
1946,1.9489545977080525e-08,2.5057987684817817e-08
1947,3.814678839475505e-08,2.5033829231801974e-08
1948,3.370285384107774e-08,2.0656587551570738e-08
1949,2.748762362170254e-08,3.043272522873508e-08
1950,2.3397795700930146e-08,2.6588403034821795e-08
1951,2.8785785421980847e-08,1.7058242818279723e-08
1952,3.057993103183776e-08,3.5852333546415593e-08
1953,2.8011951869189033e-08,2.693456924163229e-08
1954,2.34540866728139e-08,3.615838295445428e-08
1955,3.75424318299622e-08,3.660387060122616e-08
1956,2.8779766569897447e-08,2.093073914188892e-08
1957,1.9437083775830644e-08,3.975767060016011e-08
1958,3.060729980575161e-08,3.722509556158826e-08
1959,2.8677767716089875e-08,2.7902691712711203e-08
1960,3.668041614890427e-08,3.8064583929298124e-08
1961,4.655266705455574e-08,4.655266883091258e-08
1962,2.8538803320543593e-08,2.3465238641051656e-08
1963,1.5518527685109973e-08,4.0089528585696144e-08
1964,1.8251904654320583e-08,3.650381130704261e-08
1965,2.0793764932136583e-08,3.3379464525751246e-08
1966,2.271020593802575e-08,3.101881862477285e-08
1967,2.7609879216239364e-08,3.204718179716792e-08
1968,2.5601070818837002e-08,2.380450325745187e-08
1969,3.542570969905512e-08,3.678823845554291e-08
1970,2.4833115480626944e-08,2.7592350404503918e-08
1971,4.162101840954335e-08,4.419021770729614e-08
1972,2.2059631621385023e-08,2.359867523615833e-08
1973,2.370677543162003e-08,3.3630542350948645e-08
1974,1.912694358452427e-08,3.431598605274644e-08
1975,2.5701660355537115e-08,3.5982326007655274e-08
1976,2.8567633536535908e-08,3.142439863879076e-08
1977,1.9393379346865913e-08,4.583890023113213e-08
1978,1.9603950907054468e-08,4.2772259067902496e-08
1979,1.0533551808578068e-08,2.9845064863920356e-08
1980,8.527726080842513e-09,4.0933086697947374e-08
1981,2.2771979080182803e-08,3.0995192190630405e-08
1982,1.7381006189864934e-08,3.786576474595904e-08
1983,1.326216381158929e-08,3.978649010250024e-08
1984,2.7255340206977507e-08,3.7113656148335394e-08
1985,1.8046674599148105e-08,4.030423728096366e-08
1986,1.5585661872208334e-08,4.6756987170937236e-08
1987,1.3443797186596385e-08,2.749867622497959e-08
1988,1.2592763276586538e-08,4.197587655241364e-08
1989,1.1525056353711705e-08,2.9635859988275115e-08
1990,1.3076762561681221e-08,2.4518929331307504e-08
1991,1.875668920181539e-08,3.282420468764258e-08
1992,1.487684975209902e-08,4.628352989755058e-08
1993,1.3848018731721368e-08,2.7142116998390975e-08
1994,1.635227242502424e-08,4.4836877099996286e-08
1995,6.506940763983948e-09,3.145021554296079e-08
1996,1.654808623463566e-08,3.3629978801741345e-08
1997,1.342570443707558e-08,2.6371919759071716e-08
1998,8.582632382569955e-09,4.243634865730428e-08
1999,1.2796562837147363e-08,2.422206524244075e-08
2000,5.3016375733960786e-09,3.269343284983961e-08
2001,7.448060113102173e-09,5.520326684660404e-08
2002,1.2267420579359367e-08,3.023042882688287e-08
2003,1.7501075977310876e-08,2.8335075175078828e-08
2004,8.80958239690699e-09,3.039305962460048e-08
2005,4.954124666056714e-09,5.26938706002511e-08
2006,1.1118302889467913e-08,3.21195421371101e-08
2007,1.2382886716011399e-08,3.674921300600431e-08
2008,5.534671554396908e-09,4.4277372879264476e-08
2009,1.0013204487790972e-08,4.529782771101054e-08
2010,1.1809482503011282e-08,4.393127461810309e-08
2011,1.6060682533902693e-08,5.085882603950154e-08
2012,1.157445883581687e-08,5.20850664820216e-08
2013,1.4503450607161739e-08,4.434708822387279e-08
2014,1.2776126656621756e-08,3.724565544871439e-08
2015,2.4160672573714237e-08,5.896090549128985e-08
2016,2.5063214281750845e-08,5.1576365400762825e-08
2017,9.056201122348284e-09,4.5029441508859236e-08
2018,1.884470707258501e-08,4.801527975217823e-08
2019,1.377533381807794e-08,9.41314493019263e-08
