year,vos_DET heures_NOUN,vos_DET peurs_NOUN
1858,9.053300398242925e-08,3.4255731584664773e-09
1859,7.53641646866754e-08,5.092173349652285e-10
1860,8.650877381111144e-08,1.2816115280145368e-08
1861,9.101810088951723e-08,0.0
1862,9.081152585466157e-08,4.517986262886353e-10
1863,9.989241567254226e-08,1.4983863039219614e-09
1864,9.493561625717462e-08,3.835782358407869e-09
1865,1.1484700102037948e-07,3.765475486972036e-09
1866,6.9091704024693e-08,0.0
1867,6.842464017609018e-08,1.261730986357179e-08
1868,5.28566540536346e-08,7.409810987013543e-09
1869,6.885761716368677e-08,6.348574999037737e-09
1870,1.014926662712412e-07,1.7202146374017957e-09
1871,4.779529882981137e-08,4.248470908407853e-09
1872,7.438227267453357e-08,1.8142017887967654e-09
1873,9.158587221946846e-08,0.0
1874,5.616132670027696e-08,0.0
1875,1.3788879993370529e-07,1.716458086775674e-09
1876,6.227395243918465e-08,1.813804439976252e-09
1877,9.33907227107511e-08,0.0
1878,9.602151163079498e-08,0.0
1879,7.331190388093489e-08,1.832797580370027e-09
1880,8.856627897735336e-08,4.492492600149944e-09
1881,1.3875289917031353e-07,0.0
1882,8.319231525888426e-08,1.3310770263785798e-09
1883,6.761692328272062e-08,1.2638677882037541e-09
1884,7.65796857038481e-08,6.601696966868076e-09
1885,5.5432466172788963e-08,6.445635691854079e-10
1886,4.775563211545375e-08,1.936039106809062e-09
1887,5.353718068867863e-08,6.528924623161458e-10
1888,7.164894944011735e-08,1.268122939990235e-09
1889,6.515742256851809e-08,0.0
1890,4.325895225365528e-08,1.3108772956016423e-09
1891,5.736798081024119e-08,1.9122659011827636e-09
1892,5.39092064322233e-08,1.8805537127519756e-09
1893,5.173069805852748e-08,1.2316833108982905e-09
1894,6.364554794302535e-08,1.2603078580752936e-09
1895,5.717683881911739e-08,0.0
1896,5.838058569906934e-08,8.255840455717589e-09
1897,6.118049356018673e-08,1.7480140668268973e-09
1898,6.67685909894189e-08,5.092519295146758e-09
1899,5.03009616181771e-08,1.6582735185011188e-09
1900,3.73755817406618e-08,5.191053142894475e-10
1901,6.091725568424522e-08,0.0
1902,3.977329843252164e-08,9.820567692386817e-10
1903,6.264255625332282e-08,1.0800440541913758e-09
1904,7.148251590649579e-08,4.299700151477737e-09
1905,7.48310065579183e-08,3.6125313851442797e-09
1906,5.349951714972434e-08,1.5432553013283723e-09
1907,5.7599844893729824e-08,3.0857059130084963e-09
1908,6.237464300618001e-08,7.367083831866239e-09
1909,5.941062175551792e-08,2.2003934230241384e-09
1910,6.519864015341881e-08,2.67207544979442e-09
1911,6.331245128166074e-08,5.320374141248863e-10
1912,6.876435953984128e-08,6.251305251225858e-09
1913,5.621169019143224e-08,5.30298971401777e-10
1914,4.0180463956041024e-08,6.027069510139427e-09
1915,5.301342953512034e-08,3.534228465440492e-09
1916,4.614733883911981e-08,0.0
1917,3.838248618937001e-08,6.57985488317081e-09
1918,8.844509391536803e-08,0.0
1919,6.629650606271298e-08,6.4454939163738345e-09
1920,4.921950669256603e-08,0.0
1921,5.4523782044846314e-08,2.27182422873895e-09
1922,5.754789844658603e-08,7.377935484775833e-10
1923,5.8387715107244276e-08,3.1847844361720945e-09
1924,9.797634659136634e-08,7.734974438733389e-09
1925,8.138651819145082e-08,2.1996355847875293e-09
1926,5.684530501870455e-08,0.0
1927,7.246995847864923e-08,0.0
1928,4.684676802035881e-08,0.0
1929,5.3473950156757155e-08,1.1140406375176326e-09
1930,5.882018072611572e-08,9.453243521306831e-09
1931,6.272945984875378e-08,0.0
1932,3.2878610278785914e-08,0.0
1933,5.047091233834067e-08,0.0
1934,5.870974284505337e-08,1.1981580172459871e-09
1935,8.736847156853855e-08,0.0
1936,6.06235719402548e-08,1.2124714565686645e-09
1937,6.043736699989921e-08,2.5182236296217297e-09
1938,4.797129449229942e-08,0.0
1939,6.270560426457905e-08,1.5294050470515685e-09
1940,5.32514401463402e-08,0.0
1941,5.312704587367989e-08,2.9515025978810172e-09
1942,7.888950892542823e-08,0.0
1943,8.419382169222445e-08,2.9032352077962287e-09
1944,4.498460803858961e-08,6.4263723231761105e-09
1945,6.317661416233022e-08,2.178504043826024e-09
1946,7.099763355000732e-08,5.568441707737293e-09
1947,6.079644321310695e-08,4.7683483828109274e-09
1948,6.523132767277673e-08,3.2615663503321457e-09
1949,5.890204990421921e-08,6.8719057111366055e-09
1950,4.147790888531233e-08,2.1270722960764488e-09
1951,6.929911311459591e-08,0.0
1952,5.483298082253896e-08,3.1634410646574906e-09
1953,5.2791754967529414e-08,2.1547654771580937e-09
1954,7.427127712844594e-08,0.0
1955,5.819076909219234e-08,1.8771215692936494e-09
1956,9.069987516596711e-08,2.616342476002842e-09
1957,6.449577372169557e-08,1.7670075402875796e-09
1958,8.106798721208008e-08,2.4816730892496253e-09
1959,8.680837848551448e-08,7.750747710311146e-09
1960,7.405291757578425e-08,3.460416619915918e-09
1961,6.18386145623262e-08,2.08444772553662e-09
1962,9.893451702325251e-08,6.976152100435229e-09
1963,1.0216364088044827e-07,3.879631726988464e-09
1964,6.996563817196488e-08,2.4335873316516654e-09
1965,4.8153983300824876e-08,1.6416130677043839e-09
1966,5.1513396215341345e-08,1.6617224263271169e-09
1967,6.951773512398063e-08,2.9582012395223956e-09
1968,7.365922224944477e-08,4.940557296606585e-09
1969,6.040537792184608e-08,9.083515217778171e-09
1970,4.920635765515158e-08,3.678979926258208e-09
1971,8.632507497718933e-08,7.707596338946132e-09
1972,7.438713250929041e-08,3.078088173236182e-09
1973,4.520827223686297e-08,1.102640756478479e-09
1974,2.925297337696975e-08,3.937900283634832e-09
1975,3.255543568059238e-08,3.998036124386317e-09
1976,3.999468833892905e-08,5.713526873840635e-10
1977,4.407586368104788e-08,1.7630346071939584e-09
1978,4.396037667220298e-08,4.752473081737207e-09
1979,3.4526642878063285e-08,1.5215130710899416e-08
1980,4.09330855322132e-08,1.4212877097463661e-08
1981,4.3646290914800545e-08,5.692994575756671e-09
1982,4.531476560654113e-08,7.449002747961231e-09
1983,6.125856211181002e-08,1.0736036948344463e-08
1984,5.799008562235031e-08,2.3196033982486597e-09
1985,4.210890736100481e-08,7.218669662023558e-09
1986,3.776525964171995e-08,8.991728250862252e-09
1987,4.460896302349582e-08,1.4054878871849752e-08
1988,3.1182079085478875e-08,1.3792074149421296e-08
1989,3.84168536982088e-08,1.865961507530045e-08
1990,4.7948126857821904e-08,8.717841559757744e-09
1991,3.1065765349058694e-08,1.6998249918742658e-08
1992,3.471264764520754e-08,1.652983172562017e-08
1993,4.597542135886812e-08,2.7696036852820072e-08
1994,3.48145151596313e-08,1.635227242502424e-08
1995,3.0907969517102174e-08,9.760411145975922e-09
1996,3.790045521867569e-08,1.8683323110835204e-08
1997,3.596170772279805e-08,1.822059936262832e-08
1998,4.100591277644838e-08,1.9072516010965046e-08
1999,4.935817088380645e-08,1.3253583119876566e-08
2000,2.9600810913521514e-08,2.1648354553427396e-08
2001,4.6002723741445095e-08,2.2782301378754255e-08
2002,3.417352778534166e-08,2.6287329646379476e-08
2003,3.3335384952426494e-08,2.7918383715963557e-08
2004,4.184551594121899e-08,4.757174565384048e-08
2005,3.648037194547982e-08,4.1884871682107416e-08
2006,3.9531743545317966e-08,4.159068928144549e-08
2007,5.7520503693453406e-08,4.8732650359539775e-08
2008,6.173287436794794e-08,5.917840989466683e-08
2009,7.4860620591366e-08,9.059565897473476e-08
2010,8.739016849057535e-08,1.0250630699815133e-07
2011,1.1739594163451272e-07,1.6060681629070928e-07
2012,1.106382128135408e-07,1.9234027748282756e-07
2013,1.0682348605683956e-07,1.9774896475865944e-07
2014,1.1650095328719079e-07,2.2737173743792027e-07
2015,1.2368490587277847e-07,1.7045465439124996e-07
2016,1.4209392129593823e-07,2.2722600867552956e-07
2017,1.1043533665322514e-07,3.149545371172735e-07
2018,1.474017503055869e-07,3.6889159993336307e-07
2019,1.377533425106492e-07,3.724442194652511e-07
