year,aux_ADP hommes_NOUN,aux_ADP pommes_NOUN
1874,1.3359823242353741e-05,2.258402265198356e-07
1875,1.4228293366613798e-05,2.63762408359014e-07
1876,1.382481787004508e-05,2.0495990149527188e-07
1877,1.2707322639471386e-05,2.2079792771911855e-07
1878,1.3778180800727569e-05,2.3190100811865122e-07
1879,1.47961745824432e-05,1.8389068445756607e-07
1880,1.3169420526537579e-05,2.0537107792151232e-07
1881,1.2160750884504523e-05,2.607717695113365e-07
1882,1.2082186003681272e-05,2.682120241459529e-07
1883,1.102345504477853e-05,2.1928106441748696e-07
1884,1.1467807780718431e-05,2.2709837654844023e-07
1885,1.093502123694634e-05,2.217298673556911e-07
1886,1.0673384167603217e-05,2.6007458986399e-07
1887,1.1426924174884334e-05,2.5201649400674597e-07
1888,1.1120803719677497e-05,2.6440363676272227e-07
1889,1.1242161235713866e-05,2.957144467075068e-07
1890,1.0460144949320238e-05,3.0674529405416706e-07
1891,1.0210225809714757e-05,2.4986942825933056e-07
1892,1.063139734469587e-05,3.2721633225207825e-07
1893,1.0548751561145764e-05,2.4695251088502346e-07
1894,1.0274659871356562e-05,3.9825727338183015e-07
1895,1.0735402611317113e-05,2.9130095291485247e-07
1896,1.0610524441290181e-05,2.765706630381004e-07
1897,9.3920798462932e-06,2.2549381462066975e-07
1898,1.015165435092058e-05,2.2690002621228444e-07
1899,9.619091542845126e-06,2.6255997020996347e-07
1900,1.0307355296390597e-05,2.3930754711187774e-07
1901,9.862447768682614e-06,2.576408572041444e-07
1902,8.29297823656816e-06,3.348813657488847e-07
1903,9.82516121439403e-06,2.462500450217675e-07
1904,9.683999451226555e-06,2.832427341559196e-07
1905,9.596431482350454e-06,2.461682031551504e-07
1906,9.833623153099325e-06,2.921896822272174e-07
1907,9.67677442531567e-06,2.756564038142173e-07
1908,9.552160918246955e-06,2.863339942926757e-07
1909,9.524953384243418e-06,3.3611010630263394e-07
1910,9.994631000154186e-06,2.762926015753564e-07
1911,1.0077852493850514e-05,3.298632025305892e-07
1912,9.321217476099264e-06,3.115233910833126e-07
1913,9.51992751652142e-06,3.1340668471546707e-07
1914,9.538171980238985e-06,3.0671085404776477e-07
1915,1.0147948160010856e-05,3.4399824444530935e-07
1916,1.1632426321739331e-05,4.5378218871405807e-07
1917,1.1561901374079753e-05,4.6387975238815216e-07
1918,1.061341208696831e-05,4.939141824422677e-07
1919,1.0364354238845408e-05,3.296409786246457e-07
1920,9.681855772214476e-06,3.2257705795402103e-07
1921,9.30236274143681e-06,3.475891030557676e-07
1922,8.711866030353121e-06,3.0987329324716484e-07
1923,1.0009777724917512e-05,3.460799118393254e-07
1924,9.281969141738955e-06,2.5654332869162744e-07
1925,9.978646630770527e-06,3.2114678916173034e-07
1926,9.507655704510398e-06,2.585904124163818e-07
1927,9.782329470908735e-06,3.121782845560972e-07
1928,9.049424988916144e-06,2.936492471405927e-07
1929,8.65275342221139e-06,2.5288722316219037e-07
1930,8.662322215968743e-06,3.340145893204749e-07
1931,8.755891940381844e-06,3.809389124143081e-07
1932,8.40048505779123e-06,3.507051773432579e-07
1933,8.469936801702715e-06,3.567375830293429e-07
1934,8.238534974225331e-06,3.5465478553931007e-07
1935,8.325138878717553e-06,4.404328590723594e-07
1936,8.931065167416818e-06,3.6495391819713063e-07
1937,8.607288691564463e-06,3.7269709096676706e-07
1938,9.30124497244833e-06,3.8636339227959837e-07
1939,8.85678491613362e-06,3.150574396926231e-07
1940,8.439085831923876e-06,2.814718982335762e-07
1941,1.0194489732384682e-05,5.519309613788437e-07
1942,9.742853762872983e-06,5.006449537159341e-07
1943,1.143874669651268e-05,3.280655680448774e-07
1944,1.1156182154081762e-05,3.4702409479336893e-07
1945,1.221051479660673e-05,4.923418965852022e-07
1946,1.1103472388640512e-05,4.190252385072313e-07
1947,1.134986086981371e-05,3.9100456294960395e-07
1948,1.0883846698561683e-05,4.740143233483707e-07
1949,9.989787940867245e-06,3.3574168245564806e-07
1950,1.0864021533052437e-05,3.2544207484441756e-07
1951,1.057397821568884e-05,3.6675220771442696e-07
1952,9.313171176472679e-06,3.500874814488242e-07
1953,9.457266060053371e-06,3.55536299512238e-07
1954,1.0040304005087819e-05,3.0294861108615123e-07
1955,9.564872925693635e-06,3.6979294026906473e-07
1956,9.652559128880966e-06,3.907071364217529e-07
1957,9.175186278298497e-06,3.3661493592518354e-07
1958,9.737257641972974e-06,2.7546569270064936e-07
1959,1.013720338960411e-05,2.774767744462281e-07
1960,9.873260751191992e-06,3.0313249976821055e-07
1961,1.1613848073466215e-05,3.4393388864684127e-07
1962,1.0862502676900476e-05,2.929983777821832e-07
1963,1.0771151210065e-05,3.0649091042889154e-07
1964,1.1908151464012917e-05,3.151495662212511e-07
1965,1.1480894499982242e-05,2.916599153302002e-07
1966,1.067878201865824e-05,3.4785389246838605e-07
1967,1.1499021638883278e-05,3.377279855776294e-07
1968,1.1373163033567835e-05,2.829591894126793e-07
1969,1.0788945473905187e-05,2.9521426281320373e-07
1970,1.1008428373315837e-05,3.154725483067722e-07
1971,1.038418758980697e-05,2.671966563561057e-07
1972,1.008843355521094e-05,2.8267107810009406e-07
1973,9.181689165416174e-06,2.7455755091665424e-07
1974,9.021729056257755e-06,2.649644172958432e-07
1975,8.592351150582545e-06,3.1413141066138905e-07
1976,9.298193617723882e-06,3.2224292523252984e-07
1977,9.651438631408382e-06,3.3967800128209547e-07
1978,9.951678293873556e-06,3.718810190900257e-07
1979,9.847700312093366e-06,3.119101792403711e-07
1980,9.460090950597078e-06,3.7180886747201214e-07
1981,9.553477866575122e-06,3.4157966388725924e-07
1982,1.0657660823198967e-05,3.9852163702391863e-07
1983,9.531075193081051e-06,3.517631079752448e-07
1984,1.0179579476243816e-05,3.554792185056499e-07
1985,9.928678991855122e-06,4.1507350934111287e-07
1986,9.746433534019161e-06,4.016305164000755e-07
1987,9.652035259932745e-06,4.2653502108080943e-07
1988,1.0052623110823333e-05,5.288960227556316e-07
1989,1.0114060387422796e-05,4.132555888602951e-07
1990,9.905102160701063e-06,4.6694937694269356e-07
1991,9.946906175173353e-06,4.144055916199818e-07
1992,1.0496443792362697e-05,4.0608288287558025e-07
1993,1.0392107469670009e-05,4.3815132144686686e-07
1994,1.1076818736910354e-05,4.3307147601368e-07
1995,1.0882316928473301e-05,5.162173026818095e-07
1996,1.0913196092587896e-05,4.361221273008198e-07
1997,1.0948661838483531e-05,4.4640467278256324e-07
1998,1.1468780940049328e-05,4.143504355180738e-07
1999,1.1116557288914919e-05,4.1497427738512727e-07
2000,1.169408733403543e-05,3.852523396963292e-07
2001,1.0935942555079237e-05,3.9430906947912625e-07
2002,1.15966549856239e-05,3.837950153240399e-07
2003,1.1102349162683822e-05,4.3377666525401537e-07
2004,1.1662124961731024e-05,4.5809828774778794e-07
2005,1.1477355656097643e-05,4.87756090628011e-07
2006,1.1442381037340965e-05,5.744456430534228e-07
2007,1.2083699402865022e-05,7.801218302461166e-07
2008,1.0934382771665696e-05,1.1793108471991331e-06
2009,1.1694469321810175e-05,1.2168427376835211e-06
2010,1.0945028407149948e-05,1.3151040185732654e-06
2011,1.0736948752310127e-05,2.5605315334686907e-06
2012,1.0582800314296037e-05,2.5797427296581077e-06
2013,1.0486552127986215e-05,1.8070741250042488e-06
2014,1.1471662219264545e-05,1.7390689972529572e-06
2015,1.0564198419160675e-05,1.7921012558375082e-06
2016,1.1493037163745612e-05,1.808694120697396e-06
2017,1.0809581908688415e-05,1.7450795595230773e-06
2018,1.0175109309784602e-05,1.875435574838491e-06
2019,1.0005994226958137e-05,1.8606904235163313e-06
