year,des_DET hommes_NOUN,des_DET pommes_NOUN
1865,4.536315236691735e-05,1.1206995900181482e-06
1866,4.283101873170381e-05,1.0816257436374599e-06
1867,4.049040444442653e-05,1.1947621718633172e-06
1868,4.11481636319877e-05,1.2408963812049478e-06
1869,4.208030850350042e-05,1.0509333172592505e-06
1870,4.226280577768193e-05,1.2328204617162442e-06
1871,4.5843124553357484e-05,1.5899902887639428e-06
1872,4.621436983143212e-05,1.145366072208276e-06
1873,3.793690143538697e-05,1.2660399288932922e-06
1874,3.4845714253606275e-05,1.2624348642020777e-06
1875,3.825641738330887e-05,1.1374396375884999e-06
1876,3.7964135117363185e-05,1.1928787095882853e-06
1877,3.41129707521759e-05,1.3148918398542264e-06
1878,3.345655136399728e-05,1.2078177284990943e-06
1879,3.750514895273227e-05,1.1167846736270803e-06
1880,3.3650691761977214e-05,1.1917940661021476e-06
1881,3.418969129143079e-05,1.285033096820598e-06
1882,3.3333495480292186e-05,1.1933105632522256e-06
1883,3.0603926347794186e-05,1.2998880745129782e-06
1884,3.233181246287131e-05,1.3335427553329282e-06
1885,3.075148265452299e-05,1.3039521480351368e-06
1886,3.104503298345662e-05,1.0951528288671852e-06
1887,2.9588433335447917e-05,1.667487381951105e-06
1888,2.980659621698578e-05,1.2491011176507527e-06
1889,3.0967943871473835e-05,1.368305817095461e-06
1890,3.0253081945375015e-05,1.413125747973254e-06
1891,2.9381329795796773e-05,1.2302245142592483e-06
1892,2.9530335268646013e-05,1.3815801533922922e-06
1893,2.979257192237128e-05,1.3536199556796191e-06
1894,2.9093576927152753e-05,1.3239533691589145e-06
1895,3.146531719266932e-05,1.3987260345516006e-06
1896,2.9588343636532954e-05,1.3439328760966873e-06
1897,2.8345214332148316e-05,1.480567961564816e-06
1898,2.887684752295172e-05,1.2714323132101413e-06
1899,2.9578071689684293e-05,1.4167183248758874e-06
1900,2.9487257620530727e-05,1.326314112759519e-06
1901,2.9206748877186328e-05,1.2267281785938167e-06
1902,2.4185111442420748e-05,1.1711026921545908e-06
1903,2.8445660518627847e-05,1.2874125090434063e-06
1904,2.7156369128533697e-05,1.2490628797934278e-06
1905,2.8138005745859118e-05,1.1549778378139308e-06
1906,2.7241543307354732e-05,1.3225698429764066e-06
1907,2.6808613142748072e-05,1.2080538720482537e-06
1908,2.751163788161648e-05,1.4557357737032817e-06
1909,2.766224656625127e-05,1.4132026890933957e-06
1910,2.9564375154222944e-05,1.3590174923194809e-06
1911,2.7317992817188497e-05,1.4588465688802899e-06
1912,2.7303617912366462e-05,1.3044390758665259e-06
1913,2.7491758373798802e-05,1.412186152016659e-06
1914,2.6691210905482876e-05,1.3393487687807237e-06
1915,3.108118403361004e-05,1.9096614902736064e-06
1916,3.3916098118425e-05,2.283194636021335e-06
1917,3.536562326189596e-05,2.610009069314856e-06
1918,3.4142104368584114e-05,2.517813694424831e-06
1919,3.074868914154649e-05,1.711738976339916e-06
1920,2.870708703994751e-05,1.5742669461360492e-06
1921,2.6466751705811475e-05,1.316900734238402e-06
1922,2.628389518122276e-05,1.4298439285909126e-06
1923,2.6123724978788232e-05,1.29726880970793e-06
1924,2.6775903961606673e-05,1.3278372641423175e-06
1925,2.614816810364573e-05,1.416565348577592e-06
1926,2.5436603323214513e-05,1.2494821604036588e-06
1927,2.7907624712497636e-05,1.5162945636859604e-06
1928,2.4067813455985743e-05,1.4442516409474138e-06
1929,2.553492595325224e-05,1.2610939790214104e-06
1930,2.4871483333299693e-05,1.1469935135011156e-06
1931,2.3702612679699087e-05,1.3378483885162495e-06
1932,2.345012103432964e-05,1.4926888738386879e-06
1933,2.354582750285772e-05,1.360420517571015e-06
1934,2.4148875013452198e-05,1.3119829969099328e-06
1935,2.3126316023081017e-05,1.3871241080209984e-06
1936,2.466894488861726e-05,1.46224053132471e-06
1937,2.3434588911186438e-05,1.3283629645144401e-06
1938,2.504879353182332e-05,1.3989466207675605e-06
1939,2.361860219934897e-05,1.4621112622847932e-06
1940,2.2733292894372426e-05,1.5747212103178754e-06
1941,2.704461792291113e-05,1.661696018118164e-06
1942,2.7049997811445792e-05,2.0966403084798912e-06
1943,3.106171357103449e-05,1.9103287938193603e-06
1944,3.108436271759274e-05,1.6901359494170265e-06
1945,3.609345685617882e-05,1.9345115807034574e-06
1946,3.179997861479933e-05,1.8320172827657188e-06
1947,3.1562890399072785e-05,1.5258714824994968e-06
1948,2.8981191690036212e-05,1.4568329298469962e-06
1949,2.5748048756213393e-05,1.6345319266974911e-06
1950,2.7597699840953283e-05,1.5463815898897337e-06
1951,2.7278261768515222e-05,1.428627840471819e-06
1952,2.538977923904895e-05,1.4625642545951223e-06
1953,2.5277552936131542e-05,1.263769950909932e-06
1954,2.5877675057017768e-05,1.3769503559579732e-06
1955,2.407126794423675e-05,1.4350594472745115e-06
1956,2.5872138053273375e-05,1.3448000348859068e-06
1957,2.39694576293914e-05,1.196264061698038e-06
1958,2.519642589504656e-05,1.096072252515512e-06
1959,2.6292087682122656e-05,1.085104686993077e-06
1960,2.5689440576570632e-05,1.2014567150053779e-06
1961,2.8759820565937844e-05,1.218012311454686e-06
1962,2.8426550670701545e-05,1.2170214080953201e-06
1963,2.802969504500652e-05,1.263466770318189e-06
1964,2.901809591548954e-05,1.255122638266215e-06
1965,2.7758581381931435e-05,1.2328514031878512e-06
1966,2.7630567160485953e-05,1.3670436960211418e-06
1967,2.9078625971123984e-05,1.1837735192088417e-06
1968,3.0449105224761297e-05,1.1915726103595148e-06
1969,2.995743398059858e-05,1.2821382147087945e-06
1970,2.7418518811828108e-05,1.0719628300570605e-06
1971,2.653262879448448e-05,1.1258228522770253e-06
1972,2.6038574333142606e-05,1.0239773700071453e-06
1973,2.5189277266690624e-05,1.1114619289376293e-06
1974,2.4323284151250846e-05,1.0227289366504522e-06
1975,2.2929308670427417e-05,1.1125963452762733e-06
1976,2.3575153818455874e-05,1.0747144061351577e-06
1977,2.3827999143577472e-05,1.1218776378996154e-06
1978,2.430117706353485e-05,1.085345999740639e-06
1979,2.509150522200798e-05,1.1142157143595455e-06
1980,2.404534552624682e-05,1.1381671574106633e-06
1981,2.4099077791106538e-05,1.1202548346744834e-06
1982,2.5326609602416283e-05,1.3166112549090059e-06
1983,2.3408351239595504e-05,1.1045487635641393e-06
1984,2.428798700293555e-05,1.2351888294404034e-06
1985,2.436301019770326e-05,1.034675939592944e-06
1986,2.4079248305497458e-05,1.147344506513548e-06
1987,2.3981900085345842e-05,1.0583934608732193e-06
1988,2.4353204480576096e-05,1.1249534797030947e-06
1989,2.5557635922268673e-05,1.1217721684886328e-06
1990,2.4491141516591597e-05,1.103351874753855e-06
1991,2.371841867443436e-05,1.2103925381978797e-06
1992,2.5270257765441784e-05,1.2419414243680649e-06
1993,2.5643761318860925e-05,1.0995326271689976e-06
1994,2.5380309921274602e-05,1.129361775209503e-06
1995,2.588569657291373e-05,1.2092065080349101e-06
1996,2.4395614332206605e-05,1.0959103367014222e-06
1997,2.513052106678515e-05,1.0400126626564088e-06
1998,2.6535593633525423e-05,1.1276625122569328e-06
1999,2.5496695798210567e-05,1.0899929577812273e-06
2000,2.6456497266735823e-05,1.0488407300446312e-06
2001,2.58841992035741e-05,1.0177554672363698e-06
2002,2.6844181661545008e-05,1.14218442037739e-06
2003,2.6733309937299055e-05,1.074649405907735e-06
2004,2.6530057766649406e-05,1.2126390869227066e-06
2005,2.680496663742815e-05,1.0466714464030247e-06
2006,2.781469891033339e-05,1.1336550642115917e-06
2007,2.7047019329984323e-05,1.122049300056327e-06
2008,2.6433164975969703e-05,1.281489374838074e-06
2009,2.7338430982126738e-05,1.500550186328553e-06
2010,2.7876046715391567e-05,1.5569621669708766e-06
2011,2.6522686539465212e-05,2.0018494282236787e-06
2012,2.908831834247394e-05,2.2321686130588603e-06
2013,3.008657108694024e-05,2.10439491454828e-06
2014,3.3212948437721934e-05,2.2942890764987567e-06
2015,2.994039277837146e-05,2.1975128682294454e-06
2016,3.1650490882384474e-05,2.271845770840386e-06
2017,2.8726017944791238e-05,1.9817986345316285e-06
2018,2.9027302161921398e-05,2.24458518882642e-06
2019,2.8469278731790837e-05,2.120891243517775e-06
