year,trois_DET oies_NOUN,trois_DET pois_NOUN
1877,4.329371194877751e-09,2.2265338017746217e-08
1878,4.831270938865373e-09,4.831270883354222e-09
1879,6.109325489944695e-09,6.109325489944695e-09
1880,8.343199908722454e-09,8.343199908722454e-09
1881,1.2550513517339823e-08,4.8807553554297556e-09
1882,6.655385131892899e-09,5.989846840748214e-09
1883,3.159669414998234e-09,2.5277355764075082e-09
1884,5.281357573494461e-09,6.601696966868076e-10
1885,3.2228177904158883e-09,0.0
1886,2.5813855497602844e-09,5.808117542471791e-09
1887,3.9173548849191775e-09,1.3057849246322917e-09
1888,7.60873763994141e-09,1.268122939990235e-09
1889,1.8795409673089125e-09,2.5060546970934183e-09
1890,6.5543866445416654e-09,2.621754646714436e-09
1891,1.211101841036566e-08,5.099376032546843e-09
1892,3.761107425503951e-09,0.0
1893,8.005941687372342e-09,1.2316833108982905e-09
1894,8.822155450616265e-09,0.0
1895,1.8055843487019274e-09,3.0093072478365457e-09
1896,9.435246750566506e-09,4.717623180994224e-09
1897,1.1070755534525745e-08,5.826713556089658e-10
1898,2.26334195829736e-09,5.6583548957434e-10
1899,7.738609753005221e-09,6.633094074004475e-09
1900,1.2458527431924438e-08,1.5573159428683425e-09
1901,1.1177477832191585e-09,3.3532433496574754e-09
1902,8.34748237199534e-09,1.9641135384773634e-09
1903,1.1880484818149739e-08,1.0800440541913758e-09
1904,3.2247751136083025e-09,3.2247751136083025e-09
1905,4.64468330463319e-09,5.160758931310738e-09
1906,8.230695236477459e-09,2.572092316910357e-09
1907,1.2342824262656649e-08,3.0857059130084963e-09
1908,8.349361424464519e-09,4.911389073214423e-10
1909,6.051082024338683e-09,1.6502950117569526e-09
1910,3.7409054742809644e-09,1.6032452032632705e-09
1911,6.384448969498635e-09,0.0
1912,1.1981668712746085e-08,0.0
1913,2.6514948014977335e-09,3.712092910834741e-09
1914,4.68772043404897e-09,2.0090231700464756e-09
1915,1.5314990164938536e-08,0.0
1916,4.394984820521586e-09,8.789969641043172e-09
1917,5.483212106582869e-09,2.1932848870420685e-09
1918,2.2972752589112133e-09,0.0
1919,1.8415696745321952e-09,1.8415696745321952e-09
1920,2.2716695191604686e-09,0.0
1921,7.572747762196741e-09,2.2718242842501013e-09
1922,1.254249004656316e-08,1.4755870969551665e-09
1923,4.246379248229459e-09,1.0615948120573648e-09
1924,3.867487219366694e-09,2.578324886925998e-09
1925,5.499088961968823e-09,8.798542561194722e-09
1926,1.114613823460786e-08,6.687683296036084e-09
1927,8.919379901328739e-09,6.689535148041159e-09
1928,4.5704163786908225e-09,3.4278122562625413e-09
1929,3.342121912552898e-09,4.4561625500705304e-09
1930,9.453243521306831e-09,5.2518016602221e-09
1931,5.7026783295555106e-09,0.0
1932,5.4797681947604815e-09,1.0959536611565568e-09
1933,6.882397318719313e-09,0.0
1934,3.5944740517379614e-09,0.0
1935,9.574627313213568e-09,5.98414207075848e-09
1936,7.274828739411987e-09,4.849885826274658e-09
1937,6.295558963032022e-09,1.2591118148108649e-09
1938,9.075650453382877e-09,1.2965214457594243e-09
1939,6.117620188206274e-09,4.588215141154706e-09
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,2.3612020338958928e-08,8.854508237732261e-09
1942,9.102635312174812e-09,0.0
1943,1.7419411690866582e-08,0.0
1944,0.0,3.2131861615880553e-09
1945,4.357008087652048e-09,0.0
1946,8.352662561605939e-09,0.0
1947,1.1920870957027319e-09,3.5762612871081956e-09
1948,2.174377566888097e-09,2.174377566888097e-09
1949,1.0798709482173763e-08,1.9634016634739737e-09
1950,4.2541445921528975e-09,1.0635361480382244e-09
1951,4.264560704569931e-09,1.2793682113709792e-08
1952,2.1089607837865287e-09,0.0
1953,7.541679392097933e-09,2.1547654771580937e-09
1954,1.6613311615287785e-08,9.772536113672459e-10
1955,6.569925492527773e-09,3.754243138587299e-09
1956,3.488456634670456e-09,8.72114158667614e-10
1957,9.718541305048234e-09,8.835037701437898e-10
1958,4.1361216673863055e-09,8.272243445794913e-10
1959,2.325224457422337e-09,1.5501495642666896e-09
1960,6.920833239831836e-09,6.920833350854139e-10
1961,9.727422756178328e-09,2.0844477810477713e-09
1962,5.7077609305622445e-09,3.805173953708163e-09
1963,8.405868889838075e-09,3.2330267352165265e-09
1964,6.692365273064382e-09,1.8251904432275978e-09
1965,6.5664522708175355e-09,1.0944086747954884e-09
1966,1.1078149397825143e-08,1.6617224263271169e-09
1967,7.395503320850594e-09,3.944268467392931e-09
1968,7.635406862327443e-09,3.5931326802796093e-09
1969,7.266812374062681e-09,1.8167030935156703e-09
1970,3.219107425067591e-09,1.3796175313274261e-09
1971,6.679916619845017e-09,2.5691987426412766e-09
1972,7.695220349823728e-09,1.5390440033513642e-09
1973,1.0475087075523248e-08,2.205281512956958e-09
1974,7.875800456247362e-09,2.2502286700643026e-09
1975,9.138368284311582e-09,3.998036124386317e-09
1976,6.856232359631065e-09,3.4281160132820787e-09
1977,8.227494963097826e-09,1.1753563677885381e-09
1978,1.3069300752732715e-08,2.9702956760857546e-09
1979,7.0223681314374176e-09,1.1703946700691858e-09
1980,8.527726136353664e-09,5.685150683554241e-10
1981,8.85576917353248e-09,6.325549528618524e-10
1982,3.724501262958313e-09,1.8622506869903077e-09
1983,4.420721011477724e-09,3.78918940668882e-09
1984,5.799008384599347e-09,2.3196033982486597e-09
1985,7.218669662023558e-09,6.015557829641693e-09
1986,1.3187867742292525e-08,2.9972427317837003e-09
1987,6.110816741511371e-09,0.0
1988,1.1393452181707175e-08,0.0
1989,7.134558721588746e-09,1.0976244357863152e-09
1990,9.262706657242603e-09,1.634595292454577e-09
1991,1.055063725274863e-08,5.861465202094962e-10
1992,1.1019888168650738e-08,1.65298330578878e-09
1993,5.539207592608619e-09,5.539207426075166e-10
1994,6.85740436656701e-09,5.274926606624319e-10
1995,8.675921314704738e-09,3.253470381991974e-09
1996,4.270473752399084e-09,1.067618438099771e-09
1997,6.7128524960935465e-09,3.835915585170824e-09
1998,4.768129113763564e-09,9.536258449571733e-10
1999,3.656160929565999e-09,2.7421207526856506e-09
2000,3.092622158362701e-09,9.71966962470816e-09
2001,3.5049694258049158e-09,1.7524847129024579e-09
2002,7.4480765999140885e-09,2.1906108038649563e-09
2003,3.333538334260311e-09,0.0
2004,4.404791115186768e-09,3.523833003171717e-09
2005,8.106749049829887e-09,9.007499190971657e-10
2006,9.47114670024618e-09,1.2353669753828456e-09
2007,5.592271090648637e-09,0.0
2008,3.405951742863067e-09,2.1287198670449925e-09
2009,2.860915504498962e-09,4.76819250749827e-10
2010,5.196172492283324e-09,3.3066551718974324e-09
2011,7.64794394481072e-09,7.64794394481072e-10
2012,6.127654716969744e-09,1.0212758139171996e-09
2013,5.857162532763027e-09,2.2313000336282585e-09
2014,8.012147278968484e-09,1.9489005964601347e-09
2015,6.206411301556969e-09,3.3248630099125265e-09
2016,7.871092000399926e-09,2.4856081637381067e-09
2017,5.534344982294215e-09,1.0062445598979508e-09
2018,1.2132893356664454e-08,2.581466596041082e-09
2019,5.101975730781305e-09,1.53059265262101e-09
