year,quelques_DET airs_NOUN,quelques_DET pères_NOUN
1923,6.900366411599634e-08,7.53732316560729e-08
1924,7.09039369439779e-08,9.02413699321869e-08
1925,6.708888511397504e-08,1.3087831640667957e-07
1926,6.79914426982009e-08,6.018914788796792e-08
1927,1.0814748030441024e-07,1.2264147175589102e-07
1928,8.798051664982154e-08,1.0169176589691631e-07
1929,8.800921280638363e-08,9.469345663148943e-08
1930,1.0503603853351251e-07,1.0713675868689876e-07
1931,7.299428173013212e-08,8.668071327377902e-08
1932,9.425201463741928e-08,8.43884332413225e-08
1933,9.520649668637304e-08,6.079451009277648e-08
1934,9.585264137967897e-08,4.7926320689839486e-08
1935,9.574627135577884e-08,8.856530442358235e-08
1936,7.153581371710516e-08,6.547345865470788e-08
1937,4.910535889024459e-08,7.1769373333197e-08
1938,5.963998495062128e-08,6.223302939645237e-08
1939,3.211750687626136e-08,6.882322534096375e-08
1940,7.100191878883777e-08,6.339457292448003e-08
1941,1.1215709783130023e-07,5.312704720594752e-08
1942,6.371844740726829e-08,8.495793002438745e-08
1943,6.677441199975931e-08,8.709705845433291e-08
1944,8.675602458652065e-08,5.7837352684941834e-08
1945,7.842614380138002e-08,8.060465139791972e-08
1946,8.909507087651036e-08,6.403708052715729e-08
1947,7.152522862874378e-08,8.225400849326547e-08
1948,9.45854274903013e-08,8.045196953077038e-08
1949,6.282885278707795e-08,9.620668339760385e-08
1950,4.147791021757996e-08,5.1049733995611746e-08
1951,5.970384997500133e-08,5.117472934301759e-08
1952,5.799642188719645e-08,6.854122425181686e-08
1953,6.464296520292123e-08,8.403585427529947e-08
1954,5.277169434769746e-08,6.74305009606968e-08
1955,7.883910368988722e-08,6.569925448118852e-08
1956,7.936238799466366e-08,4.447782098182529e-08
1957,8.39328593293942e-08,9.365140141159856e-08
1958,5.4596806187134916e-08,3.1434525205042974e-08
1959,4.2629114460623896e-08,6.510628303146859e-08
1960,9.550750013076481e-08,5.7442917977823527e-08
1961,6.114380157740129e-08,5.4890458123235675e-08
1962,6.278537156845232e-08,6.532215168775224e-08
1963,8.729172185084622e-08,4.5908977730491074e-08
1964,4.623815813564747e-08,1.0099387365292145e-07
1965,8.59110838580257e-08,7.660860612546116e-08
1966,7.366969256850098e-08,7.699313764319982e-08
1967,7.642020039000386e-08,1.114255845369172e-07
1968,1.3833560785769805e-07,8.084548708264805e-08
1969,6.994306778196346e-08,6.812636621500445e-08
1970,7.909806853945156e-08,8.507641280353084e-08
1971,9.300499703712717e-08,6.885452785709845e-08
1972,1.769900617176745e-07,6.104874844536923e-08
1973,7.167164683963279e-08,5.843995820598025e-08
1974,5.569315963960264e-08,5.231781585735007e-08
1975,5.140332159925265e-08,5.88282453861666e-08
1976,6.284879372486785e-08,5.999203223083782e-08
1977,4.936496633689558e-08,3.9374439042560994e-08
1978,7.36633321007929e-08,5.0495026382435526e-08
1979,4.915657725312883e-08,5.85197337255039e-08
1980,5.855705387247667e-08,3.809050991288032e-08
1981,6.768337890150633e-08,5.503228189818188e-08
1982,6.642027328140898e-08,6.393727280951111e-08
1983,6.94684785251809e-08,3.6628832855711835e-08
1984,6.958810372381663e-08,5.335087838176378e-08
1985,5.5343134963692364e-08,4.57182425250835e-08
1986,4.975422962516518e-08,5.155257432054583e-08
1987,6.966331089763855e-08,3.177624696704129e-08
1988,5.396898550280582e-08,5.037105244021234e-08
1989,6.366221461107102e-08,6.805271435261773e-08
1990,5.993515972413377e-08,4.903785999488264e-08
1991,8.968041687040795e-08,5.9200799373826385e-08
1992,7.052728356882199e-08,5.5650436037169015e-08
1993,6.813224939783424e-08,4.431365963064593e-08
1994,4.74743404588196e-08,6.013416187222731e-08
1995,7.64565588617927e-08,6.235818261757231e-08
1996,6.352329640080256e-08,7.526710010807847e-08
1997,7.096443965792787e-08,4.4592520009878456e-08
1998,6.627699811190269e-08,6.198567792381482e-08
1999,6.581089673218798e-08,5.0272212170909825e-08
2000,7.731555307088911e-08,6.406145702797517e-08
2001,6.265132834748499e-08,6.528005602746134e-08
2002,5.783212309040664e-08,6.221334603040418e-08
2003,6.917091743829928e-08,4.333599790129483e-08
2004,7.532193269099707e-08,6.254803519567531e-08
2005,5.5846496316291905e-08,6.440362021464807e-08
2006,6.794518636610292e-08,4.282605492456071e-08
2007,6.151498088691199e-08,4.5537065951339883e-08
2008,1.0217855006544596e-07,5.9178410172222584e-08
2009,8.582746335861202e-08,6.723151368959179e-08
2010,8.502827131273705e-08,4.10969984709908e-08
2011,8.718655908346307e-08,4.856444313361408e-08
2012,8.612759350157262e-08,4.085103255668798e-08
2013,7.921115185993699e-08,3.1796025978803044e-08
2014,8.553508390463094e-08,3.161549999575186e-08
2015,1.0839053654621011e-07,4.03416731131756e-08
2016,9.279603063738762e-08,5.054069673882111e-08
2017,6.968243160265786e-08,2.389830777715929e-08
2018,8.751172275722752e-08,3.1752041662613806e-08
2019,7.806022295220316e-08,3.596892828028331e-08
