year,ces_DET artisans_NOUN,ces_DET partisans_NOUN
1880,1.7713255040519016e-07,7.701415682959123e-08
1881,1.059821181925713e-07,9.273434997680852e-08
1882,1.1513816211561334e-07,5.324308238741082e-08
1883,1.2512291380772922e-07,1.1438003610919623e-07
1884,1.2807291938088383e-07,1.0232630565099043e-07
1885,1.4696049177587156e-07,7.928131973145014e-08
1886,1.4972035522475835e-07,9.873799999837729e-08
1887,1.2600824206288053e-07,9.72809734989255e-08
1888,1.2871447729878582e-07,1.242760472308646e-07
1889,1.704117167378172e-07,1.108929197357611e-07
1890,1.6320422169258109e-07,9.766035624636515e-08
1891,1.7720331157988767e-07,8.413970231657686e-08
1892,1.4292207950461489e-07,8.337121215618026e-08
1893,1.3055843428588787e-07,8.437030718511096e-08
1894,1.4745602427979065e-07,9.389293431638635e-08
1895,2.660227735873377e-07,1.0773319836232531e-07
1896,1.6865502150409384e-07,9.140394574558286e-08
1897,2.0451764370932324e-07,8.681803009835676e-08
1898,1.3862969971967232e-07,9.053368099642967e-08
1899,1.1939569155572372e-07,7.35167926535496e-08
1900,2.107567631526308e-07,7.838490478917493e-08
1901,1.9895910874367928e-07,9.556743396643697e-08
1902,1.915010692243868e-07,5.548620851669739e-08
1903,1.8576757376820296e-07,1.101644917511635e-07
1904,3.0097901415615524e-07,7.416982672481254e-08
1905,1.981731401201614e-07,8.050784217061846e-08
1906,2.0473854078773002e-07,9.156648239638798e-08
1907,2.1805656125195583e-07,9.771402176284028e-08
1908,2.1315427822798938e-07,9.135183454134221e-08
1909,2.409430805982993e-07,9.186642735414807e-08
1910,2.2445433067730391e-07,7.962784565052061e-08
1911,2.4260905817641287e-07,1.0427933450074534e-07
1912,2.2087945517057506e-07,9.68952313940008e-08
1913,1.8401374823895367e-07,1.134839813232702e-07
1914,2.0425067681628661e-07,1.5603413316966908e-07
1915,1.6021836835022896e-07,1.3194453796216976e-07
1916,3.7686995568719794e-07,1.3404704013453284e-07
1917,1.6010979564384797e-07,1.3488701888775267e-07
1918,2.0101157893748223e-07,1.229042299044636e-07
1919,2.311169922109002e-07,1.1601888871837218e-07
1920,2.574558735091159e-07,6.436396882136819e-08
1921,1.9916325655344735e-07,1.0980483544642539e-07
1922,2.9364184683799976e-07,1.0476668244052689e-07
1923,1.741015429601589e-07,6.263409346729532e-08
1924,2.4623001948498313e-07,1.1860294346632827e-07
1925,2.1446447107109634e-07,7.808706037337743e-08
1926,2.3295429762981712e-07,9.139833601068403e-08
1927,2.3970833495923216e-07,7.804457347049265e-08
1928,2.7079719089329046e-07,1.3139947441231925e-07
1929,2.1166771801972573e-07,1.0026365693249772e-07
1930,2.688922471349997e-07,9.453243166035463e-08
1931,2.5433944728092683e-07,8.896178549377964e-08
1932,2.553571967212065e-07,9.425201152879481e-08
1933,2.5923696611585e-07,1.1814782219232711e-07
1934,2.4082976324280025e-07,1.1622132589650391e-07
1935,2.4175934143499944e-07,8.736847600943065e-08
1936,2.7038113259436614e-07,1.006351331156452e-07
1937,2.656725968108731e-07,9.191515992768018e-08
1938,2.7486254694508716e-07,7.649476252424847e-08
1939,2.58469459168964e-07,6.576441702321745e-08
1940,3.220444177998161e-07,7.860927020431063e-08
1941,3.482773180962795e-07,1.1215709960765707e-07
1942,3.823106879963234e-07,6.675266028821625e-08
1943,3.3967852886007677e-07,1.1612940831184915e-07
1944,3.08465875065167e-07,1.0924832949399388e-07
1945,2.9627656417119397e-07,1.4595976516318387e-07
1946,2.7146153058765776e-07,1.0301616981678308e-07
1947,2.503382958707334e-07,7.510148503087066e-08
1948,2.913665895221129e-07,1.1524201148915836e-07
1949,3.4163188189495486e-07,1.1191389681641795e-07
1950,2.6375697004255017e-07,9.040057058484763e-08
1951,2.5800591885172253e-07,7.889437281249911e-08
1952,2.362036113368049e-07,7.065018348129115e-08
1953,3.092088576295282e-07,9.80418306539832e-08
1954,2.511541836724973e-07,9.577085080536563e-08
1955,2.3839443485940137e-07,9.291751901230327e-08
1956,2.3634293810914642e-07,8.633929926560313e-08
1957,2.54449091130482e-07,6.891329284997028e-08
1958,2.762929227628774e-07,8.603133228035631e-08
1959,2.38723032452981e-07,8.293300268746862e-08
1960,2.533025060813543e-07,6.851625133919015e-08
1961,3.147516096646541e-07,1.0630683355827841e-07
1962,2.765092972367711e-07,1.0147130513615821e-07
1963,2.980850517531053e-07,7.500621990175205e-08
1964,3.0115643312456086e-07,8.45671586091612e-08
1965,2.7469657126744096e-07,8.372226645292358e-08
1966,2.2433253477061044e-07,6.979234079551588e-08
1967,2.5736351005889446e-07,9.712761173119588e-08
1968,2.7487464748787716e-07,9.701458125732643e-08
1969,2.570634975995745e-07,9.401438383349614e-08
1970,2.575286046635483e-07,9.059488625950962e-08
1971,2.2300645596828872e-07,8.889427416391982e-08
1972,2.539422663261348e-07,9.798580524744693e-08
1973,2.850326374925771e-07,7.112032740508312e-08
1974,2.6327675684001406e-07,8.382101768233952e-08
1975,2.5758776089901403e-07,6.910890970601713e-08
1976,3.033882833847201e-07,8.913101989804773e-08
1977,2.409480508447359e-07,7.404744906125416e-08
1978,3.2257412385661155e-07,8.316828115084718e-08
1979,2.920134711814626e-07,7.490525621989264e-08
1980,2.700446621872743e-07,6.708477862105156e-08
1981,3.5802611364488257e-07,8.09670339663171e-08
1982,2.7188860585170005e-07,9.869928785377624e-08
1983,3.182919385835703e-07,7.767838816619133e-08
1984,2.580558771114738e-07,9.220423446976156e-08
1985,2.6408299902414e-07,8.782714999711061e-08
1986,2.895336521646641e-07,1.0550294327060783e-07
1987,2.8109757366223675e-07,8.494035075301554e-08
1988,2.9682940905217947e-07,6.296381549475427e-08
1989,2.656251183452696e-07,7.244321231780759e-08
1990,2.778811953874083e-07,9.862058014675767e-08
1991,2.6142134501583314e-07,8.264666284674149e-08
1992,2.716402356384151e-07,6.777231398302774e-08
1993,2.404016079537996e-07,6.813225095214648e-08
1994,2.5530644265359115e-07,6.91015369369552e-08
1995,2.5485518762025094e-07,1.0085758717082172e-07
1996,3.1815030254733756e-07,8.540947504798169e-08
1997,2.4597808234716467e-07,9.493891006684407e-08
1998,2.708297337505883e-07,9.011764312560899e-08
1999,2.6507167305567236e-07,9.688826274611984e-08
2000,2.672909111822719e-07,8.12917804182689e-08
2001,2.523578004343108e-07,7.316623573672132e-08
2002,3.040567655432369e-07,8.762443393095509e-08
2003,2.0292914015840324e-07,9.958946023402859e-08
2004,2.3477536714722191e-07,9.690540991869057e-08
2005,2.7202647956414694e-07,1.2070048782675258e-07
2006,2.5695633354416714e-07,9.429967740004486e-08
2007,2.5564668959532355e-07,9.586750948642475e-08
2008,2.1627793955758534e-07,7.833688897562752e-08
2009,1.988336251201872e-07,7.962881198864125e-08
2010,1.7808700114585463e-07,9.116920551832663e-08
2011,1.8966900938721665e-07,6.080115344531123e-08
2012,1.8280836755479868e-07,6.502122484874917e-08
2013,1.7627269599529427e-07,6.275531205801599e-08
2014,1.5504586947656662e-07,7.102660060098742e-08
2015,1.78434316211451e-07,6.60539454244713e-08
2016,1.534863045549173e-07,6.400440621945336e-08
2017,1.300571099704939e-07,6.314184286537738e-08
2018,1.2958963147013947e-07,5.653411960793164e-08
2019,1.4438590945076157e-07,5.28054466819583e-08
