year,nos_DET hommes_NOUN,nos_DET pommes_NOUN
1857,9.514061218851566e-07,3.417056204657598e-08
1858,1.0996090296089278e-06,2.4468380044329052e-08
1859,1.2312874986264433e-06,2.34239969643113e-08
1860,1.4056531938422268e-06,2.9293977465982834e-08
1861,1.3605555722051577e-06,3.254014968590013e-08
1862,1.2465124470395494e-06,1.807194538461232e-08
1863,1.2596434117995159e-06,3.246503599285688e-08
1864,1.164639428452574e-06,3.068625886726295e-08
1865,1.1752990403124386e-06,3.2477226075133814e-08
1866,1.5672138857780737e-06,2.2868380744611727e-08
1867,1.310259108322498e-06,3.202855580752839e-08
1868,1.666713458803315e-06,3.2603168609313116e-08
1869,1.2291818123344456e-06,2.783605923539767e-08
1870,1.4530079113228567e-06,3.7271316255527154e-08
1871,3.2851301057235105e-06,5.310588568896435e-08
1872,2.397769918616177e-06,5.382131973430404e-08
1873,1.7353426500221758e-06,8.140966079039913e-08
1874,2.1586263301287545e-06,3.345781252050983e-08
1875,1.9138508804417143e-06,5.778742362405609e-08
1876,1.3228680160182194e-06,3.7485291093375395e-08
1877,1.5993934283642375e-06,4.947852771941541e-08
1878,1.384159162398646e-06,3.3214987038565624e-08
1879,1.5768168566410168e-06,2.565916623620268e-08
1880,1.6686399817444908e-06,5.0700983633689134e-08
1881,1.740337879141407e-06,3.6257040536558094e-08
1882,1.4675124617724578e-06,4.326000446752687e-08
1883,1.782053615784207e-06,4.107570489297885e-08
1884,1.572524269022324e-06,3.234831424947515e-08
1885,1.7880192899610847e-06,3.222817779313658e-08
1886,1.6198193861782784e-06,2.645920260668788e-08
1887,1.8091650133555959e-06,3.590908709272256e-08
1888,1.5363309273652703e-06,3.6775563483359974e-08
1889,1.9052280606501881e-06,2.4434033185638526e-08
1890,1.8450597849550832e-06,3.211649518553017e-08
1891,1.897605301337535e-06,5.163118066420225e-08
1892,2.118130282724451e-06,2.7581454897784852e-08
1893,1.7699288861194873e-06,3.2023765639266344e-08
1894,1.993176908854366e-06,3.213785193523222e-08
1895,2.017439527435272e-06,3.129679426727705e-08
1896,1.5373555157793817e-06,4.717623292016526e-08
1897,1.6862508971371426e-06,4.661370844871726e-08
1898,2.0013601726986963e-06,3.055511710314818e-08
1899,1.4515421042915477e-06,2.819064981451902e-08
1900,1.621165850451689e-06,3.8932898238641656e-08
1901,1.5654058103109492e-06,2.291382916741469e-08
1902,1.5212059736313677e-06,3.830021316764132e-08
1903,1.6384268093361243e-06,2.8081145186931167e-08
1904,1.4301877797606721e-06,6.395803797687449e-08
1905,1.2994791518394777e-06,5.625227422756396e-08
1906,1.212998739674731e-06,4.629766148234182e-08
1907,1.1627968419247736e-06,3.137134529929142e-08
1908,1.139933374361135e-06,4.567591838089413e-08
1909,1.2102164390626058e-06,7.42632773054197e-08
1910,1.1944176350198177e-06,4.1149960439135214e-08
1911,1.4418214249189987e-06,6.65046777648115e-08
1912,1.1241931048289189e-06,4.480102222537141e-08
1913,1.2361268630911582e-06,5.939348346473139e-08
1914,1.7364656628160446e-06,6.227971827144074e-08
1915,5.189425621665578e-06,6.008188702111283e-08
1916,5.20805690484849e-06,1.8239186605484292e-07
1917,5.155316330274218e-06,1.0198774402780941e-07
1918,4.889750300662854e-06,6.662097984388993e-08
1919,3.133430880097876e-06,4.143531834310821e-08
1920,2.216392289255964e-06,4.240449813508462e-08
1921,1.4403366037640808e-06,4.316465895826127e-08
1922,1.8887514841026132e-06,3.7627470916845596e-08
1923,1.3365478110927143e-06,4.03406046345367e-08
1924,1.4464402511293883e-06,2.9650736088626672e-08
1925,1.3142823007683546e-06,4.509253126450119e-08
1926,1.3520266008981707e-06,4.5699168449431227e-08
1927,1.3624352561691921e-06,3.679244175991414e-08
1928,1.3208504014983191e-06,2.5137291137511397e-08
1929,1.2722344564508603e-06,3.564929884625201e-08
1930,1.0871229392250825e-06,4.0964054592862453e-08
1931,1.4758531250436135e-06,4.5621427524622504e-08
1932,1.1858218158522504e-06,6.794912787988494e-08
1933,1.404009040584242e-06,4.7029714789204036e-08
1934,1.1598169606941156e-06,3.5944740517379614e-08
1935,1.2004189215986116e-06,3.4708024010399185e-08
1936,1.1130488175581377e-06,5.2136271300184944e-08
1937,1.0324716726017868e-06,2.8959572295761404e-08
1938,1.1915032587239693e-06,4.278520893130633e-08
1939,1.0736423234902759e-06,2.9058695893979802e-08
1940,1.412431132052916e-06,5.325144236678625e-08
1941,1.3281761539474246e-06,6.198155411141215e-08
1942,1.5322769684189552e-06,3.944475457373642e-08
1943,1.7100055913488177e-06,3.774205836748479e-08
1944,1.702988612350964e-06,7.711646610175649e-08
1945,2.019473271275274e-06,5.446259976338297e-08
1946,1.6343375932592608e-06,4.872386405452289e-08
1947,1.3816289765600231e-06,3.8146786174309e-08
1948,1.0284805966875865e-06,4.2400363886585524e-08
1949,1.0720172980427378e-06,3.435952911079454e-08
1950,9.348482663540381e-07,3.19060831088791e-08
1951,1.1205133318981098e-06,1.7058243040324328e-08
1952,1.074515537879961e-06,3.0579932142060784e-08
1953,9.233169961930798e-07,3.7708397404578875e-08
1954,9.547767945150554e-07,2.443134050622575e-08
1955,7.855753665353404e-07,2.627970152602188e-08
1956,8.939170186295087e-07,1.744228272926307e-08
1957,7.819008160936392e-07,2.6505113659425206e-08
1958,7.221668312240581e-07,1.2408365390736975e-08
1959,6.882664109753023e-07,8.525822381422188e-09
1960,8.630278927057589e-07,2.0070416439921246e-08
1961,8.198827785577123e-07,1.5285950449861474e-08
1962,9.081681611178283e-07,3.107558632642338e-08
1963,8.218353713118631e-07,1.8104949206509957e-08
1964,8.931265540468303e-07,1.2776333713215848e-08
1965,8.295617988096637e-07,1.8057742467991744e-08
1966,7.649462361314363e-07,1.7725039214155913e-08
1967,9.017583835202458e-07,2.2679542965864385e-08
1968,8.636992774313512e-07,1.527081394669949e-08
1969,9.51952408456691e-07,2.316296393578554e-08
1970,1.0112596555700293e-06,1.6555409848573177e-08
1971,8.637646402576138e-07,1.6442872285971077e-08
1972,8.900804928657635e-07,1.2312352026810913e-08
1973,7.073440428939648e-07,1.2680368532969055e-08
1974,8.151453272375875e-07,1.6876715247526874e-08
1975,6.899468090182381e-07,1.599214449754527e-08
1976,6.679113155882987e-07,1.2569759455516305e-08
1977,5.818014017222595e-07,1.1753564010952289e-08
1978,6.314848519650695e-07,1.960395146216598e-08
1979,7.075035739489977e-07,1.5215131043966323e-08
1980,7.919414883872378e-07,2.6151692478215693e-08
1981,6.856895780060768e-07,2.3404532645265874e-08
1982,6.610990084254809e-07,3.165826167883523e-08
1983,7.212091190922365e-07,1.957747985947833e-08
1984,7.045795626936524e-07,2.9574942717047747e-08
1985,6.707346997814057e-07,2.2257564347150094e-08
1986,6.797746365805324e-07,9.591176797218992e-09
1987,7.351312731884718e-07,1.5277041853778428e-08
1988,6.878047216218874e-07,2.098793827620682e-08
1989,7.760204780993263e-07,1.4817929994137558e-08
1990,7.11048933510483e-07,2.669839016533615e-08
1991,7.36200007622756e-07,2.5790446223084018e-08
1992,7.664332457579803e-07,1.4325855168806356e-08
1993,7.450233994177324e-07,1.3848019009277124e-08
1994,7.55896969906189e-07,1.9517228611043436e-08
1995,7.813751778940059e-07,1.789408771157852e-08
1996,7.046281993439152e-07,1.7081894787551732e-08
1997,7.019725529744392e-07,1.678213146227847e-08
1998,7.63854309582257e-07,1.3827575195968222e-08
1999,6.969557020397588e-07,1.1882523409667556e-08
2000,7.73155498734468e-07,1.3695897971288673e-08
2001,7.264049060040634e-07,2.1029817165452158e-08
2002,7.597037807727247e-07,2.0153618662810402e-08
2003,7.896318692246496e-07,1.666769106067889e-08
2004,7.668741801580836e-07,1.3214373956182968e-08
2005,6.525933144985174e-07,1.4411998816576954e-08
2006,7.716925836120936e-07,1.4412614546266411e-08
2007,8.823805188740153e-07,9.187302696389565e-09
2008,8.331809695505399e-07,1.2346575400945525e-08
2009,8.568441671741311e-07,2.145686650578682e-08
2010,9.811318051333728e-07,1.417137912573807e-08
2011,1.026736484277535e-06,1.4913490886669933e-08
2012,1.2078288449401953e-06,2.5191470576224617e-08
2013,1.3212085150371422e-06,2.1755175438897822e-08
2014,1.4255125080353537e-06,2.5119163749032225e-08
2015,1.3893494781314075e-06,2.9923767796979917e-08
2016,1.5928605421322573e-06,4.0598264083868685e-08
2017,1.1420875694057031e-06,2.389830788818159e-08
2018,1.330487961581639e-06,3.0977601372939034e-08
2019,1.2193721516950973e-06,2.168339652275364e-08
