year,plusieurs_DET artisans_NOUN,plusieurs_DET partisans_NOUN
1968,1.5270813780166037e-08,1.5270813835677188e-08
1969,2.4979668333813265e-08,2.0437910364101697e-08
1970,2.0694263414000602e-08,1.563566556783691e-08
1971,1.798439086542203e-08,1.5929032093353612e-08
1972,1.5903455607979566e-08,9.747279205996051e-09
1973,2.425809586537042e-08,1.2680368977058265e-08
1974,1.9689500752040345e-08,1.4626486244395664e-08
1975,1.9419032604162112e-08,1.8847884142303428e-08
1976,2.5139518688988005e-08,1.65692282116936e-08
1977,2.291944900534304e-08,1.2341241639735046e-08
1978,3.8613842234802576e-08,8.910887028257264e-09
1979,3.452664310010789e-08,9.94835469558808e-09
1980,1.989802678181718e-08,1.4212877097463661e-08
1981,3.352541311230084e-08,6.958104425969225e-09
1982,3.6003512837723406e-08,9.932003885992913e-09
1983,3.852342822519006e-08,8.209910973278056e-09
1984,2.4355834793432507e-08,8.118611560803402e-09
1985,2.7070011010543737e-08,1.4437339324047116e-08
1986,3.237022139224166e-08,8.991728250862252e-09
1987,4.216463578288199e-08,9.166225334311662e-09
1988,2.1587593712624198e-08,1.1393452292729478e-08
1989,2.908704743731505e-08,1.1525056353711705e-08
1990,2.4518929775396714e-08,1.0352436463634263e-08
1991,2.2273567878983158e-08,1.2309076646843664e-08
1992,3.967159756257388e-08,6.61193322315512e-09
1993,3.8220532294630516e-08,9.416652624327781e-09
1994,1.898973578384755e-08,1.2132331361769388e-08
1995,2.9281234659173094e-08,1.4098372247417501e-08
1996,3.4163790907371094e-08,1.3879040139386234e-08
1997,3.404374981919034e-08,8.151320729510303e-09
1998,2.765514883762421e-08,1.0966697439052098e-08
1999,3.336246767737805e-08,1.8737825069337077e-08
2000,3.7111465456263204e-08,1.5463110347724296e-08
2001,2.6287271359670683e-08,1.5772362083055214e-08
2002,4.994592384122143e-08,1.62105191492401e-08
2003,2.7084998910353875e-08,1.5000922726216004e-08
2004,2.0262039379659313e-08,1.2773895052831108e-08
2005,2.3419497674481704e-08,1.8915748078995875e-08
2006,3.541385407146436e-08,1.5236192973944185e-08
2007,4.0344243057433005e-08,2.276853350302588e-08
2008,3.746547072580597e-08,1.277231898022535e-08
2009,3.528462499957641e-08,1.5258216023994464e-08
2010,2.267420651236307e-08,6.613310177261411e-09
2011,3.2121364623716175e-08,1.2236710089652547e-08
2012,3.097870049373341e-08,7.489356024237281e-09
2013,2.928581199768132e-08,1.338780020176955e-08
2014,2.165445156521173e-08,8.878324964101125e-09
2015,2.8372165505885505e-08,9.30961691070209e-09
2016,1.9470595802317803e-08,1.0149565854433718e-08
2017,2.087957406970986e-08,4.77966166645416e-09
2018,1.523065323860706e-08,9.293280200939336e-09
2019,3.1632248820301356e-08,1.2244740998923476e-08
