year,quelques_DET eaux_NOUN,quelques_DET pots_NOUN
1844,1.158086453401097e-07,5.488561205524434e-08
1845,8.705155485344562e-08,5.022205007421121e-08
1846,1.042101231973902e-07,4.4494208317757966e-08
1847,1.429204301572895e-07,6.25613933991076e-08
1848,1.5044565060406967e-07,1.1504666819206477e-07
1849,1.080944542763973e-07,6.284561138159006e-08
1850,1.7108270089494226e-07,5.634866706571984e-08
1851,1.0706068653831835e-07,4.708090362015582e-08
1852,8.593920131083621e-08,4.687592536356533e-08
1853,1.3616004856942254e-07,5.79277372736442e-08
1854,1.3560684219982022e-07,4.000661757430635e-08
1855,9.287139945968192e-08,7.748128183493463e-08
1856,1.0561466279312981e-07,5.021873539234889e-08
1857,1.2740739041561255e-07,4.637433770326993e-08
1858,2.1091743818146824e-07,3.278763105463156e-08
1859,1.3341493776408697e-07,6.263373042436626e-08
1860,1.1122556919929139e-07,7.96429979743607e-08
1861,1.4289369998365942e-07,8.394415340617911e-08
1862,1.897554264829182e-07,5.8282022791233956e-08
1863,8.940371343246767e-08,5.743813957792554e-08
1864,1.3377291452343343e-07,4.746780746245349e-08
1865,7.578019678433634e-08,4.424433758254409e-08
1866,9.244664234131506e-08,3.941146431429843e-08
1867,7.76449837758264e-08,4.610171089325377e-08
1868,1.1411109124281893e-07,2.6675320397018254e-08
1869,1.0353060631018707e-07,4.395167385595755e-08
1870,1.272958884968034e-07,4.30053663791341e-08
1871,7.647247701747517e-08,4.354682658913589e-08
1872,7.377753852289004e-08,3.809823834188819e-08
1873,1.1493128937445363e-07,4.549363230577086e-08
1874,1.0754296697612631e-07,4.9589254258464166e-08
1875,9.040012827199462e-08,5.092159116593109e-08
1876,7.738899010512057e-08,5.2600328093177495e-08
1877,6.555904719096617e-08,6.617753200988119e-08
1878,6.280652220524985e-08,3.5026713862684744e-08
1879,6.598071577990083e-08,3.787781621689135e-08
1880,7.380522948352564e-08,6.417846143413897e-08
1881,6.554156950500101e-08,6.066081525979428e-08
1882,5.790185153564664e-08,5.923292611953457e-08
1883,8.341527646393843e-08,6.319338963223231e-08
1884,6.007544151032107e-08,5.6114422442021805e-08
1885,7.541393554078013e-08,3.4806433513168145e-08
1886,6.517998230037847e-08,4.904632655566843e-08
1887,8.226445036285668e-08,5.680164383292663e-08
1888,7.989174743983085e-08,5.833365346319397e-08
1889,6.515742168033967e-08,7.330210127776127e-08
1890,7.340912944187039e-08,5.309053019431076e-08
1891,9.816298707221449e-08,3.4420789774003424e-08
1892,7.647584965297938e-08,6.83267842305213e-08
1893,7.698020798585503e-08,4.9267331658775504e-08
1894,1.0334524347399565e-07,4.285046717455998e-08
1895,4.754705296150519e-08,5.4769392576758946e-08
1896,3.715128193970685e-08,4.4227717710398906e-08
1897,4.486569560313569e-08,5.12750797376782e-08
1898,5.658354917947861e-08,4.583267498858845e-08
1899,1.1442086922386352e-07,5.803957314753916e-08
1900,7.786579825364015e-08,5.398695268610254e-08
1901,4.470991055161022e-08,5.197527053191209e-08
1902,3.83002145554201e-08,4.3210499178769624e-08
1903,7.020286130199338e-08,4.6981916135280244e-08
1904,5.96583396017536e-08,6.557042464550022e-08
1905,8.463644651790503e-08,4.541467824026313e-08
1906,1.0597020061453577e-07,5.812928394188788e-08
1907,5.3485572137912385e-08,4.0628462372183094e-08
1908,6.286578191350145e-08,5.598983410237679e-08
1909,5.721023033089523e-08,4.015717891547865e-08
1910,9.459147021217973e-08,6.680188469054826e-08
1911,6.065226587637085e-08,3.5646508411701916e-08
1912,7.03271836322017e-08,5.730363383804615e-08
1913,9.33326214092034e-08,5.992378282471122e-08
1914,4.2859159776753586e-08,5.2234600200762316e-08
1915,3.2986132936230206e-08,5.301342997920955e-08
1916,2.966614687238689e-08,3.95548644949173e-08
1917,3.728584241358135e-08,4.0575771742545896e-08
1918,8.270190932080368e-08,3.331049303056943e-08
1919,3.867296449744373e-08,4.788081042761405e-08
1920,4.694783628522714e-08,3.7103935035531777e-08
1921,4.998013158896697e-08,4.543648501886821e-08
1922,4.500540740082215e-08,5.6810101956017434e-08
1923,4.671017039825642e-08,2.5478275045287546e-08
1924,9.668718092825657e-08,4.898817340670547e-08
1925,5.1691434688194704e-08,5.389107116116065e-08
1926,3.6782256351841625e-08,4.904300876518164e-08
1927,5.0171511389862644e-08,6.020581566623662e-08
1928,3.5420727240165206e-08,4.6846767798314204e-08
1929,4.0105462062456354e-08,5.4587991238364e-08
1930,6.932378404655992e-08,5.2518017046310206e-08
1931,4.676196230235519e-08,6.615107039920076e-08
1932,5.808554537356514e-08,4.274219245203881e-08
1933,2.8676655050574595e-08,4.58826492355513e-08
1934,3.235026646564165e-08,4.672816444895034e-08
1935,6.223507398317452e-08,3.949533944336281e-08
1936,3.394919900756577e-08,3.3949201672101026e-08
1937,3.9032466037092206e-08,3.1477796369472344e-08
1938,6.223302762009553e-08,5.056433616257294e-08
1939,4.282334220562234e-08,3.976452944698394e-08
1940,4.564409294971483e-08,5.0715656563227185e-08
1941,4.132103725851266e-08,5.607854980382854e-08
1942,3.034211815133858e-08,5.4615812983271894e-08
1943,2.6129116648121453e-08,9.000029255190611e-08
1944,1.2852744646352221e-08,2.2492303131116387e-08
1945,4.574858669670334e-08,3.921307367704685e-08
1946,4.5939645865189505e-08,3.897909284233947e-08
1947,2.26496545963073e-08,3.337843779149807e-08
1948,4.5661929126694645e-08,5.762100441231155e-08
1949,3.828633132751946e-08,2.846932367628341e-08
1950,4.2541447031752e-08,3.828730266164371e-08
1951,3.624876598884441e-08,5.117472934301759e-08
1952,5.4832980267427445e-08,4.7451616635996174e-08
1953,3.878578014315792e-08,5.386913670690774e-08
1954,4.49536656788041e-08,3.127211556375187e-08
1955,4.6928038788252024e-08,4.411235643431155e-08
1956,6.017587583784234e-08,6.192010437722217e-08
1957,3.887416544223754e-08,3.8874166108371355e-08
1958,1.5717262880077243e-08,3.970676876186019e-08
1959,2.945284249822322e-08,2.4802393028267034e-08
1960,1.6609999708983025e-08,4.706166834012038e-08
1961,3.265634873628187e-08,3.4045979535601845e-08
1962,2.156265105357491e-08,2.663621723186793e-08
1963,2.392439757414877e-08,5.1728426431196795e-08
1964,2.433587364958356e-08,2.007709543061509e-08
1965,2.462419479432043e-08,3.5021078759189805e-08
1966,1.994066989308152e-08,4.652822704898085e-08
1967,2.3665610304757223e-08,3.3033247026637014e-08
1968,3.5482185967161683e-08,4.6710724177501106e-08
1969,2.4525491804094912e-08,4.1329995315031454e-08
1970,2.897196688111947e-08,4.3687888529042596e-08
1971,2.980270608077262e-08,3.33995838763812e-08
1972,2.7189778206704318e-08,3.4371985424552776e-08
1973,1.1577727720979425e-08,4.796487396152571e-08
1974,1.6876714303837304e-08,3.6003658943073447e-08
1975,2.8557400888473694e-08,3.7695768728696066e-08
1976,2.3996813203197576e-08,3.9423333819677e-08
1977,1.5279633114317903e-08,3.996211628276569e-08
1978,1.603959731699689e-08,3.8019785875142986e-08
1979,3.043026075566502e-08,4.330460334767139e-08
1980,2.728872261492654e-08,4.0933085809768954e-08
1981,3.858585273519566e-08,5.1869505246493475e-08
1982,1.8001756529884005e-08,5.2143018680617104e-08
1983,1.7682884490000106e-08,3.6628832411622625e-08
1984,1.5657322549600394e-08,3.5373951989825514e-08
1985,2.5265344372193965e-08,4.2108905695670273e-08
1986,2.098069995515317e-08,3.2370220282018636e-08
1987,2.1998940669121225e-08,4.399788267051008e-08
1988,2.5185526497661925e-08,4.557380917091791e-08
1989,1.6464365870660913e-08,3.512398161209518e-08
1990,2.451892872068484e-08,3.923028618624258e-08
1991,1.6412102177287835e-08,2.8721179434754163e-08
1992,1.8733810946969243e-08,3.581463614565905e-08
1993,2.271075000281897e-08,5.373031353173019e-08
1994,1.7407257413282196e-08,5.4331742438407105e-08
1995,1.1929391419140956e-08,5.1513281196235994e-08
1996,1.6548085124412637e-08,3.790045610685411e-08
1997,1.054876763717516e-08,4.123609287365326e-08
1998,1.4781201040925396e-08,4.1959538510383254e-08
1999,1.7366764026860437e-08,3.747564908396228e-08
2000,9.71966962470816e-09,3.40188430758559e-08
2001,1.5772362249588667e-08,3.592593667001154e-08
2002,2.1029863794819192e-08,3.724038144525821e-08
2003,7.500461418619153e-09,4.1669230954610725e-08
2004,1.2773894830786503e-08,4.1845515719174387e-08
2005,1.7564622756260917e-08,3.1526247834534615e-08
2006,1.1530091881262194e-08,4.5296789208393307e-08
2007,1.2782334662952977e-08,5.23276817432361e-08
2008,9.366367237362283e-09,5.066353359062248e-08
2009,8.105927484791664e-09,6.007922426221057e-08
2010,5.196172492283324e-09,6.660548113046616e-08
2011,1.0707121411712706e-08,6.844910105385793e-08
2012,1.3957436095779485e-08,8.54467425703831e-08
2013,7.2517249982695375e-09,7.642202692892397e-08
2014,6.712880029624557e-09,8.553508346054173e-08
2015,9.087958829923082e-09,9.243119469815042e-08
2016,1.4913648649361733e-08,8.2853598648569e-08
2017,1.0565567670761666e-08,7.521677547472905e-08
2018,8.776986804015507e-09,8.286507835464363e-08
2019,1.0203950906451098e-08,8.673358564692535e-08
