year,moins_ADV osé_VERB,moins_ADV posé_VERB
1861,1.0375120318428799e-08,1.8863854478468056e-08
1862,1.8523744316212287e-08,6.325180823552046e-09
1863,9.989241434027463e-09,2.3474717281146695e-08
1864,1.6781548595190543e-08,1.2945765348604255e-08
1865,1.553258677233771e-08,1.2708479601997169e-08
1866,1.556996132023869e-08,1.6543083347642096e-08
1867,2.523461972714358e-08,3.105799351033056e-08
1868,5.9278488784286765e-09,2.5687345583946808e-08
1869,1.4650557544904075e-08,1.0743741896135361e-08
1870,1.6055336615750093e-08,1.3188312664169644e-08
1871,7.434824311758348e-09,7.434824311758348e-09
1872,1.5723081503438152e-08,2.4189358072135292e-08
1873,1.3767810447262718e-08,2.095101514498765e-08
1874,7.766991494406739e-09,1.7923827755339516e-08
1875,9.154443425529735e-09,2.345826111138649e-08
1876,1.3301232115736639e-08,1.6928840551599933e-08
1877,1.0514186854493346e-08,2.783167118991514e-08
1878,1.6305540029293297e-08,2.0532901601200138e-08
1879,4.276527687530063e-09,1.4662380642960215e-08
1880,1.7328185109022343e-08,1.1552122813895949e-08
1881,1.045876096839038e-08,1.9523021421719022e-08
1882,7.320923423037584e-09,3.9932309903178975e-08
1883,1.3902545781263598e-08,8.21514056781325e-09
1884,1.7824582698722224e-08,1.4523733327109767e-08
1885,1.2891271161663553e-08,1.353583467533781e-08
1886,1.1616235084943582e-08,2.9040586824180536e-08
1887,3.264462256069578e-09,2.154545164501087e-08
1888,5.07249175996094e-09,9.510921827882157e-09
1889,1.8168895721260014e-08,2.5687061366852504e-08
1890,1.3108772733971819e-08,2.3595791986963377e-08
1891,8.92390783491237e-09,2.5496881050912634e-08
1892,1.4417578242387208e-08,1.9432388143059143e-08
1893,6.774258043407144e-09,1.2932674486876294e-08
1894,1.5753848003896564e-08,3.213785149114301e-08
1895,9.629783193076946e-09,1.2639090662958097e-08
1896,4.717623180994224e-09,1.47425724961181e-08
1897,5.2440420894583895e-09,1.981082675683865e-08
1898,3.3950129374460403e-09,1.867257104493092e-08
1899,7.185851913504848e-09,1.5477219506010442e-08
1900,7.267474289029963e-09,2.4397950326715545e-08
1901,1.117747761014698e-08,3.073806453812722e-08
1902,1.0802624572647801e-08,2.2096276808269977e-08
1903,1.0260418292773466e-08,2.214090244478939e-08
1904,5.374625189347171e-09,1.9348650681649815e-08
1905,1.5482277126999122e-09,2.4771644291377015e-08
1906,1.2346042743693886e-08,4.3211148437194424e-08
1907,6.171411992550446e-09,2.4171363577352167e-08
1908,9.822778146428846e-09,1.5225305460830896e-08
1909,1.1552065082298668e-08,2.8055016088046614e-08
1910,1.068830179917768e-08,1.870452770447173e-08
1911,8.51259862599818e-09,9.576673676292558e-09
1912,1.3544495303108306e-08,1.1981668990301841e-08
1913,6.363587878865928e-09,1.113627856597077e-08
1914,7.366418142140674e-09,3.4823067096567684e-08
1915,1.5314990164938536e-08,9.424609537234119e-09
1916,1.2086208478478966e-08,1.9777431248257926e-08
1917,6.57985488317081e-09,2.7416060532914344e-08
1918,4.594550517822427e-09,2.756730310693456e-08
1919,5.524709134618888e-09,1.6574126959767455e-08
1920,1.4387240288016301e-08,3.256059599721084e-08
1921,5.300923255902035e-09,1.2873671018098776e-08
1922,3.6889677978990676e-09,2.2871599725249325e-08
1923,9.554353752605493e-09,2.5478275489376756e-08
1924,1.1602462102189293e-08,2.5783249313349188e-08
1925,1.2097995494286806e-08,2.0896537833436923e-08
1926,7.802296586589819e-09,2.6750733184144337e-08
1927,7.804457524684949e-09,2.2298449309232637e-08
1928,1.3711249025050165e-08,2.5137291359556002e-08
1929,6.684243825105796e-09,1.7824650200282122e-08
1930,1.0503603875555712e-08,2.520864939015155e-08
1931,1.596749932275543e-08,1.710803587684495e-08
1932,7.6716757391182e-09,9.863582839386709e-09
1933,5.735331320977366e-09,1.7205993074753678e-08
1934,1.4377896206951846e-08,2.156684431042777e-08
1935,2.393656828303392e-09,2.5133395809007197e-08
1936,6.0623572828433225e-09,2.3036957230715416e-08
1937,7.554670999887492e-09,2.1404900962807005e-08
1938,5.186085783037697e-09,2.463390735840676e-08
1939,9.176430282309411e-09,3.5176316970364496e-08
1940,2.5357829169792012e-09,3.0429394115571995e-08
1941,5.9030051957620344e-09,4.132103725851266e-08
1942,9.102635090130207e-09,2.730790527039062e-08
1943,0.0,3.4838823381733164e-08
1944,9.639558484764166e-09,4.177142187700156e-08
1945,0.0,2.178504132643866e-08
1946,1.3921104269343232e-08,4.1763314584386535e-08
1947,1.0728784083369192e-08,3.337843779149807e-08
1948,1.9569398546082084e-08,3.370285384107774e-08
1949,1.47255123650325e-08,3.239612667016445e-08
1950,7.444753258312176e-09,2.4461330738745346e-08
1951,1.4925962688039363e-08,2.9851925376078725e-08
1952,6.326882129314981e-09,3.4797853487589236e-08
1953,9.69644453618912e-09,2.2625037843226892e-08
1954,1.4658803948464083e-08,3.9090146231046674e-08
1955,6.569925492527773e-09,4.5050917663047585e-08
1956,9.593255967388359e-09,4.098936656760088e-08
1957,1.0602045297236629e-08,2.2087593976038988e-08
1958,7.445019267748876e-09,3.060729980575161e-08
1959,6.200598257066758e-09,3.4878365084978213e-08
1960,8.997083078554624e-09,2.9759583242139342e-08
1961,9.03260666262895e-09,3.196153386397782e-08
1962,5.0735651235811474e-09,2.473363025501385e-08
1963,6.466053470433053e-09,2.8450633848819962e-08
1964,1.034274621503073e-08,3.8937397306426647e-08
1965,9.849678406226303e-09,3.3379464525751246e-08
1966,8.308612464702492e-09,3.9881339120029224e-08
1967,2.9582012395223956e-09,2.5144711202074177e-08
1968,1.122853987567396e-08,2.8745061442236874e-08
1969,9.537691525451919e-09,2.5888018839737015e-08
1970,6.438214850135182e-09,2.989171221656761e-08
1971,8.221435976452085e-09,2.363662865434435e-08
1972,9.747279428040656e-09,2.1546616935097518e-08
1973,4.9618833486420044e-09,3.252790392593852e-08
1974,7.313243344242437e-09,2.2502286256553816e-08
1975,5.711480177694739e-09,1.9990180177842376e-08
1976,5.142174241967723e-09,2.7996280849151844e-08
1977,6.464460078348111e-09,3.467301112891619e-08
1978,5.346532105932056e-09,3.6237608469491533e-08
1979,7.022368020415115e-09,2.808947208166046e-08
1980,1.4781392110307934e-08,2.38776323158163e-08
1981,5.060439622894819e-09,3.795329561739891e-08
1982,8.069752865935698e-09,3.1037512115972277e-08
1983,4.4207211225000265e-09,1.705135410645653e-08
1984,1.1598016769198694e-08,2.667543874679268e-08
1985,9.02333674446254e-09,1.9851341903631692e-08
1986,1.4386765556650971e-08,2.7574632355253925e-08
1987,5.49973533381376e-09,1.649920555735207e-08
1988,5.99655392008458e-09,3.358070088665954e-08
1989,1.2622680678475717e-08,1.7561990972581043e-08
1990,9.262707045820662e-09,1.6345952147389653e-08
1991,6.4476117778156095e-09,1.875668864670388e-08
1992,7.713921945651236e-09,2.5345743281945943e-08
1993,8.308811416668505e-09,2.1048988330107932e-08
1994,8.967375286772494e-09,2.5319646823618314e-08
1995,6.506940763983948e-09,2.1689803730851054e-08
1996,9.60856638698715e-09,1.4946657245218375e-08
1997,7.192341833217597e-09,1.6782131240233866e-08
1998,1.0966696883940585e-08,1.716526476513991e-08
1999,1.1425503210205079e-08,2.4679085441903226e-08
2000,1.1045078629479121e-08,2.87172046142814e-08
2001,9.20054432640427e-09,1.8839211080035057e-08
2002,9.200564754507923e-09,2.0153619217921914e-08
2003,1.12506919336397e-08,1.750107614384433e-08
2004,2.2023955992267474e-09,2.026203915761471e-08
2005,5.404499514582994e-09,1.6213498099659773e-08
2006,8.235780057930242e-09,1.4824403926638752e-08
2007,7.988958827809256e-09,1.837460494868992e-08
2008,9.366367237362283e-09,2.5118893631770334e-08
2009,6.675469510497578e-09,1.668867355419934e-08
2010,5.668551850135373e-09,1.6060896612657416e-08
2011,4.971163480860241e-09,1.2619107536693264e-08
2012,8.510632198976964e-09,1.1574459612972987e-08
2013,6.693900100884775e-09,1.338780020176955e-08
2014,8.878325546968213e-09,1.4941571535587173e-08
2015,1.1304534197620342e-08,1.5294370214746777e-08
2016,8.906762438698479e-09,1.5742184444889062e-08
2017,1.0565567976072998e-08,1.6603035390971854e-08
2018,6.453666934191915e-09,1.4456214003644163e-08
2019,1.224474122096808e-08,1.3775333762566788e-08
