year,aies_VERB assez_ADV,aies_VERB passé_VERB
1991,5.861465202094962e-10,1.7584396161396398e-09
1992,3.30596661157756e-09,2.7549720282848966e-09
1993,2.7696036575264316e-09,1.661762283333701e-09
1994,0.0,5.274926606624319e-10
1995,1.0844901643380922e-09,2.7112254663563817e-09
1996,1.6014276571496566e-09,3.2028553142993132e-09
1997,1.917957792585412e-09,2.876936688878118e-09
1998,1.9072516899143466e-09,1.9072516899143466e-09
1999,1.8280804647829996e-09,9.140402323914998e-10
2000,2.6508188977203417e-09,8.394259509714175e-09
2001,0.0,1.3143635069212678e-09
2002,4.381221607729913e-09,1.752488598683044e-09
2003,1.2500769308587678e-09,2.5001538617175356e-09
2004,3.523833003171717e-09,1.7619165015858584e-09
2005,3.1526248278623825e-09,1.8014998381943315e-09
2006,2.0589450144825605e-09,3.706100981659688e-09
2007,7.589511241690161e-09,5.592271090648637e-09
2008,3.8316958494988285e-09,4.6831836186811415e-09
2009,3.814554005998616e-09,6.675469510497578e-09
2010,6.140930874920514e-09,8.97520635589899e-09
2011,4.971163480860241e-09,1.5295887223487625e-08
2012,1.2936160587173617e-08,1.5659562535574878e-08
2013,9.483025031897796e-09,1.2551062411603198e-08
2014,1.2992670939127038e-08,2.2304085689484054e-08
2015,1.2634480128781433e-08,1.9284206231873213e-08
2016,1.1392370602436586e-08,1.8849194205472486e-08
2017,1.911864622172743e-08,2.7168601590688013e-08
2018,1.290733386838383e-08,2.9686866298561654e-08
2019,1.5305927192343916e-08,2.7040469419148394e-08
