year,des_DET airs_NOUN,des_DET pères_NOUN
1868,1.8361512310605121e-06,1.341175805080752e-06
1869,1.8352264561372067e-06,1.7219288785952358e-06
1870,1.6852369242315035e-06,1.477664404170298e-06
1871,1.6154811071089625e-06,1.3372062523941963e-06
1872,1.7216775152206765e-06,1.384235979173809e-06
1873,1.4905151246580317e-06,1.23371553861773e-06
1874,1.5283050114334173e-06,1.2098583581643396e-06
1875,1.6964327826940462e-06,1.391475407785947e-06
1876,1.6547942500722002e-06,1.2666400808214462e-06
1877,1.775042161256124e-06,1.2103685138598053e-06
1878,2.2719050463138046e-06,1.1746027190895347e-06
1879,1.9769776749001267e-06,1.425305569568991e-06
1880,1.8605336293830987e-06,1.2084804525969162e-06
1881,2.2563035102507456e-06,1.2390146295615523e-06
1882,2.0159161078225907e-06,1.2072868837975648e-06
1883,1.9097042383009466e-06,1.0174135616769497e-06
1884,2.049826843375513e-06,1.1354918774131306e-06
1885,2.0587360900492513e-06,1.0680418438546724e-06
1886,2.0889863341366777e-06,1.1235480759097527e-06
1887,1.9893632776657455e-06,9.597519334825222e-07
1888,2.0581634512240043e-06,1.1108756954314458e-06
1889,2.110724487636162e-06,1.330088548190389e-06
1890,1.797868172559447e-06,1.1483284954039163e-06
1891,1.9721835933239618e-06,1.0836174135775423e-06
1892,1.9024934863054455e-06,1.0035887854087377e-06
1893,1.771160555996687e-06,1.0155228857833265e-06
1894,1.973011842792971e-06,1.0252604223381923e-06
1895,1.8687797744831869e-06,1.212750824208797e-06
1896,1.832206883989329e-06,1.1558177215320597e-06
1897,1.7724862146906162e-06,1.1070755423503442e-06
1898,1.9317623554115926e-06,1.1803328194837093e-06
1899,1.8849042131563465e-06,1.1806907309619419e-06
1900,1.7197959465420354e-06,1.259349458493375e-06
1901,1.697858832194754e-06,1.121101038670247e-06
1902,1.5025468886875615e-06,9.545591970194778e-07
1903,1.870096280498501e-06,1.1459267676983131e-06
1904,1.856932946964207e-06,1.2367012880432071e-06
1905,1.7293703589160714e-06,1.1405277353659926e-06
1906,1.7901761788507997e-06,1.0931391942747837e-06
1907,1.8930806122696708e-06,1.0892542299245633e-06
1908,1.9910771698050667e-06,1.12863718904066e-06
1909,1.9539492637221656e-06,1.2118666917748655e-06
1910,2.117352416952656e-06,1.2719078492651192e-06
1911,1.8514902437871683e-06,1.0337486955336317e-06
1912,1.9066481815599445e-06,1.1476355439299368e-06
1913,1.987030294969827e-06,1.062188871969738e-06
1914,1.9387073528776e-06,1.0554068374801773e-06
1915,1.7188132179768445e-06,1.2393362021079213e-06
1916,1.5734045568649435e-06,1.3042117656958396e-06
1917,2.125293070420753e-06,1.252365668613642e-06
1918,1.8584956933409558e-06,1.0762734632407955e-06
1919,1.9336481642540093e-06,1.092050794682109e-06
1920,2.0429882034989078e-06,9.98020150078105e-07
1921,2.077961921642668e-06,8.602641106136844e-07
1922,2.112302823320533e-06,9.974968602222134e-07
1923,2.002167809322941e-06,1.0605332292357161e-06
1924,2.0665274149678226e-06,9.771851523510122e-07
1925,1.995069361271362e-06,1.015131828374649e-06
1926,1.9528033785576326e-06,9.150979805028214e-07
1927,2.2019718510790653e-06,1.0502570004788936e-06
1928,1.9058636606672508e-06,8.706643463973762e-07
1929,1.8192283608442494e-06,1.0327156410028238e-06
1930,1.874893225561891e-06,1.2236697894962845e-06
1931,1.7290520730739445e-06,9.979686845795754e-07
1932,1.6537940901173442e-06,1.2011652152921215e-06
1933,1.699952134615046e-06,8.602996575124422e-07
1934,1.6235040618539642e-06,9.405540257745315e-07
1935,1.728220176744344e-06,9.048023077440348e-07
1936,1.613799465616239e-06,8.826792363691993e-07
1937,1.412723467097976e-06,8.171635537124189e-07
1938,1.6271343916685055e-06,8.505180710827176e-07
1939,1.3443470656682166e-06,8.687021031406061e-07
1940,1.1943537816527794e-06,1.0016342715246651e-06
1941,1.9391372134691665e-06,9.14965792020439e-07
1942,1.7264664702310029e-06,1.0225293798349355e-06
1943,1.8087155417845224e-06,1.1816167413414291e-06
1944,1.6547909247321968e-06,1.2659953529947643e-06
1945,2.017294706391226e-06,8.953651491339087e-07
1946,1.994894326173835e-06,1.058003931575513e-06
1947,1.7106449430315251e-06,9.477092586251956e-07
1948,1.6373062763364032e-06,8.882332105386581e-07
1949,1.3449301121681856e-06,1.054346677520357e-06
1950,1.5346826263140656e-06,9.13577533623311e-07
1951,1.6279961059240122e-06,8.689042561016436e-07
1952,1.3159915042137982e-06,7.61334831622662e-07
1953,1.482478598546777e-06,8.748347948284163e-07
1954,1.4434036259558525e-06,8.648694329593809e-07
1955,1.4857417180991206e-06,8.615987923121793e-07
1956,1.5837592748368934e-06,7.936238830552611e-07
1957,1.4542471866718643e-06,1.0142623132480821e-06
1958,1.4451609189336523e-06,7.701458564213226e-07
1959,1.4098610190416139e-06,8.611080781761871e-07
1960,1.589023288062208e-06,7.938195976109341e-07
1961,1.523731381958271e-06,7.788886322579458e-07
1962,1.473870621993001e-06,9.081681744405046e-07
1963,1.5369808146203923e-06,8.968415805554741e-07
1964,1.3475989479871942e-06,9.752600877988016e-07
1965,1.4292977166263654e-06,9.64721259322232e-07
1966,1.5282307277431073e-06,8.840363534545759e-07
1967,1.6181360944500511e-06,9.530338704877295e-07
1968,2.097042171911312e-06,9.108591516593378e-07
1969,1.4783421935504748e-06,9.546774881741271e-07
1970,1.4587156158540893e-06,9.56074934777007e-07
1971,1.6298996303731883e-06,9.680741044348906e-07
1972,1.8858419466027954e-06,7.197596150199104e-07
1973,1.3132451233133224e-06,8.297371953958077e-07
1974,1.145366347543586e-06,7.420128982360552e-07
1975,1.1337287730839307e-06,7.230734064833655e-07
1976,1.1575604990099464e-06,7.50186079478965e-07
1977,1.258219027633345e-06,7.445882692636019e-07
1978,1.4584151575292026e-06,8.328709193428097e-07
1979,1.350635496777386e-06,8.690180575143813e-07
1980,1.4366375644669915e-06,7.828452404101682e-07
1981,1.3580955080527701e-06,8.242190983054343e-07
1982,1.34144127628133e-06,8.498070824813908e-07
1983,1.448733495834631e-06,8.052028093175068e-07
1984,1.5378970346091592e-06,8.611527650970174e-07
1985,1.3378601231295306e-06,8.301470302285452e-07
1986,1.3973145307488721e-06,8.674020186560938e-07
1987,1.3749338148016932e-06,9.331217238894851e-07
1988,1.4745526311088497e-06,8.796944799271955e-07
1989,1.519112231562758e-06,9.132235074815753e-07
1990,1.4259120142412485e-06,9.262706877066762e-07
1991,1.5468406875385199e-06,8.927011618808933e-07
1992,1.4750120396200828e-06,1.0667251775231534e-06
1993,1.5094340302113096e-06,9.976112753662392e-07
1994,1.4279226512314835e-06,9.943236367604413e-07
1995,1.5356380274056391e-06,9.988154427986728e-07
1996,1.4364806446565126e-06,9.640594473836472e-07
1997,1.5046378480931821e-06,1.0567947557049706e-06
1998,1.5181723362900357e-06,1.064723271326784e-06
1999,1.483944361169165e-06,1.0269242274318913e-06
2000,1.5511708930660006e-06,1.0554677221108477e-06
2001,1.461572207261952e-06,1.0532433076804182e-06
2002,1.4852341188031914e-06,1.1049440740151795e-06
2003,1.6688526542907312e-06,9.767267155069703e-07
2004,1.5126053316549815e-06,1.0628761186737279e-06
2005,1.5173132119628008e-06,1.1403494060147068e-06
2006,1.7262194660361274e-06,1.03894360492518e-06
2007,1.7240173413313187e-06,1.1200520138032743e-06
2008,1.8873230338556368e-06,1.0477558891608396e-06
2009,1.874853296612855e-06,1.0542473809493913e-06
2010,2.043512857596852e-06,8.904350137228789e-07
2011,2.4079550904332336e-06,8.558049415796631e-07
2012,2.680848986358342e-06,8.4936103217359e-07
2013,2.5431241930107262e-06,8.490096581326156e-07
2014,3.0353045374909016e-06,8.817692576101877e-07
2015,2.8527324644755936e-06,8.108233044978874e-07
2016,2.913132703952215e-06,8.602275363145395e-07
2017,2.350335766010403e-06,8.077627988711811e-07
2018,2.7027957258951574e-06,7.181640682141222e-07
2019,2.7494544951878197e-06,7.821328131818461e-07
