year,cents_ADJ airs_NOUN,cents_ADJ pères_NOUN
2009,0.0,2.384096253749135e-09
2010,0.0,4.723793023408973e-10
2011,3.82397197240536e-10,3.0591775501687124e-09
2012,0.0,5.787229417908435e-09
2013,0.0,1.9523875849358774e-09
2014,0.0,2.381989674948848e-09
2015,0.0,2.2165753260638965e-09
2016,6.214020409345267e-10,2.278474076078396e-09
2017,0.0,2.26405022507592e-09
2018,0.0,1.8070266949443692e-09
2019,0.0,3.3162841361900064e-09
