year,nos_DET oies_NOUN,nos_DET pois_NOUN
1861,1.1789909493131745e-08,9.90352405638717e-09
1862,3.162590467287174e-09,3.614389038064658e-09
1863,3.496234635136375e-09,9.989241656072068e-09
1864,7.192092144059359e-09,7.67156482783804e-09
1865,1.0355057922240007e-08,1.5061901947888146e-08
1866,2.919367858567057e-09,5.352174092809747e-09
1867,5.82337378318698e-09,1.94112459439566e-09
1868,1.2843672791973404e-08,1.4819622196071691e-09
1869,1.0255390092694938e-08,0.0
1870,4.587239033071455e-09,1.4335121978348297e-08
1871,0.0,4.248470908407853e-09
1872,5.442605477412599e-09,8.46627523642951e-09
1873,1.1373408437265198e-08,8.979006593801131e-09
1874,5.974609251779839e-09,4.182226565063729e-09
1875,2.8607636259891933e-09,9.7265964171811e-09
1876,1.209202959984168e-09,1.209202959984168e-09
1877,1.2988113695655557e-08,5.566334504436554e-09
1878,4.831270938865373e-09,3.6234530931267273e-09
1879,6.720257905712401e-09,8.55305515301552e-09
1880,1.7328185109022343e-08,3.2089231272180996e-09
1881,2.091752326904839e-09,2.789003084036068e-09
1882,3.9932310791357395e-09,7.986461936226874e-09
1883,6.319338829996468e-09,1.579834751908038e-08
1884,8.582206056928499e-09,3.9610181801208455e-09
1885,3.86738152613475e-09,2.5782542767416317e-09
1886,1.0970888419947755e-08,3.2267319927115068e-09
1887,1.1752063988623718e-08,9.140494583448344e-09
1888,8.87686035788704e-09,4.438430289965822e-09
1889,8.14467782106476e-09,1.8795410228200637e-09
1890,9.176141124722648e-09,7.209825292342487e-09
1891,7.649064048820264e-09,1.4023283867459213e-08
1892,7.522214851007902e-09,4.387958441043338e-09
1893,6.158416665513755e-09,2.463366621796581e-09
1894,3.150769645188234e-09,6.301539290376468e-10
1895,1.083350631425617e-08,1.8055843487019274e-09
1896,2.9485144326102386e-09,5.3073260231073505e-09
1897,6.992056267307589e-09,6.992056378329892e-09
1898,5.658354784721098e-09,7.3558613644664206e-09
1899,4.4220627160029835e-09,8.844125432005967e-09
1900,4.671947717582725e-09,6.22926377147337e-09
1901,3.912117296778206e-09,6.147612641171918e-09
1902,6.8743973291596205e-09,2.455141867585553e-09
1903,2.214090244478939e-08,3.7801541896698154e-09
1904,3.7622376325430196e-09,2.1498500757388683e-09
1905,1.9094808956232612e-08,6.708986810544104e-09
1906,8.745113411201544e-09,1.1317205839134203e-08
1907,1.1314255032868203e-08,8.74283373475393e-09
1908,1.964555629285769e-09,5.893666887857307e-09
1909,5.500983391026892e-09,1.6502950117569526e-09
1910,4.275320542035388e-09,4.809735720812114e-09
1911,2.128149656499545e-09,8.51259862599818e-09
1912,1.0418842455450772e-09,1.2502610502451716e-08
1913,3.71209285532359e-09,3.712092910834741e-09
1914,6.696743715117748e-10,2.0090231700464756e-09
1915,4.712304768617059e-09,7.068456930880984e-09
1916,0.0,3.2962386153911893e-09
1917,7.676497215669542e-09,8.773139548168274e-09
1918,0.0,4.594550517822427e-09
1919,5.524709134618888e-09,9.207848705727883e-09
1920,9.086678076641874e-09,2.2716695191604686e-09
1921,4.543648568500203e-09,4.543648568500203e-09
1922,3.6889677978990676e-09,6.640141769764796e-09
1923,6.369568872344189e-09,8.492758496458919e-09
1924,3.867487219366694e-09,3.867487219366694e-09
1925,5.499088961968823e-09,1.0998178145982251e-08
1926,1.1146138456652466e-09,3.343841648018042e-09
1927,7.804457635707251e-09,4.4596899506643695e-09
1928,9.14083297942625e-09,3.4278122562625413e-09
1929,3.342121912552898e-09,2.2280812750352652e-09
1930,4.201441416995522e-09,5.2518016602221e-09
1931,0.0,4.5621426636444085e-09
1932,2.1919073223131136e-09,1.2055490383744427e-08
1933,2.2941324395731044e-09,1.3764794415394022e-08
1934,2.3963160344919743e-09,3.5944740517379614e-09
1935,1.196828414151696e-09,5.98414207075848e-09
1936,0.0,1.2124715009775855e-08
1937,5.036447148221157e-09,0.0
1938,0.0,7.779128452511941e-09
1939,3.058810094103137e-09,4.588215141154706e-09
1940,0.0,5.0715658339584024e-09
1941,5.9030051957620344e-09,0.0
1942,3.034211770724937e-09,6.068423541449874e-09
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,0.0,6.4263723231761105e-09
1945,4.357008087652048e-09,1.089252021913012e-08
1946,0.0,2.7842208538686464e-09
1947,1.1920870957027319e-09,0.0
1948,1.4133454406817236e-08,0.0
1949,2.945102384188658e-09,9.817008317369869e-10
1950,1.0635361480382244e-09,0.0
1951,4.264560815592233e-09,2.1322803522849654e-09
1952,2.1089607837865287e-09,4.217921456550755e-09
1953,6.464296431474281e-09,5.386913692895234e-09
1954,4.886268056836229e-09,2.9317608341017376e-09
1955,1.8771215692936494e-09,2.815682353940474e-09
1956,3.488456634670456e-09,8.72114158667614e-10
1957,1.7670075402875796e-09,8.835037701437898e-10
1958,8.272243445794913e-10,8.272243445794913e-10
1959,3.8753740216890264e-09,2.325224457422337e-09
1960,6.228750015768725e-09,2.7683333403416555e-09
1961,4.86371165564492e-09,2.779263708063695e-09
1962,2.5367825617905737e-09,3.170978202238217e-09
1963,2.5864212993553792e-09,3.2330267352165265e-09
1964,1.2167936658258327e-09,1.2167936658258327e-09
1965,1.6416130677043839e-09,1.0944086747954884e-09
1966,1.6617224263271169e-09,1.6617224263271169e-09
1967,1.9721342336964653e-09,2.465167847631733e-09
1968,1.1228539820162808e-08,8.982831700699023e-10
1969,4.995933444718048e-09,1.3625273409534344e-09
1970,2.7592350626548523e-09,3.6789800095249348e-09
1971,6.166076982339064e-09,6.679916619845017e-09
1972,4.104117490300041e-09,2.0520587451500205e-09
1973,2.205281512956958e-09,6.064524049609332e-09
1974,2.2502286700643026e-09,3.937900117101378e-09
1975,2.2845920710778955e-09,0.0
1976,3.4281161798155324e-09,1.7140580621521906e-09
1977,7.052138428775834e-09,1.1753563677885381e-09
1978,2.3762365408686037e-09,2.3762365408686037e-09
1979,2.9259866751729646e-09,5.851973350345929e-09
1980,2.8425752862659692e-09,3.97960553399912e-09
1981,5.692994575756671e-09,3.795329661659963e-09
1982,2.483000915987077e-09,3.1037510339615437e-09
1983,1.89459470334441e-09,1.2630632095778083e-09
1984,1.739702604197646e-09,1.7397025486864948e-09
1985,2.4062232206745193e-09,6.015558051686298e-10
1986,2.3977942409381114e-09,1.1988970927134801e-09
1987,2.4443267410134695e-09,0.0
1988,4.797243047249822e-09,2.99827696004229e-09
1989,5.488122178931576e-10,5.4881220679092735e-09
1990,3.8140557934163155e-09,5.993516016822298e-09
1991,5.861465035561508e-09,1.1722930404189924e-09
1992,1.65298330578878e-09,0.0
1993,2.2156829704300662e-09,5.539207426075166e-10
1994,1.5824779264761446e-09,1.2132331472791691e-08
1995,3.795715575183323e-09,1.0844901643380922e-09
1996,2.6690460952494277e-09,2.135236876199542e-09
1997,1.438468344439059e-09,1.438468344439059e-09
1998,5.2449422582867555e-09,5.244942036242151e-09
1999,3.1991408688814005e-09,1.8280804647829996e-09
2000,2.6508188977203417e-09,4.4180314962005696e-10
2001,6.1336963841363e-09,2.190605918883648e-09
2002,4.819343757400674e-09,3.066854992184176e-09
2003,4.583615376141381e-09,4.166922806803086e-09
2004,6.607187019724847e-09,1.761916529341434e-09
2005,5.854874363109275e-09,3.602999676388663e-09
2006,1.2353669753828456e-09,1.2353669198716943e-09
2007,1.1983438685803094e-09,2.396687653893892e-09
2008,8.514879357157668e-10,3.405951742863067e-09
2009,5.245011536203492e-09,4.76819250749827e-10
2010,2.3618964561933353e-09,9.447586046817946e-10
2011,5.353560705856353e-09,1.1471915639660324e-09
2012,7.489356135259584e-09,2.382976926895708e-09
2013,9.761937924679387e-09,4.741512515948898e-09
2014,6.71287994635783e-09,2.1654451842767486e-10
2015,5.098123256885856e-09,1.7732603163622684e-09
2016,4.55694829093467e-09,2.899876117012923e-09
2017,3.018733624182701e-09,2.515611330355938e-10
2018,4.388493513030056e-09,1.290733298020541e-09
2019,6.377469385920875e-09,2.8060865853163364e-09
