year,es_VERB à_ADP,es_VERB pas_ADV
1974,7.256987544224103e-08,5.6818272753389465e-08
1975,9.138368284311582e-08,5.768594846244923e-08
1976,7.82753204475739e-08,5.599256169830369e-08
1977,6.934602225783237e-08,6.464460255983795e-08
1978,7.306927329864266e-08,6.53465050959312e-08
1979,7.841644134032322e-08,6.963848164787123e-08
1980,8.016062480464825e-08,6.310516909024955e-08
1981,7.337637697446553e-08,8.349725533207675e-08
1982,8.442203380809588e-08,5.338451813940992e-08
1983,8.462523481966855e-08,7.073153796000042e-08
1984,8.292582265312376e-08,6.262929019840158e-08
1985,6.978047650818553e-08,7.940536761452677e-08
1986,6.593933932208529e-08,7.313272476494603e-08
1987,9.655090593696514e-08,5.255302326645506e-08
1988,6.776105720973646e-08,6.65617463369017e-08
1989,7.902895760025785e-08,6.036934507847036e-08
1990,8.172976606601878e-08,8.935787576547227e-08
1991,6.330382262831336e-08,6.50622666853451e-08
1992,6.116037809533736e-08,5.7303420675225425e-08
1993,8.807339924032931e-08,8.031850740053414e-08
1994,7.490395859122145e-08,6.488159698392337e-08
1995,6.181593903420435e-08,6.832288335090198e-08
1996,6.779377059729086e-08,6.192186674525146e-08
1997,1.3905193441132724e-07,6.185413781167881e-08
1998,9.107127141305682e-08,5.8171178096699805e-08
1999,9.643124343483578e-08,6.215473291604212e-08
2000,6.582867229099065e-08,7.201391127864554e-08
2001,7.185187200775545e-08,5.476514886026962e-08
2002,9.68249977972846e-08,6.703268695673614e-08
2003,9.542253565086867e-08,7.708807459039235e-08
2004,9.558397096043336e-08,7.488144859735257e-08
2005,7.65637437893929e-08,8.467048928650911e-08
2006,9.965293656932772e-08,8.029885378846302e-08
2007,1.2063327403666335e-07,1.4699683958951937e-07
2008,1.3453509950522857e-07,1.3921827246576868e-07
2009,1.4829078054390266e-07,1.2874119192929356e-07
2010,1.9650978799745644e-07,2.2721444281614822e-07
2011,2.3976303964445833e-07,2.3746865451812482e-07
2012,2.597444961338624e-07,3.5642526086121507e-07
2013,2.791914255340089e-07,3.372052219674515e-07
2014,3.064104987515748e-07,3.8133489965730405e-07
2015,3.1298043268179754e-07,3.5287879995848925e-07
2016,3.3286434586443647e-07,3.8692633097525686e-07
2017,3.763354641250771e-07,4.258930061951105e-07
2018,4.303304876884795e-07,4.1716501186783717e-07
2019,3.913215209649934e-07,4.191272751086217e-07
