year,pouvons_VERB oser_VERB,pouvons_VERB poser_VERB
1967,1.4791006197611978e-09,6.21222255858811e-08
1968,1.7965663401398047e-09,7.051522743495298e-08
1969,1.3625273131978588e-09,5.94970259726324e-08
1970,1.3796175313274261e-09,5.564457339346518e-08
1971,5.138397485282553e-10,5.087013477123037e-08
1972,1.5390440033513642e-09,5.0275438923108595e-08
1973,1.6539611902288698e-09,6.670976659961525e-08
1974,0.0,6.525662854528491e-08
1975,4.569184142155791e-09,6.568202337575713e-08
1976,3.4281160132820787e-09,5.3135799760184454e-08
1977,5.876781838942691e-10,6.523227824573041e-08
1978,3.5643548113029055e-09,5.999996943728547e-08
1979,4.681578680276743e-09,5.442335293537326e-08
1980,5.685150683554241e-10,6.65162644963857e-08
1981,3.1627747087981106e-09,6.199038438126081e-08
1982,2.483000915987077e-09,6.455802292748558e-08
1983,1.2630632095778083e-09,5.7469375036589554e-08
1984,2.3196033982486597e-09,5.277097869793579e-08
1985,9.02333674446254e-09,5.9554025710895075e-08
1986,7.1933827783254856e-09,4.3160294893596074e-08
1987,1.8332451112712533e-09,6.294141030593892e-08
1988,1.798966087207532e-09,4.137622156008547e-08
1989,5.488121956886971e-09,5.1039535264862934e-08
1990,5.44865097484859e-10,5.4486509526441296e-08
1991,4.68917216167597e-09,4.8064013213888757e-08
1992,3.856960972825618e-09,3.856960972825618e-08
1993,2.7696036575264316e-09,4.819110444032049e-08
1994,3.164955852952289e-09,5.5386728092798876e-08
1995,4.880205572987961e-09,5.53089982702204e-08
1996,5.871901187504136e-09,6.725996115619637e-08
1997,6.233362714880286e-09,5.178485906753849e-08
1998,8.582632382569955e-09,4.815810683567179e-08
1999,5.0272213059088244e-09,4.524499175317942e-08
2000,1.2370488633450805e-08,4.9923755796044134e-08
2001,5.257454027685071e-09,5.301266270407723e-08
2002,3.504977197366088e-09,4.118348329029686e-08
2003,7.500461585152607e-09,4.458607349988597e-08
2004,3.0833537945085254e-09,5.021462001764121e-08
2005,4.954124666056714e-09,4.999161973273658e-08
2006,3.294311934354255e-09,7.618096020678422e-08
2007,6.7906151812735516e-09,4.6335962622379157e-08
2008,5.960415716543821e-09,5.023778726354067e-08
2009,8.582746957586096e-09,5.531103397515835e-08
2010,3.3066551718974324e-09,5.432362115698197e-08
2011,8.795135286732148e-09,4.971163392042399e-08
2012,1.191488419038933e-08,5.991484641754141e-08
2013,3.904775169871755e-09,3.904775169871755e-08
2014,6.496335469563519e-09,3.832838046946563e-08
2015,5.984753581600444e-09,3.191868458429781e-08
2016,5.178350193091319e-09,3.728412067971476e-08
2017,4.2765391228272165e-09,4.5532566161909926e-08
2018,5.937373259712331e-09,3.510794854832966e-08
2019,6.632568272380013e-09,3.4948531180134523e-08
