year,serez_VERB heureux_ADJ
1979,4.8571379807071935e-08
1980,4.207011627954671e-08
1981,5.8827609450418095e-08
1982,6.083352133146036e-08
1983,4.16810870262907e-08
1984,5.3930779841948606e-08
1985,6.196025026383722e-08
1986,8.512169102914413e-08
1987,8.005169860325623e-08
1988,5.4568641161267806e-08
1989,6.64062795863174e-08
1990,7.628111120538961e-08
1991,5.6270067716468475e-08
1992,3.305966345124034e-08
1993,4.3759737167192725e-08
1994,4.5364370038214474e-08
1995,4.175286960617086e-08
1996,3.4697599460287165e-08
1997,4.938741327009666e-08
1998,3.480734278582531e-08
1999,4.387393204297041e-08
2000,3.976228413193894e-08
2001,4.600272518473503e-08
2002,3.417352800738627e-08
2003,3.83356919542166e-08
2004,4.3166952679030146e-08
2005,3.422849559342467e-08
2006,4.6532157682577235e-08
2007,5.1928232380760164e-08
2008,6.045564049372842e-08
2009,7.533743939802662e-08
2010,8.739016976733183e-08
2011,1.0898320113028603e-07
2012,1.365105362083341e-07
2013,1.2551062411603198e-07
2014,1.260289081983501e-07
2015,1.5227873007006565e-07
2016,1.507935536437799e-07
2017,1.358430097297969e-07
2018,1.2984777697511163e-07
2019,1.3061057302365953e-07
