year,pays_NOUN heureux_ADJ
1986,3.11713250766843e-08
1987,4.21646362269712e-08
1988,2.6384837426007834e-08
1989,2.57941739079115e-08
1990,2.942271454253742e-08
1991,2.7548886949446683e-08
1992,2.9753697949885805e-08
1993,2.7696037463442735e-08
1994,3.164955930667901e-08
1995,2.1689803730851054e-08
1996,4.590759350442397e-08
1997,2.8289877329612523e-08
1998,3.57609692969163e-08
1999,2.422206568652996e-08
2000,7.731555129453227e-08
2001,3.4611571553266884e-08
2002,2.146798444568887e-08
2003,2.125130632579797e-08
2004,2.4226351424960768e-08
2005,2.026687362377544e-08
2006,2.2236605445868918e-08
2007,1.1184542181297275e-08
2008,2.299017509699297e-08
2009,2.574823909640145e-08
2010,1.9367550674331824e-08
2011,1.1089518581197666e-08
2012,1.702126331548648e-08
2013,1.9244962179421066e-08
2014,3.3131311694134524e-08
2015,1.8397575199391447e-08
2016,2.2370471836064e-08
2017,1.4590545660553289e-08
2018,1.729582754794734e-08
2019,1.913240738060651e-08
