year,aurez_VERB assez_ADV,aurez_VERB passé_VERB
1915,2.1205371680821372e-08,3.652036184575991e-08
1916,1.3184954461564757e-08,3.186363883855847e-08
1917,1.315970976634162e-08,1.4256351654751143e-08
1918,2.8715941624568586e-08,9.189101035644853e-09
1919,3.1306683467846597e-08,1.8415697411455767e-08
1920,2.2716694303426266e-08,2.5745588771997063e-08
1921,3.0290991048786964e-08,2.0446417892117097e-08
1922,1.4018077365562931e-08,1.9182632371439468e-08
1923,3.6094224498128824e-08,1.2739137744688378e-08
1924,2.707241186783449e-08,2.5783249313349188e-08
1925,4.06932585406139e-08,1.8696901804560184e-08
1926,3.6782257240020044e-08,2.3406890647947876e-08
1927,4.0137209111890115e-08,2.5643217327342427e-08
1928,2.9707706517001498e-08,1.9424270192303084e-08
1929,3.8991423423340166e-08,1.4482528065684619e-08
1930,2.7309368988426286e-08,1.470504518152893e-08
1931,3.307553342324354e-08,1.3686427990933225e-08
1932,2.6302888755935783e-08,7.6716757391182e-09
1933,3.4411986149507356e-08,1.261772819560747e-08
1934,2.516131836216573e-08,2.036868629318178e-08
1935,2.6330225111337313e-08,1.6755597798123745e-08
1936,3.031178508194898e-08,7.274828739411987e-09
1937,2.2664012888640173e-08,1.7627565185307503e-08
1938,2.3337385357535823e-08,2.2040865133021725e-08
1939,1.988226472349197e-08,6.117620188206274e-09
1940,4.81798743123818e-08,2.2822046474857416e-08
1941,4.427253941230447e-08,1.1806010391524069e-08
1942,2.730790527039062e-08,2.730790527039062e-08
1943,2.6129116648121453e-08,2.0322646676618206e-08
1944,2.2492303131116387e-08,2.5705489292704442e-08
1945,2.832055301382752e-08,4.357008087652048e-09
1946,2.645009899993056e-08,1.8097434661967782e-08
1947,2.622591566137089e-08,7.152522574216391e-09
1948,1.522064252412747e-08,4.348755133776194e-09
1949,1.7670615193310368e-08,1.2762110479513922e-08
1950,2.4461330738745346e-08,1.808011518278363e-08
1951,3.1984203729962246e-08,1.5992101864981123e-08
1952,2.9525450528922192e-08,1.687168627029223e-08
1953,1.6160740301529586e-08,2.477980309834038e-08
1954,2.052232517257835e-08,9.772536557761669e-09
1955,2.1586897602787758e-08,6.569925492527773e-09
1956,2.0930739808022736e-08,1.9186511934776718e-08
1957,1.9437083054185678e-08,1.6786572132332367e-08
1958,2.3162280982091943e-08,1.9853384713997002e-08
1959,1.4726420971555854e-08,5.425523585955716e-09
1960,2.353083417006019e-08,1.7994166157109248e-08
1961,1.737039845295385e-08,1.667558180429296e-08
1962,3.0441391629665304e-08,1.2683912586908264e-08
1963,1.2285501505004959e-08,9.69907976156037e-09
1964,2.3727476872181796e-08,2.1902286206909594e-08
1965,2.407699106754535e-08,8.20806533852192e-09
1966,2.0494576702390077e-08,1.163205709531212e-08
1967,2.7116845657815247e-08,4.930335695263466e-09
1968,2.6050212653672133e-08,2.6050212653672133e-08
1969,3.0429777808649305e-08,1.090021850558287e-08
1970,1.9314645882673176e-08,9.197449912790034e-09
1971,2.8261185391897925e-08,1.284599360218408e-08
1972,1.539044092169206e-08,1.6929485369132635e-08
1973,2.3706776985932265e-08,1.598829157956061e-08
1974,2.1377172032543967e-08,8.438357568252286e-09
1975,1.4849848462006321e-08,1.028066431985053e-08
1976,1.7711933253394818e-08,1.2569759455516305e-08
1977,1.469195431980097e-08,8.22749424145286e-09
1978,2.257424647211792e-08,1.841583241457556e-08
1979,1.345953837272873e-08,1.287434159280565e-08
1980,2.785723829390463e-08,9.664756106531058e-09
1981,1.707898356073656e-08,1.3916208629893845e-08
1982,2.3588508923921836e-08,1.1794254461960918e-08
1983,1.7682884490000106e-08,9.47297440490047e-09
1984,2.145633182237816e-08,1.1598016769198694e-08
1985,1.0226449020933615e-08,1.2031115659283387e-08
1986,3.11713250766843e-08,1.3187867686781374e-08
1987,3.116516467116526e-08,7.332980445085013e-09
1988,1.3792074149421296e-08,1.3192418713003917e-08
1989,2.3050112929468014e-08,1.2622680678475717e-08
1990,1.7980548605578406e-08,6.538381391862913e-09
1991,1.52398094144246e-08,6.4476117778156095e-09
1992,1.5427843891302473e-08,5.509944056569793e-09
1993,1.661762283333701e-08,1.661762283333701e-08
1994,1.160483886764041e-08,7.384897138251745e-09
1995,1.2471637056421514e-08,1.4098372247417501e-08
1996,1.5480466686312866e-08,9.60856638698715e-09
1997,1.965906726297817e-08,1.2946214766884623e-08
1998,1.621164003040576e-08,1.0489884516573511e-08
1999,1.5081663917726473e-08,9.597422412355172e-09
2000,1.502130686503733e-08,9.277866475088103e-09
2001,1.445799924226776e-08,9.638665865452367e-09
2002,2.891606243338174e-08,8.762443215459825e-09
2003,1.4167538253673229e-08,1.0833999475323708e-08
2004,2.378587282692024e-08,1.3214373595360485e-08
2005,1.9816498664226856e-08,1.4411998705554652e-08
2006,1.8118715416903797e-08,1.2765458912156191e-08
2007,1.8774054311165855e-08,2.3966876483427768e-08
2008,2.4693150635357597e-08,2.8524846484856425e-08
2009,2.9085974517784052e-08,3.1946889578193804e-08
2010,2.267420740054149e-08,2.4091344030807704e-08
2011,3.47981448101109e-08,4.168129308368407e-08
2012,4.9702091331482734e-08,4.8340389469103684e-08
2013,4.769403716409215e-08,3.8489925913154366e-08
2014,5.1321052296771086e-08,3.6162933980676826e-08
2015,5.918256462678073e-08,4.7434713934535466e-08
2016,5.551191151198509e-08,4.76408210658974e-08
2017,4.704193301563464e-08,1.436414009958753e-07
2018,5.292006832746665e-08,5.033859906689031e-08
2019,6.300939503489644e-08,5.050955920182787e-08
