year,deux_DET anneaux_NOUN,deux_DET panneaux_NOUN
1888,4.4891551098658056e-07,2.067040387743191e-07
1889,4.817890300046201e-07,1.816889643180275e-07
1890,5.217291736414609e-07,1.8942177604230892e-07
1891,5.526448774162418e-07,1.59992927351027e-07
1892,5.585244622352548e-07,2.300544039712804e-07
1893,4.920574685485235e-07,1.4102774148483377e-07
1894,3.6927019131383076e-07,1.7392249063163945e-07
1895,4.3634956625737686e-07,2.1426267693414047e-07
1896,3.667951880004239e-07,1.480154310229409e-07
1897,4.1253131044527436e-07,1.8995085859785377e-07
1898,3.7175391831567595e-07,1.7540900199009002e-07
1899,3.858249613131193e-07,1.984400697097044e-07
1900,4.0697857173199736e-07,2.387884414645214e-07
1901,4.331272762669869e-07,2.285794238332528e-07
1902,9.152769067100053e-07,3.952778442339877e-07
1903,3.12132740987181e-07,2.7757132414762964e-07
1904,3.9073525215371774e-07,2.3218380817979778e-07
1905,3.3441717661730763e-07,2.435878201367814e-07
1906,3.672947883615052e-07,2.1451249665460637e-07
1907,3.023992007911147e-07,2.6897071592202337e-07
1908,4.877009409653965e-07,2.3476439459102494e-07
1909,2.987034140033984e-07,2.2829082446662596e-07
1910,3.142360505137276e-07,2.2445432890094708e-07
1911,3.7242617878519013e-07,3.0911372661535097e-07
1912,2.880809901739667e-07,2.380705552695872e-07
1913,3.6696687466530875e-07,2.428769274587239e-07
1914,3.468913369886195e-07,1.9219654134872144e-07
1915,3.5813517307303755e-07,1.1662954602087439e-07
1916,2.7908152411271203e-07,1.6700942140346342e-07
1917,2.4784119290188755e-07,1.3050045133411459e-07
1918,2.8256486217514976e-07,1.1256648857482787e-07
1919,2.900472111377894e-07,2.080973793283647e-07
1920,2.0899360286819046e-07,2.112652666141912e-07
1921,2.9836625792256655e-07,1.8326049211481177e-07
1922,3.246291555569769e-07,1.9625308311788103e-07
1923,3.152936578487697e-07,2.1656533988334559e-07
1924,3.2229061552868643e-07,2.140009645046348e-07
1925,2.9475115681520947e-07,2.133646503921227e-07
1926,2.630488538102327e-07,2.0954740342915557e-07
1927,4.0583177707276263e-07,2.3859340814169627e-07
1928,3.9534101858862414e-07,2.365190479025614e-07
1929,3.364402783034848e-07,2.395187372883356e-07
1930,3.329642286331591e-07,2.7834549598537706e-07
1931,2.885555137055462e-07,1.9160998832035148e-07
1932,2.443976674371129e-07,2.060392851888082e-07
1933,2.2826618373272822e-07,2.2138378419356286e-07
1934,2.899542366208152e-07,1.821200257268174e-07
1935,3.3630879059387553e-07,2.633022546660868e-07
1936,2.7644349032129867e-07,2.133949781324418e-07
1937,2.7574548067121896e-07,2.732272648131584e-07
1938,2.85234730057482e-07,1.7373387883878877e-07
1939,3.1352802132289526e-07,1.8964622228168082e-07
1940,5.071565851721971e-07,1.5468275815777588e-07
1941,3.984528582634539e-07,2.2726570136910595e-07
1942,3.125238192680513e-07,1.8508691823626577e-07
1943,2.1774264169494018e-07,1.5096823435811757e-07
1944,2.1207028133574113e-07,1.4459337549510565e-07
1945,1.851728512747286e-07,1.4813827231563437e-07
1946,2.143850075242426e-07,2.2691399692575942e-07
1947,3.0398221007033044e-07,1.6927637247476923e-07
1948,3.8377763544872323e-07,1.5764237559778849e-07
1949,2.2579119374199763e-07,1.502002326958518e-07
1950,3.179973093736521e-07,1.5953042975525022e-07
1951,2.3668312465474628e-07,1.9403751139179803e-07
1952,2.9103658327755966e-07,2.161684764523386e-07
1953,2.273277583952904e-07,2.0470271877570667e-07
1954,2.2770009522332657e-07,2.2183656334107127e-07
1955,2.1774610381442017e-07,2.2525459364430844e-07
1956,2.3459870668318672e-07,2.616342431593921e-07
1957,2.2617696338045334e-07,3.003912816268439e-07
1958,2.605756712625862e-07,2.0763330965678506e-07
1959,2.2554675815911196e-07,2.2012123324088861e-07
1960,2.2146666367461876e-07,2.290795819703817e-07
1961,1.9802254502820915e-07,1.917691978547964e-07
1962,2.5050727181508137e-07,1.889903078478028e-07
1963,2.3665754778079418e-07,2.2825167533824242e-07
1964,2.0016256474519878e-07,1.8738623097647178e-07
1965,2.4733636294627104e-07,2.4460033110074164e-07
1966,2.0051451077307547e-07,2.2211690442475174e-07
1967,2.1792082804950041e-07,1.6812444947333915e-07
1968,2.393924667387637e-07,1.7786007155962125e-07
1969,2.1164591679223577e-07,2.180043736643711e-07
1970,1.8716811389651866e-07,1.604955075507064e-07
1971,2.055359029640158e-07,2.1118814075293812e-07
1972,2.4214293681268373e-07,2.5855939078667234e-07
1973,2.425809704220683e-07,4.1073367107458125e-07
1974,2.542758359425079e-07,2.7171510907919583e-07
1975,1.776270295295035e-07,2.398821656868222e-07
1976,2.433962498216147e-07,3.0967314756935593e-07
1977,1.7630345361396849e-07,2.879623224316674e-07
1978,2.0316822535448864e-07,2.299008805550784e-07
1979,2.0540426071136153e-07,1.9955228403034653e-07
1980,2.512836623225212e-07,2.2797454413137075e-07
1981,1.8407348445492744e-07,2.599800907887584e-07
1982,2.023645802040619e-07,2.1043432951728391e-07
1983,1.3893695438582654e-07,2.2040452485327933e-07
1984,2.22681929784585e-07,2.52836773739773e-07
1985,1.9731031031255952e-07,2.5626277988521906e-07
1986,1.7683731989848184e-07,2.637573537356275e-07
1987,1.4665960712534343e-07,2.358775343935804e-07
1988,1.415186683395575e-07,2.2427111545653133e-07
1989,1.7452228728842556e-07,1.712294048772378e-07
1990,1.5746601178534547e-07,1.7653629669212023e-07
1991,1.1840159919174198e-07,2.1863264976218488e-07
1992,1.4436053774602442e-07,2.0166395309217933e-07
1993,1.362645036806498e-07,2.5369569911504186e-07
1994,1.6035777061773615e-07,2.3420673400664782e-07
1995,1.5128637365080522e-07,1.914125089541585e-07
1996,1.3451991875967906e-07,1.7348799730143583e-07
1997,1.2226981027652073e-07,1.8604190543669574e-07
1998,9.965389846655626e-08,2.0455274629682663e-07
1999,9.277508272731438e-08,2.0657309640625954e-07
2000,1.17077834982382e-07,1.8202289808755268e-07
2001,1.4195125563887245e-07,2.111744024091422e-07
2002,1.0383494597476783e-07,1.8532566414819485e-07
2003,1.2875792165800704e-07,2.175133815285335e-07
2004,9.95482798415992e-08,1.885250631161739e-07
2005,8.692236974638945e-08,2.567137205033987e-07
2006,1.223013281759222e-07,1.8242252863842623e-07
2007,1.1264432231428145e-07,1.410051284622682e-07
2008,1.0303004183143116e-07,1.541193199727786e-07
2009,1.1586707771016336e-07,1.5735036029695948e-07
2010,1.1148151557449637e-07,1.5021661337044634e-07
2011,1.1165998170525882e-07,1.2886785771826226e-07
2012,1.4025521544169806e-07,1.535317952772175e-07
2013,1.1742216088350688e-07,9.706155346123069e-08
2014,1.1455205051191797e-07,1.2256419612555192e-07
2015,1.3698436251985413e-07,1.0262744076783292e-07
2016,1.5224348803855037e-07,1.0128852778734654e-07
2017,3.0162180753023904e-07,1.0515255599585771e-07
2018,1.3165480705623622e-07,1.0145163820141079e-07
2019,1.4897769062827138e-07,9.744772988540262e-08
