year,ayez_VERB assez_ADV,ayez_VERB passé_VERB
1908,1.7681000219482712e-08,6.875944702500192e-09
1909,8.801573692096554e-09,1.7053048750881317e-08
1910,1.0153886509378651e-08,6.412980813053082e-09
1911,1.4365010514438836e-08,5.3203743632934675e-09
1912,1.4586378993541871e-08,5.2094213387476884e-09
1913,1.3787772923379293e-08,1.113627856597077e-08
1914,1.205413840965619e-08,2.678697486047099e-09
1915,4.712304768617059e-09,1.1780761921542648e-09
1916,7.691223435912775e-09,9.888715624128963e-09
1917,9.869782324756216e-09,4.386569774084137e-09
1918,1.2635013924011673e-08,1.1486376294556067e-09
1919,4.603924186330488e-09,9.207848372660976e-10
1920,3.028892692213958e-09,0.0
1921,1.438822039290244e-08,3.0290989716519334e-09
1922,2.065821974595039e-08,4.426761179843197e-09
1923,6.369568872344189e-09,9.554353752605493e-09
1924,1.933743642990038e-08,9.02413699321869e-09
1925,1.3197813508725176e-08,9.898360353588487e-09
1926,7.802296808634424e-09,1.1146138456652466e-09
1927,1.3379069629948503e-08,7.804457524684949e-09
1928,5.713020723163709e-09,1.0283437212876834e-08
1929,7.798284684668033e-09,6.684243825105796e-09
1930,1.9956847396862543e-08,7.352522590764465e-09
1931,1.596749932275543e-08,3.4216069977333063e-09
1932,8.76762951129706e-09,2.1919073223131136e-09
1933,1.3764795081527836e-08,4.588264879146209e-09
1934,9.585264137967897e-09,1.1981580172459871e-09
1935,1.0771455727365264e-08,3.590485242455088e-09
1936,4.849885826274658e-09,3.6374143697059935e-09
1937,5.0364472592434595e-09,2.5182236296217297e-09
1938,9.075650231338273e-09,5.186085783037697e-09
1939,7.647025235257843e-09,0.0
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,5.9030051957620344e-09,0.0
1942,1.2136846860855144e-08,9.102635090130207e-09
1943,2.032264689866281e-08,1.7419411690866582e-08
1944,6.4263723231761105e-09,6.4263723231761105e-09
1945,4.357008087652048e-09,6.535512131478072e-09
1946,5.568441707737293e-09,4.1763312808029696e-09
1947,2.0265481293080256e-08,9.536696765621855e-09
1948,1.1959076839929139e-08,1.0871887834440486e-09
1949,1.0798709482173763e-08,6.8719057111366055e-09
1950,3.1906084663191336e-08,0.0
1951,1.5992102975204148e-08,7.462981344019681e-09
1952,1.5817205989421268e-08,1.1599284199803606e-08
1953,1.2928593307037772e-08,3.232148326759443e-09
1954,6.840775057526116e-09,9.772536557761669e-09
1955,7.508486277174597e-09,9.385607846468247e-09
1956,6.976913491385517e-09,1.3953826538681824e-08
1957,6.184526502028831e-09,4.417518795207798e-09
1958,8.272243612328367e-09,2.4816730892496253e-09
1959,1.0075972278755785e-08,6.200598257066758e-09
1960,1.3149583422134015e-08,5.536666680683311e-09
1961,2.084447769945541e-08,7.64297514166401e-09
1962,2.5367826284039552e-08,5.7077609305622445e-09
1963,1.5518528240221485e-08,7.1126584622049904e-09
1964,1.0951142992432494e-08,6.6923653285755336e-09
1965,1.3680108601477059e-08,3.830430195250756e-09
1966,8.862519607077957e-09,6.092982118843793e-09
1967,1.2818872074937815e-08,2.9582012395223956e-09
1968,1.0330256428048301e-08,4.940557296606585e-09
1969,1.2262745902047456e-08,4.541757636644661e-09
1970,1.195668489217816e-08,9.657322941336588e-09
1971,1.490135304038631e-08,3.5968783507200897e-09
1972,1.9494558856081312e-08,6.669190977248718e-09
1973,7.718485406371656e-09,4.410563025913916e-09
1974,5.06301445213353e-09,8.438357568252286e-09
1975,4.569184142155791e-09,3.4268881066168433e-09
1976,5.7135269293517865e-09,2.285410749536254e-09
1977,5.289103821581875e-09,4.11374712072643e-09
1978,1.6039596650863075e-08,4.752473081737207e-09
1979,1.1703946811714161e-08,5.266775904289034e-09
1980,9.09624131573139e-09,2.8425752862659692e-09
1981,1.012087885721158e-08,5.060439622894819e-09
1982,3.1037510339615437e-09,4.966001831974154e-09
1983,3.78918940668882e-09,6.946847541655643e-09
1984,9.278413592994639e-09,5.799008495621649e-10
1985,7.218669439978953e-09,1.2031116103372597e-09
1986,1.079007377891017e-08,8.991728250862252e-09
1987,1.0388388482773792e-08,4.277571630240118e-09
1988,5.396898372644898e-09,6.596209356501959e-09
1989,7.683371050504206e-09,4.939309850016116e-09
1990,7.628111253765724e-09,2.724325431913144e-09
1991,6.447611611282156e-09,3.5168792322792797e-09
1992,8.264916362410446e-09,5.509944056569793e-09
1993,4.4313659408601325e-09,6.093128224193833e-09
1994,5.8024192117756e-09,2.1099706426497278e-09
1995,3.795715741716776e-09,7.0491861237087505e-09
1996,6.4057106285986265e-09,3.736664311304594e-09
1997,4.794894259418925e-09,3.835915585170824e-09
1998,1.1920323395031573e-08,2.3840645013706308e-09
1999,8.226361813967742e-09,4.570201106446348e-09
2000,3.976228346580513e-09,1.7672125984802278e-09
2001,6.133696439647451e-09,7.0099388516098315e-09
2002,7.448076710936391e-09,6.571832411594869e-09
2003,9.167230363704704e-09,5.416999737661854e-09
2004,4.404791198453495e-09,3.9643119897903034e-09
2005,4.954124666056714e-09,3.1526248278623825e-09
2006,8.235780224463696e-09,2.8825228870488218e-09
2007,7.988959105365012e-09,9.18730247434496e-09
2008,1.1069342858993636e-08,1.0643598891135753e-08
2009,1.3827758715834193e-08,9.059565542202108e-09
2010,1.4643758206034363e-08,1.2281861749841028e-08
2011,1.5678285114617552e-08,1.5295887223487625e-08
2012,1.804253879633677e-08,2.008509092377153e-08
2013,1.9523874961180354e-08,2.147626254611623e-08
2014,2.3819896499688298e-08,2.1221362445089653e-08
2015,2.2165753343905692e-08,2.6155589694099035e-08
2016,2.1334802369210593e-08,1.9470595802317803e-08
2017,1.9370206771895937e-08,2.4904551310100942e-08
2018,2.0135439759982887e-08,1.8328414341794996e-08
2019,1.8112013000504135e-08,2.015280387013263e-08
