year,quelques_DET arts_NOUN,quelques_DET parts_NOUN
1877,2.5976227391311113e-08,1.6699003291265058e-08
1878,4.589707458535486e-08,7.246906574831513e-09
1879,2.8713828426063515e-08,1.588424503040642e-08
1880,1.7328185109022343e-08,5.776061406947974e-09
1881,2.719277958362909e-08,6.2752567586699115e-09
1882,1.3976308776975088e-08,7.320923423037584e-09
1883,4.4235374030421326e-08,7.58320650717792e-09
1884,4.555170995956814e-08,5.941527270181268e-09
1885,3.931837810888794e-08,4.511945039809007e-09
1886,2.0005737511041843e-08,3.872078213618124e-09
1887,2.6768590899450828e-08,7.1818169189441505e-09
1888,2.282621380800265e-08,3.1703073499755874e-09
1889,2.7566601445982997e-08,1.1277245803853475e-08
1890,1.5075089287996946e-08,1.3108772733971819e-08
1891,1.3385862196457765e-08,9.561329838980726e-09
1892,3.19694137829174e-08,6.268512375839919e-09
1893,2.2786141196107224e-08,4.310891643655168e-09
1894,1.3863386882917439e-08,1.6384001710889606e-08
1895,9.027921521465032e-09,6.018614495673091e-09
1896,4.717623180994224e-09,8.255840455717589e-09
1897,1.5149455023788505e-08,4.661370844871726e-09
1898,6.790025763869778e-09,8.487532454637403e-09
1899,2.4874102777516782e-08,2.1004797901014172e-08
1900,2.284063338464648e-08,8.30568502863116e-09
1901,2.179608138419553e-08,1.3412973065562994e-08
1902,7.365426046845869e-09,2.1114220816187412e-08
1903,5.400220270956879e-09,9.720396931811592e-09
1904,8.061937784020756e-09,5.912087708281888e-09
1905,1.0321518084666081e-08,2.5287718585786934e-08
1906,5.658602919567102e-09,8.230695236477459e-09
1907,2.005708904517789e-08,1.4399961223432456e-08
1908,4.911388851169818e-09,1.1296195090437777e-08
1909,1.6502950117569526e-08,6.60118004702781e-09
1910,5.34415089958884e-09,9.085056262847502e-09
1911,6.384448858476333e-09,6.916486272601219e-09
1912,1.1981668990301841e-08,1.40654377034366e-08
1913,1.643926872407775e-08,1.0605979317013237e-08
1914,2.4777952134513725e-08,8.705766774141921e-09
1915,3.534228465440492e-09,3.534228465440492e-09
1916,9.888715624128963e-09,4.394984820521586e-09
1917,1.315970976634162e-08,3.289927441585405e-09
1918,8.040463406189247e-09,2.2972752589112133e-09
1919,1.4732557396257562e-08,1.012863304339362e-08
1920,9.843901693784574e-09,1.4387239843927091e-08
1921,9.087297137000405e-09,3.7863738810983705e-09
1922,1.3280283539529592e-08,1.1066902949607993e-08
1923,1.1677542488541803e-08,4.246379248229459e-09
1924,1.289162443462999e-09,1.804827398643738e-08
1925,1.2097995494286806e-08,7.698724546756353e-09
1926,7.802297141701331e-09,8.916910432255065e-09
1927,8.919379901328739e-09,1.1149224765638621e-08
1928,1.4853853147478446e-08,3.4278122562625413e-09
1929,1.8938690837799754e-08,1.67106100068537e-08
1930,9.453243521306831e-09,6.302162347537887e-09
1931,1.8248570654577634e-08,1.0264820993199919e-08
1932,1.3151444377967891e-08,1.0959536389520963e-08
1933,1.7205992852709073e-08,8.02946331646126e-09
1934,7.188948103475923e-09,1.0783422155213884e-08
1935,4.787313656606784e-09,1.196828414151696e-08
1936,9.699771652549316e-09,1.576212937948185e-08
1937,3.777335444432595e-09,7.554670666820584e-09
1938,1.2965214457594243e-08,1.2965214679638848e-08
1939,7.647025235257843e-09,2.141167065872196e-08
1940,3.803674397673262e-08,5.0715658339584024e-09
1941,2.066051862925633e-08,2.3612020783048138e-08
1942,0.0,1.517105907566929e-08
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,1.2852744646352221e-08,9.639558484764166e-09
1945,4.357008087652048e-09,8.714016175304096e-09
1946,0.0,1.9489545088902105e-08
1947,8.344609447874518e-09,1.0728784083369192e-08
1948,8.697510267552389e-09,4.348755133776194e-09
1949,3.9268033269479474e-09,1.570721330779179e-08
1950,8.508289184305795e-09,1.4889506516624351e-08
1951,1.4925962688039363e-08,8.529121409139861e-09
1952,1.265376459169687e-08,8.435843135146115e-09
1953,8.619061908632375e-09,8.619061908632375e-09
1954,1.1727043558451555e-08,2.5408594339637602e-08
1955,9.385608290557457e-09,1.1262729415761896e-08
1956,6.104799110673298e-09,1.0465369904011368e-08
1957,2.032058654677371e-08,1.4136060766389846e-08
1958,8.272243445794913e-10,8.272243334772611e-09
1959,5.425523585955716e-09,6.200598257066758e-09
1960,8.997083578154985e-09,1.038125013730351e-08
1961,5.558527582660844e-09,2.640300600376122e-08
1962,8.878739188311613e-09,1.5220695481765745e-08
1963,5.172842487688456e-09,2.133797494252576e-08
1964,6.083968440151466e-09,1.3384730546128765e-08
1965,6.019247544841733e-09,6.0192477668863376e-09
1966,1.6617224152248866e-08,9.970334780007306e-09
1967,1.133977206579928e-08,1.5284040699725665e-08
1968,1.8863946849023705e-08,1.1677681044375277e-08
1969,1.8621206215874153e-08,1.0446043141598693e-08
1970,1.1496812390987543e-08,1.5635665207014426e-08
1971,1.2845993824228685e-08,9.762954999992246e-09
1972,1.3851396807318395e-08,9.747279428040656e-09
1973,6.064523994098181e-09,1.1577728109557484e-08
1974,5.6255716751607565e-09,7.31324301117553e-09
1975,1.0851811893530794e-08,3.998036124386317e-09
1976,9.141642942633865e-09,9.141642998145016e-09
1977,5.289103821581875e-09,1.5867311020656416e-08
1978,1.0693064211864112e-08,1.722771458823047e-08
1979,7.022368020415115e-09,1.3459538594773335e-08
1980,1.762396639737318e-08,1.2507331226263574e-08
1981,1.012087885721158e-08,1.4548763971333756e-08
1982,7.449002858983533e-09,9.932003663948308e-09
1983,1.0736037059366765e-08,1.0104505676622466e-08
1984,6.958810083723677e-09,1.565732282715615e-08
1985,5.414002135495366e-09,8.421781494405423e-09
1986,5.994485352545098e-09,1.3187867686781374e-08
1987,5.49973533381376e-09,1.8332450224534114e-08
1988,1.2592763165564236e-08,1.7989661260653378e-08
1989,4.939309850016116e-09,1.92084268491044e-08
1990,8.717841670780047e-09,2.0160009439607052e-08
1991,3.5168792322792797e-09,1.1136783939491579e-08
1992,7.713921945651236e-09,2.2590770643038383e-08
1993,9.970573700002205e-09,1.772546376344053e-08
1994,5.274926662135471e-09,1.8989736005892155e-08
1995,4.3379608238858225e-09,1.7351842629409475e-08
1996,5.871901409548741e-09,1.7081895009596337e-08
1997,2.3974471297094624e-09,2.3494983736327413e-08
1998,8.105819793158275e-09,1.9072516010965046e-08
1999,1.4167623435534793e-08,1.3710603319339043e-08
2000,7.068850504943214e-09,1.6346715980830595e-08
2001,1.0514907999858991e-08,1.1391150245287918e-08
2002,1.0514931592098264e-08,2.0153619217921914e-08
2003,4.166922806803086e-09,2.1667998950647416e-08
2004,7.488144965206445e-09,2.3345393895812805e-08
2005,5.404499514582994e-09,1.8915748967174295e-08
2006,9.47114670024618e-09,2.4295550460351478e-08
2007,7.1900631282151295e-09,2.1969636776475454e-08
2008,3.405951742863067e-09,1.7881246705542253e-08
2009,1.192048149079028e-08,2.4794601927169424e-08
2010,7.558069059498962e-09,3.1177034121032676e-08
2011,8.030340808984349e-09,2.829739287335542e-08
2012,7.82978132329859e-09,2.5872320785769176e-08
2013,5.857162421740725e-09,2.5381037327409928e-08
2014,5.630157631775212e-09,2.5768797207170735e-08
2015,7.53635653882867e-09,2.837216578344126e-08
2016,8.492494263379058e-09,3.169150289417111e-08
2017,4.2765391228272165e-09,3.999822162370492e-08
2018,5.6792268665617485e-09,4.104532058679666e-08
2019,6.887667103327999e-09,4.0050506244782014e-08
