year,rêves_NOUN heureux_ADJ
2004,6.166707589017051e-09
2005,9.007498746882447e-09
2006,6.1768350434476815e-09
2007,8.38840730210677e-09
2008,5.5346713878634546e-09
2009,6.198650481792356e-09
2010,8.97520635589899e-09
2011,1.1089518636708817e-08
2012,5.7872298064864935e-09
2013,1.2829975304384789e-08
2014,1.3209215457554713e-08
2015,1.7954261022357088e-08
2016,1.9677729945488664e-08
2017,8.553078828521521e-09
2018,9.293280478495092e-09
2019,1.3010037491767434e-08
