year,aurons_VERB assez_ADV,aurons_VERB passé_VERB
1907,4.1142747875255736e-08,2.262851062084792e-08
1908,3.6835416494795936e-08,2.7994918383456024e-08
1909,4.8408654862441836e-08,3.190570296851547e-08
1910,2.778958396731923e-08,2.404867771588215e-08
1911,2.6601870928288918e-08,3.6178544604581475e-08
1912,2.7609932118366487e-08,3.021464323182954e-08
1913,3.818152549683873e-08,2.704524781904638e-08
1914,1.339348720819089e-08,3.8841115213017474e-08
1915,6.361611326610728e-08,5.183535378705528e-08
1916,4.504859418830165e-08,2.307367097387214e-08
1917,5.812205117194935e-08,3.3995917192441993e-08
1918,5.054005569604669e-08,4.709414369585829e-08
1919,7.734592344377234e-08,3.314825391953491e-08
1920,5.3005621225565847e-08,2.7260034229925623e-08
1921,4.543648302046677e-08,2.120369302360814e-08
1922,2.2133805899215986e-08,3.172512208493572e-08
1923,3.8217415010421973e-08,2.3355084977083607e-08
1924,3.351822286390416e-08,2.707241186783449e-08
1925,3.189471442510694e-08,2.3096173862313663e-08
1926,3.343841470382358e-08,1.4489979882625903e-08
1927,4.4596898618465275e-08,2.4528294062520217e-08
1928,3.6563331917705e-08,2.742249805010033e-08
1929,2.5622934884950155e-08,2.2280811862174232e-08
1930,2.3107928015519974e-08,4.411513643276521e-08
1931,3.763767608688795e-08,3.5356606531422585e-08
1932,3.9454331357546835e-08,2.4110979879310435e-08
1933,1.9500125958415992e-08,1.605892663292252e-08
1934,2.516131836216573e-08,1.7972370258689807e-08
1935,6.103825000991492e-08,1.6755597798123745e-08
1936,5.2136272188363364e-08,2.182448710641438e-08
1937,5.288269733227935e-08,2.2664012888640173e-08
1938,1.5558256905023882e-08,1.4261735792331365e-08
1939,3.211750509990452e-08,2.4470480752825097e-08
1940,2.028626333583361e-08,2.2822046474857416e-08
1941,3.836953510472085e-08,3.246652724442356e-08
1942,3.6410540360520827e-08,2.1239483061208375e-08
1943,3.774205836748479e-08,3.4838823381733164e-08
1944,3.534504600111177e-08,3.213186161588055e-08
1945,3.0499055725385915e-08,1.9606536838523425e-08
1946,5.0115975369635635e-08,1.3921104269343232e-08
1947,3.5762614203349585e-08,3.5762614203349585e-08
1948,2.8266908813634473e-08,1.7395020535104777e-08
1949,3.8286334103077024e-08,1.668891336237266e-08
1950,2.5524867552917385e-08,1.1698897850465073e-08
1951,2.9851925376078725e-08,8.529121409139861e-09
1952,4.2179216563908994e-08,2.5307528517259925e-08
1953,2.477980309834038e-08,2.0470272588113403e-08
1954,2.9317607896928166e-08,8.795282724349818e-09
1955,2.815682265122632e-08,2.1586897602787758e-08
1956,2.616342520411763e-08,2.1802854632824165e-08
1957,3.534015036166238e-08,1.9437083054185678e-08
1958,4.715178647529683e-08,2.1507833736222892e-08
1959,3.8753739772801055e-08,1.9376869886400527e-08
1960,4.844583401109048e-08,1.2457499920515147e-08
1961,3.960450811746341e-08,2.779263752472616e-08
1962,3.424656469519505e-08,2.473363025501385e-08
1963,3.36234755593523e-08,1.6165133231993423e-08
1964,3.6503809752730376e-08,1.8860301764789256e-08
1965,3.173785145804686e-08,1.3132904541635071e-08
1966,2.6033651678858405e-08,1.7171132071780448e-08
1967,2.465167803222812e-08,2.267954357648705e-08
1968,2.8745061442236874e-08,2.1558795637588446e-08
1969,3.133812853661766e-08,1.407944960618579e-08
1970,3.081145649730388e-08,6.438214850135182e-09
1971,2.7747345754391972e-08,1.5415192677892264e-08
1972,2.8728821988011077e-08,1.846852804021637e-08
1973,2.260413545229767e-08,7.718485406371656e-09
1974,3.1503201824989446e-08,1.6876715136504572e-08
1975,1.6563292959403952e-08,8.567219822452898e-09
1976,2.6853577139718254e-08,8.570290255249802e-09
1977,2.11564152863275e-08,1.3516598507123945e-08
1978,2.0792070287711795e-08,1.900989232694883e-08
1979,3.3356247541860284e-08,1.404473604083023e-08
1980,1.3644362084619388e-08,1.0801786132219604e-08
1981,1.707898356073656e-08,1.2018544381930951e-08
1982,1.3035754697909852e-08,1.4277254933858785e-08
1983,1.4525227243211702e-08,1.515675762675528e-08
1984,1.2177918229383522e-08,1.275781880138993e-08
1985,1.0828004270990732e-08,7.820225356169885e-09
1986,8.991728250862252e-09,7.1933827783254856e-09
1987,2.4443266966045485e-08,9.166225112267057e-09
1988,1.9188972188999287e-08,7.195864348830128e-09
1989,2.359892548042808e-08,4.939309850016116e-09
1990,1.198703181159999e-08,1.0352437129768077e-08
1991,1.641210189973208e-08,8.20605094986604e-09
1992,1.597883780846132e-08,1.3774860363469088e-08
1993,1.550978012687665e-08,9.970573700002205e-09
1994,1.8989736005892155e-08,9.494868002946077e-09
1995,1.3556126887692699e-08,1.1929391696696712e-08
1996,1.4412848692302305e-08,1.1209993822092201e-08
1997,1.6782131240233866e-08,1.102825741838842e-08
1998,1.859570453177639e-08,1.144351013948608e-08
1999,2.4679085441903226e-08,1.2339542720951613e-08
2000,1.678851901942835e-08,7.95245647111642e-09
2001,1.445799924226776e-08,1.0514908055370142e-08
2002,1.62105191492401e-08,1.1391176002462089e-08
2003,1.12506919336397e-08,1.12506919336397e-08
2004,1.3214373595360485e-08,1.1452457648886138e-08
2005,1.216012357474483e-08,1.0808999029165989e-08
2006,1.8942293067425453e-08,9.882935358973555e-09
2007,1.3181781888249589e-08,1.3581230362547103e-08
2008,1.8732734474724566e-08,1.1069342775726909e-08
2009,2.0503227560197956e-08,1.3350939020995156e-08
2010,2.739800031292816e-08,1.7005655550406118e-08
2011,2.5238215073386527e-08,2.0267052036615496e-08
2012,3.880847998516401e-08,2.519147024315771e-08
2013,4.0721225502693414e-08,2.8170163091090217e-08
2014,4.2442724890179306e-08,2.5768796874103828e-08
2015,4.1671619044336694e-08,2.549061761669691e-08
2016,4.743368720028229e-08,3.604131748602413e-08
2017,3.823729244345486e-08,2.5910797063488644e-08
2018,4.336864023457565e-08,2.8654280725959325e-08
2019,3.800971626333194e-08,2.219359274135968e-08
