year,leurs_DET artisans_NOUN,leurs_DET partisans_NOUN
1903,1.296052865029651e-08,6.809677515207113e-07
1904,9.13686282189019e-09,7.631967555710162e-07
1905,1.3934049247765756e-08,7.983694292335031e-07
1906,1.286046086290682e-08,6.857197725196329e-07
1907,2.5714216533856415e-08,6.865695674207473e-07
1908,1.62075841636522e-08,7.042931882139669e-07
1909,2.1453836041018803e-08,7.877408325640545e-07
1910,9.085056262847502e-09,7.845213421120434e-07
1911,1.2236860302827779e-08,7.11866070091105e-07
1912,1.3023552625224255e-08,7.45989098049904e-07
1913,9.545381374209683e-09,6.95752232715563e-07
1914,2.74566485103378e-08,7.07845812186747e-07
1915,3.180805663305364e-08,4.0761434938474395e-07
1916,1.648119329900055e-08,7.22975009637139e-07
1917,1.973956464951243e-08,5.998634318160612e-07
1918,1.6080927700556913e-08,6.983716822617225e-07
1919,1.5653341955967903e-08,7.053211650287494e-07
1920,1.741613253614105e-08,6.686280755729967e-07
1921,2.877644039722682e-08,6.156643728161271e-07
1922,4.27920245904545e-08,5.681010417646348e-07
1923,2.017030231726835e-08,5.913083249708961e-07
1924,2.4494086536819282e-08,6.316895873048622e-07
1925,9.898360131543882e-09,6.081992296458338e-07
1926,2.7865345586519652e-08,6.420175928667504e-07
1927,1.6723836537835268e-08,5.429672746970482e-07
1928,1.5996457491951332e-08,6.135784387240051e-07
1929,3.230717871005595e-08,4.6789707397465463e-07
1930,2.205756699513728e-08,7.079428971934476e-07
1931,1.1405356659111021e-08,5.907974491847767e-07
1932,2.411098010135504e-08,6.586681635667446e-07
1933,3.326492059585462e-08,6.618571930516737e-07
1934,2.6359476379411717e-08,6.541943005089479e-07
1935,2.752705441366743e-08,5.565251939287919e-07
1936,3.8799087498375684e-08,5.831987683890816e-07
1937,2.392312481447334e-08,5.691185496203843e-07
1938,2.2040865133021725e-08,6.690050931013047e-07
1939,2.141167065872196e-08,5.352917824552605e-07
1940,2.2822045586678996e-08,5.325144263323978e-07
1941,5.9030050181263505e-08,5.253674846272816e-07
1942,2.1239483061208375e-08,4.247896381315286e-07
1943,2.9032351633873077e-08,5.42904985412207e-07
1944,7.390328171652527e-08,6.329976809382742e-07
1945,5.2284098384092204e-08,5.620540632911286e-07
1946,3.201854070766785e-08,7.280737417403316e-07
1947,2.5033828343623554e-08,4.816032090904088e-07
1948,2.6092531246746375e-08,6.316566718567174e-07
1949,1.9634016856784342e-08,4.0642414411706795e-07
1950,2.3397794812751727e-08,4.785912786076096e-07
1951,2.6653505180718184e-08,4.189930979947576e-07
1952,1.265376459169687e-08,4.386638312592339e-07
1953,2.3702419582605216e-08,3.9970900278518684e-07
1954,2.4431339618047332e-08,3.6451559992656257e-07
1955,2.4402580400817442e-08,4.476935000496951e-07
1956,3.924513802822105e-08,3.3401973187352496e-07
1957,3.0039127851821945e-08,4.346838649027518e-07
1958,2.0680609225109947e-08,4.30983880583824e-07
1959,3.64285146492449e-08,4.309415864156563e-07
1960,2.4915000840231016e-08,4.595433469312127e-07
1961,2.7792636803081194e-08,4.4120811804049254e-07
1962,2.0928456523350292e-08,4.921358041087842e-07
1963,4.267595077322994e-08,4.920666372143501e-07
1964,1.2776333768727e-08,5.566830845182835e-07
1965,2.6265807862024815e-08,5.154665032591765e-07
1966,2.2710206160070356e-08,5.07933140880823e-07
1967,3.007504756347146e-08,5.097967035183615e-07
1968,3.368562045968915e-08,5.870280332942457e-07
1969,2.0892086172175084e-08,5.863409526796204e-07
1970,2.4373242313302512e-08,4.851654917814585e-07
1971,1.798439130951124e-08,4.5988658570195184e-07
1972,2.1546616213452552e-08,4.165679170498038e-07
1973,1.7090930948260308e-08,4.735841949710107e-07
1974,1.6876714470370757e-08,4.4048227021420416e-07
1975,2.4559365208176587e-08,4.0151704894242357e-07
1976,2.3996813314219878e-08,4.170874676745484e-07
1977,2.409480548415388e-08,4.807207476531516e-07
1978,3.5643548113029055e-08,4.3425724172152513e-07
1979,2.0481905949054635e-08,4.6406147502509043e-07
1980,3.524793529274817e-08,3.900013347823972e-07
1981,3.226030426128901e-08,4.1242583037615077e-07
1982,2.7933760748943826e-08,3.4699939011062497e-07
1983,2.8418921771411476e-08,4.0102256093632604e-07
1984,2.4355836458767044e-08,3.531596042272156e-07
1985,2.5265344372193965e-08,4.0244082466500686e-07
1986,2.6975184752586756e-08,4.723654427607471e-07
1987,2.8109756744498782e-08,3.9109228566758247e-07
1988,2.278690480750356e-08,4.4734292625747685e-07
1989,1.756199174973716e-08,4.752713902433925e-07
1990,3.596109565684458e-08,4.456996514079492e-07
1991,3.106576684785978e-08,4.3374841318666313e-07
1992,2.0937787947872266e-08,4.077358557452726e-07
1993,2.3818592098656666e-08,4.353817031343965e-07
1994,2.6374633810277714e-08,4.262140569366579e-07
1995,3.145021310047014e-08,4.3054258469510387e-07
1996,2.402141396906643e-08,4.2597976523950365e-07
1997,2.8769367332870388e-08,4.852433086455221e-07
1998,2.336383253531693e-08,4.176881152062606e-07
1999,1.9651865579284333e-08,4.56106079127494e-07
2000,1.4137701231931032e-08,4.0734250195129107e-07
2001,1.883921035839009e-08,4.635322001789177e-07
2002,2.9354183084251417e-08,4.5696141270923363e-07
2003,1.8334460172297895e-08,4.871133016948193e-07
2004,2.2464434756841456e-08,4.854079982408166e-07
2005,1.5763124139311913e-08,5.197326782280243e-07
2006,2.3883761801624104e-08,4.3073128708215336e-07
2007,2.1570189912001325e-08,4.345993724896857e-07
2008,2.0435710013089192e-08,3.831695742917418e-07
2009,2.0503228448376376e-08,4.625146861059193e-07
2010,1.747803501928047e-08,3.627872899869544e-07
2011,1.720787312642358e-08,3.131833006264628e-07
2012,1.702126400937587e-08,3.4757420408482176e-07
2013,1.6455837803519557e-08,3.321847863446692e-07
2014,1.8406283164296156e-08,3.5643227569437386e-07
2015,1.7289287779220786e-08,3.4755902422745066e-07
2016,1.7192121781750558e-08,3.2872166411124226e-07
2017,1.4338984222206363e-08,2.799875442605071e-07
2018,1.3165480483579017e-08,2.997082759748082e-07
2019,1.6836518401674994e-08,2.890269197308726e-07
