year,sans_ADP unir_VERB,sans_ADP punir_VERB
1844,9.330554107123135e-09,1.6465683483346538e-08
1845,2.2320911785556063e-09,1.7298706911361705e-08
1846,1.4050803187615202e-08,2.3418004868602793e-08
1847,5.9325460100012606e-09,1.7797638030003782e-08
1848,1.045878850192139e-08,2.413566457803995e-09
1849,1.256912263158938e-08,2.1786478399121734e-08
1850,3.394498016007219e-09,1.3577992064028876e-08
1851,1.2898877521649865e-09,1.5478653025979838e-08
1852,3.2552727180501506e-09,1.6927417689771573e-08
1853,1.7915795513800958e-09,2.149895506065036e-08
1854,9.871762074453727e-09,2.338048954442229e-08
1855,5.306937111981824e-09,9.552486801567284e-09
1856,9.318940286107136e-09,1.7602443946884705e-08
1857,6.8341128311999455e-09,1.903788510171367e-08
1858,5.3830437884982985e-09,1.2723557207827696e-08
1859,1.2221216261210088e-08,2.3933214077231924e-08
1860,1.373155145145688e-09,2.334363813361051e-08
1861,8.960331143725853e-09,5.659156698811785e-09
1862,1.0391368654438793e-08,7.228778020618165e-09
1863,1.3485475847119233e-08,8.490855407661257e-09
1864,1.1986819536957682e-08,2.1096802860220976e-08
1865,1.1296426905005319e-08,1.2708479379952564e-08
1866,5.838735717134114e-09,1.3137154919462546e-08
1867,5.338092634588065e-09,2.135237053835226e-08
1868,1.975949626142892e-09,1.3831646938911035e-08
1869,1.0255390314739543e-08,1.660396442559886e-08
1870,8.027668307875047e-09,2.408300447953593e-08
1871,3.18635318130589e-09,2.6552942955504477e-08
1872,6.047339518033823e-09,2.3584623920491765e-08
1873,1.7958012854535355e-09,3.112722168907567e-08
1874,4.182226565063729e-09,1.3741600746186577e-08
1875,8.010137886316215e-09,8.010138330405425e-09
1876,5.441413541973361e-09,1.1487427897804992e-08
1877,4.329371083855449e-09,2.6594708657512456e-08
1878,1.3889904115771401e-08,1.3285995359435532e-08
1879,6.720257683667796e-09,9.16398767980553e-09
1880,3.2089231272180996e-09,8.343199908722454e-09
1881,4.8807553554297556e-09,2.649552932609822e-08
1882,5.324308105514319e-09,7.320923867126794e-09
1883,6.319339107552224e-09,1.3902545781263598e-08
1884,3.9610181801208455e-09,1.914492120391742e-08
1885,1.160214413431504e-08,1.933690763067375e-09
1886,7.098810428374236e-09,5.808117542471791e-09
1887,1.4363633837888301e-08,3.264462256069578e-09
1888,3.804368819970705e-09,1.0779044989916997e-08
1889,1.2530273485467092e-09,7.51816386923565e-09
1890,3.2771931834929546e-09,1.3108772733971819e-08
1891,3.1871101313640793e-09,1.466070642663908e-08
1892,1.3790726782758611e-08,8.775916882086676e-09
1893,1.7859408174558666e-08,8.005941742883493e-09
1894,1.2603078580752936e-09,4.411077725308132e-09
1895,5.416753268150387e-09,4.814891596538473e-09
1896,1.7691086373616827e-09,5.897029087265082e-09
1897,1.7480140668268973e-09,2.330685422435863e-09
1898,2.26334195829736e-09,1.8672571266975524e-08
1899,2.7637891975018647e-09,6.633094074004475e-09
1900,5.191053142894475e-10,1.038210584169974e-08
1901,4.470991132876634e-09,5.58873880507349e-09
1902,1.4730852093691738e-09,8.838511256215043e-09
1903,0.0,5.940242076007962e-09
1904,4.299700151477737e-09,8.599400302955473e-09
1905,1.0321517862621477e-08,1.0321518084666081e-09
1906,1.5432553013283723e-09,5.658602919567102e-09
1907,1.3371392326710918e-08,9.257117739025489e-09
1908,6.3848057951787496e-09,7.858222517143076e-09
1909,6.0510818578052294e-09,1.7053048750881317e-08
1910,2.137660271017694e-09,8.550641084070776e-09
1911,5.320374141248863e-10,5.320374252271165e-09
1912,2.6047106693738442e-09,1.1460726589973547e-08
1913,5.833288518886093e-09,5.30298971401777e-10
1914,9.37544086809794e-09,2.678697486047099e-09
1915,1.1780761921542648e-09,5.890381071793627e-09
1916,4.394984820521586e-09,9.888715846173568e-09
1917,4.386569774084137e-09,1.5352993543160665e-08
1918,8.040463406189247e-09,4.594550517822427e-09
1919,0.0,1.8415696745321952e-09
1920,1.1358347151713133e-08,7.572231730534895e-10
1921,7.572747429129834e-10,2.2718242842501013e-09
1922,4.426761179843197e-09,5.164555005876537e-09
1923,1.1677542488541803e-08,1.0615948120573648e-09
1924,5.156649773851996e-09,1.1602462102189293e-08
1925,3.299453377181294e-09,4.399271169575059e-09
1926,5.57306911730393e-09,5.57306911730393e-09
1927,5.574612327308159e-09,3.3447675740205796e-09
1928,1.7139061725401916e-08,4.570416489713125e-09
1929,6.684243825105796e-09,7.798284684668033e-09
1930,2.100720708497761e-09,6.302162347537887e-09
1931,0.0,1.2545892325022123e-08
1932,3.287861094491973e-09,7.671675850140502e-09
1933,8.02946331646126e-09,3.4411986593596566e-09
1934,4.7926320689839486e-09,8.38710612072191e-09
1935,2.393656828303392e-09,3.590485242455088e-09
1936,7.274828739411987e-09,1.2124714565686645e-09
1937,2.5182236296217297e-09,3.777335333410292e-09
1938,7.779128452511941e-09,6.4826072287971215e-09
1939,6.117620188206274e-09,3.058810094103137e-09
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,2.9515025978810172e-09,8.854507793643052e-09
1942,2.1239483061208375e-08,1.2136847082899749e-08
1943,0.0,1.4516175816936538e-08
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,2.178504043826024e-09,8.714016175304096e-09
1946,4.1763312808029696e-09,4.1763312808029696e-09
1947,1.1920870957027319e-09,1.0728784083369192e-08
1948,1.195907639583993e-08,7.610321262063735e-09
1949,3.9268033269479474e-09,5.890204768377316e-09
1950,1.0635361480382244e-09,5.317680518146517e-09
1951,7.462981344019681e-09,2.1322803522849654e-09
1952,1.0544804140977249e-08,1.370824520563474e-08
1953,4.3095309543161875e-09,5.386913581872932e-09
1954,3.9090144454689835e-09,9.772536113672459e-10
1955,6.569925492527773e-09,1.8771215692936494e-09
1956,4.360570571293465e-09,1.744228317335228e-09
1957,1.7670075402875796e-09,7.951533931294108e-09
1958,6.617794756635931e-09,9.099467845885556e-09
1959,6.975672928177801e-09,7.750747821333448e-10
1960,2.7683333403416555e-09,6.228750071279876e-09
1961,7.64297514166401e-09,1.111705483225478e-08
1962,3.805173953708163e-09,3.805173953708163e-09
1963,1.939815863494232e-09,7.759263453976928e-09
1964,6.6923653285755336e-09,4.867174663303331e-09
1965,7.660860390501512e-09,9.302473458205895e-09
1966,9.970334780007306e-09,4.431259803538978e-09
1967,1.0846738618397467e-08,1.0846738618397467e-08
1968,1.7965663401398047e-09,7.635406917838594e-09
1969,3.6334062425424918e-09,7.2668124850849836e-09
1970,6.898087434592526e-09,1.1956685419534097e-08
1971,5.138397374260251e-09,1.1818314438194477e-08
1972,5.643161493651405e-09,8.721249500354133e-09
1973,4.410563081425067e-09,3.859242703185828e-09
1974,4.500457340128605e-09,3.3753431161187564e-09
1975,2.8557400888473694e-09,6.8537762132336866e-09
1976,2.856763492431469e-09,5.713526984862938e-09
1977,4.11374712072643e-09,4.11374712072643e-09
1978,3.5643548113029055e-09,2.3762365408686037e-09
1979,4.096381456264453e-09,2.925986564150662e-09
1980,5.685150683554241e-10,3.411090521154847e-09
1981,6.325549528618524e-10,4.427884725544118e-09
1982,1.8622506869903077e-09,6.828252629986764e-09
1983,1.2630632095778083e-09,3.157658134966823e-09
1984,2.8995042478108246e-09,8.69851302098823e-09
1985,6.015557829641693e-09,3.609334831011779e-09
1986,2.3977941854269602e-09,6.593933843390687e-09
1987,6.110816852533674e-10,7.944062296871834e-09
1988,5.396898483667201e-09,2.99827696004229e-09
1989,2.7440609784434855e-09,1.1525056686778612e-08
1990,5.993515905799995e-09,4.90378582185258e-09
1991,2.9307325455363298e-09,8.20605094986604e-09
1992,1.1019888335184191e-09,3.856960972825618e-09
1993,5.539207315052863e-09,4.4313659408601325e-09
1994,9.494868002946077e-09,4.7474339459618875e-09
1995,5.4224509327127635e-09,7.591431483433553e-09
1996,3.736664311304594e-09,4.270473752399084e-09
1997,1.917957792585412e-09,1.006927874414032e-08
1998,5.2449422582867555e-09,9.059445638115449e-09
1999,9.597422245821718e-09,1.0054442611817649e-08
2000,2.6508188977203417e-09,1.546311001465739e-08
2001,3.066848330846028e-09,1.0076787404500465e-08
2002,3.9430991805033955e-09,8.324320788233308e-09
2003,5.8336921959778465e-09,1.0000615446870142e-08
2004,5.726228824443069e-09,1.7178685141061578e-08
2005,3.1526248278623825e-09,1.170974872621855e-08
2006,1.6471559671771274e-09,1.070651389767363e-08
2007,4.393927444112933e-09,7.190063211481856e-09
2008,3.405951742863067e-09,1.2346575317678798e-08
2009,6.198650481792356e-09,1.0490023072406984e-08
2010,2.3618964561933353e-09,1.795041271179798e-08
2011,2.6767803529281764e-09,1.9502257586623273e-08
2012,2.0425516833455504e-09,2.6212746445652968e-08
2013,2.5102124823206395e-09,2.3986474639858812e-08
2014,2.8150787950709244e-09,2.3170262819505183e-08
2015,4.654808538617772e-09,2.504730148289447e-08
2016,4.349814286541687e-09,1.760638951298077e-08
2017,3.018733707449428e-09,2.842640789424422e-08
2018,2.581466596041082e-09,1.9361000469508838e-08
2019,1.02039510174734e-09,2.0663001698562056e-08
