year,coups_NOUN heureux_ADJ
1902,3.0443761289689064e-08
1903,1.3500550899436803e-08
1904,1.8811189050893518e-08
1905,2.2191263937543226e-08
1906,3.240836221607424e-08
1907,3.034277540336916e-08
1908,2.2592390180875555e-08
1909,3.245580160182726e-08
1910,1.1757131268552712e-08
1911,3.085817112946643e-08
1912,2.5005221004903433e-08
1913,1.9090762748419365e-08
1914,1.7411533548283842e-08
1915,1.2487608103128878e-07
1916,5.16410700868164e-08
1917,1.864292187292449e-08
1918,6.547234221443432e-08
1919,1.5653341733923298e-08
1920,1.9687803387569147e-08
1921,9.844571380313027e-09
1922,2.7298360905092522e-08
1923,3.1847843473542525e-08
1924,2.3204924204378585e-08
1925,3.519416935660047e-08
1926,1.7833821530643945e-08
1927,1.5608915049369898e-08
1928,1.4853853258500749e-08
1929,1.6710609784809094e-08
1930,1.995684684175103e-08
1931,2.6232321204133768e-08
1932,1.8631212128639163e-08
1933,2.2941325283909464e-08
1934,2.7557634396657704e-08
1935,2.2739740757060645e-08
1936,1.9399543305098632e-08
1937,1.1332006444320086e-08
1938,2.3337385357535823e-08
1939,1.5294050470515685e-08
1940,1.5214697057785997e-08
1941,2.066051862925633e-08
1942,9.102635090130207e-09
1943,1.7419411690866582e-08
1944,3.2131861615880553e-09
1945,3.267756198965799e-08
1946,1.5313215584455975e-08
1947,1.907339353124371e-08
1948,1.9569398546082084e-08
1949,7.853606653895895e-09
1950,2.9779013033248702e-08
1951,2.1322803078760444e-08
1952,2.4253049346611988e-08
1953,1.939288907237824e-08
1954,2.7363100230104465e-08
1955,2.5341140741375057e-08
1956,2.3547082506070183e-08
1957,4.4175187952077977e-08
1958,1.4890038535497752e-08
1959,1.7826719656000023e-08
1960,2.422291700554524e-08
1961,1.320150300188061e-08
1962,2.0928455413127267e-08
1963,1.939815952312074e-08
1964,1.3993127545575135e-08
1965,2.134096988015699e-08
1966,3.1572724878969893e-08
1967,1.7749208325312793e-08
1968,2.6050212653672133e-08
1969,2.497966811176866e-08
1970,1.1496812390987543e-08
1971,1.1818314327172175e-08
1972,1.128632298730281e-08
1973,3.859242703185828e-09
1974,1.1251143128276908e-08
1975,1.1994108817248161e-08
1976,1.085570122683066e-08
1977,7.052138428775834e-09
1978,6.534650598410963e-09
1979,1.521513048885481e-08
1980,1.3075846183596695e-08
1981,1.3283654176632353e-08
1982,1.0552754226011984e-08
1983,1.9577479193344516e-08
1984,9.278413592994639e-09
1985,1.3234227935754461e-08
1986,1.1389522214244607e-08
1987,7.332980445085013e-09
1988,8.395175221664886e-09
1989,1.0427432250992297e-08
1990,8.172976073694826e-09
1991,1.1722930182145319e-08
1992,1.0468894195980738e-08
1993,1.2186256448387667e-08
1994,1.0549853435293244e-08
1995,1.3013881527967897e-08
1996,8.007138063703678e-09
1997,9.110299181713799e-09
1998,6.198567881199324e-09
1999,8.226361813967742e-09
2000,7.95245647111642e-09
2001,1.1829271784336015e-08
2002,7.448076377869484e-09
2003,7.500461585152607e-09
2004,5.726228824443069e-09
2005,6.305249655724765e-09
2006,1.2353670086895363e-08
2007,7.988958827809256e-09
2008,8.51487946817997e-09
2009,8.105927484791664e-09
2010,6.613310343794865e-09
2011,8.030340836739924e-09
2012,9.531907707582832e-09
2013,1.0040849929282558e-08
2014,1.147685946278898e-08
2015,1.10828768384863e-08
2016,1.6984987638579696e-08
2017,7.043711836018929e-09
2018,1.0067719991013746e-08
2019,1.3520234709574197e-08
