year,avions_VERB eu_VERB,avions_VERB pu_VERB
1939,5.062330501459655e-07,4.236451900396787e-07
1940,4.7926295110301e-07,3.37259137950241e-07
1941,5.135614742357575e-07,3.423743066832685e-07
1942,5.400896725404891e-07,3.8837910665279196e-07
1943,3.251623468258913e-07,4.325820555095561e-07
1944,4.948306582264195e-07,4.3699333218683023e-07
1945,7.014783136582992e-07,4.85806424421753e-07
1946,5.554520612349734e-07,4.635727748336649e-07
1947,6.127327765170776e-07,4.971003022546938e-07
1948,5.185890472603205e-07,4.2509080344643735e-07
1949,4.947772254126903e-07,4.221313645302871e-07
1950,4.254144698734308e-07,3.5947522292190115e-07
1951,5.053504423813138e-07,4.573741421154409e-07
1952,3.7328607049857965e-07,3.5852332302965806e-07
1953,4.762031835525704e-07,4.0401852174909436e-07
1954,4.260825789970113e-07,4.241280748829013e-07
1955,3.923184124232648e-07,4.007654581528186e-07
1956,4.901281727143214e-07,3.959398213737586e-07
1957,4.35567358181288e-07,3.922756661722815e-07
1958,3.929315539608069e-07,3.887954278525285e-07
1959,3.797866554577922e-07,3.5498425177138415e-07
1960,3.986399974564847e-07,3.467337421625416e-07
1961,4.1480510049041186e-07,3.161412394092622e-07
1962,4.388633954022225e-07,3.6085731380808284e-07
1963,3.782641044836055e-07,3.6597862163034733e-07
1964,3.9606632640243333e-07,3.589541393012041e-07
1965,4.339330530456209e-07,3.2613377243251307e-07
1966,4.015829233594559e-07,3.1018819868222636e-07
1967,3.801288812610437e-07,3.3772798246900493e-07
1968,4.971997213942814e-07,3.2023794460656063e-07
1969,4.4509226881928043e-07,3.1519797971668595e-07
1970,4.134253686061129e-07,3.2421010587313503e-07
1971,3.987396439697477e-07,3.2269136340801197e-07
1972,4.0374254695052514e-07,3.1447800097339496e-07
1973,3.456778756572021e-07,2.646337691203371e-07
1974,3.3865941873045813e-07,2.902795017689641e-07
1975,3.346927428538038e-07,2.6786841544890194e-07
1976,3.4509702118157293e-07,3.0453097110694216e-07
1977,3.8669224977638805e-07,2.709196564865124e-07
1978,3.74257268731526e-07,2.7445531713965465e-07
1979,3.6048155038770346e-07,2.691907639018609e-07
1980,3.593015094338625e-07,2.7402427349443315e-07
1981,3.2007281447477e-07,2.9477061502802826e-07
1982,4.2273089206901204e-07,2.756131038950116e-07
1983,3.700775152992719e-07,2.570333492712962e-07
1984,3.757757554012642e-07,2.7951222136834986e-07
1985,3.6333969433144375e-07,2.707000987811625e-07
1986,3.7825202525709756e-07,2.4997004288707103e-07
1987,3.5381629004405113e-07,2.3465537424272043e-07
1988,3.466008138275356e-07,2.014842124253846e-07
1989,3.4026356843241956e-07,2.2940351129818737e-07
1990,3.634250163031538e-07,2.4900336370592413e-07
1991,3.458264359323948e-07,2.438369506307936e-07
1992,3.44371500204943e-07,2.2811168776115665e-07
1993,3.561710286703601e-07,2.808378098961839e-07
1994,3.470901788205083e-07,2.7007624225916516e-07
1995,3.877052279221971e-07,2.407568047146924e-07
1996,3.12812204583679e-07,2.3434225226992567e-07
1997,3.140656019695598e-07,2.440601178932411e-07
1998,3.4330531661908026e-07,2.221948278702257e-07
1999,3.272264166298555e-07,2.3673642601806932e-07
2000,3.229581011510163e-07,2.474097584581614e-07
2001,3.4348701660746883e-07,2.3132798787628417e-07
2002,3.632032701261778e-07,2.466627790909115e-07
2003,3.3210375249836943e-07,2.354311448016233e-07
2004,3.554666534455464e-07,2.312515476887711e-07
2005,3.8011646097402263e-07,2.2653860298760264e-07
2006,4.1014183693732775e-07,2.31837205433294e-07
2007,3.9505403037765063e-07,2.1530244964651502e-07
2008,4.0530827050133666e-07,2.192581405324745e-07
2009,4.520246363881597e-07,2.6749560788630333e-07
2010,5.210343942962936e-07,2.5886384946716134e-07
2011,5.277081527310656e-07,2.814443291754287e-07
2012,5.967655170024955e-07,2.866380839350313e-07
2013,6.961656140447303e-07,3.305113125406933e-07
2014,7.291054089364479e-07,3.2806494232318073e-07
2015,6.77163768614264e-07,3.4135260307266435e-07
2016,7.415397362819931e-07,3.3866410831251414e-07
2017,6.608510716432647e-07,2.8602499924090807e-07
2018,7.56369729515427e-07,3.634705194599519e-07
2019,6.668282139798976e-07,3.10455220642325e-07
