year,les_DET heures_NOUN,les_DET peurs_NOUN
1880,7.014706163488427e-06,4.4924924225142604e-08
1881,7.0171316153277985e-06,5.717456375009533e-08
1882,7.300957499012384e-06,3.660461800336634e-08
1883,6.981605523037615e-06,4.4867304815898734e-08
1884,8.06991457835693e-06,4.4891538486524496e-08
1885,7.411191838002651e-06,4.254119728708261e-08
1886,7.2788619718267e-06,8.32496829250573e-08
1887,8.180742629093629e-06,4.5702473139286326e-08
1888,7.481925237584619e-06,8.369611248504327e-08
1889,7.41103033874424e-06,4.698852451578972e-08
1890,7.805619006262532e-06,3.867088071984881e-08
1891,7.777186056046048e-06,4.780665019410435e-08
1892,8.042501494998078e-06,3.6984222795410915e-08
1893,7.931424498508477e-06,4.1877232404008424e-08
1894,7.910952341205757e-06,5.734400687629204e-08
1895,8.44351431794621e-06,6.078800574016441e-08
1896,8.466954376729063e-06,5.307325956493969e-08
1897,8.660244539271389e-06,8.448734867272378e-08
1898,8.389076981529797e-06,6.507108363251746e-08
1899,8.628549977629518e-06,4.864268987603282e-08
1900,8.602613078778631e-06,7.215564057361235e-08
1901,8.475881422498333e-06,4.470991088467713e-08
1902,8.128974826604463e-06,4.0264327871852856e-08
1903,9.184154357910757e-06,5.6162290817951543e-08
1904,9.30186344305639e-06,5.912087885917572e-08
1905,9.435415989855755e-06,4.747898296741937e-08
1906,9.245128438806205e-06,4.372556716703002e-08
1907,9.666488381299132e-06,4.577130585659006e-08
1908,8.794333183459457e-06,4.714933554694767e-08
1909,9.188292679596088e-06,7.316307804039468e-08
1910,9.988751671130558e-06,6.252656259420064e-08
1911,1.0086365563211075e-05,5.426781557460458e-08
1912,9.555641625524913e-06,3.9070659152429243e-08
1913,1.0245906679529071e-05,4.931780456240986e-08
1914,9.610497357925851e-06,5.0225578640539226e-08
1915,1.0091400923784022e-05,2.9451904026700504e-08
1916,1.0335905209046814e-05,5.383856471752324e-08
1917,1.1659502192173932e-05,2.1932848426331475e-08
1918,1.0659357542408543e-05,4.479686666059024e-08
1919,1.2284190660238892e-05,7.274200219953286e-08
1920,1.1409081110969055e-05,4.997672853335189e-08
1921,1.089869824966172e-05,6.133925367635129e-08
1922,1.0195569231541413e-05,4.057864688711277e-08
1923,1.074015476376644e-05,7.537322899153764e-08
1924,1.1317557252255028e-05,5.543398617913198e-08
1925,1.029209504110895e-05,7.478761121504363e-08
1926,9.986939801365224e-06,7.80229708619018e-08
1927,1.0382158563970734e-05,1.0368779457259336e-07
1928,9.634438114858312e-06,9.140833157061934e-08
1929,9.462661296311126e-06,4.901778782873123e-08
1930,9.978423250345259e-06,6.617270509323703e-08
1931,9.311333059258686e-06,5.930785373919889e-08
1932,8.580221276588418e-06,6.466126700743757e-08
1933,8.873704217648992e-06,8.258876560418571e-08
1934,8.578811474535541e-06,5.6313428586918235e-08
1935,8.996558889862172e-06,7.420335990104832e-08
1936,8.580660434631682e-06,5.577368700215857e-08
1937,1.2452616132918592e-05,9.695161029554811e-08
1938,1.0938751245248568e-05,8.297737519313841e-08
1939,1.167853686467879e-05,5.8117390899781185e-08
1940,8.322439569496964e-06,7.860927020431063e-08
1941,9.238203517725196e-06,4.427254030048289e-08
1942,9.06925916410728e-06,8.49579322448335e-08
1943,9.650353860024552e-06,9.580676163523094e-08
1944,8.794490447883163e-06,8.675602458652065e-08
1945,9.742270435708633e-06,1.372457543169503e-07
1946,9.470527288613084e-06,1.3085837835546954e-07
1947,8.968071384174436e-06,1.2636123170040037e-07
1948,8.19631607384963e-06,1.6742707131811585e-07
1949,8.42790149135908e-06,9.227987929349979e-08
1950,8.238151181672038e-06,9.89088633218671e-08
1951,8.088805742545446e-06,9.488647867428313e-08
1952,7.892785497176646e-06,1.1704732649775451e-07
1953,8.277531648559489e-06,1.1958948675783176e-07
1954,8.289065306144039e-06,8.208930157849181e-08
1955,7.457804031218984e-06,8.916327143282388e-08
1956,8.20746654994764e-06,1.430267175805966e-07
1957,7.509781944747829e-06,1.2015651318364462e-07
1958,8.004222777913128e-06,9.347635021583756e-08
1959,7.83910614643446e-06,1.085104663900438e-07
1960,8.46694758394051e-06,1.4118500502036113e-07
1961,8.1064176455925e-06,1.6189210594319547e-07
1962,7.773970118307716e-06,1.477675852790128e-07
1963,7.82327779802472e-06,1.6359115395658819e-07
1964,8.068558813079107e-06,1.4419005189836298e-07
1965,7.6159898085848e-06,1.1053527870785729e-07
1966,7.781292126196604e-06,1.47893291391199e-07
1967,7.2865429956436856e-06,1.696035436538068e-07
1968,8.006846911712273e-06,1.7516522454741335e-07
1969,7.328580572618648e-06,1.580531723277545e-07
1970,7.2954172836148246e-06,1.3382290475760783e-07
1971,8.131000001299071e-06,1.8035775806168886e-07
1972,7.384846469449258e-06,1.677558056911721e-07
1973,7.568526370960171e-06,1.6374214606429405e-07
1974,7.711533548615535e-06,1.6089135002061994e-07
1975,7.482610357101294e-06,2.1418051332489085e-07
1976,7.343024542194598e-06,2.22827544860138e-07
1977,6.815891730127532e-06,2.1156414931056133e-07
1978,6.963561126838158e-06,2.560394847250791e-07
1979,6.7561033247898195e-06,3.031322322044616e-07
1980,6.786364451727422e-06,2.8425752063299115e-07
1981,6.946718599465385e-06,2.8338462776389406e-07
1982,6.899018231365517e-06,3.289976309162057e-07
1983,7.699633215452195e-06,3.0945047946318027e-07
1984,7.646572562691745e-06,3.0908713988253567e-07
1985,7.749241973442622e-06,3.2363701052418037e-07
1986,7.350438195885545e-06,3.2729889554161673e-07
1987,7.480250744151817e-06,3.8559253923153847e-07
1988,7.402146152912792e-06,3.84978759981891e-07
1989,7.463297507115385e-06,4.2039015113459755e-07
1990,7.243436542125892e-06,5.415958845844671e-07
1991,7.261183199602783e-06,5.873187944871461e-07
1992,7.453852404637473e-06,6.80478116521499e-07
1993,7.84185603208698e-06,7.61641004487501e-07
1994,7.930324727567495e-06,8.550656289685321e-07
1995,7.269337629622896e-06,8.236702555564079e-07
1996,7.264609735102567e-06,7.462652789058666e-07
1997,7.022122858302282e-06,8.798631583317729e-07
1998,7.497406528500505e-06,8.434820344405125e-07
1999,8.051323447944014e-06,8.016132753141392e-07
2000,7.682515089868502e-06,9.361808892549561e-07
2001,6.6305259593946175e-06,9.060345718125973e-07
2002,7.494517404893486e-06,1.0769042617653213e-06
2003,7.223361066621692e-06,1.1625715146124094e-06
2004,7.487263985694881e-06,1.1844483651657356e-06
2005,7.020445096372896e-06,1.2565461702251923e-06
2006,7.256957587742363e-06,1.2452499049686594e-06
2007,7.5595524009486326e-06,1.1512089983511942e-06
2008,8.048263758553276e-06,1.1384393872049259e-06
2009,8.793977684717902e-06,1.2335314352185378e-06
2010,9.431997270326065e-06,1.1696111528181063e-06
2011,1.0512098604920084e-05,1.2860018188121103e-06
2012,1.0946714915860412e-05,1.3113181580592936e-06
2013,1.0485436376939106e-05,1.2551062127386103e-06
2014,1.0991799534565416e-05,1.350155116597307e-06
2015,1.1103934426159867e-05,1.1761149352196298e-06
2016,1.134742223740659e-05,1.1831494219904926e-06
2017,1.0023956878768558e-05,1.5214417032893834e-06
2018,1.1421441691084055e-05,1.4809874215870877e-06
2019,1.1706737886640894e-05,1.5550821359511247e-06
