year,plusieurs_DET airs_NOUN,plusieurs_DET paires_NOUN
1887,3.7867763591492576e-08,1.6779335965111386e-07
1888,3.931181136174189e-08,1.2554417594401457e-07
1889,3.9470360035931407e-08,1.058808121179311e-07
1890,3.21164943528629e-08,1.3370948848123732e-07
1891,3.505821177807178e-08,1.281218167115128e-07
1892,3.3223115813996174e-08,9.904249687053834e-08
1893,3.941386639283451e-08,1.3055843428588787e-07
1894,3.150769734006076e-08,1.361132533350684e-07
1895,2.407445731655855e-08,1.0051086296591905e-07
1896,3.1843957581934035e-08,9.081424895418522e-08
1897,2.0976168801922768e-08,1.3401440535076858e-07
1898,2.037007762467624e-08,1.0128455063540542e-07
1899,3.427098604902312e-08,1.1939569155572372e-07
1900,3.737558218475101e-08,1.0485927504078063e-07
1901,1.1177477665658131e-08,9.836180248079529e-08
1902,2.2587305914534284e-08,4.183561932435964e-07
1903,2.6461079549733313e-08,9.072369788754031e-08
1904,3.6009986992269205e-08,9.94305633383874e-08
1905,2.0126960098565405e-08,8.36042981511298e-08
1906,2.572092172581364e-08,1.1625856810582036e-07
1907,1.954280415272791e-08,1.2394252979497367e-07
1908,2.8486056846688257e-08,8.791386107986909e-08
1909,3.355599975662926e-08,7.371318078153166e-08
1910,2.9392828393426385e-08,1.0421094032153633e-07
1911,2.3409645777405785e-08,1.1704823066338577e-07
1912,2.3442395913342295e-08,8.856016364688912e-08
1913,2.9696742065432602e-08,7.795394907361697e-08
1914,3.750176436057018e-08,8.705767040595447e-08
1915,2.3561524287174507e-08,8.835571208010151e-08
1916,2.5271162940043723e-08,9.119593524786751e-08
1917,1.9739564316445524e-08,1.0198774946790223e-07
1918,6.89182577673364e-09,7.581008532042688e-08
1919,2.5781975665495338e-08,6.905886351660229e-08
1920,3.104614920701465e-08,7.572232041397342e-08
1921,2.4232791995260072e-08,9.314479065825054e-08
1922,3.172512152982421e-08,9.222419394827597e-08
1923,3.0786250437842e-08,9.235874909307995e-08
1924,2.3204923871311678e-08,9.539802103830652e-08
1925,3.739380360912037e-08,1.066823269724182e-07
1926,3.343841403768977e-08,7.244990030130793e-08
1927,6.132073648856817e-08,7.469980456420444e-08
1928,3.427812300671462e-08,6.627103976697413e-08
1929,1.782465064437133e-08,9.35794117751243e-08
1930,4.201441383688831e-08,8.507918691780247e-08
1931,2.737285687004487e-08,6.84321435073798e-08
1932,3.1782656950696264e-08,8.877224688674801e-08
1933,2.4088391503696016e-08,7.226517428904344e-08
1934,2.036868629318178e-08,1.365900121896857e-07
1935,1.4361940969820353e-08,1.0532090133352767e-07
1936,4.607391712596609e-08,7.03233471455178e-08
1937,2.0145788925951535e-08,9.191516503470609e-08
1938,2.5930428471099276e-08,1.1150084233690905e-07
1939,4.588215141154706e-09,1.2388180348210653e-07
1940,1.77504799747652e-08,9.128818589942966e-08
1941,2.3612020783048138e-08,1.7118714978892058e-07
1942,1.517105907566929e-08,1.0012899132050279e-07
1943,3.774205836748479e-08,9.290352664947932e-08
1944,3.534504777746861e-08,7.390327816381159e-08
1945,1.5249528306782167e-08,6.317661549459785e-08
1946,2.7842207650508044e-08,6.821341003160342e-08
1947,1.549713202209091e-08,7.390940037765859e-08
1948,3.261566261514304e-08,1.8808365265243765e-07
1949,1.1780409536754632e-08,1.4234661449563646e-07
1950,3.6160230587611863e-08,9.252764687772697e-08
1951,2.985192459892261e-08,1.1301086133563842e-07
1952,1.3708245316657042e-08,1.5184518087352217e-07
1953,1.4005975268460702e-08,1.077382743019939e-07
1954,1.759056522665503e-08,1.0358888324901727e-07
1955,1.2201289756319511e-08,9.667176081862294e-08
1956,2.1802854632824165e-08,1.0203735723024465e-07
1957,2.4738105286470358e-08,1.4489461941380455e-07
1958,1.9853384713997002e-08,8.354965874701747e-08
1959,2.0151945223645384e-08,9.455912319822346e-08
1960,2.5607082898559952e-08,9.273916390384329e-08
1961,1.598076654341085e-08,1.1394981047629926e-07
1962,3.424656330741627e-08,8.244543181490371e-08
1963,5.172842765244212e-08,9.311116322407997e-08
1964,2.068549243006146e-08,8.091678038724126e-08
1965,2.7360216536820303e-08,8.974150955687321e-08
1966,2.215629990587331e-08,1.1188931114958223e-07
1967,3.204718207472368e-08,8.726693634386606e-08
1968,3.27873351801955e-08,9.117574292782926e-08
1969,2.8613074021244245e-08,1.1127306409619564e-07
1970,2.8052221878738237e-08,7.679870539512024e-08
1971,4.110717910510431e-08,7.810363999993797e-08
1972,9.952484647524074e-08,9.23426424215279e-08
1973,2.2604135341275366e-08,8.82112619060571e-08
1974,2.531507237168995e-08,8.550868646484133e-08
1975,1.8276735680444745e-08,7.310694494222503e-08
1976,1.5426522226302808e-08,7.770396748263408e-08
1977,1.704266811008992e-08,6.111853245727161e-08
1978,2.07920705097564e-08,7.485145192553944e-08
1979,1.0533551697555765e-08,7.841644289463545e-08
1980,2.4446148327861295e-08,7.390695988540585e-08
1981,2.0874313833019187e-08,5.503228162062612e-08
1982,2.7933760748943826e-08,6.083352011021503e-08
1983,2.0840542402922324e-08,7.767838550165607e-08
1984,3.363424899704981e-08,6.262929197475842e-08
1985,1.864822973818292e-08,6.01555815160637e-08
1986,1.678455929798872e-08,8.512169458185781e-08
1987,2.1998941002188133e-08,6.660790319301668e-08
1988,1.2592763165564236e-08,6.356347226343928e-08
1989,3.347754684579485e-08,6.640627692178214e-08
1990,1.9070278800548124e-08,7.246705546748444e-08
1991,4.8064014990245596e-08,5.8028503779894436e-08
1992,1.0468894195980738e-08,8.430214393229107e-08
1993,3.046564067687996e-08,5.206854858386123e-08
1994,1.9517228444509982e-08,6.488159653983416e-08
1995,3.307695128906829e-08,5.7477978598896584e-08
1996,2.935950593752068e-08,7.366567356115183e-08
1997,2.3015492622846523e-08,4.7948946146902927e-08
1998,2.288702038999446e-08,7.152193992610023e-08
1999,3.793266811769058e-08,6.809599817358958e-08
2000,1.5463110347724296e-08,4.8156544529831535e-08
2001,2.3658543346627425e-08,6.440381594696731e-08
2002,2.1029863794819192e-08,6.484207837331724e-08
2003,4.125253760811631e-08,7.208776442446663e-08
2004,2.378587282692024e-08,7.179809902169154e-08
2005,1.8014998715010222e-08,6.440361577375597e-08
2006,2.3060183040879423e-08,7.988706141048851e-08
2007,2.1969636831986605e-08,7.389787226586009e-08
2008,2.8099102378220664e-08,8.174284049644598e-08
2009,2.145686650578682e-08,9.34565735910553e-08
2010,1.9367552228644058e-08,8.78625501243846e-08
2011,1.3383901875663184e-08,1.2963265039189764e-07
2012,8.170206539093172e-09,1.593190344095774e-07
2013,1.3387799813191492e-08,1.4168754525201166e-07
2014,1.4725027419615344e-08,1.4335247122687633e-07
2015,1.2856137154848568e-08,1.3277286914359365e-07
2016,1.6570720351438695e-08,1.4354387012360803e-07
2017,9.810883938587978e-09,1.4112579904690392e-07
2018,8.776986804015507e-09,1.4507843193456438e-07
2019,1.607122351865442e-08,1.5280416931773289e-07
