year,six_DET airs_NOUN,six_DET paires_NOUN
1906,9.259531807970234e-09,1.1934507782029868e-07
1907,2.057137349353866e-09,1.1725683002339338e-07
1908,9.331639017062798e-09,1.296606733092176e-07
1909,3.3005901345362076e-09,1.0946957473834118e-07
1910,4.809735609789811e-09,1.3360376671656127e-07
1911,3.7242617878519013e-09,1.2290064077546958e-07
1912,4.167536982180309e-09,1.1617009576525561e-07
1913,1.3787773367468503e-08,1.4742311371662709e-07
1914,1.33934876522801e-08,7.567320636781005e-08
1915,2.00272951556002e-08,1.0720493115456975e-07
1916,1.0987462051303964e-09,1.483307414673618e-07
1917,2.1932848870420685e-09,1.6339972574996864e-07
1918,1.1486376294556067e-09,7.925599732061528e-08
1919,1.8415696745321952e-09,7.182121763982252e-08
1920,6.057785384427916e-09,1.0601124378339932e-07
1921,3.7863738810983705e-09,1.1813486189282685e-07
1922,0.0,9.591316363355418e-08
1923,0.0,9.129715383693338e-08
1924,6.445812328337297e-09,2.7459161300313895e-07
1925,1.0998177923937646e-09,9.128487565845944e-08
1926,3.3438415369957397e-09,1.248367498263292e-07
1927,1.2264147031260109e-08,9.476841000832792e-08
1928,1.3711249802206282e-08,1.5196635061442976e-07
1929,1.1140406375176326e-09,1.3814104349307854e-07
1930,2.100720708497761e-09,1.3549647981392354e-07
1931,0.0,1.186157128074683e-07
1932,5.4797684168050864e-09,1.1069132010987914e-07
1933,0.0,1.3994208569734212e-07
1934,1.1981580172459871e-09,9.3456325345187e-08
1935,3.590485242455088e-09,8.258115880011019e-08
1936,3.6374143697059935e-09,1.0790996185505719e-07
1937,6.295558963032022e-09,8.813782592653752e-08
1938,0.0,1.2446605524019105e-07
1939,0.0,1.0094073576993878e-07
1940,0.0,1.141102288215734e-07
1941,1.1806010391524069e-08,2.125081852710764e-07
1942,0.0,1.4260795455633968e-07
1943,2.9032352077962287e-09,1.3354882399951862e-07
1944,0.0,1.5423293220351297e-07
1945,6.535512131478072e-09,9.585417615198821e-08
1946,4.1763312808029696e-09,8.352662739241623e-08
1947,1.1920870957027319e-09,9.417488300300647e-08
1948,8.697510045507784e-09,1.6633988586534088e-07
1949,3.9268033269479474e-09,1.1289559553873119e-07
1950,1.0635361480382244e-09,1.4357738264969555e-07
1951,9.595261474260042e-09,8.74234951098174e-08
1952,0.0,1.571175829440108e-07
1953,5.386913581872932e-09,1.3682760702238284e-07
1954,7.818028890937967e-09,1.1140690858724156e-07
1955,0.0,7.97776666949801e-08
1956,1.744228317335228e-09,1.0814215567478414e-07
1957,4.417518850718949e-09,1.5903068373290807e-07
1958,2.4816730892496253e-09,1.0257581983807995e-07
1959,2.325224457422337e-09,1.085104708309359e-07
1960,3.460416619915918e-09,1.0588875110073559e-07
1961,2.779263708063695e-09,9.866386019297124e-08
1962,1.9025869768540815e-09,1.0147130358184597e-07
1963,1.1638895403009997e-08,9.89306121468303e-08
1964,3.650380997477498e-09,6.753204662146572e-08
1965,7.113656386170675e-09,1.313290400872802e-07
1966,6.646889927353072e-09,9.416426838271263e-08
1967,5.91640286762285e-09,8.282963914751917e-08
1968,7.63540675130514e-09,8.488775904424983e-08
1969,2.2708788738334817e-09,1.0446042875145167e-07
1970,7.3579602410944744e-09,6.438214894544103e-08
1971,7.193756479395574e-09,7.450676609010998e-08
1972,1.898154300405963e-08,6.823095333174933e-08
1973,3.3079223804577396e-09,9.151918245464685e-08
1974,2.8127858930915295e-09,7.256987677450866e-08
1975,4.569184142155791e-09,1.0337779432489924e-07
1976,5.713526873840635e-10,7.427584858277214e-08
1977,7.052138095708926e-09,6.405692243305339e-08
1978,1.3069301196821925e-08,6.950491782120594e-08
1979,1.7555920051037788e-09,7.197926965574197e-08
1980,3.411090521154847e-09,5.2871901523587894e-08
1981,2.5302198114474095e-09,7.084615827324114e-08
1982,6.207502289967692e-10,5.5867521275843046e-08
1983,5.052252838311233e-09,6.315316047889041e-08
1984,8.698512798943625e-09,5.9149886766363124e-08
1985,3.609334831011779e-09,6.135869057288801e-08
1986,7.79283104712647e-09,5.934540681096223e-08
1987,3.055408481777988e-09,4.5831125561335284e-08
1988,5.996553809062277e-10,7.255830025698629e-08
1989,5.488122178931576e-10,7.134559165677956e-08
1990,1.0897301838674878e-08,6.701840860046104e-08
1991,9.96449056600568e-09,4.513328133448624e-08
1992,9.366905029395411e-09,5.895640153852355e-08
1993,4.4313659408601325e-09,6.702441091022138e-08
1994,3.1649559639745917e-09,4.852932611321137e-08
1995,4.880205739521415e-09,5.097103672468961e-08
1996,2.135236876199542e-09,5.658377721928787e-08
1997,1.917957792585412e-09,3.164630291152548e-08
1998,6.198567881199324e-09,5.0542170448864e-08
1999,7.769342114105626e-09,4.935817266016329e-08
2000,8.836062881378837e-09,5.964342442155157e-08
2001,2.6287270971092624e-09,6.747066150225578e-08
2002,1.752488598683044e-09,5.2136535089175595e-08
2003,4.166923028847691e-09,5.708684369665207e-08
2004,7.928623979580607e-09,7.796480194777189e-08
2005,4.954124666056714e-09,4.593824431964322e-08
2006,1.194188103958993e-08,5.1061835204535555e-08
2007,3.595031605740928e-09,6.830559851067619e-08
2008,2.9802077194940324e-09,4.214865323426409e-08
2009,5.721830786953319e-09,5.435739591774791e-08
2010,1.4171379625338432e-09,4.6293172850653264e-08
2011,1.1471915639660324e-09,4.894684035861019e-08
2012,3.0638274417515987e-09,7.455313522086726e-08
2013,1.3945625210176615e-09,6.805464991543886e-08
2014,1.0827225782605865e-09,7.037697002942878e-08
2015,3.54652054945781e-09,7.425527392967979e-08
2016,1.449938086262037e-09,7.746811903075468e-08
2017,3.5218559180094644e-09,5.4840327834426716e-08
2018,1.290733298020541e-09,7.150662817423381e-08
2019,1.7856913725466939e-09,6.045841072221947e-08
