year,aux_ADP eaux_NOUN,aux_ADP peaux_NOUN
1984,1.3813238100013336e-06,5.5090580985961424e-08
1985,1.6097633457334837e-06,7.639758692334908e-08
1986,1.5879391597195536e-06,6.593933932208529e-08
1987,1.4452081895655056e-06,5.8052759044358027e-08
1988,1.2604755763589992e-06,6.656174811325855e-08
1989,1.3753234755498056e-06,6.421103115883398e-08
1990,1.4270017452133743e-06,5.394164537264601e-08
1991,1.3768581208495334e-06,5.3339333838664515e-08
1992,1.428728560348702e-06,5.950739812021766e-08
1993,1.2668167705953692e-06,5.594599628011565e-08
1994,1.433197537537012e-06,3.850696428386868e-08
1995,1.2363187735786596e-06,5.2055527000050006e-08
1996,1.254451706955706e-06,5.071187558769452e-08
1997,1.1771465757703936e-06,6.13746502509116e-08
1998,1.1305234552949628e-06,4.5297227302398824e-08
1999,1.268687850775052e-06,4.524499308544705e-08
2000,1.173870980863967e-06,5.6992605301786625e-08
2001,1.1649642326361231e-06,5.78319951927142e-08
2002,1.1776723436440761e-06,6.878518021835589e-08
2003,1.1921566098749281e-06,5.708684458483049e-08
2004,1.191495990759961e-06,6.783378703190124e-08
2005,1.1597155742393284e-06,5.4044994701740734e-08
2006,1.1707160831875285e-06,5.7650459517333275e-08
2007,1.119253095094308e-06,6.790615358909236e-08
2008,1.3449252431740888e-06,7.024775139363726e-08
2009,1.325557462017457e-06,6.294014021079875e-08
2010,1.300460217734667e-06,7.794258172211244e-08
2011,1.3873370336980884e-06,1.0592402199804951e-07
2012,1.4781264763286117e-06,1.1812756728346585e-07
2013,1.2366980790545767e-06,1.1156500345776976e-07
2014,1.382203651090208e-06,1.1715058167993675e-07
2015,1.5352001083712707e-06,1.0883385392901346e-07
2016,1.8057942234861457e-06,1.259374755591125e-07
2017,1.313400698421674e-06,7.899019260904083e-08
2018,1.3883128469061035e-06,1.0919604509496139e-07
2019,1.5050827668616762e-06,9.158046232471406e-08
