year,leurs_DET eaux_NOUN,leurs_DET peaux_NOUN
1840,1.603250655790589e-06,2.1402154004590557e-07
1841,1.357303966997847e-06,2.3499207690846902e-07
1842,1.4758182649288187e-06,1.7776902572208542e-07
1843,1.3916682206627229e-06,1.8075147822926851e-07
1844,1.4314167691154012e-06,1.5258199870249456e-07
1845,1.4346766352701934e-06,1.545723105067509e-07
1846,1.3178481932385466e-06,1.2470088339711083e-07
1847,1.2911377176294536e-06,1.2188685438729863e-07
1848,1.242986698457571e-06,1.7216774139683366e-07
1849,1.4136072472581418e-06,1.0725651122811541e-07
1850,1.3306432302684357e-06,1.6361480348336954e-07
1851,1.3118157955460674e-06,1.8251911360067652e-07
1852,1.3424744675916145e-06,1.9726952737997294e-07
1853,1.461928928137013e-06,2.2394743837139686e-07
1854,1.3550292843333978e-06,1.423612010498232e-07
1855,1.4100531942062844e-06,1.6610713515774478e-07
1856,1.3900753312867664e-06,1.1338044680897497e-07
1857,1.4498081668534724e-06,1.4498082245850696e-07
1858,1.3071008506670978e-06,1.0227782615279679e-07
1859,1.2455456204207849e-06,1.349425922114733e-07
1860,1.2436208720600916e-06,1.089369738860313e-07
1861,1.342634897483208e-06,1.339333746130933e-07
1862,1.3874736257690756e-06,1.296662049954378e-07
1863,1.2971030667330297e-06,9.689564761661273e-08
1864,1.458556289080093e-06,1.5295182009822383e-07
1865,1.2684945289720417e-06,1.2990890385644605e-07
1866,1.2431641103205493e-06,1.3185811487126387e-07
1867,1.1714686873887104e-06,1.1743803973729428e-07
1868,1.3061026660210473e-06,1.3930444708876166e-07
1869,1.3317356568620653e-06,1.1964621948745702e-07
1870,1.406562120109811e-06,9.977244941339336e-08
1871,1.1173478124959502e-06,1.1046024028793511e-07
1872,1.1465755296313773e-06,1.203420505468955e-07
1873,1.2187505653571407e-06,1.4067110898352553e-07
1874,1.3251683341763965e-06,1.1769979879616699e-07
1875,1.2764727213010474e-06,7.323554740423788e-08
1876,1.4395560707924915e-06,1.6324239426879217e-07
1877,1.478171014923646e-06,1.397768443212044e-07
1878,1.2029865033014175e-06,1.521850324648355e-07
1879,1.3183924245652179e-06,1.961093465396857e-07
1880,1.2457039346713827e-06,1.4696867367547384e-07
1881,1.3680059565146507e-06,1.2062437981796847e-07
1882,1.1893173095245402e-06,1.3310770907715153e-07
1883,1.2802980187132107e-06,1.080606990555566e-07
1884,1.1658596577035496e-06,1.34674620788644e-07
1885,1.3155542504250661e-06,1.4051486030286497e-07
1886,1.0938621457512454e-06,8.776711069025112e-08
1887,1.1477849781726945e-06,1.521239469948199e-07
1888,1.0512739123669235e-06,9.130485434383218e-08
1889,1.122712486534283e-06,1.021217315155809e-07
1890,1.1135903026371352e-06,1.0028211205881377e-07
1891,9.873666328985564e-07,1.3832057188523095e-07
1892,1.2223599092919812e-06,1.1095266883032195e-07
1893,1.1091308387278787e-06,1.2316833419845352e-07
1894,1.182798868626378e-06,9.767385966696907e-08
1895,1.0255718585483464e-06,1.0291830854214368e-07
1896,1.116897330177835e-06,7.72510810875815e-08
1897,9.142113661653184e-07,8.565268672100501e-08
1898,1.0864041177782724e-06,8.374365023655628e-08
1899,9.535072944544254e-07,1.1552638845557794e-07
1900,1.0812963360251615e-06,1.0589748500322571e-07
1901,1.02273922308882e-06,7.712460048381331e-08
1902,8.376944222732163e-07,5.9414433373206066e-08
1903,9.909404106167585e-07,7.830319526114238e-08
1904,9.486213539133814e-07,8.97562379975625e-08
1905,1.0636324176971357e-06,8.205606771838347e-08
1906,1.0067168751959343e-06,8.179253319084978e-08
1907,1.030111567601466e-06,8.588548361387893e-08
1908,1.0613511740587e-06,7.121514267183215e-08
1909,8.565031279772484e-07,1.1001966926382778e-07
1910,1.091810023723383e-06,9.672913048319742e-08
1911,9.816089772129999e-07,9.949099855077748e-08
1912,8.710152243907032e-07,9.116487181826116e-08
1913,8.452965651883915e-07,7.636305021652134e-08
1914,9.187932459298054e-07,1.0312985665450469e-07
1915,8.505709878647849e-07,4.947920118070215e-08
1916,8.097759307545971e-07,1.4723199770472206e-07
1917,8.246751193041746e-07,8.334482259897413e-08
1918,7.546549269932257e-07,8.729645628591243e-08
1919,6.832223444774854e-07,7.090043174784455e-08
1920,6.565124976987136e-07,1.0525402460714872e-07
1921,7.345565116168018e-07,9.011569446215617e-08
1922,8.366578896357169e-07,9.665095185296124e-08
1923,7.484243660371703e-07,9.023555902487601e-08
1924,8.792087937692372e-07,1.0700048136413898e-07
1925,9.579412996174597e-07,9.678396484247287e-08
1926,7.612812815693815e-07,1.1257600096570286e-07
1927,7.726413127073783e-07,1.3156085421073271e-07
1928,8.032506730870637e-07,9.48361402741682e-08
1929,8.656096017745085e-07,1.0917597936810353e-07
1930,7.100435919227266e-07,8.507918902722622e-08
1931,7.00288884658562e-07,1.0949142659200106e-07
1932,8.121016694673244e-07,8.438843446256783e-08
1933,6.744749416753848e-07,7.914756849913829e-08
1934,6.110605959008808e-07,7.548395153378351e-08
1935,6.259412757003702e-07,1.0173041431471574e-07
1936,7.068708445245875e-07,1.1882220540826438e-07
1937,7.013253018328669e-07,1.133200659975131e-07
1938,6.210337772927232e-07,1.1150084233690905e-07
1939,7.310556071615792e-07,9.329370609378884e-08
1940,7.50591727438632e-07,7.353770570261986e-08
1941,7.644391892824842e-07,8.264207451702532e-08
1942,7.555187195862345e-07,5.4615812983271894e-08
1943,6.067761706418651e-07,1.2193587695108477e-07
1944,5.815866721547991e-07,9.960876923287287e-08
1945,5.315549813644793e-07,1.3288875200245798e-07
1946,5.554520754458281e-07,9.744772633268894e-08
1947,4.816031857757253e-07,9.655905408578747e-08
1948,4.7510149592255857e-07,8.697510622823756e-08
1949,6.253434357006427e-07,9.326158156852671e-08
1950,6.26422774985258e-07,8.933703710134466e-08
1951,6.51411619756459e-07,7.676208957363428e-08
1952,6.35851671759724e-07,7.908603194550778e-08
1953,6.572034489948919e-07,8.511323557058859e-08
1954,5.482392735345343e-07,8.795282724349818e-08
1955,5.302868579803999e-07,7.508486321583518e-08
1956,5.119310024781498e-07,7.674604396434859e-08
1957,5.48655819443411e-07,7.421431363896502e-08
1958,5.931198465702892e-07,7.527741541224486e-08
1959,5.138746086430501e-07,6.743150804400244e-08
1960,4.830741744399347e-07,6.090333415365023e-08
1961,4.947089333739996e-07,6.670232932659559e-08
1962,4.718415551607791e-07,7.864025741710634e-08
1963,4.972395082347703e-07,9.052474814197353e-08
1964,5.305220174278702e-07,6.996563839400949e-08
1965,4.492547596157692e-07,1.0287441520873131e-07
1966,4.7248308021607954e-07,7.588532602298415e-08
1967,4.5457693609307626e-07,1.0057884636260894e-07
1968,5.048351185976685e-07,1.1183625625577065e-07
1969,5.068601822699748e-07,1.0945636197412512e-07
1970,4.796470083334725e-07,8.139743590263038e-08
1971,4.83523194816371e-07,8.118668093359815e-08
1972,5.022413542832282e-07,8.77255144082767e-08
1973,4.972909701805861e-07,8.435201692691408e-08
1974,4.7029780070317884e-07,9.113426102658195e-08
1975,4.2836102398524645e-07,9.195483352542055e-08
1976,4.86221148676691e-07,8.741695856073761e-08
1977,4.266543554010127e-07,8.40379836830607e-08
1978,4.556433665925397e-07,1.1227717422457317e-07
1979,3.9149702502072614e-07,9.421676749887808e-08
1980,4.349140336756818e-07,7.731804885224847e-08
1981,3.529656584788654e-07,8.729258360595793e-08
1982,4.1714415122129367e-07,8.814653496003189e-08
1983,3.8333967289361226e-07,8.588829691902333e-08
1984,4.0477079465972565e-07,1.252585826172492e-07
1985,3.9702681675635176e-07,9.92567068536232e-08
1986,3.3089560824706155e-07,9.771011155734755e-08
1987,3.8375929101164274e-07,9.349549690007564e-08
1988,3.1601838568207086e-07,9.954279489576834e-08
1989,3.709970526344364e-07,8.232183201783982e-08
1990,4.173666727780301e-07,8.336435941558307e-08
1991,3.1182993787126634e-07,9.671417444678809e-08
1992,3.818391354215578e-07,9.201606676612073e-08
1993,3.1628873653488654e-07,8.308811416668505e-08
1994,3.492001487970242e-07,1.1341091932237646e-07
1995,3.134176509433928e-07,8.94704403897606e-08
1996,3.4484074618035265e-07,1.0302517727822647e-07
1997,3.2988873677197716e-07,8.6787590891646e-08
1998,3.156501664491884e-07,9.4885769463815e-08
1999,3.656160831866373e-07,9.414614066116656e-08
2000,3.127966237137514e-07,1.1000898636481793e-07
2001,3.0537047379652904e-07,1.1303526648021034e-07
2002,3.369159262689436e-07,8.718630883919332e-08
2003,3.3460391435369274e-07,1.208407613972895e-07
2004,2.858709411412974e-07,9.734588424237245e-08
2005,2.940948569118973e-07,9.953286905783898e-08
2006,3.471381315733879e-07,1.157127043072137e-07
2007,3.1236829656222653e-07,1.3381506835941082e-07
2008,3.2995157628334937e-07,1.6774311983880352e-07
2009,3.247139055417847e-07,1.773767639434709e-07
2010,3.131874706241433e-07,2.0359548535964223e-07
2011,3.5486458749289795e-07,2.1758400414739754e-07
2012,3.8570182425701205e-07,2.7540403912951206e-07
2013,2.783546673157389e-07,2.9230030307303423e-07
2014,3.109579207460911e-07,3.3477783389912474e-07
2015,3.754878585837673e-07,3.2605823996334493e-07
2016,4.2669605626599605e-07,3.41771102085886e-07
2017,2.8350940928234536e-07,3.5294027256327354e-07
2018,3.198437168450141e-07,3.580494229993292e-07
2019,3.431078550164557e-07,3.6963813343504626e-07
