year,premiers_ADJ artisans_NOUN,premiers_ADJ partisans_NOUN
1932,7.890866271509367e-08,3.06867029564728e-08
1933,6.882397229901471e-08,3.211785326584504e-08
1934,4.553000465534751e-08,3.9539216345474415e-08
1935,6.103825000991492e-08,2.8723881939640705e-08
1936,6.789839801513153e-08,5.092380206406233e-08
1937,6.295559273894469e-08,2.5182236740306507e-08
1938,4.797129449229942e-08,4.797129449229942e-08
1939,5.8117393564316444e-08,4.282334131744392e-08
1940,3.296517903095264e-08,2.2822046474857416e-08
1941,6.788455664263893e-08,2.9515025090631752e-08
1942,7.888950648293758e-08,4.8547388331598995e-08
1943,8.709705667797607e-08,4.3548528338988035e-08
1944,1.285274464635222e-07,7.069009200222354e-08
1945,8.06046500656521e-08,5.2284097051824574e-08
1946,7.238973864787113e-08,4.1763314584386535e-08
1947,6.07964452115084e-08,4.52993091926146e-08
1948,6.631851334759631e-08,4.566192757238241e-08
1949,6.381055328574803e-08,2.6505922789965553e-08
1950,6.806631347444636e-08,2.9779013033248702e-08
1951,7.356366893418453e-08,4.477788806411809e-08
1952,5.5887461769543734e-08,3.9015773722894664e-08
1953,4.417269394707546e-08,3.770839640537815e-08
1954,4.10446503451567e-08,2.14995790059902e-08
1955,6.194501400713648e-08,3.2849627018549654e-08
1956,3.401245152190313e-08,2.7907653077363648e-08
1957,5.9194753987412696e-08,3.8874166108371355e-08
1958,5.9560154141991006e-08,2.8952852559882558e-08
1959,5.03798602835559e-08,2.015194411342236e-08
1960,5.3982500247684584e-08,3.737250153790228e-08
1961,5.211119358250471e-08,3.265634873628187e-08
1962,5.2638238656754766e-08,3.0441391629665304e-08
1963,4.396916253313066e-08,3.427008365974871e-08
1964,3.528701597588224e-08,5.293052396382336e-08
1965,4.487075599968193e-08,3.720989383282358e-08
1966,4.708213552362395e-08,2.99110034518435e-08
1967,4.634515438084463e-08,4.53590871529741e-08
1968,3.952445837285268e-08,4.2668450106475575e-08
1969,5.041351069934308e-08,4.178417256639477e-08
1970,4.046878032681889e-08,2.6212733317265702e-08
1971,3.7510300643361916e-08,2.723350611688602e-08
1972,4.052816038324636e-08,3.693705608043274e-08
1973,3.969506640055798e-08,3.528450420731133e-08
1974,4.331690206527128e-08,3.1503201824989446e-08
1975,4.968987710185502e-08,3.8838066984681063e-08
1976,3.94233339306993e-08,2.513951891103261e-08
1977,3.584836960612847e-08,3.290997696581144e-08
1978,6.29702682219957e-08,3.683166482915112e-08
1979,4.3304604013805204e-08,3.043026097770962e-08
1980,3.9227540327146926e-08,3.354238842234736e-08
1981,6.515316108846037e-08,3.226030287351023e-08
1982,3.41412622617554e-08,3.7245012407538525e-08
1983,3.0945049189767815e-08,3.157657957331139e-08
1984,5.103127520555972e-08,2.9574943383181562e-08
1985,3.428868211585723e-08,3.368712597762169e-08
1986,6.414099473772694e-08,2.8773531113301942e-08
1987,4.827545296848257e-08,4.5831125561335284e-08
1988,5.336933028843305e-08,2.878345739532051e-08
1989,3.8416856251721754e-08,3.567279449612215e-08
1990,5.067245428813649e-08,3.2691904294779306e-08
1991,4.3374843272658836e-08,3.9271817797725816e-08
1992,4.242657120068216e-08,2.589673719910479e-08
1993,3.43430848204207e-08,4.043621260052532e-08
1994,4.2199413741172975e-08,2.9012095836833396e-08
1995,5.6935735237573226e-08,2.6027763055935793e-08
1996,3.309617091495909e-08,2.829188794351012e-08
1997,4.267455921969088e-08,3.883864607701071e-08
1998,3.909865853302108e-08,3.433052953027982e-08
1999,3.244842777805346e-08,4.5702012840820316e-08
2000,5.434178618202168e-08,4.152949628632996e-08
2001,4.0745268825581604e-08,3.1982846593336944e-08
2002,4.425033645061305e-08,3.066855214228781e-08
2003,3.541884652236149e-08,3.875238263617575e-08
2004,4.140503762073422e-08,3.964312256243829e-08
2005,4.819012133783218e-08,3.783149793434859e-08
2006,3.706101026068609e-08,4.076710879985512e-08
2007,3.7148659259855776e-08,3.395307501818934e-08
2008,4.3000142113669426e-08,3.8316958494988285e-08
2009,4.1483275481368764e-08,2.9085974517784052e-08
2010,2.5980861906305108e-08,2.739800031292816e-08
2011,2.332622983658439e-08,2.6767803973370974e-08
2012,1.974466634635519e-08,2.5872321174347235e-08
2013,2.2034088331679413e-08,2.3149738126448938e-08
2014,1.537466154388767e-08,2.8367331594836287e-08
2015,2.21657536769726e-08,1.994917830927534e-08
2016,1.532791685243673e-08,2.1749070100440804e-08
2017,1.9873330231456876e-08,1.9370206771895937e-08
2018,1.6521386314582998e-08,2.5040227669137494e-08
2019,2.0918099252753564e-08,1.9132407658162265e-08
