year,avais_VERB assez_ADV,avais_VERB passé_VERB
1892,6.70730813112641e-08,2.6954603882245465e-08
1893,5.049901474762919e-08,3.3255449949365357e-08
1894,5.293292915098391e-08,2.079507943619774e-08
1895,6.861220214204877e-08,4.8750777636996645e-08
1896,7.725108019940308e-08,3.007484750128242e-08
1897,5.535378022614168e-08,2.680288169187861e-08
1898,4.5266837389590364e-08,3.960848360406999e-08
1899,5.085372123403431e-08,3.3165470370022376e-08
1900,5.1391424449320766e-08,2.803168719367477e-08
1901,3.800342440740678e-08,2.4031576728589243e-08
1902,4.812078202576231e-08,2.7988617645746672e-08
1903,5.022204874194358e-08,1.3500550899436803e-08
1904,2.7948050984605288e-08,1.6123875568041512e-08
1905,3.509316215399849e-08,2.580379465655369e-08
1906,4.3211148437194424e-08,2.6749759740596346e-08
1907,5.965698335330671e-08,2.3657079850636364e-08
1908,4.0273391732625896e-08,3.045061092166179e-08
1909,5.3359539009534274e-08,2.475442606453271e-08
1910,5.076943310200477e-08,2.6186338430989053e-08
1911,5.2671705219609066e-08,2.926205766584644e-08
1912,6.876435776348444e-08,2.3963337980603683e-08
1913,6.257528184505645e-08,2.4393752795504042e-08
1914,4.888622839871459e-08,3.8841115213017474e-08
1915,4.2410743361642744e-08,3.180805663305364e-08
1916,4.0653610255958483e-08,9.888715624128963e-09
1917,3.947912929902486e-08,1.4256351654751143e-08
1918,5.054005569604669e-08,2.2972752589112133e-08
1919,4.327688785110695e-08,1.6574126959767455e-08
1920,9.389567168227586e-08,2.4231141537711665e-08
1921,5.9067428281878165e-08,2.9533714140939082e-08
1922,8.263288009402459e-08,4.426761179843197e-08
1923,5.732611896291928e-08,3.8217415010421973e-08
1924,8.379555538340355e-08,3.2229060309418855e-08
1925,6.598907020816114e-08,1.6497267552040284e-08
1926,7.244990030130793e-08,4.2355324580967135e-08
1927,9.365349029621939e-08,5.9090890403012963e-08
1928,8.455270261720216e-08,5.3702393643106916e-08
1929,5.570203143179242e-08,4.121950425428622e-08
1930,6.932378227020308e-08,2.941009036305786e-08
1931,6.044839295782367e-08,2.6232321204133768e-08
1932,9.315606064319581e-08,2.082311922890767e-08
1933,8.373583426646292e-08,2.2941325283909464e-08
1934,7.06913212411564e-08,1.9170528275935794e-08
1935,8.258115968828861e-08,2.752705441366743e-08
1936,7.032334536916096e-08,1.576212937948185e-08
1937,6.673292318737367e-08,1.510934133364117e-08
1938,8.427389275311725e-08,3.241303758727554e-08
1939,6.882322622914216e-08,1.5294050470515685e-08
1940,4.057252667166722e-08,2.028626333583361e-08
1941,8.854507882460894e-08,3.836953510472085e-08
1942,1.153000468434584e-07,3.034211815133858e-08
1943,8.129058670647282e-08,1.4516175816936538e-08
1944,8.675602458652065e-08,1.927911696952833e-08
1945,8.931866801731303e-08,3.267756198965799e-08
1946,1.0023195073927127e-07,4.872386583087973e-08
1947,8.46381809083141e-08,4.52993091926146e-08
1948,1.2176514019301976e-07,2.717971980814582e-08
1949,9.915178367236877e-08,2.7487622844546422e-08
1950,8.401935502888591e-08,2.8715476219076663e-08
1951,1.3753208349953638e-07,4.051332780363737e-08
1952,1.0333907596304925e-07,1.8980646387944944e-08
1953,9.480967833042087e-08,1.939288907237824e-08
1954,1.192249357018227e-07,3.8112890621277984e-08
1955,1.0511880788044436e-07,1.9709776921672528e-08
1956,9.68046691696145e-08,4.971050771018781e-08
1957,9.18843952035786e-08,2.47381048978923e-08
1958,1.2987422337573662e-07,3.887954491688106e-08
1959,1.0153479479413363e-07,2.9452841943111707e-08
1960,1.1280958034376454e-07,3.8756667208872386e-08
1961,1.1325499826853047e-07,3.126671543896009e-08
1962,1.6615925346741278e-07,2.8538803320543593e-08
1963,1.306142820567402e-07,2.651081842941494e-08
1964,1.3080531857667665e-07,4.380457241381919e-08
1965,1.1053527515514361e-07,2.681301225493371e-08
1966,1.3681514587915444e-07,3.101881773659443e-08
1967,1.3706332424590073e-07,3.204718268534634e-08
1968,1.1408196343154486e-07,2.7397636159776084e-08
1969,1.021895528197092e-07,2.497966811176866e-08
1970,9.979233084322914e-08,2.8971967935831344e-08
1971,1.1818314504807859e-07,2.723350611688602e-08
1972,8.823852937211996e-08,2.3598675014113724e-08
1973,1.1081539952328967e-07,1.8193572870472963e-08
1974,1.2094979240373505e-07,1.406392957647995e-08
1975,9.766630881813398e-08,2.2845920710778955e-08
1976,7.998937689990271e-08,2.9138986334942274e-08
1977,8.932708084330443e-08,2.2331770210826107e-08
1978,9.920787391592967e-08,1.900989232694883e-08
1979,9.070558348867053e-08,2.984506508596496e-08
1980,1.0574380127081895e-07,3.0699812469947574e-08
1981,1.1322733683982733e-07,2.1506869174459098e-08
1982,1.0366528613303672e-07,2.9796010991844923e-08
1983,9.599280303973501e-08,2.1472073896688926e-08
1984,1.1250076425994848e-07,4.059305780401701e-08
1985,1.1970961111273937e-07,2.1054452403745927e-08
1986,9.890901253584161e-08,2.8174081734277934e-08
1987,1.0816145845637948e-07,2.9943002743948455e-08
1988,1.3132452636455128e-07,2.6984492862425213e-08
1989,1.3500780937647505e-07,4.006329135108899e-08
1990,1.2204978361296526e-07,2.2339468941368068e-08
1991,1.3188297032229457e-07,1.75843961613964e-08
1992,1.113008707420704e-07,1.983579878128694e-08
1993,1.2850961184085463e-07,3.545092752688106e-08
1994,1.0655351445620909e-07,2.6902124972139063e-08
1995,9.814635859584087e-08,2.76544991351102e-08
1996,1.0676184558633395e-07,3.736664666575962e-08
1997,1.0740563993749674e-07,3.116681313031222e-08
1998,1.1348147666012665e-07,4.052909829965756e-08
1999,1.0694270713429432e-07,3.1991408633302854e-08
2000,1.1972865365805774e-07,2.6508189421292627e-08
2001,1.2048332109770854e-07,3.5487815353008045e-08
2002,1.3318913261173293e-07,3.4611648658255945e-08
2003,1.2667445048464288e-07,4.125253738607171e-08
2004,1.4447715557253105e-07,4.669078634833568e-08
2005,1.29257614389644e-07,3.422849559342467e-08
2006,1.7048064648861327e-07,3.953174143589422e-08
2007,2.2648698916327703e-07,5.2727127552998354e-08
2008,2.12446238379016e-07,6.85447787418525e-08
2009,2.212441359006334e-07,8.535064921488811e-08
2010,3.1413222245646466e-07,9.164158143448731e-08
2011,3.2159604756998306e-07,8.603937118323302e-08
2012,4.32680508311023e-07,1.1438289249099398e-07
2013,4.867023335464182e-07,1.3164670065179962e-07
2014,5.086630494588462e-07,1.4335246589780581e-07
2015,4.510731059781392e-07,1.3432446621663985e-07
2016,4.660515173782187e-07,1.2945875482728297e-07
2017,4.973363729732228e-07,1.4213203769486427e-07
2018,5.480453637574101e-07,1.6960235882379493e-07
2019,4.7677960424152843e-07,1.5025317168237962e-07
