year,avais_VERB eu_VERB,avais_VERB pu_VERB
1862,2.2544750777342415e-07,7.816116465164669e-08
1863,1.8579989102818217e-07,1.0538649775071462e-07
1864,2.2295485280210414e-07,8.966141251676163e-08
1865,2.0145293433415645e-07,9.460757155466126e-08
1866,1.761351882123563e-07,9.244664767038557e-08
1867,2.309938338385109e-07,1.237466875636528e-07
1868,1.9710097376446356e-07,5.977247496957716e-08
1869,2.2659529008706158e-07,8.888004998652832e-08
1870,2.1846726383500936e-07,9.346499751927695e-08
1871,2.2623108009156567e-07,1.5294494914996903e-07
1872,2.648734493959637e-07,1.5360241434336785e-07
1873,2.603912037102418e-07,1.1672708666310427e-07
1874,2.945482435734448e-07,1.1292011237173938e-07
1875,2.1913449188559753e-07,1.1900776542006497e-07
1876,2.73884467105745e-07,1.0036384878731042e-07
1877,1.94203224168632e-07,1.0143098450043908e-07
1878,2.5424563432352443e-07,8.635896620035055e-08
1879,2.7614149189503223e-07,1.3257235309538373e-07
1880,2.400274468072894e-07,1.2386443870582298e-07
1881,2.635607927459205e-07,1.1853262549266219e-07
1882,2.715397044994461e-07,1.0715169906916344e-07
1883,2.2244073250021756e-07,1.2259518200608e-07
1884,2.1587548815205082e-07,1.0430681385287244e-07
1885,1.9659188410514616e-07,1.0570842334800545e-07
1886,2.458769756685797e-07,8.970314979706018e-08
1887,2.448346663186385e-07,8.87933779836203e-08
1888,2.2001933075443958e-07,1.1856949555522078e-07
1889,2.518584949484648e-07,8.771191772893872e-08
1890,2.457894936469529e-07,8.782878069268918e-08
1891,2.1672347827461635e-07,1.0644947678883909e-07
1892,2.60143252717171e-07,8.587861799469465e-08
1893,2.2355051498834655e-07,9.668713829569242e-08
1894,2.476504903370369e-07,1.1657847664992005e-07
1895,2.6301344746570976e-07,1.1615925643582159e-07
1896,2.5652076374171884e-07,1.0142889550479595e-07
1897,2.0043894721766264e-07,9.381008680975356e-08
1898,2.540601258260722e-07,1.0298205666003923e-07
1899,1.9788730298841983e-07,9.452158877820693e-08
1900,2.211388618889032e-07,8.824790143080463e-08
1901,2.0566558589507622e-07,8.047783950360099e-08
1902,2.170345396734774e-07,8.936716255902866e-08
1903,1.7172700950141007e-07,8.748357060994749e-08
1904,2.079979992686276e-07,9.51308649632665e-08
1905,2.0333391148597002e-07,9.031328573883002e-08
1906,1.7798878104713367e-07,7.922044176211784e-08
1907,1.9439947607224894e-07,8.845690757652847e-08
1908,1.7582772215973819e-07,6.581261402516247e-08
1909,1.6447940254238347e-07,7.426327641724129e-08
1910,2.062842128225384e-07,1.0421094032153633e-07
1911,2.11218846857264e-07,8.512598981269548e-08
1912,2.0212554829868168e-07,8.074602675378628e-08
1913,1.8984702876423398e-07,6.41661728195686e-08
1914,1.553644608520699e-07,6.897646187553619e-08
1915,1.5668413766434242e-07,6.597226587246041e-08
1916,1.648119365427192e-07,7.581348882013117e-08
1917,1.7436614996313438e-07,1.1405081323800914e-07
1918,1.7689019671252026e-07,5.513460621386912e-08
1919,1.6113735057388112e-07,9.57616208552281e-08
1920,1.915774561211947e-07,9.46528970757754e-08
1921,1.885614153707138e-07,9.011569090944249e-08
1922,2.257648219483599e-07,1.0919344362037009e-07
1923,2.717682718866854e-07,1.0085150847771729e-07
1924,2.552541502609529e-07,1.1344629768927916e-07
1925,2.188637466815635e-07,1.2317958919538796e-07
1926,2.831119161328388e-07,1.2595135956416925e-07
1927,2.5197249442499015e-07,1.1149224832252003e-07
1928,2.570859294337424e-07,1.0054916543822401e-07
1929,2.707118653688667e-07,9.803557787790851e-08
1930,2.4578432089583657e-07,1.1343891515025462e-07
1931,1.9503160331169056e-07,7.185374784057785e-08
1932,2.564531484949839e-07,9.206010531670472e-08
1933,2.213837859699197e-07,9.405943046658649e-08
1934,1.941016023465636e-07,9.345632179247332e-08
1935,2.1901959712522512e-07,8.377799076697556e-08
1936,1.7217094239185826e-07,6.062357016389797e-08
1937,1.9768054926316836e-07,6.547381303789734e-08
1938,1.892921375201695e-07,6.482607517455108e-08
1939,1.4682288451695058e-07,5.8117393564316444e-08
1940,1.0396709626547818e-07,6.339457314652464e-08
1941,1.9479917057196872e-07,8.264207451702532e-08
1942,2.0632640485018783e-07,7.58552971547033e-08
1943,1.9741999324196513e-07,7.258088174921795e-08
1944,2.249230277584502e-07,1.2531425852557732e-07
1945,1.808158316407571e-07,8.714016530575464e-08
1946,2.0464023009481025e-07,8.491873870752897e-08
1947,3.1709515724287485e-07,1.5258714824994968e-07
1948,1.8482209895864798e-07,9.675979839585125e-08
1949,2.1204738231972442e-07,7.264586088240321e-08
1950,1.9356357938704605e-07,6.806631347444636e-08
1951,2.9851923954993254e-07,1.0234946046239202e-07
1952,2.3409464233736799e-07,7.803154744578933e-08
1953,2.0578009696237132e-07,6.033343424860504e-08
1954,3.303117068753636e-07,1.1531592747360264e-07
1955,1.8771216048207862e-07,7.039206195713632e-08
1956,2.1977277242513082e-07,7.936238688444064e-08
1957,1.546131613849866e-07,8.746687285565713e-08
1958,2.547851067902229e-07,9.926692001727133e-08
1959,2.3329751286382816e-07,9.223389696444428e-08
1960,2.387687629834545e-07,7.266874746392205e-08
1961,2.244255483674351e-07,7.156604198144123e-08
1962,1.9977161969109147e-07,1.0464228239470685e-07
1963,2.0497388675266848e-07,8.082566438361027e-08
1964,2.2389004072920216e-07,7.422441683502257e-08
1965,2.0082399032617104e-07,5.5267637577571804e-08
1966,2.0605358486136538e-07,6.148373188352707e-08
1967,2.03129829401405e-07,7.642019994591465e-08
1968,2.0570684000631445e-07,7.410836388999087e-08
1969,1.6849921280481794e-07,5.5409444144061126e-08
1970,1.7107257122006558e-07,5.2425466634531404e-08
1971,1.5466576996914227e-07,5.960541216154525e-08
1972,1.559564708486505e-07,4.924940810724365e-08
1973,1.6043422590428236e-07,4.6310912438229934e-08
1974,1.3838906909313664e-07,3.937900316941523e-08
1975,1.2165452289991663e-07,3.484002775167028e-08
1976,1.4112411861333385e-07,4.57082158789035e-08
1977,1.3927973441241193e-07,4.407586473575975e-08
1978,1.5267319497525023e-07,5.168314487491443e-08
1979,1.5156611254951713e-07,6.495690740848659e-08
1980,1.6998600926854124e-07,5.1166356485055076e-08
1981,1.4865041464418027e-07,4.1748627666038374e-08
1982,1.7877606239835586e-07,4.531476704983106e-08
1983,1.572513639302997e-07,3.599730291625747e-08
1984,1.5599333380578173e-07,5.5090580985961424e-08
1985,1.1910805142179015e-07,3.66949031160857e-08
1986,1.6484834475249954e-07,4.855533219938479e-08
1987,1.6254773527180078e-07,4.888653393209097e-08
1988,2.560528571393661e-07,7.015967895540598e-08
1989,2.0690220026153838e-07,5.6527657221749905e-08
1990,1.5910060824353423e-07,5.557624049856713e-08
1991,1.600180041805288e-07,5.0408601737217396e-08
1992,1.7356323667172546e-07,4.958949872957419e-08
1993,1.8500952592148678e-07,6.20391205075066e-08
1994,1.593027860735674e-07,4.747434090290881e-08
1995,1.8382108635250916e-07,6.34426768897356e-08
1996,1.7615704450690828e-07,4.163711864180186e-08
1997,1.3425704992187093e-07,5.370281996874837e-08
1998,1.9597011657879193e-07,6.103205407725909e-08
1999,1.6498425736699573e-07,5.621347298756518e-08
2000,1.8732453099801205e-07,5.257457402763066e-08
2001,1.901445898511156e-07,6.615629644102228e-08
2002,2.1292736107625387e-07,7.491888709409977e-08
2003,2.0084569030132116e-07,6.125376472709831e-08
2004,2.356563300054404e-07,6.298851218389245e-08
2005,2.211341012525736e-07,7.746449171008862e-08
2006,2.3060184162204678e-07,6.670981633760675e-08
2007,3.1516444209955807e-07,7.509621724466342e-08
2008,3.235654162381252e-07,8.302007614702234e-08
2009,3.285284719822812e-07,8.058245271058695e-08
2010,4.076633501881588e-07,9.636537612323082e-08
2011,4.458751448055409e-07,1.0133526018307748e-07
2012,5.225527957009035e-07,1.365105362083341e-07
2013,6.501450684481824e-07,1.528440520814911e-07
2014,6.732369115525216e-07,1.5093152683220978e-07
2015,6.6652421537583e-07,1.5405198894313799e-07
2016,6.381798698384955e-07,1.6239306432908052e-07
2017,6.648760972893797e-07,1.3710081248063943e-07
2018,7.749563337711152e-07,1.724419718129866e-07
2019,6.96164534019772e-07,1.4999808684024174e-07
