year,nos_DET heures_NOUN,nos_DET peurs_NOUN
1933,1.1241248798476988e-07,1.1470662197865522e-09
1934,1.1262685184476595e-07,4.7926320689839486e-09
1935,1.5080037929493528e-07,1.0771455727365264e-08
1936,1.3337186643980203e-07,1.576212849130343e-08
1937,1.0072894207624472e-07,1.2591118259130951e-08
1938,1.0761127722247465e-07,9.075650231338273e-09
1939,1.39175861946228e-07,6.117620188206274e-09
1940,1.7496902504632317e-07,0.0
1941,1.0035108788386538e-07,0.0
1942,1.2440268903901597e-07,1.2136846860855144e-08
1943,9.580676252340936e-08,2.9032352077962287e-09
1944,1.4780656520940738e-07,6.4263723231761105e-09
1945,1.6338780950420073e-07,1.5249527862692958e-08
1946,1.2389782444444108e-07,1.5313214696277555e-08
1947,1.609317532569321e-07,1.90733930871545e-08
1948,1.5111923645783065e-07,6.523132700664291e-09
1949,1.168224019743036e-07,6.8719057111366055e-09
1950,9.57182537675294e-08,1.9143651330821854e-08
1951,1.1087857654246136e-07,1.1727541604500402e-08
1952,7.803155188668143e-08,1.6871686048247625e-08
1953,1.1312518832795604e-07,1.508335856215126e-08
1954,1.1727043425224792e-07,2.052232517257835e-08
1955,1.0324168364661546e-07,1.595553333899602e-08
1956,1.1250272446972076e-07,1.83143975540645e-08
1957,8.7466875742237e-08,8.835037590415595e-09
1958,7.775908850149449e-08,1.0753916646066841e-08
1959,9.920957211306813e-08,9.300897829689347e-09
1960,9.896791652863612e-08,1.1073333361366622e-08
1961,1.0144312845294934e-07,1.4591134689379004e-08
1962,1.0464227884199317e-07,1.648908709572794e-08
1963,9.569759029659508e-08,1.0992290633282664e-08
1964,1.0768623992518656e-07,1.5818317211646615e-08
1965,9.466635114696587e-08,1.641613067704384e-08
1966,1.1022758505951913e-07,2.3818021332999706e-08
1967,7.642019894671392e-08,2.8595945944509538e-08
1968,1.3653904751276258e-07,3.727875141912307e-08
1969,1.0627713620259271e-07,3.451736046988785e-08
1970,8.875539095343221e-08,2.575285976136321e-08
1971,8.581123889239706e-08,2.0039749748512747e-08
1972,9.798580280495628e-08,3.07808809552057e-08
1973,7.112032968104032e-08,3.032262008151321e-08
1974,6.863197166140367e-08,3.544110183106852e-08
1975,6.739546787315476e-08,3.426888062207922e-08
1976,6.684826692193724e-08,4.570821404703551e-08
1977,7.110905775320475e-08,3.643604779002274e-08
1978,7.900986354059114e-08,4.9900966359039955e-08
1979,8.602400669577293e-08,5.3252958376326376e-08
1980,7.618101705020308e-08,5.1166357817322705e-08
1981,7.970192528183873e-08,6.388805218193738e-08
1982,6.455802636917696e-08,7.138627688973997e-08
1983,8.020451192081168e-08,8.020451502943615e-08
1984,6.726850010352337e-08,5.972978822654795e-08
1985,7.820225400578806e-08,4.752290871934406e-08
1986,9.051672877902206e-08,5.694761118224534e-08
1987,6.599681939833957e-08,7.821845215971734e-08
1988,7.075933394773415e-08,6.236415828198005e-08
1989,8.067539936096324e-08,8.45170785579441e-08
1990,7.573624682954971e-08,8.499895859381823e-08
1991,6.506226296609796e-08,9.671417533496651e-08
1992,8.595513023568202e-08,1.1074988037762523e-07
1993,7.810282243170263e-08,1.2574000740617208e-07
1994,7.226649406666397e-08,1.2607074406645324e-07
1995,6.235818528210757e-08,1.5453985058311304e-07
1996,6.138805885846921e-08,1.5480467885353733e-07
1997,7.432086279735017e-08,1.6302641059340317e-07
1998,8.201182311040611e-08,1.8309616489631253e-07
1999,7.586533937176121e-08,1.754957223987219e-07
2000,8.482620650340778e-08,1.6037454120265693e-07
2001,5.914635869963547e-08,1.454562303937479e-07
2002,7.710949689876401e-08,1.9364998982140946e-07
2003,6.625407245053339e-08,2.1584660903073427e-07
2004,8.281007382593408e-08,1.9909656723271496e-07
2005,7.836524107407428e-08,1.9366122927522156e-07
2006,1.0418261631173209e-07,2.3142541394349792e-07
2007,9.466916084388544e-08,2.368726264023735e-07
2008,9.706962264544039e-08,2.8908014648720837e-07
2009,7.915199606856049e-08,3.02780218675025e-07
2010,9.825489577508506e-08,3.0704654729873937e-07
2011,1.5984202378360735e-07,4.1948973894534447e-07
2012,1.1914884773256418e-07,3.979571285839256e-07
2013,1.4168755019250412e-07,4.7331452357468606e-07
2014,1.4898262745699498e-07,5.04332163586696e-07
2015,1.6003674865872064e-07,4.4929984532871003e-07
2016,1.8082799108087855e-07,4.797223400743178e-07
2017,1.3433365086967797e-07,6.135575798538184e-07
2018,1.930937157945678e-07,6.846049842579305e-07
2019,1.823956257140935e-07,7.140214641765397e-07
