year,ayons_VERB assez_ADV,ayons_VERB passé_VERB
1883,8.847074184359371e-09,1.9589950994713945e-08
1884,1.5844072720483382e-08,1.4523733327109767e-08
1885,1.0313017106966527e-08,1.8047780159236027e-08
1886,2.8395241713496944e-08,8.38950331427668e-09
1887,1.8933882239835498e-08,9.793386546164129e-09
1888,1.9021844099853524e-08,1.521747527988282e-08
1889,6.891650361495749e-09,6.265136853755848e-09
1890,8.520702476921826e-09,1.9663159989136147e-09
1891,2.0397504796321186e-08,9.561330394092238e-09
1892,7.522214851007902e-09,6.268512375839919e-09
1893,4.926733243593162e-09,8.621783287310336e-09
1894,1.6384001710889606e-08,7.561847148451761e-09
1895,6.018614495673091e-09,1.2037228991346183e-08
1896,7.66613794667137e-09,7.076434549446731e-09
1897,9.322741911788057e-09,8.157399200570126e-09
1898,1.584339415217073e-08,2.8291773368493978e-09
1899,1.9899282222013426e-08,7.738609753005221e-09
1900,1.4015843263770478e-08,1.6092265298084385e-08
1901,1.5648469242623975e-08,1.676621730339889e-09
1902,8.838511256215043e-09,8.347482705062248e-09
1903,9.720396709766987e-09,1.8900770726304472e-08
1904,5.912087708281888e-09,5.374625189347171e-09
1905,1.0837594377477444e-08,1.3934049469810361e-08
1906,1.5946971188007808e-08,2.572092316910357e-09
1907,9.257118183114699e-09,6.685696440911215e-09
1908,6.875944702500192e-09,6.384805573134145e-09
1909,1.7053049194970527e-08,6.60118004702781e-09
1910,1.9238942772226153e-08,1.2291546447329438e-08
1911,9.044635929100764e-09,5.852411444351446e-09
1912,8.335073686804861e-09,1.1981668990301841e-08
1913,1.0075680734189518e-08,4.242391771214216e-09
1914,1.540251060028197e-08,2.0090231700464756e-08
1915,2.0027295266622502e-08,1.1780762143587253e-08
1916,4.394984820521586e-09,1.538244731591476e-08
1917,2.1932849314509895e-08,5.483212106582869e-09
1918,2.6418665477478953e-08,1.033773866510046e-08
1919,2.9465114403937065e-08,9.207848705727883e-09
1920,7.572231730534895e-09,2.4231141537711665e-08
1921,6.058197943303867e-09,1.1359120755116692e-08
1922,8.115728977742265e-09,8.853522359686394e-09
1923,1.8047112249064412e-08,5.307974060286824e-09
1924,1.6759111876041288e-08,1.4180787211159895e-08
1925,9.898360353588487e-09,9.898360353588487e-09
1926,1.0031524944054127e-08,1.7833821530643945e-08
1927,2.2298449309232637e-08,1.7838759802657478e-08
1928,1.0283437212876834e-08,1.5996457491951332e-08
1929,1.3368487872256196e-08,6.684243825105796e-09
1930,1.575540586884472e-08,5.2518016602221e-09
1931,1.0264820993199919e-08,5.7026783295555106e-09
1932,2.3015026440198483e-08,5.4797681947604815e-09
1933,6.882397318719313e-09,1.3764794637438627e-08
1934,1.4377896206951846e-08,5.990790086229936e-09
1935,8.377798899061872e-09,8.377798899061872e-09
1936,1.576212937948185e-08,2.424942913137329e-09
1937,1.7627565185307503e-08,5.0364472592434595e-09
1938,1.0372171566075394e-08,1.1668692678767911e-08
1939,1.988226472349197e-08,4.588215141154706e-09
1940,2.2822046474857416e-08,5.0715658339584024e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,6.068423541449874e-09,6.068423541449874e-09
1943,1.4516176038981143e-08,2.9032352077962287e-09
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,1.089252021913012e-08,1.089252066321933e-08
1946,1.1136883415474585e-08,8.352662561605939e-09
1947,2.1457568166738383e-08,9.536696765621855e-09
1948,5.435944139264848e-09,1.0871888278529696e-08
1949,1.570721330779179e-08,3.9268033269479474e-09
1950,7.444753258312176e-09,6.381216888229346e-09
1951,8.529121409139861e-09,1.0661401539380222e-08
1952,1.0544804140977249e-08,6.326882129314981e-09
1953,4.3095309543161875e-09,4.3095309543161875e-09
1954,4.886268278880834e-09,1.172704333640695e-08
1955,1.0324168631115072e-08,5.631364707880948e-09
1956,9.593255967388359e-09,7.849027205963921e-09
1957,1.943708272111877e-08,4.417518795207798e-09
1958,5.790570523078742e-09,7.445019267748876e-09
1959,8.525822714489095e-09,1.007597205671118e-08
1960,2.076250060767393e-09,6.920833239831836e-09
1961,1.042223907177231e-08,7.64297514166401e-09
1962,1.331810839388936e-08,8.244543714397423e-09
1963,1.2285501393982656e-08,6.466053470433053e-09
1964,1.3993127545575135e-08,6.083968329129164e-10
1965,9.302473735761652e-09,8.755269398363907e-09
1966,2.215629901769489e-09,5.539074976468328e-09
1967,1.3311906132962292e-08,1.429797347185513e-08
1968,1.0779397818794223e-08,4.042274071025531e-09
1969,1.090021845007172e-08,7.2668124850849836e-09
1970,7.357959935783143e-09,6.438214850135182e-09
1971,9.24911525146399e-09,6.679916619845017e-09
1972,1.1286323320369718e-08,0.0
1973,4.961883404153156e-09,6.615844760915479e-09
1974,8.438357568252286e-09,9.563471792262135e-09
1975,7.996072248772634e-09,6.282628195464213e-09
1976,7.998937512354587e-09,7.427584769459372e-09
1977,3.526069214387917e-09,8.22749424145286e-09
1978,5.346532105932056e-09,8.910887139279566e-09
1979,8.777959692451986e-09,7.607565244427406e-09
1980,7.3906957220870595e-09,6.822181042309694e-09
1981,3.795329828193417e-09,7.590659656386833e-09
1982,5.586751949948621e-09,6.828252629986764e-09
1983,8.841442245000053e-09,8.209910973278056e-09
1984,1.1598016769198694e-08,2.8995041922996734e-09
1985,3.0077789148208467e-09,5.414002135495366e-09
1986,5.395036861699509e-09,4.7955883708539204e-09
1987,3.055408481777988e-09,3.6664902225425067e-09
1988,3.5979323409485175e-09,4.197587610832443e-09
1989,7.683371272548811e-09,7.683371272548811e-09
1990,8.717841670780047e-09,2.179460389939436e-09
1991,4.10302547493302e-09,4.68917216167597e-09
1992,3.856960972825618e-09,7.713921945651236e-09
1993,5.539207315052863e-09,5.539207315052863e-09
1994,6.329912038971486e-09,7.384897138251745e-09
1995,1.2471637056421514e-08,3.253470381991974e-09
1996,6.939519847648512e-09,4.270473752399084e-09
1997,8.151320507465698e-09,8.151320507465698e-09
1998,8.582632826659164e-09,7.152193948201102e-09
1999,7.312321859131998e-09,4.113180906983871e-09
2000,3.534425307982758e-09,4.859834756842929e-09
2001,5.695575455710866e-09,3.943090742808408e-09
2002,7.886198361006791e-09,5.6955880012310445e-09
2003,7.91715315529018e-09,4.583615265119079e-09
2004,7.488145048473172e-09,6.607186797680242e-09
2005,5.404499625605297e-09,5.404499514582994e-09
2006,1.0706513342562118e-08,6.58862386870851e-09
2007,7.190063044948403e-09,9.18730247434496e-09
2008,6.386159323579221e-09,1.4901038625225738e-08
2009,6.198650259747751e-09,1.0966842545201416e-08
2010,8.030448306328708e-09,1.369900015646408e-08
2011,7.647943611743813e-09,1.9502257586623273e-08
2012,9.531907707582832e-09,1.7021264397953928e-08
2013,1.0877587330870853e-08,1.9244962956577183e-08
2014,1.4291938299493268e-08,1.8622827724357194e-08
2015,1.1526191917576867e-08,1.8175917659846164e-08
2016,2.071339966214225e-08,1.9677729667932908e-08
2017,8.049956534694758e-09,4.9809102620201884e-08
2018,1.3939920606720335e-08,2.917057351226049e-08
2019,1.1224345897176136e-08,2.397928433595098e-08
