year,tes_DET airs_NOUN,tes_DET pairs_NOUN
1970,1.7475155905666284e-08,5.978342709767048e-09
1971,1.8498230724972586e-08,5.6522370117662035e-09
1972,2.000757282072385e-08,2.0520586896388693e-09
1973,1.2129048099218664e-08,2.205281512956958e-09
1974,1.9689500752040345e-08,1.687671502548227e-09
1975,5.711480177694739e-09,4.569184142155791e-09
1976,1.7711933197883667e-08,1.0284348428424295e-08
1977,1.5279632892273298e-08,1.1753563677885381e-09
1978,2.495048279094192e-08,4.158414057542359e-09
1979,1.872631405497316e-08,9.36315702748658e-09
1980,2.1035058139773355e-08,1.1370301367108482e-09
1981,1.3916208629893845e-08,2.5302198114474095e-09
1982,1.489800538490016e-08,6.2075020679230875e-09
1983,1.894594880980094e-08,2.5261264191556165e-09
1984,1.9136728035551442e-08,8.698512854454776e-09
1985,1.804667348892508e-08,8.421781272360818e-09
1986,1.798345583559069e-08,4.795588481876223e-09
1987,1.5277042575423394e-08,4.277571630240118e-09
1988,1.9188972133488136e-08,6.596209356501959e-09
1989,1.5915554207879268e-08,3.2928733073589456e-09
1990,9.262707045820662e-09,4.358920779878872e-09
1991,2.1101273894874595e-08,4.10302547493302e-09
1992,1.3774860363469088e-08,9.366904696328504e-09
1993,1.8279383895425383e-08,3.877445031719162e-09
1994,1.318731612798274e-08,3.164956019485743e-09
1995,1.4640617329586547e-08,5.422450655157007e-09
1996,1.7615704006601618e-08,6.4057106285986265e-09
1997,1.6302641236976e-08,5.274384040632185e-09
1998,1.764207879784152e-08,5.72175506974304e-09
1999,1.8280805230697084e-08,1.3710603763428253e-09
2000,2.474097726690161e-08,8.394259620736477e-09
2001,1.708672597855454e-08,6.133696661692056e-09
2002,1.0953053575235572e-08,7.886198361006791e-09
2003,2.083461492219385e-08,5.8336921959778465e-09
2004,1.8059643919210444e-08,8.80958239690699e-09
2005,1.6213498099659773e-08,8.55712400937847e-09
2006,2.388376207917986e-08,9.47114670024618e-09
2007,2.995859560428471e-08,1.1184542181297275e-08
2008,3.916844448781376e-08,9.792111205220166e-09
2009,3.862235842255757e-08,1.0013204043701762e-08
2010,3.967986084152386e-08,9.447585824773341e-09
2011,4.091650127047153e-08,1.7972667687438104e-08
2012,5.991484919309897e-08,1.3957435707201427e-08
2013,6.833356436253268e-08,1.9523875849358774e-08
2014,8.055455813504864e-08,1.5591205493326044e-08
2015,8.13483167494411e-08,1.795426118889054e-08
2016,7.808952240395683e-08,1.8434925724841733e-08
2017,7.446209449035734e-08,2.3143624461319234e-08
2018,8.286508235144652e-08,1.7037679600484523e-08
2019,8.520298888647915e-08,1.5050827861795568e-08
