year,mieux_ADV eu_VERB,mieux_ADV pu_VERB
1887,1.828098916689669e-08,1.1099172247952538e-08
1888,1.268122939990235e-08,1.6485598663962264e-08
1889,9.397704836544563e-09,9.397704836544563e-09
1890,1.1797895993481688e-08,8.520702365899524e-09
1891,1.211101796627645e-08,7.0116419337296065e-09
1892,1.1283322720601063e-08,1.191017329205124e-08
1893,6.15841644346915e-09,9.23762488724833e-09
1894,9.452309157609307e-09,5.671385139294216e-09
1895,4.814891596538473e-09,1.9861428057765806e-08
1896,1.533227589334274e-08,9.435246361988447e-09
1897,8.157399200570126e-09,6.409385022720926e-09
1898,1.7540900287826844e-08,1.2448380992680086e-08
1899,7.738609753005221e-09,1.492446166651007e-08
1900,2.0245106924221545e-08,1.453494924419374e-08
1901,1.4530721514915967e-08,1.5089595351014395e-08
1902,1.0311596021495006e-08,8.838511256215043e-09
1903,7.020286574288548e-09,1.3500550899436803e-08
1904,1.6123875568041512e-08,7.524475265086039e-09
1905,8.773290538499623e-09,4.64468330463319e-09
1906,9.773950537805831e-09,1.8519063615940468e-08
1907,1.337139288182243e-08,5.65712765521198e-09
1908,8.349361202419914e-09,1.0313916831705683e-08
1909,7.151278680339601e-09,9.351672325408344e-09
1910,9.085056262847502e-09,1.4963621453034648e-08
1911,6.916486494645824e-09,7.980561100850991e-09
1912,1.2502610502451716e-08,8.856016364688912e-09
1913,9.015082902408267e-09,1.2196876397752021e-08
1914,1.2054139020278853e-08,1.4063162190325329e-08
1915,1.767114277129167e-08,2.1205371680821372e-08
1916,9.888715624128963e-09,4.394984820521586e-09
1917,1.5352993543160665e-08,7.676496771580332e-09
1918,8.040463406189247e-09,1.378365155346728e-08
1919,2.762354567309444e-09,1.1049418269237776e-08
1920,9.843901693784574e-09,9.843901693784574e-09
1921,7.572747762196741e-09,1.060184651180407e-08
1922,3.6889677978990676e-09,1.1066902949607993e-08
1923,3.1847844361720945e-09,2.0170300985000722e-08
1924,6.445812328337297e-09,1.4180787211159895e-08
1925,3.299453377181294e-09,1.6497267552040284e-08
1926,1.2260752413340015e-08,1.3375366592072169e-08
1927,3.3447675740205796e-09,1.1149224654616319e-08
1928,4.570416489713125e-09,1.82816659588525e-08
1929,7.798284684668033e-09,1.5596569369336066e-08
1930,5.2518016602221e-09,7.352522590764465e-09
1931,1.3686427990933225e-08,1.2545892325022123e-08
1932,7.6716757391182e-09,9.863582839386709e-09
1933,3.4411986593596566e-09,5.735331320977366e-09
1934,7.188948103475923e-09,2.156684431042777e-08
1935,1.196828414151696e-09,1.6755597798123745e-08
1936,1.2124714565686645e-09,6.0623572828433225e-09
1937,8.813782592653752e-09,1.1332006444320086e-08
1938,1.2965214457594243e-09,1.2965214679638848e-08
1939,9.176430282309411e-09,1.8352860564618823e-08
1940,2.5357829169792012e-09,2.7893612752905028e-08
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,3.034211815133858e-08,1.517105907566929e-08
1943,0.0,1.1612940831184915e-08
1944,0.0,1.6065930807940276e-08
1945,4.357008087652048e-09,4.357008087652048e-09
1946,4.1763312808029696e-09,1.1136883415474585e-08
1947,4.7683483828109274e-09,1.1920871401116528e-08
1948,6.523132700664291e-09,1.3046265401328583e-08
1949,4.908504269707237e-09,1.1780409536754632e-08
1950,2.1270722960764488e-09,1.3825969702452312e-08
1951,0.0,8.529121409139861e-09
1952,5.272402070488624e-09,5.272402070488624e-09
1953,0.0,6.464296653518886e-09
1954,1.9545072227344917e-09,1.6613311615287785e-08
1955,3.754243138587299e-09,9.385607846468247e-10
1956,5.232684952005684e-09,1.744228317335228e-09
1957,3.534015080575159e-09,7.068030161150318e-09
1958,7.445019267748876e-09,1.1581140491045971e-08
1959,3.100299128533379e-09,7.750747599288843e-09
1960,3.460416619915918e-09,6.920833239831836e-09
1961,4.86371165564492e-09,1.042223907177231e-08
1962,5.7077609305622445e-09,1.2049716779927166e-08
1963,9.69907976156037e-09,1.4225316924409981e-08
1964,1.8251904432275978e-09,9.125952438182594e-09
1965,2.188817349590977e-09,8.755269398363907e-09
1966,4.431259803538978e-09,1.0524241922382771e-08
1967,5.916402479044791e-09,9.367637332502454e-09
1968,6.287982134978165e-09,1.7067380397861598e-08
1969,7.2668124850849836e-09,1.1354394757745467e-08
1970,7.3579600190498695e-09,1.103694025061941e-08
1971,1.0276794970565106e-09,7.707596338946132e-09
1972,1.5390440033513642e-09,8.721249500354133e-09
1973,5.513203782392395e-10,1.1577728109557484e-08
1974,2.2502286700643026e-09,1.2938814464291681e-08
1975,2.2845920710778955e-09,6.282628195464213e-09
1976,5.142174241967723e-09,1.085570122683066e-08
1977,2.3507127355770763e-09,1.2928920156696222e-08
1978,5.940591352171509e-10,6.534650598410963e-09
1979,1.7555920051037788e-09,1.345953837272873e-08
1980,1.1370301367108482e-09,8.527726080842513e-09
1981,2.5302198114474095e-09,1.0120879245789638e-08
1982,4.966001831974154e-09,7.449002747961231e-09
1983,3.157658134966823e-09,1.2630632539867293e-08
1984,5.219107812592938e-09,6.378909400694965e-09
1985,4.210890747202711e-09,8.421781494405423e-09
1986,2.3977941854269602e-09,1.1389522214244607e-08
1987,1.2221633705067347e-09,8.555143260480236e-09
1988,5.996553809062277e-10,4.797243047249822e-09
1989,2.7440609784434855e-09,6.585746614717891e-09
1990,0.0,4.358920779878872e-09
1991,1.7584396161396398e-09,4.68917216167597e-09
1992,3.30596661157756e-09,9.366905473484621e-09
1993,5.539207426075166e-10,8.862731881720265e-09
1994,1.5824779264761446e-09,6.329911705904578e-09
1995,1.626735190995987e-09,2.7112254663563817e-09
1996,2.6690460952494277e-09,6.939520069693117e-09
1997,0.0,3.835915585170824e-09
1998,2.86087753487152e-09,4.7681290027412615e-09
1999,2.7421207526856506e-09,4.113180906983871e-09
2000,1.7672125984802278e-09,1.1045078629479121e-08
2001,3.066848330846028e-09,3.5049694258049158e-09
2002,1.3143663935011318e-09,3.9430991805033955e-09
2003,2.5001538617175356e-09,6.667076668520622e-09
2004,1.3214374039449694e-09,4.404791198453495e-09
2005,2.251874686720612e-09,6.7556245042510454e-09
2006,1.6471559671771274e-09,7.412201963319376e-09
2007,3.1955835755326234e-09,4.7933754743212376e-09
2008,1.2772318758180745e-09,4.257439734089985e-09
2009,3.337734755248789e-09,6.675469510497578e-09
2010,2.3618964561933353e-09,8.502827775203059e-09
2011,1.1471915639660324e-09,2.6767803529281764e-09
2012,3.4042526575461807e-09,7.489355802192676e-09
2013,1.9523875849358774e-09,5.020424964641279e-09
2014,3.031623174720721e-09,6.279790909502481e-09
2015,1.994917786518613e-09,7.093041265449074e-09
2016,3.72841224560716e-09,4.142679976837371e-09
2017,7.54683426862357e-10,6.5405894034142875e-09
2018,2.581466596041082e-09,8.002547069452248e-09
2019,5.867272001580659e-09,8.928457084778074e-09
