year,avons_VERB uni_VERB,avons_VERB puni_VERB
1847,1.5101026207275936e-08,1.240441438454809e-08
1848,8.045221711050488e-10,1.126331028444838e-08
1849,8.379414939696517e-10,3.3517659758786067e-09
1850,8.82569484161877e-09,7.467895635215882e-09
1851,0.0,1.3543821175687754e-08
1852,9.765818376195057e-09,5.859490670445666e-09
1853,3.5831591027601917e-09,1.1943863675867306e-09
1854,1.558699391779328e-09,0.0
1855,6.368324534378189e-09,8.491099379170919e-09
1856,5.177189343896771e-09,2.0708756931497874e-09
1857,4.393358121745905e-09,1.9526036343364694e-09
1858,3.9149408159744326e-09,4.893676130990343e-09
1859,5.092173349652285e-10,6.619825576592575e-09
1860,4.57718396518203e-09,0.0
1861,1.4147890858851042e-08,4.715963730639317e-10
1862,4.517986429419807e-09,2.710791813242963e-09
1863,4.994620717013731e-09,1.0988165932701577e-08
1864,8.151037178549814e-09,2.3973640850272204e-09
1865,9.88437331983505e-09,1.1767110841276462e-08
1866,3.8924903300596725e-09,4.865612912574591e-10
1867,2.91168689159349e-09,4.85281148598915e-09
1868,1.4819622196071691e-09,3.457911734727759e-09
1869,3.4184632902167778e-09,1.0743741896135361e-08
1870,1.7202146374017957e-09,9.747882501187632e-09
1871,0.0,1.274541272522356e-08
1872,2.4189357183956872e-09,9.071008832961525e-09
1873,4.190203295451056e-09,7.781805422268917e-09
1874,5.377148060148329e-09,4.182226565063729e-09
1875,1.716458086775674e-09,1.716458086775674e-09
1876,4.836811839936672e-09,0.0
1877,2.4739263970730008e-09,1.2369631985365004e-09
1878,4.831270938865373e-09,1.2078177569208037e-08
1879,7.331190321480108e-09,9.774920428640144e-09
1880,5.134277003548959e-09,6.417846254436199e-10
1881,3.4862537301449947e-09,6.972507571312292e-10
1882,0.0,0.0
1883,4.423537092179686e-09,2.5277355764075082e-09
1884,3.9610181801208455e-09,0.0
1885,6.445635580831777e-09,7.7347630522695e-09
1886,5.808117542471791e-09,2.5813855497602844e-09
1887,5.223139698529167e-09,1.9586774424595887e-09
1888,5.706553452000662e-09,6.340614699951175e-10
1889,3.132568426877924e-09,1.8795409673089125e-09
1890,2.6217545912032847e-09,0.0
1891,2.5496880162734215e-09,6.374220040683554e-10
1892,1.1283322720601063e-08,2.5074049503359674e-09
1893,8.005941687372342e-09,6.15841644346915e-09
1894,1.2603078580752936e-09,2.520615716150587e-09
1895,1.1435367319734269e-08,1.2037228991346183e-09
1896,6.486732040400511e-09,5.307326134129653e-09
1897,6.409385022720926e-09,1.7480140668268973e-09
1898,6.7900258748920805e-09,9.05336783318944e-09
1899,3.3165470370022376e-09,5.527578395003729e-10
1900,2.595526460424935e-09,4.15284251431558e-09
1901,3.912117296778206e-09,6.706486921359556e-09
1902,4.419255628107521e-09,9.820567692386817e-10
1903,8.640352433531007e-09,1.0260418292773466e-08
1904,5.912087708281888e-09,6.449550227216605e-09
1905,3.6125313851442797e-09,0.0
1906,7.201858220895474e-09,1.5432553013283723e-09
1907,1.7999951751335175e-08,1.5428529565042481e-09
1908,7.367083831866239e-09,1.1787333775714615e-08
1909,4.400786846048277e-09,4.400786846048277e-09
1910,5.34415089958884e-09,2.67207544979442e-09
1911,9.044636151145369e-09,5.320374141248863e-10
1912,2.0837684910901544e-09,2.0837684910901544e-09
1913,1.590896969716482e-09,1.590896969716482e-09
1914,4.68772043404897e-09,2.0090231700464756e-09
1915,4.712304768617059e-09,0.0
1916,1.7579939282086343e-08,0.0
1917,4.386569774084137e-09,0.0
1918,8.040463406189247e-09,1.1486376294556067e-09
1919,1.8415697411455767e-08,0.0
1920,3.028892692213958e-09,0.0
1921,3.7863738810983705e-09,0.0
1922,8.115729421831475e-09,7.377935484775833e-10
1923,4.246379248229459e-09,4.246379248229459e-09
1924,5.156649773851996e-09,7.734974438733389e-09
1925,2.1996355847875293e-09,0.0
1926,5.57306911730393e-09,7.802296586589819e-09
1927,1.0034302277972529e-08,1.1149224876660924e-09
1928,0.0,1.1426041224282812e-09
1929,7.798284684668033e-09,0.0
1930,6.302162347537887e-09,0.0
1931,3.4216069977333063e-09,0.0
1932,1.0959536611565568e-09,0.0
1933,1.1470662197865522e-09,0.0
1934,8.38710612072191e-09,0.0
1935,2.393656828303392e-09,1.196828414151696e-09
1936,4.849885826274658e-09,1.2124714565686645e-09
1937,2.5182236296217297e-09,2.5182236296217297e-09
1938,3.8895642262559704e-09,1.2965214457594243e-09
1939,1.5294050470515685e-09,7.647025235257843e-09
1940,5.0715658339584024e-09,1.0143131667916805e-08
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,0.0,0.0
1945,1.742803235060819e-08,2.178504043826024e-09
1946,2.7842208538686464e-09,8.352662561605939e-09
1947,5.960435700558264e-09,3.5762612871081956e-09
1948,0.0,0.0
1949,4.908504269707237e-09,2.945102384188658e-09
1950,1.1698897850465073e-08,4.2541445921528975e-09
1951,7.462981344019681e-09,0.0
1952,2.1089607837865287e-09,3.1634410646574906e-09
1953,6.464296653518886e-09,4.3095309543161875e-09
1954,6.840775057526116e-09,0.0
1955,5.631364707880948e-09,0.0
1956,7.849027205963921e-09,1.744228317335228e-09
1957,2.6505113659425206e-09,0.0
1958,1.6544486891589827e-09,2.4816730892496253e-09
1959,3.100299128533379e-09,1.5501495642666896e-09
1960,4.844583401109048e-09,2.076250060767393e-09
1961,6.25334317660986e-09,4.16889545107324e-09
1962,4.43936931660005e-09,4.43936931660005e-09
1963,1.939815863494232e-09,1.939815863494232e-09
1964,3.041984220075733e-09,1.2167936658258327e-09
1965,2.73602163147757e-09,3.2832261354087677e-09
1966,3.3234448526542337e-09,4.431259803538978e-09
1967,3.451234853457663e-09,1.4791006197611978e-09
1968,8.533690198930799e-09,7.186265360559219e-09
1969,4.995933444718048e-09,4.995933444718048e-09
1970,6.438214850135182e-09,1.3796175313274261e-09
1971,3.5968783507200897e-09,1.0276794970565106e-09
1972,3.5911027485013847e-09,3.0780880067027283e-09
1973,2.205281512956958e-09,1.6539611902288698e-09
1974,3.3753431161187564e-09,1.1251143350321513e-09
1975,1.1422960355389478e-09,1.1422960355389478e-09
1976,5.713526984862938e-09,1.7140580066410394e-09
1977,5.289103821581875e-09,4.7014254711541525e-09
1978,2.3762365408686037e-09,0.0
1979,1.1703946700691858e-09,1.7555920051037788e-09
1980,4.548120546843393e-09,1.1370301367108482e-09
1981,5.69299452024552e-09,6.325549528618524e-10
1982,6.2075020679230875e-09,4.345251713999687e-09
1983,2.5261264191556165e-09,2.5261264191556165e-09
1984,2.3196033982486597e-09,1.1598016991243298e-09
1985,6.015557829641693e-09,4.812446441349039e-09
1986,2.3977941854269602e-09,1.1988970927134801e-09
1987,1.8332451112712533e-09,2.4443267410134695e-09
1988,2.398621523624911e-09,5.996553809062277e-10
1989,2.7440609784434855e-09,0.0
1990,2.724325431913144e-09,5.44865097484859e-10
1991,4.10302547493302e-09,2.344586080837985e-09
1992,7.713921945651236e-09,2.2039776670368383e-09
1993,4.4313659408601325e-09,5.539207426075166e-10
1994,2.1099706426497278e-09,3.164955852952289e-09
1995,5.4224509327127635e-09,5.422450821690461e-10
1996,4.804283193493575e-09,3.736664311304594e-09
1997,4.794894259418925e-09,2.3974471297094624e-09
1998,3.814503379828693e-09,2.3840645013706308e-09
1999,4.570201106446348e-09,2.285100553223174e-09
2000,3.092622158362701e-09,2.6508188977203417e-09
2001,3.066848330846028e-09,4.3812117822561447e-10
2002,2.6287327870022636e-09,1.752488598683044e-09
2003,1.6667691671301554e-09,2.5001538617175356e-09
2004,3.523833003171717e-09,6.166707589017051e-09
2005,5.854874363109275e-09,4.053374524914943e-09
2006,8.235779835885637e-10,1.6471559671771274e-09
2007,5.991719120856942e-09,1.997239706952314e-09
2008,3.8316958494988285e-09,1.2772318758180745e-09
2009,4.76819250749827e-09,4.76819250749827e-10
2010,5.668551850135373e-09,2.8342759250676863e-09
2011,1.0707121411712706e-08,3.823971805871906e-09
2012,9.19148224198807e-09,2.0425516833455504e-09
2013,8.646287241731443e-09,6.693900100884775e-09
2014,1.017759210242275e-08,3.681256854903836e-09
2015,1.2856137487915476e-08,5.319781060109108e-09
2016,6.421154274960372e-09,3.5212781579474495e-09
2017,5.534344982294215e-09,2.264050280587071e-09
2018,1.0325866384164328e-08,3.614053500911041e-09
2019,9.183556137770665e-09,2.5509878653906526e-09
