year,vieux_ADJ airs_NOUN,vieux_ADJ pères_NOUN
1891,1.1983533576565009e-07,1.8485238229004608e-08
1892,9.966934966243457e-08,3.823792660284653e-08
1893,1.0407723793903756e-07,3.94138660597676e-08
1894,8.065970291681879e-08,2.2685541445355284e-08
1895,9.509410858754563e-08,4.69451924001163e-08
1896,8.314810606702139e-08,3.6561579763727536e-08
1897,1.042981736532056e-07,1.9810826534794046e-08
1898,1.1939128796711884e-07,1.640922864254435e-08
1899,9.175780135706191e-08,2.7085134135518274e-08
1900,1.1160764457063266e-07,1.7130475371551768e-08
1901,1.1456914705831878e-07,3.409130666653937e-08
1902,8.151071506645735e-08,2.2096277252359187e-08
1903,1.0962446839180018e-07,2.7001101576829e-08
1904,9.190608896147978e-08,2.203596238814498e-08
1905,1.0476341022469526e-07,3.044847929345451e-08
1906,8.745114010721977e-08,2.2634411678268407e-08
1907,1.2291396112029673e-07,1.1828539703273577e-08
1908,1.394834490131558e-07,2.6030361421902626e-08
1909,1.0671907746395703e-07,1.0451868703853506e-08
1910,1.2558754658442695e-07,2.3514263425283843e-08
1911,1.3992584269040265e-07,1.968538476671e-08
1912,1.963951805628028e-07,1.5107321393870166e-08
1913,1.643926804129059e-07,2.0681659052002033e-08
1914,1.4464966524574407e-07,2.8126323936561448e-08
1915,8.364340686739524e-08,3.7698437260758055e-08
1916,2.2084799100596797e-07,5.493731070060903e-08
1917,2.127486361525044e-07,3.289927263949721e-08
1918,1.5162017064085376e-07,5.054005569604669e-08
1919,1.8507775578768815e-07,2.301962176431971e-08
1920,1.673463265738917e-07,1.8173356597372958e-08
1921,2.02949634209304e-07,2.6504616723599383e-08
1922,1.7338148583512236e-07,2.7298361793270942e-08
1923,1.5817763010517183e-07,4.989495749896378e-08
1924,1.456753575546088e-07,1.5469949321555987e-08
1925,1.5287467647340236e-07,3.849362339991558e-08
1926,1.460144134490804e-07,2.3406890647947876e-08
1927,1.2487131950678076e-07,3.2332752919472796e-08
1928,1.096899955310704e-07,2.6279895593006586e-08
1929,1.2477255495468853e-07,2.1166771890790415e-08
1930,1.1764036145223145e-07,3.991369368350206e-08
1931,1.3914535657022498e-07,1.3686427990933225e-08
1932,1.074034559067627e-07,1.3151443600811774e-08
1933,1.1700075530640675e-07,4.014731747048472e-08
1934,1.1502316965561477e-07,2.036868629318178e-08
1935,8.497481829294884e-08,5.2660449334496207e-08
1936,8.244806082302603e-08,1.9399543305098632e-08
1937,8.310137644684801e-08,1.76275650742852e-08
1938,1.2835562479551754e-07,2.2040864577910213e-08
1939,8.258787165260628e-08,1.6823455517567254e-08
1940,1.1664601373695405e-07,2.789361186472661e-08
1941,1.8299315662773097e-07,5.01755446080665e-08
1942,1.2136847038490828e-07,3.337632992206352e-08
1943,1.0741970157823744e-07,4.935499875458049e-08
1944,8.032965581605822e-08,5.7837350908584995e-08
1945,1.742803275028848e-07,3.267756198965799e-08
1946,1.0858461507723405e-07,4.037120326927379e-08
1947,8.583027044650748e-08,3.576261309312656e-08
1948,1.0437012409880708e-07,2.2830963786191205e-08
1949,6.479225411748502e-08,2.0615716689320607e-08
1950,8.933703710134466e-08,2.4461331626923766e-08
1951,8.102665338682868e-08,2.6653504292539765e-08
1952,9.701219738644795e-08,2.1089607726842985e-08
1953,6.572034605412114e-08,1.939288907237824e-08
1954,8.59983206868975e-08,1.2704296725729591e-08
1955,6.94534967315974e-08,1.407841221379158e-08
1956,5.1454734917300016e-08,9.593255301254544e-09
1957,6.626277981869322e-08,1.4136060544345241e-08
1958,6.948684810881289e-08,2.1507832403955263e-08
1959,7.208195551555718e-08,3.1778065512355624e-08
1960,7.543708191448673e-08,2.3530833059837164e-08
1961,6.670232721717184e-08,2.501337270643944e-08
1962,8.942158374880549e-08,2.663621767595714e-08
1963,7.306640270599019e-08,2.0691369506664614e-08
1964,4.806334885643082e-08,3.041984220075733e-08
1965,7.825021930418785e-08,1.2038495533772675e-08
1966,6.868452961938942e-08,1.8278947022665193e-08
1967,6.162919419239188e-08,2.07074100089244e-08
1968,1.2935277360348607e-07,2.20079384716243e-08
1969,6.176790401379861e-08,2.7250545819867966e-08
1970,6.668151542044143e-08,2.2533753085696162e-08
1971,7.245140343226097e-08,2.6205827730052533e-08
1972,9.336867634601731e-08,1.6929483925842703e-08
1973,5.402939884380231e-08,1.7642251326499547e-08
1974,4.444201562314731e-08,1.2376257352286757e-08
1975,5.311676432029344e-08,1.599214494163448e-08
1976,7.02763819360186e-08,1.3141111976366915e-08
1977,5.994317309188091e-08,1.880570232870582e-08
1978,6.297027099755326e-08,3.5643548557118265e-08
1979,5.6178943497187106e-08,1.7555920828193905e-08
1980,5.11663575952781e-08,1.4781392165819085e-08
1981,6.452060574702045e-08,2.9097527054489092e-08
1982,5.58675191664193e-08,1.80017563078394e-08
1983,4.736487113632393e-08,1.6419821946556112e-08
1984,4.929157376709625e-08,1.449752107252067e-08
1985,5.1132242995244326e-08,1.2031116214394899e-08
1986,4.495863992204363e-08,2.277904553871224e-08
1987,4.033139050507728e-08,2.016569633500609e-08
1988,4.9171742178000244e-08,9.594485983477341e-09
1989,4.93931004985626e-08,1.2073868571604862e-08
1990,4.7403264924472666e-08,1.089730239378639e-08
1991,5.978694517239092e-08,1.2895223833186975e-08
1992,4.573253775674857e-08,1.3774860863069449e-08
1993,5.539207492688547e-08,1.2740177357528637e-08
1994,4.430938460586731e-08,1.0549853435293244e-08
1995,4.12106260228029e-08,1.4098371803328291e-08
1996,4.804283104675733e-08,1.6014277015585776e-08
1997,4.842843281949172e-08,1.342570443707558e-08
1998,5.435667460584881e-08,1.525801340829247e-08
1999,4.2959889867688617e-08,2.3765045487067482e-08
2000,4.550572407779896e-08,3.490244748771687e-08
2001,4.381211837767296e-08,2.935411869131599e-08
2002,4.731719166484183e-08,1.4019908567419748e-08
2003,4.375269146983385e-08,1.2084076517204778e-08
2004,5.373845368694674e-08,1.7178685363106183e-08
2005,4.0533746248350155e-08,8.106749271874492e-09
2006,6.01211951334335e-08,2.388376074691223e-08
2007,4.0743690032929436e-08,2.7162461169183416e-08
2008,5.7475436937570734e-08,1.8306990035021897e-08
2009,4.434418943155549e-08,2.145686739396524e-08
2010,5.1489344343735866e-08,1.1337103367203838e-08
2011,4.81820474629302e-08,6.500752380844688e-09
2012,7.114888089798654e-08,1.3617011074273933e-08
2013,7.028595266911353e-08,1.0877587497404306e-08
2014,8.18538248847922e-08,1.9272462070674123e-08
2015,7.292533191205486e-08,1.6402657676550803e-08
2016,9.362457209505237e-08,2.444181190774941e-08
2017,5.182159290573196e-08,2.012489130898132e-08
2018,6.969959942537685e-08,1.2907333757361528e-08
2019,7.474394408957252e-08,7.652963318616202e-09
