year,trois_DET eaux_NOUN,trois_DET pots_NOUN
1838,1.2624323364462953e-08,5.4284593042908114e-08
1839,1.8876983531868063e-08,4.544458898081416e-08
1840,5.732719632334238e-09,6.242294858793684e-08
1841,0.0,3.7881237702208637e-08
1842,1.8783142152756227e-08,3.5553803456878086e-08
1843,4.843666989717832e-08,5.552496440408561e-08
1844,1.8112252364588244e-08,7.02535869478993e-08
1845,1.5066614622583074e-08,6.696273668893582e-08
1846,1.6978054517835517e-08,4.039605983052752e-08
1847,2.9662729161827883e-08,9.707802206548877e-08
1848,2.333114323960217e-08,7.964769721535703e-08
1849,4.189707314417035e-08,4.860060709432901e-08
1850,2.2403686017469226e-08,5.295417082606946e-08
1851,1.096404567135778e-08,5.482022946701193e-08
1852,4.427170807730363e-08,5.40375271196325e-08
1853,5.971931837933653e-09,4.419229693297666e-08
1854,4.208488119106235e-08,5.6113178104055805e-08
1855,5.837630823180007e-08,7.801197554613282e-08
1856,5.3842768188427925e-08,4.141751475117417e-08
1857,2.0502338549110988e-08,5.7601806213725126e-08
1858,2.6425849952715907e-08,3.817067362188453e-08
1859,4.226503946824778e-08,2.5460865860083004e-08
1860,5.0806741119791e-08,5.584164339267339e-08
1861,5.234719679947375e-08,2.5937800351982787e-08
1862,5.737842562192341e-08,5.8282022791233956e-08
1863,4.9946207170137313e-08,5.094513166881143e-08
1864,3.068625842317374e-08,4.02757137640819e-08
1865,2.729969672543575e-08,3.906680734466761e-08
1866,1.0217787504984699e-08,4.427707916976331e-08
1867,4.610170911689693e-08,4.755755256269367e-08
1868,5.532658775564414e-08,5.680855252876427e-08
1869,4.2974966696363026e-08,6.885761649755295e-08
1870,3.268407855472333e-08,2.9243647947652107e-08
1871,1.3807530230280918e-08,4.5671060711072187e-08
1872,4.898344840853497e-08,3.8702971494330995e-08
1873,8.021245889722195e-08,6.764185317420512e-08
1874,3.823749850084823e-08,5.197909791476718e-08
1875,3.833423067867159e-08,5.607096537074696e-08
1876,7.37613781165436e-08,5.5018735123368856e-08
1877,8.844287080478352e-08,1.3235506268749475e-07
1878,6.03908887342186e-08,6.280652309342827e-08
1879,5.742765785132775e-08,6.414791187125957e-08
1880,4.941741771347097e-08,5.455169160839546e-08
1881,4.3229546664580454e-08,4.3926797088644776e-08
1882,5.856738738430067e-08,4.991538982146437e-08
1883,4.170763850952497e-08,3.917990198942789e-08
1884,4.68720466884065e-08,4.093052119458207e-08
1885,6.896829862768072e-08,5.285421167400273e-08
1886,4.711028545045792e-08,6.776137184694164e-08
1887,3.003305382165422e-08,7.37768468539457e-08
1888,2.346027505595316e-08,4.7554610471678416e-08
1889,7.2675589102289e-08,4.322944313628341e-08
1890,5.636772321127026e-08,4.0637195830584005e-08
1891,7.585322059355804e-08,3.6970476458009216e-08
1892,6.017771747579559e-08,3.761107247868267e-08
1893,4.310891554837326e-08,3.017624039536315e-08
1894,4.348062221382065e-08,5.1042468030004784e-08
1895,2.1667012850556944e-08,5.055636043138634e-08
1896,3.3613064720494634e-08,4.363801409112966e-08
1897,4.078699333831537e-08,4.6031037537197506e-08
1898,1.4711722839955144e-08,3.3950128153215076e-08
1899,2.7085134135518274e-08,3.0954439012020885e-08
1900,4.204752979131143e-08,3.114631841327764e-08
1901,1.676621691482083e-08,5.476963993444883e-08
1902,3.830021244599635e-08,3.977329843252164e-08
1903,1.836074892125339e-08,4.806196152173925e-08
1904,3.117282698639201e-08,6.503296479110077e-08
1905,2.4255568054076804e-08,4.2318222703841e-08
1906,1.4403717052413612e-08,5.812928538517781e-08
1907,1.7999951751335175e-08,6.685696041230926e-08
1908,2.2592390180875555e-08,4.714933510285846e-08
1909,2.6954820153690662e-08,4.620826277168533e-08
1910,1.6566866989364826e-08,4.489086746772841e-08
1911,1.1704823332792103e-08,6.703671728836014e-08
1912,2.7609931674277277e-08,5.365703792392651e-08
1913,1.3787773367468503e-08,3.8181524386615706e-08
1914,1.004511551716547e-08,3.3483718908655646e-08
1915,5.890381071793627e-09,2.3561524287174507e-08
1916,8.789969641043172e-09,3.29623865980011e-08
1917,1.7546279096336548e-08,2.7416060532914344e-08
1918,1.9526838812566893e-08,2.8715941624568586e-08
1919,1.6574126959767455e-08,2.301962137574165e-08
1920,2.4231140649533245e-08,1.665890891899835e-08
1921,1.8931869016913794e-08,2.1960967377943064e-08
1922,3.3938504784281065e-08,3.541409121510242e-08
1923,1.3800732556745743e-08,2.1231897129325716e-08
1924,1.2891624545652292e-08,5.1566497738519956e-08
1925,1.3197813952814386e-08,4.2892892793133797e-08
1926,2.452150482668003e-08,3.566764306128789e-08
1927,1.3379070296082318e-08,2.564321655018631e-08
1928,9.14083297942625e-09,4.341895543102936e-08
1929,3.119313873867213e-08,2.33948540540041e-08
1930,2.520864939015155e-08,4.306477363602568e-08
1931,2.3951248984133144e-08,2.9653927313688655e-08
1932,1.8631212128639163e-08,3.287861005674131e-08
1933,2.0647192178202545e-08,3.211785415402346e-08
1934,1.4377896206951846e-08,4.0737370810006723e-08
1935,1.6755597798123745e-08,3.590485153637246e-08
1936,2.182448710641438e-08,3.394919900756577e-08
1937,1.1332006222275481e-08,1.888667666705146e-08
1938,6.482607339819424e-09,7.779128674556546e-09
1939,1.6823456405745674e-08,1.8352860564618823e-08
1940,1.0143131667916805e-08,2.028626333583361e-08
1941,1.7709016475464523e-08,1.4757512545315876e-08
1942,6.068423541449874e-09,3.3376331032286544e-08
1943,1.7419411690866582e-08,3.193558839598154e-08
1944,3.2131861615880553e-09,3.213186161588055e-08
1945,8.714016175304096e-09,3.7034568745042407e-08
1946,1.3921104269343232e-08,3.3410650246423756e-08
1947,2.8610090296865565e-08,2.9802176726434482e-08
1948,1.0871888278529696e-08,2.0656587329526133e-08
1949,1.3743811422273211e-08,2.3560819517598475e-08
1950,1.70165788127008e-08,2.5524867997006595e-08
1951,1.0661401539380222e-08,2.7719644801749155e-08
1952,1.7926167217297007e-08,2.7416489301046454e-08
1953,1.185120990232491e-08,2.2625037399137682e-08
1954,1.2704296725729591e-08,2.9317607452838956e-08
1955,4.6928039232341234e-09,1.9709776921672528e-08
1956,2.8779767013986657e-08,5.232684996414605e-08
1957,2.47381048978923e-08,1.943708272111877e-08
1958,1.8198935247681902e-08,2.068060889204304e-08
1959,1.705164498488898e-08,2.247716912595621e-08
1960,9.689166802218097e-09,2.353083289330371e-08
1961,8.33779090214648e-09,3.47407969059077e-08
1962,1.268391242037481e-08,2.283104338918207e-08
1963,2.392439713005956e-08,3.03904500453811e-08
1964,1.0951143103454797e-08,3.711220819546668e-08
1965,1.860494691641179e-08,2.7907420374617686e-08
1966,1.1632056873267516e-08,2.104848417783245e-08
1967,1.4791006530678885e-08,2.563774548214326e-08
1968,1.7067379731727783e-08,3.0990768506988786e-08
1969,1.0446042669753908e-08,2.6796371760395843e-08
1970,1.655541059797372e-08,2.2993624781975086e-08
1971,2.6719667811647696e-08,2.671966659040237e-08
1972,1.8468529372484e-08,4.155418897866525e-08
1973,1.0475087075523248e-08,4.245166906891029e-08
1974,1.2938814686336286e-08,2.418995859176931e-08
1975,2.1703624231150798e-08,2.2845920266689745e-08
1976,1.142705374768127e-08,2.7424929660568864e-08
1977,2.8796231177352638e-08,2.7033196681180982e-08
1978,1.8415833413776284e-08,3.9207903590465776e-08
1979,2.0481905949054635e-08,2.399308984823989e-08
1980,1.8192481354706302e-08,3.354238775621354e-08
1981,3.09951919685858e-08,3.0362638625547334e-08
1982,1.8622506647858472e-08,3.165826112372372e-08
1983,2.084054306905614e-08,3.220811239934562e-08
1984,1.681712458179163e-08,2.2616133243946734e-08
1985,3.128090220183566e-08,3.2484013701150616e-08
1986,1.3187867908825979e-08,2.0381250576129162e-08
1987,2.077677729861449e-08,2.5665430003485312e-08
1988,1.798966176025374e-08,1.9188972077976985e-08
1989,1.8659615408367358e-08,2.7440611560791695e-08
1990,1.9070277801347402e-08,2.2884333983341776e-08
1991,2.2859715009815318e-08,2.3445861252469058e-08
1992,1.1019888224161889e-08,2.589673719910479e-08
1993,2.4926434250005514e-08,2.8803878393546256e-08
1994,2.215469208088905e-08,3.0594573541264936e-08
1995,1.8436332793747567e-08,2.7112254219474607e-08
1996,1.3345230698291743e-08,2.455522474242855e-08
1997,8.151320618488e-09,3.5961708277909565e-08
1998,1.8118891276230897e-08,3.2423279727744614e-08
1999,1.1882523187622951e-08,3.701862771876563e-08
2000,1.6788519130450652e-08,2.87172046142814e-08
2001,1.8401088985875447e-08,2.4972906409459483e-08
2002,1.2267419968736704e-08,3.46116511007466e-08
2003,1.750107614384433e-08,2.9168459647621603e-08
2004,1.3214373428827031e-08,2.0702519032411715e-08
2005,1.0808999029165989e-08,2.0266873845820044e-08
2006,1.4412614657288714e-08,2.2236605667913523e-08
2007,1.2382886716011399e-08,2.8760251513659796e-08
2008,1.0217855089811323e-08,2.128719794880496e-08
2009,1.1443661795951243e-08,2.7178697958873954e-08
2010,1.1809482836078189e-08,3.3538931631937885e-08
2011,6.1183551280930004e-09,2.485581782063484e-08
2012,7.829781378809741e-09,3.8468056073881485e-08
2013,6.972812605088308e-09,4.1279051732345806e-08
2014,9.311414264634443e-09,3.313131236026834e-08
2015,7.536356427806368e-09,4.0120015976086165e-08
2016,7.45682449121432e-09,4.059826341773487e-08
2017,4.528100561174142e-09,3.6727926755464324e-08
2018,7.48625367252842e-09,3.87220020492407e-08
2019,5.35707450621814e-09,3.443833440641697e-08
