year,nombreux_ADJ artisans_NOUN,nombreux_ADJ partisans_NOUN
1854,1.0391328686409906e-08,5.325555889612588e-07
1855,7.429711956774554e-09,5.163649916539725e-07
1856,5.177189343896771e-09,5.280733148538275e-07
1857,1.4644527812635033e-09,5.032835588281159e-07
1858,4.893676130990343e-09,4.859420528191549e-07
1859,2.0877910955618972e-08,5.489362706612155e-07
1860,1.0985241161165504e-08,4.4902174067829037e-07
1861,8.017138064531082e-09,4.428289912539185e-07
1862,5.421583626485926e-09,5.398993607741431e-07
1863,0.0,4.075610604559188e-07
1864,1.726102105692462e-08,4.252923702097178e-07
1865,3.294791106611683e-09,4.678603318097885e-07
1866,7.784980660119345e-09,4.325529801008088e-07
1867,1.0190904120577216e-08,4.3869414412256447e-07
1868,1.975949626142892e-09,4.599022815909848e-07
1869,9.767038733343725e-09,4.971422526978131e-07
1870,6.307453670473251e-09,5.682442179022473e-07
1871,1.0621176826930423e-08,4.057289686443255e-07
1872,5.442605477412599e-09,3.94286530536192e-07
1873,2.9930022904522957e-09,3.9866790757514536e-07
1874,1.9716210886144836e-08,3.698283137509861e-07
1875,6.293679799540541e-09,4.462791309833847e-07
1876,4.836811839936672e-09,4.1173359477397753e-07
1877,4.329371083855449e-09,3.2470285304952995e-07
1878,1.1474268646338714e-08,3.581179441880522e-07
1879,6.720257683667796e-09,3.3112542041635606e-07
1880,6.417846254436199e-09,5.461587306854199e-07
1881,1.1156012114099667e-08,3.8767143450968433e-07
1882,7.986462158271479e-09,3.627184810284234e-07
1883,1.2638677882037541e-09,3.494594409403362e-07
1884,1.5844072720483382e-08,4.1194590494342265e-07
1885,6.445635580831777e-09,4.312130386097124e-07
1886,1.2906927970846027e-08,4.3689951212400047e-07
1887,2.154545164501087e-08,3.4538010140749975e-07
1888,1.1413106904001324e-08,4.019949813027779e-07
1889,3.00726554769426e-08,3.4520903113843815e-07
1890,1.9007721618891082e-08,3.27719334336507e-07
1891,4.461953917456185e-09,3.614182730871107e-07
1892,1.002961980134387e-08,3.5793206620837736e-07
1893,1.0469308087124318e-08,4.249307323789253e-07
1894,2.142523314319078e-08,3.6233851119504834e-07
1895,7.824199066419624e-09,3.4968149975611595e-07
1896,1.0024948871034667e-08,3.7387164297797426e-07
1897,1.5149455023788505e-08,3.729096533788834e-07
1898,1.6975064909274806e-08,3.479888164292788e-07
1899,6.633094074004475e-09,4.123573376091372e-07
1900,2.5436159845071415e-08,3.493578901725414e-07
1901,1.7325090695408107e-08,3.425896863973321e-07
1902,2.6515532880466708e-08,2.960901213100442e-07
1903,1.7820726228023887e-08,3.510143073981453e-07
1904,2.6873125946735854e-08,2.9614184882120753e-07
1905,1.8062657147766004e-08,3.282242744262476e-07
1906,4.3211148437194424e-08,2.6543992248662107e-07
1907,2.3657079850636364e-08,3.157705918965803e-07
1908,1.1296195090437777e-08,2.6816184117706143e-07
1909,1.980354014108343e-08,3.8011796732462244e-07
1910,1.5498036631811374e-08,3.1263280675375427e-07
1911,2.926205766584644e-08,3.34119505396302e-07
1912,1.82329742415277e-08,3.198584579422459e-07
1913,2.4924052155483878e-08,3.5477000892569777e-07
1914,1.4732836284281348e-08,3.026928254712402e-07
1915,3.416420923940677e-08,2.6388906348984165e-07
1916,5.16410700868164e-08,3.537962811606121e-07
1917,4.8252267959014716e-08,3.081565296270128e-07
1918,2.2972752589112133e-08,2.3776799196184584e-07
1919,1.2890987832747669e-08,2.826809577527456e-07
1920,1.2115570768855832e-08,2.8244423333489976e-07
1921,7.572747762196741e-09,2.900362403579493e-07
1922,2.1396012073182646e-08,2.257648219483599e-07
1923,3.3971033985835675e-08,1.794095254581407e-07
1924,2.4494086758863887e-08,2.2044677905341814e-07
1925,1.8696901804560184e-08,2.0896537478165556e-07
1926,3.009457216762712e-08,2.396419631622848e-07
1927,3.1217830098739796e-08,2.3524864900537068e-07
1928,2.399468712610542e-08,2.33091242307637e-07
1929,3.342121956961819e-08,2.3840469509650575e-07
1930,2.2057568216382606e-08,2.909498277858802e-07
1931,2.737285598186645e-08,2.81712317473648e-07
1932,3.835837958376942e-08,2.2905432217612542e-07
1933,4.01473165823063e-08,2.6382522833046096e-07
1934,7.7880272897346e-08,2.863597785562888e-07
1935,4.188899538348778e-08,2.4295616185554536e-07
1936,5.8198629915295896e-08,2.643187713147199e-07
1937,4.5328025777280345e-08,2.43008571487735e-07
1938,4.019216603978748e-08,2.2300169177924545e-07
1939,7.494084997006212e-08,1.9729324662876024e-07
1940,4.3108308034334186e-08,2.332920274739081e-07
1941,3.836953510472085e-08,2.036536841387715e-07
1942,5.461581054078124e-08,1.3047110769548453e-07
1943,5.2258233296242906e-08,2.0612969819922e-07
1944,3.855823393905666e-08,2.4741532911320974e-07
1945,5.664110602765504e-08,3.1588308502250584e-07
1946,5.707652661612883e-08,2.3665877790790546e-07
1947,4.0530959921625254e-08,2.3722533626369113e-07
1948,6.631851334759631e-08,1.728630110164886e-07
1949,5.5956945743673714e-08,2.0517546772680362e-07
1950,6.593923984610228e-08,1.9462711975393177e-07
1951,5.543929049167673e-08,1.4925961977496627e-07
1952,6.326882129314981e-08,1.3181005442675087e-07
1953,5.925604895651304e-08,1.3575022705936135e-07
1954,6.840775057526116e-08,1.5342881454216695e-07
1955,7.508486277174597e-08,1.6800238711311977e-07
1956,8.110662008675718e-08,1.3866615233837365e-07
1957,5.566073824070372e-08,1.581471735789819e-07
1958,5.9560154141991006e-08,1.670993157176781e-07
1959,5.8905683886223414e-08,1.519146621831169e-07
1960,6.505583627358646e-08,1.3841666657299356e-07
1961,8.129346440455265e-08,1.4591134345209866e-07
1962,6.785893447158742e-08,1.59817304279386e-07
1963,8.082566438361027e-08,1.500124398035041e-07
1964,7.665800438871884e-08,1.6974271943581698e-07
1965,7.715581062939236e-08,1.855022730978817e-07
1966,5.317511764246774e-08,1.7780429573122092e-07
1967,5.571279260152551e-08,1.671383813572902e-07
1968,6.19815381242006e-08,2.2052851988973998e-07
1969,7.766406184828156e-08,1.7394931717262807e-07
1970,7.587896533323146e-08,1.4439996220971807e-07
1971,8.735275969229406e-08,1.6751175735407742e-07
1972,6.412683717371692e-08,1.5903455619081797e-07
1973,8.600597567465229e-08,1.6043422590428236e-07
1974,7.425754944279106e-08,1.5189043267582747e-07
1975,9.19548313049745e-08,1.3364864059894899e-07
1976,7.770396592832185e-08,1.4112411861333385e-07
1977,1.0225600277635749e-07,1.1753563455840776e-07
1978,9.683164137186395e-08,1.4138606729829917e-07
1979,4.9156575698816596e-08,1.3693617972876382e-07
1980,6.82218086467401e-08,1.2166222518317227e-07
1981,8.729258382800253e-08,1.201854473720232e-07
1982,8.81465354041211e-08,1.185632925171376e-07
1983,4.9890996223211914e-08,1.124126285390048e-07
1984,8.350572500148701e-08,1.1424046419961087e-07
1985,7.459291850864247e-08,1.2452204600776895e-07
1986,8.092555248140343e-08,8.991727895590884e-08
1987,7.760737474882262e-08,1.2649391578634095e-07
1988,6.836071264615384e-08,1.1873176219978632e-07
1989,1.0043263642955935e-07,1.1744581485118033e-07
1990,6.919786699199904e-08,1.4874817111376615e-07
1991,6.330382262831336e-08,1.1898774232577125e-07
1992,9.036308767917944e-08,1.3885059502172226e-07
1993,7.754890418709692e-08,1.1798511678762225e-07
1994,5.8551684389840375e-08,1.2343328137376375e-07
1995,7.157635195653711e-08,1.328500474073735e-07
1996,8.48756656068872e-08,1.1476898009732395e-07
1997,7.863626905191268e-08,1.5391611896120594e-07
1998,8.67799485604337e-08,1.2587861419888213e-07
1999,8.4091702490241e-08,1.3619199989989283e-07
2000,7.731554774181859e-08,1.214958729178761e-07
2001,6.966126875340706e-08,1.0690156670989381e-07
2002,9.419625968121181e-08,1.401990914473572e-07
2003,7.167107440864129e-08,1.5125930019621592e-07
2004,7.884576547212419e-08,1.4359619626702624e-07
2005,8.106749049829887e-08,1.3826510780745593e-07
2006,1.0582976983641856e-07,1.3877289006813953e-07
2007,8.428351350175944e-08,1.5458635971299373e-07
2008,1.1282214984476013e-07,1.1665384391790212e-07
2009,1.0156249885540092e-07,1.1586708126287704e-07
2010,9.778251808256755e-08,1.2518052017185255e-07
2011,1.2274949767743237e-07,8.565697129370164e-08
2012,1.2187224740500824e-07,1.1574459080065935e-07
2013,7.112269173603636e-08,1.0012958995275767e-07
2014,7.29755029738044e-08,1.0242555958939192e-07
2015,8.999295886269465e-08,8.844136090147003e-08
2016,7.995372897084962e-08,1.3318717151378223e-07
2017,7.52167821360672e-08,8.200893120147157e-08
2018,8.260693107331463e-08,8.67372804691513e-08
2019,9.004986623040168e-08,9.030496528339427e-08
