year,ces_DET airs_NOUN,ces_DET paires_NOUN
1852,5.546984809257083e-07,5.0131200524106134e-08
1853,3.702597801691354e-07,1.911018188138769e-08
1854,5.268403597824545e-07,3.4291385730966795e-08
1855,3.5184992697168127e-07,5.094659627502551e-08
1856,4.498977546063543e-07,4.297067013325773e-08
1857,4.266438917710502e-07,2.0990489457695105e-08
1858,3.4402541970735e-07,2.985142349976044e-08
1859,5.356966497060967e-07,2.9025387870973418e-08
1860,3.712096017238764e-07,3.020941319320514e-08
1861,4.456585642742539e-07,3.5841325685126435e-08
1862,3.194216411372963e-07,3.298130127338261e-08
1863,3.041724134789092e-07,7.99139360241341e-09
1864,3.490561972796513e-07,2.0617330509509202e-08
1865,4.2079188133925527e-07,4.094954464406442e-08
1866,3.649209681100274e-07,2.5787748159089574e-08
1867,3.3532926302370925e-07,6.017486242626546e-08
1868,3.665386465456777e-07,3.062721987134864e-08
1869,4.2193605054308136e-07,2.9301115644919662e-08
1870,2.712205091626174e-07,3.096386436141074e-08
1871,2.655294260023311e-07,5.947859338384376e-08
1872,3.319989190231354e-07,5.6844990048432464e-08
1873,3.3162464418978743e-07,4.190203295451056e-08
1874,3.0231522352153206e-07,9.678866508266992e-08
1875,2.4888642258247273e-07,1.9453191668628023e-08
1876,2.6844305978102057e-07,2.7207066821688386e-08
1877,3.117147393538744e-07,4.3293710616509884e-08
1878,3.907290277993525e-07,2.113681007998025e-08
1879,3.097427843101741e-07,4.032154787836362e-08
1880,2.5350492194320395e-07,4.299957057085635e-08
1881,3.249188438303463e-07,5.508280992438941e-08
1882,2.622221639825284e-07,3.4608003574021495e-08
1883,2.4076681448548243e-07,5.245051237778853e-08
1884,3.129204415586173e-07,5.677459302688703e-08
1885,2.391330813367176e-07,4.4474886218281995e-08
1886,3.175104374975035e-07,4.775563311465447e-08
1887,2.872726856395502e-07,3.852065688647599e-08
1888,2.460158547989977e-07,3.931181247196491e-08
1889,3.0887123614320444e-07,3.571127837886934e-08
1890,2.5758738786407775e-07,4.522526531047788e-08
1891,2.2373512464923806e-07,5.099376121364685e-08
1892,2.3506920854288182e-07,5.20286516092483e-08
1893,1.9460596156761767e-07,7.390099954207585e-08
1894,2.350474090917487e-07,4.222031479983457e-08
1895,2.4194829784107696e-07,1.2037228991346183e-07
1896,2.1642096648122333e-07,2.5946928161602045e-08
1897,2.1966709518039806e-07,4.0204323425996336e-08
1898,2.2633420115880654e-07,5.997856267203616e-08
1899,2.5150482407809704e-07,2.9296165493519766e-08
1900,2.3515470104484848e-07,4.671947984036251e-08
1901,2.1851968501351848e-07,4.02389199738451e-08
1902,1.9935752160193942e-07,1.6596759699893937e-07
1903,2.694710055095584e-07,4.320176261174424e-08
1904,1.9348650681649815e-07,4.944655351835081e-08
1905,1.9610884827159225e-07,3.457708719345476e-08
1906,1.8879157437368121e-07,3.4466036580305115e-08
1907,2.000566077242638e-07,4.319988544665421e-08
1908,2.681618447297751e-07,2.161011236623267e-08
1909,2.2884090888908304e-07,2.2003933786152174e-08
1910,2.933938674232195e-07,3.473697995914904e-08
1911,2.0270625533669318e-07,4.681929421934683e-08
1912,2.9745795515623286e-07,4.7926675073028946e-08
1913,2.6196769375985696e-07,4.295421529576515e-08
1914,2.270196119980028e-07,5.089525245693949e-08
1915,1.684648918143239e-07,2.238344753990873e-08
1916,1.4173825491070602e-07,4.8344833913915863e-08
1917,2.5771097966753587e-07,3.399591652630818e-08
1918,2.63038021586226e-07,4.5945505178224266e-08
1919,2.2282992784283806e-07,3.314825314237879e-08
1920,2.559414298275442e-07,6.057785428836837e-08
1921,3.612200565328294e-07,3.9378287519653554e-08
1922,3.1430005975607855e-07,3.836526624168002e-08
1923,2.6964508137439225e-07,2.229349194138308e-08
1924,3.0166401998599213e-07,5.801231051094646e-08
1925,3.1894715490921044e-07,3.739380627365563e-08
1926,3.35498771875109e-07,4.45845556029667e-08
1927,3.7015426102016136e-07,4.0137208223711696e-08
1928,2.685119735446051e-07,5.0274582275022794e-08
1929,3.130454260258375e-07,2.4508894691521732e-08
1930,3.445182059635954e-07,4.516549356736732e-08
1931,2.919771411313832e-07,4.334035530462188e-08
1932,2.1590287069273018e-07,3.287861050083052e-08
1933,2.2253084708268034e-07,8.029463849368312e-08
1934,2.1447027975796118e-07,4.912448048344231e-08
1935,2.5492445665520336e-07,6.22350775358882e-08
1936,3.0918022098092024e-07,6.18360447290911e-08
1937,1.586480848914107e-07,6.799203466911763e-08
1938,1.970712553145404e-07,6.741911806606993e-08
1939,1.529405118105842e-07,6.270560870547115e-08
1940,1.3946805843545462e-07,4.3108308922512606e-08
1941,3.5418031529843574e-07,6.198155277914452e-08
1942,1.8205270713167465e-07,6.978687383529802e-08
1943,1.9451676003257035e-07,1.2193587672904016e-07
1944,2.7954719428180397e-07,8.675602281016381e-08
1945,2.091363882072983e-07,6.099811233895025e-08
1946,2.0324812055605435e-07,4.037120326927379e-08
1947,1.8954184177744082e-07,4.4107222318956474e-08
1948,2.58750922910167e-07,5.327224994466917e-08
1949,2.130290823743053e-07,6.67556565581151e-08
1950,1.7441992206101986e-07,4.4668516441248585e-08
1951,2.1855874088316796e-07,5.863771024294806e-08
1952,1.6660790080891275e-07,7.592258555177978e-08
1953,1.853098279269716e-07,6.572034694229956e-08
1954,2.277000969996834e-07,6.352148318455875e-08
1955,2.017905682549781e-07,8.16547860438277e-08
1956,2.2936601773437815e-07,7.761815634665936e-08
1957,1.899533081939353e-07,9.630190778153747e-08
1958,1.7537156615787808e-07,7.527741807678012e-08
1959,1.8524288059040828e-07,6.510628036693333e-08
1960,2.159299992143815e-07,6.090333393160563e-08
1961,1.9732772749136984e-07,7.365049015106706e-08
1962,1.953322588121864e-07,7.229830467636589e-08
1963,2.3342452060148844e-07,7.435960958090959e-08
1964,1.898198114247407e-07,6.144808173402794e-08
1965,1.931631334883832e-07,6.621172321530366e-08
1966,1.9275980278621319e-07,7.699313897546745e-08
1967,2.760987953820404e-07,7.83923335134773e-08
1968,3.265259405083043e-07,7.141351154871245e-08
1969,1.7349514536135757e-07,7.675570357079664e-08
1970,1.9590568989258372e-07,5.8863681928755796e-08
1971,2.3585244868229438e-07,6.782684547346207e-08
1972,3.539801411989174e-07,7.2335072154317e-08
1973,1.6429347304836028e-07,9.978898951601423e-08
1974,1.4176440465973883e-07,7.819544389775501e-08
1975,1.2565256346519504e-07,7.082235331523634e-08
1976,1.142705370327235e-07,9.48445437742862e-08
1977,1.3575366342166717e-07,9.167779513319374e-08
1978,1.841583285866477e-07,7.78217437158446e-08
1979,1.4805492387637287e-07,8.71944010327752e-08
1980,1.4553986193988067e-07,7.447547112349184e-08
1981,1.3030631418331495e-07,8.729258293982411e-08
1982,1.502215489779246e-07,7.386927691754863e-08
1983,1.591459621863578e-07,8.399369999523287e-08
1984,2.1456332177649529e-07,5.4510679525776595e-08
1985,1.3715471602893103e-07,7.459292294953457e-08
1986,1.492626822141574e-07,9.531231981441124e-08
1987,1.796580146873339e-07,9.838415326868244e-08
1988,1.3192418135687944e-07,7.255829981289708e-08
1989,1.388494963450171e-07,5.707647154906681e-08
1990,1.422097835046543e-07,6.865300150593612e-08
1991,1.9460065026066786e-07,7.619904440758773e-08
1992,1.3885059324536542e-07,6.556833476167867e-08
1993,1.5066644287742292e-07,8.696555653386895e-08
1994,1.329281484885314e-07,8.598130474268828e-08
1995,1.5887781223966613e-07,7.374533073090106e-08
1996,1.564061022918395e-07,7.153043313223861e-08
1997,1.3138010679369927e-07,6.041566891212824e-08
1998,1.320771794155462e-07,7.438281635074873e-08
1999,1.5584385515410304e-07,6.489685677735224e-08
2000,1.586073281600875e-07,6.229424354131652e-08
2001,1.349413158990842e-07,6.265132679317276e-08
2002,1.5991459179076628e-07,7.623325437577932e-08
2003,1.6084323029019743e-07,6.375391947699427e-08
2004,1.6870350627584685e-07,7.79648070547978e-08
2005,1.4186810837202302e-07,8.241861504387771e-08
2006,1.8365789244967345e-07,7.329844020631526e-08
2007,1.633742110485059e-07,6.51100164894558e-08
2008,1.8775308419094472e-07,8.216858837784002e-08
2009,1.7165492316451036e-07,6.866197388433193e-08
2010,1.620261036450188e-07,6.802262042526763e-08
2011,1.5181169388256421e-07,5.888916732033067e-08
2012,1.9846793719580091e-07,7.625525810794898e-08
2013,1.676264123062765e-07,6.024510157409679e-08
2014,2.7154682591401524e-07,5.803393188230643e-08
2015,2.4138505594351045e-07,5.7409303533262346e-08
2016,2.479394041188243e-07,6.48329425700922e-08
2017,1.5395541641538557e-07,7.068867846626858e-08
2018,2.1632690661022025e-07,6.118076090189106e-08
2019,2.522926862980057e-07,5.867271912762817e-08
