year,autres_ADJ arts_NOUN,autres_ADJ parts_NOUN
1860,5.451425864055892e-07,8.513561766676503e-08
1861,7.748328363921253e-07,8.441575261031176e-08
1862,6.704691488668146e-07,5.963742211179124e-08
1863,6.218302814886556e-07,7.242200439350199e-08
1864,6.458498544859026e-07,7.623617648278014e-08
1865,7.827482351174808e-07,7.813361690978127e-08
1866,7.167048048373204e-07,7.006482860560936e-08
1867,5.794256665581088e-07,7.085104414272791e-08
1868,5.685795168020036e-07,9.188165961404593e-08
1869,6.431594505862392e-07,6.788091866383184e-08
1870,5.395739641755881e-07,3.039045992636602e-08
1871,2.347280185777123e-07,3.717412155879174e-08
1872,4.922534344586893e-07,6.047338985126771e-08
1873,4.704999520543929e-07,5.806424496768159e-08
1874,4.63032222342008e-07,6.930546447847519e-08
1875,6.545427266857473e-07,7.323554740423788e-08
1876,5.39909145835793e-07,5.501873445723504e-08
1877,5.133397468215506e-07,1.0514187209764714e-07
1878,5.78544717910745e-07,6.944951991272319e-08
1879,4.838585692112929e-07,1.8205788876457518e-07
1880,5.78889705282748e-07,1.084615988133919e-07
1881,4.69249755052914e-07,8.855084843162331e-08
1882,5.770219146938871e-07,9.250985044673143e-08
1883,5.118664372361081e-07,1.2954645001173049e-07
1884,4.964475914803756e-07,8.846274113238906e-08
1885,4.434597338232038e-07,9.152802959988549e-08
1886,4.1495771796462577e-07,9.486591778795628e-08
1887,4.4919002384347095e-07,1.2470246701923315e-07
1888,3.956543519478828e-07,5.5163347667530616e-08
1889,5.275244894242803e-07,7.20490760386383e-08
1890,3.604912581778308e-07,9.110597432027134e-08
1891,3.3018460143807715e-07,1.1282369172249673e-07
1892,4.3503474578265866e-07,1.1220637219366836e-07
1893,3.966020190038222e-07,9.052872229631248e-08
1894,4.3039514707743365e-07,9.263262512604342e-08
1895,3.936173929020015e-07,8.967735709575209e-08
1896,4.239963872221253e-07,8.96348382184442e-08
1897,4.067045964450955e-07,8.157398667663074e-08
1898,4.0796739986248554e-07,9.449452420540183e-08
1899,4.405479838709425e-07,8.844125432005967e-08
1900,5.211817092343196e-07,8.980521926105212e-08
1901,3.867407447621929e-07,6.035838140405758e-08
1902,4.0067915785257924e-07,8.249276817196005e-08
1903,4.4605820015419795e-07,8.262337303222012e-08
1904,5.165014957952963e-07,1.0373026526622198e-07
1905,4.3814844374878703e-07,1.1508493003020703e-07
1906,4.3674127397919094e-07,1.1368647534482079e-07
1907,4.3817025563441803e-07,1.527424444702774e-07
1908,4.813161229577645e-07,1.3260751074994914e-07
1909,4.3732818877373347e-07,1.4192536923474108e-07
1910,3.8210677644201496e-07,9.672912426594849e-08
1911,3.8679119196416423e-07,1.1066378391433318e-07
1912,3.9643694671465113e-07,9.3248637256238e-08
1913,4.2636038166676826e-07,9.174172532766534e-08
1914,4.205555033109931e-07,7.567320636781005e-08
1915,2.4503984263901657e-07,9.660224975505116e-08
1916,2.6150158305426885e-07,7.031975712834537e-08
1917,2.6538747521787087e-07,7.347504293875318e-08
1918,3.331049205357317e-07,6.776961924970237e-08
1919,3.8949199382409816e-07,9.299926517769563e-08
1920,4.793222956323007e-07,7.420786829470671e-08
1921,5.44480556641247e-07,5.755288157160976e-08
1922,5.747411826462212e-07,6.49258353746518e-08
1923,4.872720182902412e-07,8.811237250938575e-08
1924,4.6538765363646206e-07,6.187979550986711e-08
1925,5.290123565870886e-07,6.488924952918751e-08
1926,6.119230118173391e-07,4.346993875969929e-08
1927,6.879071619003696e-07,8.807887752482202e-08
1928,4.650398696126601e-07,5.827281057690925e-08
1929,5.158008338224107e-07,6.461435475557664e-08
1930,6.344176508576993e-07,4.936693542845205e-08
1931,4.961330288821841e-07,7.299428261831054e-08
1932,4.7235602629314144e-07,5.8085543486186e-08
1933,4.1523796490139375e-07,9.405943046658649e-08
1934,4.900466397117498e-07,8.267290496632995e-08
1935,5.074552547057465e-07,6.223507398317452e-08
1936,3.989031025497525e-07,5.092380206406233e-08
1937,4.4698469991999445e-07,4.0291578073947676e-08
1938,4.395207824359204e-07,3.630260181353151e-08
1939,3.685866110103575e-07,8.258787431714154e-08
1940,5.020850113446329e-07,8.114505334333444e-08
1941,5.135614391527099e-07,4.7224041566096275e-08
1942,5.097475888060643e-07,6.675266206457309e-08
1943,5.05162915942492e-07,6.096794180621146e-08
1944,4.884042805741728e-07,3.855823393905666e-08
1945,6.600867350492479e-07,2.832055301382752e-08
1946,7.419948699904921e-07,6.40370814153357e-08
1947,6.46111232072144e-07,4.0530959921625254e-08
1948,5.957794666500149e-07,3.370285384107774e-08
1949,6.420323277467332e-07,3.9268034157657894e-08
1950,6.03024975287525e-07,4.679559140186029e-08
1951,6.620730284012666e-07,4.051332780363737e-08
1952,4.123018431112513e-07,5.799642011083961e-08
1953,5.904057341910018e-07,4.740483916521043e-08
1954,6.058972523703687e-07,2.9317607896928166e-08
1955,5.715835231789868e-07,4.6928040120519654e-08
1956,5.180357991463325e-07,3.488456457034772e-08
1957,4.788590559634542e-07,5.566073824070372e-08
1958,4.897167880102415e-07,7.445019178931034e-08
1959,5.805309966078198e-07,4.650448559573306e-08
1960,6.131858114599709e-07,3.944875004435744e-08
1961,6.072691003389252e-07,4.7247482370949e-08
1962,5.327243437491802e-07,3.424656469519505e-08
1963,6.491917368123268e-07,4.7202188824257973e-08
1964,5.366060200628908e-07,6.509846173230471e-08
1965,5.52129188591266e-07,6.785333539482963e-08
1966,5.001784657565622e-07,5.705247119180967e-08
1967,5.827656757162458e-07,5.867099517331553e-08
1968,7.626424238793561e-07,5.7939264053175066e-08
1969,6.131373062601142e-07,1.1808570121729645e-07
1970,6.185285226223414e-07,9.289424696135029e-08
1971,6.941974959318031e-07,1.0071259026744883e-07
1972,6.628149584742005e-07,9.542073087231984e-08
1973,5.838482834974457e-07,1.5436970102200576e-07
1974,4.483580520187047e-07,1.41764402883382e-07
1975,5.180312570018941e-07,1.4221585331597453e-07
1976,4.462264597826504e-07,8.741696433389734e-08
1977,5.159814682187402e-07,8.168726850499297e-08
1978,5.358413313061305e-07,5.702967698084649e-08
1979,5.846121222674583e-07,6.320131262782525e-08
1980,6.282091256082367e-07,7.16328969474489e-08
1981,5.496902595325537e-07,6.262293794634388e-08
1982,4.637004069607542e-07,5.835052263591933e-08
1983,6.258478242315846e-07,5.115406054301275e-08
1984,6.164345762726953e-07,6.668859953151696e-08
1985,5.492204770973785e-07,9.985826210368032e-08
1986,5.802661675602394e-07,6.893658621720533e-08
1987,5.848051882750838e-07,5.499735067360234e-08
1988,6.22442299924586e-07,5.396898572485043e-08
1989,6.536353298614017e-07,4.610022585893603e-08
1990,7.333884077809216e-07,5.557624049856713e-08
1991,6.002140580108062e-07,6.447611866633451e-08
1992,6.727641643777815e-07,6.611932690248068e-08
1993,6.392245301967137e-07,5.926952084678305e-08
1994,6.150564355600352e-07,6.488159698392337e-08
1995,7.054608470724588e-07,6.235818261757231e-08
1996,6.469767610539634e-07,1.1423517065622946e-07
1997,6.722442336126733e-07,7.623881970175717e-08
1998,7.414440945652245e-07,9.011764490196583e-08
1999,7.376304775874587e-07,6.718195777466462e-08
2000,6.37080125542866e-07,8.703521814368287e-08
2001,7.277192972665603e-07,7.798556822535829e-08
2002,7.439314018142795e-07,5.651775580872709e-08
2003,7.25461305250974e-07,4.791961316641391e-08
2004,6.862664934104146e-07,4.669078634833568e-08
2005,7.26004444118189e-07,6.935774621297242e-08
2006,7.807519075697655e-07,6.712160427468916e-08
2007,7.533588020081083e-07,5.672160696690298e-08
2008,6.33932794258385e-07,4.342588511008216e-08
2009,7.023547476947556e-07,6.580105349485166e-08
2010,6.126759766189593e-07,4.487603533220863e-08
2011,4.393743785469084e-07,5.2770811720392885e-08
2012,3.6527630831173497e-07,4.0510606424959406e-08
2013,3.68164493558254e-07,6.638117611146299e-08
2014,4.1966327390952074e-07,3.291476602385046e-08
2015,4.903064736438978e-07,4.965128752587589e-08
2016,4.3436001861962836e-07,4.9712159722048455e-08
2017,3.894166475948424e-07,3.7482607240235666e-08
2018,3.7508712624756413e-07,3.381721214168465e-08
2019,3.8519914202783667e-07,3.979540963428008e-08
