year,aurions_VERB assez_ADV,aurions_VERB passé_VERB
1857,4.393358121745905e-09,2.9289054737091647e-08
1858,5.3830437884982985e-09,3.6213201326518174e-08
1859,1.0693564256314403e-08,2.2914779407301467e-08
1860,2.0597328287408345e-08,2.1512764902809067e-08
1861,1.3204698667834691e-08,8.960331143725853e-09
1862,8.584174260306554e-09,2.5752521892741242e-08
1863,1.748117206545885e-08,1.748117206545885e-08
1864,1.6781548595190543e-08,4.6029388300894425e-08
1865,1.553258677233771e-08,3.388927893865912e-08
1866,4.379051787850585e-09,3.503241430280468e-08
1867,6.308654931785895e-09,2.4749338578544666e-08
1868,2.4699371437009177e-09,1.5807597009143137e-08
1869,6.348574999037737e-09,2.3929244363785074e-08
1870,1.7202147262196377e-08,3.4404294524392753e-08
1871,1.1683295220166201e-08,2.1242353653860846e-08
1872,8.4662747923403e-09,1.3304146229131675e-08
1873,1.0176207432266438e-08,3.591602748542755e-08
1874,2.3898436563030145e-09,2.6288279997288555e-08
1875,1.1443054281912168e-09,2.1169650921137873e-08
1876,3.02300739996042e-09,2.2974855795609983e-08
1877,3.030559980743419e-08,1.9791411176584006e-08
1878,1.69094480639842e-08,2.2344627481629686e-08
1879,1.221865053580018e-09,2.6881030734671185e-08
1880,3.8507077526617195e-09,1.7969970400599777e-08
1881,4.8807553554297556e-09,3.2073533162702006e-08
1882,1.3310770263785798e-09,1.7969540522244642e-08
1883,2.5277355764075082e-09,2.401348808689363e-08
1884,1.2543224237049344e-08,3.4328824227713994e-08
1885,1.0313017106966527e-08,1.740321664556177e-08
1886,9.680196200179125e-09,2.1296431285122708e-08
1887,1.4363633837888301e-08,3.133883907935342e-08
1888,7.60873763994141e-09,2.7264643875923866e-08
1889,1.2530273707511697e-08,2.4434033463194282e-08
1890,6.554386366985909e-09,1.5730527991308918e-08
1891,8.286486163910922e-09,2.42220359325529e-08
1892,1.2537024751679837e-09,2.0686091062316336e-08
1893,1.847525021858587e-09,2.894455697344256e-08
1894,2.520615716150587e-09,2.7096618282484997e-08
1895,8.426059849853118e-09,2.166701307260155e-08
1896,1.2973464080801023e-08,4.009979548413867e-08
1897,5.2440420894583895e-09,1.6897470089816125e-08
1898,1.584339415217073e-08,2.4330926606808134e-08
1899,6.080336234504102e-09,2.1557555740514545e-08
1900,1.038210628578895e-09,1.9206897405865675e-08
1901,5.58873880507349e-09,1.5648469187112823e-08
1902,3.437198747846537e-09,9.820567470342212e-09
1903,1.1880484152015924e-08,2.754112315983548e-08
1904,4.837162670412454e-09,8.599400302955473e-09
1905,5.676835002077496e-09,1.3934049469810361e-08
1906,5.658602919567102e-09,6.6874399351490865e-09
1907,3.0857059130084963e-09,2.1599941391059474e-08
1908,4.911389073214423e-09,6.384805573134145e-09
1909,7.701377313651392e-09,1.6502950117569526e-08
1910,3.740905363258662e-09,2.1911017000775246e-08
1911,1.4365010514438836e-08,9.044636151145369e-09
1912,9.897900277167082e-09,1.719108944087111e-08
1913,7.954484182448596e-09,2.1211958411981868e-08
1914,7.366418142140674e-09,4.2859159776753586e-08
1915,3.534228465440492e-09,4.476689596799588e-08
1916,9.888715624128963e-09,1.9777431248257926e-08
1917,8.773139548168274e-09,1.7546279096336548e-08
1918,3.44591288836682e-09,1.722956355365568e-08
1919,1.2890987832747669e-08,5.524709134618888e-09
1920,1.3630017114962811e-08,2.6502810612782923e-08
1921,5.300923255902035e-09,1.6660044011018726e-08
1922,1.2542490601674672e-08,1.0329110011753073e-08
1923,8.492758496458919e-09,1.8047112249064412e-08
1924,1.1602462102189293e-08,1.2891624656674594e-08
1925,6.598906754362588e-09,2.74954441437103e-08
1926,1.0031524944054127e-08,8.916910765321973e-09
1927,1.3379070296082318e-08,1.5608915049369898e-08
1928,7.998228745975666e-09,1.0283437212876834e-08
1929,4.4561625500705304e-09,8.912325100141061e-09
1930,1.05036033204442e-08,2.4158287814657342e-08
1931,1.9389105432310316e-08,1.3686427990933225e-08
1932,1.0959536389520963e-08,1.3151444377967891e-08
1933,0.0,1.1470662641954732e-08
1934,2.3963160344919743e-09,1.1981580172459871e-08
1935,8.377798899061872e-09,1.9149254626427137e-08
1936,1.33371855781661e-08,8.487299751891442e-09
1937,0.0,8.813782592653752e-09
1938,5.186085783037697e-09,6.482607339819424e-09
1939,3.058810094103137e-09,1.070583532936098e-08
1940,2.5357829169792012e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,0.0,1.2136847082899749e-08
1943,0.0,3.4838823381733164e-08
1944,0.0,1.2852744646352221e-08
1945,6.535512131478072e-09,1.5249527862692958e-08
1946,8.352662561605939e-09,1.2528993842408909e-08
1947,7.152522574216391e-09,9.536696765621855e-09
1948,7.610321262063735e-09,9.784699273041042e-09
1949,9.817008317369869e-10,1.9634017078828947e-08
1950,3.190608444114673e-09,1.808011518278363e-08
1951,4.264560704569931e-09,4.264560704569931e-09
1952,2.1089607837865287e-09,4.2179215675730575e-09
1953,2.1547654771580937e-09,9.69644453618912e-09
1954,7.818028890937967e-09,2.14995790059902e-08
1955,9.385607846468247e-09,1.407841132561316e-08
1956,7.849027205963921e-09,2.1802854632824165e-08
1957,7.951533653738352e-09,1.1485549400447326e-08
1958,6.617794756635931e-09,1.4890038535497752e-08
1959,5.425523585955716e-09,1.4726420971555854e-08
1960,4.152500121534786e-09,2.353083417006019e-08
1961,3.47407969059077e-09,1.320150300188061e-08
1962,1.0147130247162295e-08,4.43936931660005e-09
1963,3.879631726988464e-09,1.2285501505004959e-08
1964,3.6503808864551957e-09,1.7035111099517053e-08
1965,1.0944086747954884e-09,1.094408652591028e-08
1966,5.539074976468328e-09,1.273987226824147e-08
1967,6.409436092980059e-09,1.429797347185513e-08
1968,5.3896989093971115e-09,1.8414805680322388e-08
1969,4.995933444718048e-09,7.72098829315837e-09
1970,4.1388523719376735e-09,6.898087434592526e-09
1971,3.5968783507200897e-09,6.166076982339064e-09
1972,6.156176013405457e-09,1.487742551375959e-08
1973,2.7566018356850464e-09,1.1577728109557484e-08
1974,6.750686232237513e-09,6.1881286761433785e-09
1975,7.4249242310031605e-09,2.8557400888473694e-09
1976,5.713526984862938e-09,6.2848797277581525e-09
1977,1.1753563677885381e-09,9.990529292736028e-09
1978,5.940591130126904e-09,1.3663360221016774e-08
1979,5.851973128301324e-09,2.63338808537128e-08
1980,5.685150683554241e-10,1.0801786132219604e-08
1981,3.795329828193417e-09,4.427884725544118e-09
1982,5.586751949948621e-09,5.586751949948621e-09
1983,1.2630632095778083e-09,6.315316269933646e-09
1984,2.8995041922996734e-09,1.333771937339634e-08
1985,4.812446441349039e-09,7.218669662023558e-09
1986,1.7983456945813714e-09,7.1933827783254856e-09
1987,1.8332451112712533e-09,6.721898593298192e-09
1988,1.1993107618124554e-09,1.2592763276586538e-08
1989,5.488122178931576e-10,7.134558721588746e-09
1990,0.0,3.814055737905164e-09
1991,1.7584396161396398e-09,8.7921980806982e-09
1992,3.30596661157756e-09,8.815910668147353e-09
1993,5.539207315052863e-09,9.416652346772025e-09
1994,2.1099706426497278e-09,1.002236071911966e-08
1995,4.337960657352369e-09,1.6809597269684673e-08
1996,4.804283193493575e-09,7.473328622609188e-09
1997,6.7128524960935465e-09,6.7128524960935465e-09
1998,3.814503379828693e-09,1.3350762273489636e-08
1999,8.683382013430219e-09,8.226361813967742e-09
2000,1.3254094488601709e-09,7.068850393920911e-09
2001,1.7524847129024579e-09,1.3143635513301888e-08
2002,5.257465574004527e-09,1.5334276071143904e-08
2003,4.166922806803086e-09,6.250384210204629e-09
2004,2.2023955992267474e-09,9.690540814233373e-09
2005,2.702249757291497e-09,1.7114247796712334e-08
2006,1.2353669198716943e-09,1.1530091548195287e-08
2007,2.7961355453243186e-09,5.991719120856942e-09
2008,7.2376473703172906e-09,1.4901038625225738e-08
2009,3.814554005998616e-09,1.192048149079028e-08
2010,1.4171379625338432e-09,1.2281861749841028e-08
2011,6.883149605840799e-09,2.141424282342541e-08
2012,9.531907707582832e-09,1.872338906139248e-08
2013,6.414987652192394e-09,2.0639525644128298e-08
2014,8.445236510112863e-09,2.2087540685333806e-08
2015,9.087958829923082e-09,2.7263876489769245e-08
2016,8.285359953674742e-09,2.5270349368611278e-08
2017,1.0565567976072998e-08,2.213737992917686e-08
2018,1.1358453733123497e-08,3.3300921131740324e-08
2019,9.438654302584837e-09,2.5509876877549686e-08
