year,seuls_ADJ artisans_NOUN,seuls_ADJ partisans_NOUN
1897,5.826713334045053e-09,8.157399200570126e-09
1898,1.6975064687230201e-09,2.4896761985360172e-08
1899,5.527578395003729e-09,2.266307141951529e-08
1900,6.748368974740515e-09,6.748368974740515e-09
1901,9.500856101851696e-09,8.38310842965484e-09
1902,5.4013122863239005e-09,7.856454153909453e-09
1903,7.020286574288548e-09,1.5120615870500842e-08
1904,2.6873125946735854e-09,2.0961039126632386e-08
1905,9.28936660926638e-09,9.28936660926638e-09
1906,4.629765903985117e-09,1.2346042410626978e-08
1907,1.2857108266928208e-08,2.0571373937627868e-08
1908,2.3083527977973972e-08,2.0627833663411366e-08
1909,1.1552065082298668e-08,1.925344328412848e-08
1910,2.137660271017694e-09,1.1222716089775986e-08
1911,1.2236860413850081e-08,1.4897047151407605e-08
1912,7.293189607793238e-09,9.897900277167082e-09
1913,1.4318072061314524e-08,1.6439267724877027e-08
1914,9.37544086809794e-09,1.0045115850232378e-08
1915,4.712304768617059e-09,0.0
1916,1.4283700444650549e-08,7.69122365795738e-09
1917,1.0966424435210342e-09,1.5352993543160665e-08
1918,5.743188147278033e-09,2.2972752589112133e-09
1919,1.1049418269237776e-08,3.222746869369075e-08
1920,1.590168707821249e-08,2.8774479687854182e-08
1921,1.5902768879527684e-08,1.6660044011018726e-08
1922,1.623145884366295e-08,5.164555005876537e-09
1923,3.1847843473542525e-08,1.3800733000834953e-08
1924,2.3204924204378585e-08,1.4180787211159895e-08
1925,1.6497267552040284e-08,1.2097995494286806e-08
1926,1.2260752413340015e-08,1.0031524944054127e-08
1927,1.8953683067479687e-08,1.8953683067479687e-08
1928,1.2568645679778001e-08,1.3711249025050165e-08
1929,2.1166771446701205e-08,2.0052731031228177e-08
1930,1.1553964007759987e-08,1.6805765667982087e-08
1931,1.8248570654577634e-08,1.3686427990933225e-08
1932,1.53433514782364e-08,1.8631212128639163e-08
1933,6.882397318719313e-09,1.0323596200123575e-08
1934,5.990790086229936e-09,1.1981580172459871e-08
1935,2.393656828303392e-08,1.0771455727365264e-08
1936,9.699771652549316e-09,1.9399543305098632e-08
1937,8.813782592653752e-09,1.1332006444320086e-08
1938,7.779128452511941e-09,1.1668692678767911e-08
1939,1.988226472349197e-08,1.2235240376412548e-08
1940,1.0143131667916805e-08,7.607348528892999e-09
1941,8.854508237732261e-09,5.9030051957620344e-09
1942,1.517105907566929e-08,3.034211770724937e-09
1943,4.3548528338988035e-08,2.9032351633873077e-08
1944,1.927911696952833e-08,6.4263723231761105e-09
1945,1.089252066321933e-08,2.178504132643866e-08
1946,1.2528993842408909e-08,9.744772988540262e-09
1947,1.6689218895749036e-08,2.3841742802233057e-08
1948,1.0871888278529696e-08,1.6307831529616124e-08
1949,1.9634017078828947e-08,8.835307596655184e-09
1950,7.444753258312176e-09,1.701657836861159e-08
1951,1.4925962688039363e-08,1.2793682557799002e-08
1952,1.4762725264461096e-08,1.687168627029223e-08
1953,2.477980309834038e-08,1.508335856215126e-08
1954,1.4658803948464083e-08,1.3681550115052232e-08
1955,2.7218263198847126e-08,5.631364707880948e-09
1956,1.5698054411927842e-08,1.831439710997529e-08
1957,1.6786572132332367e-08,8.835037590415595e-09
1958,1.3235589513271862e-08,1.4890038535497752e-08
1959,3.8753737996444215e-09,8.525822714489095e-09
1960,1.3841666479663672e-08,2.7683333403416555e-09
1961,2.014966149488373e-08,1.667558180429296e-08
1962,7.610347907416326e-09,1.77574772664002e-08
1963,1.3578711488548834e-08,1.4871922360271128e-08
1964,1.3993127545575135e-08,2.6161064425878067e-08
1965,2.2435377999840966e-08,1.094408652591028e-08
1966,2.0494576702390077e-08,2.2710207048248776e-08
1967,1.429797347185513e-08,1.5777073869571723e-08
1968,1.0779397818794223e-08,1.6169096284102125e-08
1969,1.8167030546578644e-08,1.6350327314285096e-08
1970,9.197449912790034e-09,2.713247759800197e-08
1971,1.849823050292798e-08,1.798439086542203e-08
1972,2.205963234302999e-08,1.487742551375959e-08
1973,1.7090931336838366e-08,1.4885650045926013e-08
1974,1.9689501584707614e-08,1.6314157136321228e-08
1975,9.138368284311582e-09,1.3707552426467373e-08
1976,1.4855169538918744e-08,1.5997875024709174e-08
1977,1.5867311020656416e-08,1.4104276857551667e-08
1978,1.2475242172627077e-08,1.7227714366185864e-08
1979,7.607565244427406e-09,1.6385525825057812e-08
1980,1.4781392110307934e-08,1.5349906234973787e-08
1981,1.771153890217647e-08,1.707898356073656e-08
1982,1.1794254461960918e-08,1.6760255405756652e-08
1983,1.326216381158929e-08,1.2630632539867293e-08
1984,1.739702604197646e-08,2.203623239438457e-08
1985,1.0226449020933615e-08,1.0828004270990732e-08
1986,1.3787316177626963e-08,1.0790073723399018e-08
1987,1.8943532964499354e-08,1.1610551631235921e-08
1988,1.5591039570495013e-08,1.8589316752581908e-08
1989,1.6464365870660913e-08,1.4817929994137558e-08
1990,1.5801088437683575e-08,1.9070277801347402e-08
1991,1.75843961613964e-08,9.96449056600568e-09
1992,1.597883780846132e-08,1.597883780846132e-08
1993,1.661762283333701e-08,1.717154241021035e-08
1994,1.4242301560329906e-08,1.4242301560329906e-08
1995,9.760411145975922e-09,1.9520822291951845e-08
1996,1.1209993822092201e-08,1.1743802375008272e-08
1997,1.4864173003559245e-08,1.4864173003559245e-08
1998,1.5258013519314773e-08,6.675381136744818e-09
1999,1.2339542720951613e-08,1.279656292041409e-08
2000,1.4137700787841823e-08,1.590491294223284e-08
2001,1.095302959441824e-08,1.621048362210331e-08
2002,9.63868718173444e-09,1.3581786362237835e-08
2003,9.167230530238157e-09,1.0417307017007715e-08
2004,1.1452457648886138e-08,1.3214373595360485e-08
2005,8.557123898356167e-09,1.0358624180639708e-08
2006,4.529678854225949e-09,1.4000825387938676e-08
2007,1.5977917655618512e-08,1.3581230362547103e-08
2008,1.2346575317678798e-08,1.4901038625225738e-08
2009,8.582746957586096e-09,1.0490023072406984e-08
2010,9.447585824773341e-09,8.030448306328708e-09
2011,9.942326961720482e-09,5.7359579308524644e-09
2012,6.468080293586809e-09,1.0893608681783462e-08
2013,1.1156499724052082e-08,9.761937924679387e-09
2014,7.145969149746634e-09,1.2343037703033133e-08
2015,6.428068743957738e-09,1.219116452233493e-08
2016,7.042556315894899e-09,9.113896304313585e-09
2017,5.7859059765519305e-09,7.2952728302766445e-09
2018,4.130346731301415e-09,1.0067719991013746e-08
2019,5.867272001580659e-09,8.928457084778074e-09
