year,veux_VERB unir_VERB,veux_VERB punir_VERB
1866,2.919367858567057e-09,4.379051787850585e-09
1867,2.426405742994575e-09,1.6014277903764196e-08
1868,9.87974813071446e-10,1.4819621974027086e-08
1869,4.883519366671862e-09,7.813630631403612e-09
1870,2.8670243956696595e-09,1.3761717099214366e-08
1871,1.0621177271019633e-09,1.3807530230280918e-08
1872,3.628403577593531e-09,1.0885210954825197e-08
1873,5.986004469882289e-10,1.7359413462259e-08
1874,1.1351757756017378e-08,9.559374625212058e-09
1875,0.0,7.437985338754061e-09
1876,6.04601479992084e-10,1.4510435519810017e-08
1877,8.040260901509555e-09,1.1132669008873108e-08
1878,1.2078177347163432e-09,2.4156354694326865e-09
1879,6.720257683667796e-09,1.0385853066452455e-08
1880,1.9253538763308597e-09,1.5402831010646878e-08
1881,2.091752326904839e-09,4.8807553554297556e-09
1882,1.3310770263785798e-09,9.317538740560849e-09
1883,6.319338941018771e-10,3.791603475633565e-09
1884,6.601696966868076e-10,1.9805090900604227e-09
1885,1.2891271383708158e-09,5.80107206715752e-09
1886,6.453463874400711e-10,1.2906927748801422e-09
1887,6.528924512139156e-09,7.834709769838355e-09
1888,1.268122939990235e-09,5.07249175996094e-09
1889,5.012109394186837e-09,4.385595886446936e-09
1890,6.554386478008212e-10,3.2771931834929546e-09
1891,1.9122659011827636e-09,4.461953917456185e-09
1892,3.1342561879199593e-09,1.191017329205124e-08
1893,1.2316833108982905e-09,6.158416554491453e-10
1894,6.301539290376468e-10,3.150769645188234e-09
1895,1.8055843487019274e-09,7.824199066419624e-09
1896,0.0,5.307326134129653e-09
1897,1.1653427112179315e-09,9.322741689743452e-09
1898,1.6975064687230201e-09,6.7900258748920805e-09
1899,0.0,4.4220627160029835e-09
1900,2.07642125715779e-09,7.26747462209687e-09
1901,1.1177477832191585e-09,4.470991132876634e-09
1902,4.910283846193408e-10,1.9641135384773634e-09
1903,1.0800440541913758e-09,2.7001101354784396e-09
1904,3.2247751136083025e-09,4.299700151477737e-09
1905,2.580379465655369e-09,7.741138396966107e-09
1906,0.0,4.629765903985117e-09
1907,2.5714217422034835e-09,5.142843484406967e-09
1908,2.4556945366072114e-09,7.858222517143076e-09
1909,4.400786846048277e-09,2.7504918342913243e-09
1910,3.740905363258662e-09,2.137660271017694e-09
1911,1.5961122423746588e-09,3.1922244847493175e-09
1912,3.125652625612929e-09,8.856016364688912e-09
1913,2.6514948014977335e-09,9.545381374209683e-09
1914,0.0,2.678697486047099e-09
1915,3.534228465440492e-09,1.1780761921542648e-09
1916,6.592477230782379e-09,0.0
1917,1.0966424435210342e-09,1.0966424435210342e-09
1918,1.1486376294556067e-09,3.44591288836682e-09
1919,2.762354567309444e-09,2.762354567309444e-09
1920,0.0,2.2716695191604686e-09
1921,4.543648568500203e-09,6.058197943303867e-09
1922,8.853522359686394e-09,7.377935595798135e-09
1923,5.307974060286824e-09,6.369568872344189e-09
1924,1.289162443462999e-09,7.734974438733389e-09
1925,2.1996355847875293e-09,9.898360353588487e-09
1926,1.1146138456652466e-09,7.802296586589819e-09
1927,5.574612327308159e-09,3.3447675740205796e-09
1928,1.1426041224282812e-09,3.4278122562625413e-09
1929,0.0,5.570202965543558e-09
1930,4.201441416995522e-09,3.1510811737689437e-09
1931,4.5621426636444085e-09,2.2810713318222042e-09
1932,2.1919073223131136e-09,5.4797681947604815e-09
1933,0.0,0.0
1934,2.3963160344919743e-09,5.990790086229936e-09
1935,1.196828414151696e-09,3.590485242455088e-09
1936,4.849885826274658e-09,1.2124714565686645e-09
1937,5.0364472592434595e-09,8.813782592653752e-09
1938,0.0,3.8895642262559704e-09
1939,0.0,1.5294050470515685e-09
1940,7.607348528892999e-09,0.0
1941,0.0,0.0
1942,3.034211770724937e-09,1.517105907566929e-08
1943,0.0,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,0.0,2.178504132643866e-08
1946,2.7842208538686464e-09,5.568441707737293e-09
1947,0.0,4.7683483828109274e-09
1948,0.0,2.174377566888097e-09
1949,0.0,4.908504269707237e-09
1950,1.0635361480382244e-09,1.2762433776458693e-08
1951,1.0661401761424827e-09,8.529121409139861e-09
1952,0.0,1.0544803918932644e-09
1953,2.1547654771580937e-09,2.1547654771580937e-09
1954,1.9545072227344917e-09,8.795282724349818e-09
1955,0.0,6.569925492527773e-09
1956,2.616342476002842e-09,8.72114158667614e-10
1957,1.7670075402875796e-09,4.417518795207798e-09
1958,4.1361216673863055e-09,7.445019267748876e-09
1959,1.5501495642666896e-09,7.750747821333448e-10
1960,7.612916519406099e-09,1.1073333361366622e-08
1961,1.3896318540318475e-09,2.779263708063695e-09
1962,6.341956404476434e-10,6.976152100435229e-09
1963,3.2330267352165265e-09,9.052474325699222e-09
1964,6.083968329129164e-10,3.041984220075733e-09
1965,0.0,8.755269398363907e-09
1966,1.1078149508847446e-09,2.769537488234164e-09
1967,9.860671168482327e-10,4.437302081328198e-09
1968,2.245707841908029e-09,1.257596426995633e-08
1969,2.2708788183223305e-09,4.995933444718048e-09
1970,1.8394900047624674e-09,9.197449912790034e-09
1971,1.0276794970565106e-09,8.735275613958038e-09
1972,0.0,3.0780880067027283e-09
1973,2.205281512956958e-09,3.3079223804577396e-09
1974,5.625571675160757e-10,2.2502286700643026e-09
1975,5.711480177694739e-10,3.998036124386317e-09
1976,1.142705374768127e-09,1.142705374768127e-09
1977,5.876781838942691e-10,4.11374712072643e-09
1978,1.1881182704343018e-09,0.0
1979,0.0,5.266775904289034e-09
1980,5.685150683554241e-10,4.548120546843393e-09
1981,6.325549528618524e-10,3.1627747087981106e-09
1982,6.207502289967692e-10,2.483000915987077e-09
1983,6.315316047889041e-10,1.89459470334441e-09
1984,0.0,5.799008384599347e-09
1985,0.0,1.2031116103372597e-09
1986,1.1988970927134801e-09,4.196139880008332e-09
1987,4.888653482026939e-09,3.0554083707556856e-09
1988,2.398621523624911e-09,2.99827696004229e-09
1989,0.0,0.0
1990,1.089730194969718e-09,1.6345953479657283e-09
1991,5.861465202094962e-10,3.5168792322792797e-09
1992,0.0,3.856960972825618e-09
1993,1.1078414852150331e-09,3.877445031719162e-09
1994,0.0,5.274926606624319e-10
1995,1.626735190995987e-09,8.133675954979935e-09
1996,0.0,1.6014276571496566e-09
1997,9.58978896292706e-10,1.917957792585412e-09
1998,0.0,2.86087753487152e-09
1999,4.570201161957499e-10,3.1991407301035224e-09
2000,6.627047355323157e-09,1.7672125984802278e-09
2001,2.190605918883648e-09,2.190605918883648e-09
2002,1.3143663935011318e-09,2.6287327870022636e-09
2003,0.0,1.6667691671301554e-09
2004,0.0,4.404791198453495e-09
2005,3.1526248278623825e-09,5.404499514582994e-09
2006,1.2353669198716943e-09,2.4707338397433887e-09
2007,0.0,2.3966877371606188e-09
2008,8.514879357157668e-10,2.554463751636149e-09
2009,3.337734755248789e-09,3.337734755248789e-09
2010,3.7790344187271785e-09,2.3618964561933353e-09
2011,2.2943831279320648e-09,4.206369030868018e-09
2012,2.0425516833455504e-09,7.489355802192676e-09
2013,1.3945624655065103e-09,8.08846234434668e-09
2014,2.815078836704288e-09,6.712880029624557e-09
2015,3.768178213903184e-09,1.0861219479352258e-08
2016,2.278474076078396e-09,9.735297901158901e-09
2017,5.031222660711876e-10,9.810884549210641e-09
2018,2.0651733656507076e-09,7.744399788123246e-09
2019,1.2754939326953263e-09,1.2499840273960672e-08
