year,dix_DET hommes_NOUN,dix_DET pommes_NOUN
1886,6.104976897347569e-07,1.2906927748801422e-09
1887,6.169833639546596e-07,1.9586774424595887e-09
1888,5.83970589218552e-07,1.3315291091942072e-08
1889,6.265136995864395e-07,3.7590820456401275e-09
1890,6.364309079742725e-07,3.2771931834929546e-09
1891,5.194989078916024e-07,1.9122659011827636e-09
1892,6.24343837074548e-07,1.2537024751679837e-09
1893,5.567208649637223e-07,2.4633666773077323e-09
1894,5.413022208244911e-07,1.8904617871129403e-09
1895,5.711664918806036e-07,4.213029924926559e-09
1896,5.885234664049221e-07,0.0
1897,5.383883241449894e-07,5.826713556089658e-10
1898,5.511237439748129e-07,1.6975064687230201e-09
1899,5.494413137796528e-07,0.0
1900,4.962646897865852e-07,5.19105292084987e-09
1901,4.1133117711922296e-07,3.353243460679778e-09
1902,4.664769690521098e-07,4.910283846193408e-10
1903,4.95740223982466e-07,5.400220270956879e-09
1904,4.4824372835705617e-07,8.061937784020756e-09
1905,4.4124488596253286e-07,1.5482277682110634e-09
1906,4.5680359406219395e-07,3.0865106026567446e-09
1907,4.59770202354548e-07,1.5428530120153994e-09
1908,4.78369285517033e-07,4.911389073214423e-09
1909,4.2577613434957584e-07,1.6502950672681038e-09
1910,4.350138738118403e-07,3.206490406526541e-09
1911,4.213736453095862e-07,1.5961122423746588e-09
1912,4.08418621589135e-07,1.0418842455450772e-09
1913,3.8923944245539133e-07,4.772690687104841e-09
1914,3.7970536936882127e-07,2.0090231700464756e-09
1915,6.361611468719275e-07,9.424609537234119e-09
1916,5.383856240825935e-07,0.0
1917,4.562032636101776e-07,0.0
1918,4.720900648180759e-07,2.2972752589112133e-09
1919,4.1803631312120615e-07,5.524709134618888e-09
1920,4.248022040798105e-07,3.786115865267448e-09
1921,3.3395816245729293e-07,3.0290990271630847e-09
1922,3.7111014705715206e-07,7.377935595798135e-09
1923,3.758045750146266e-07,1.0615948120573648e-09
1924,3.996403687978045e-07,0.0
1925,3.9813403951427517e-07,5.499089184013428e-09
1926,4.146363501433825e-07,3.343841648018042e-09
1927,4.905659025666864e-07,4.4596899506643695e-09
1928,3.7248895168318086e-07,2.2852082448565625e-09
1929,4.5230048684175017e-07,5.570202965543558e-09
1930,2.8149656650100496e-07,5.2518018822667045e-09
1931,4.938519282404741e-07,7.983749661377715e-09
1932,4.098866810409163e-07,1.0959536611565568e-09
1933,2.9938429690901103e-07,3.4411986593596566e-09
1934,3.5345661686392305e-07,0.0
1935,3.446865974865432e-07,1.196828414151696e-09
1936,3.1887998375168536e-07,4.849885826274658e-09
1937,3.2233262636793825e-07,2.5182236296217297e-09
1938,3.1246165832499173e-07,0.0
1939,3.012927933809806e-07,0.0
1940,4.234757557952662e-07,0.0
1941,4.633858985414463e-07,5.9030051957620344e-09
1942,3.641054089342788e-07,0.0
1943,3.4258174341772474e-07,5.806470415592457e-09
1944,5.366020765507074e-07,3.2131861615880553e-09
1945,4.836279003939126e-07,0.0
1946,4.0510413512606647e-07,2.7842208538686464e-09
1947,4.3868806542946004e-07,4.7683483828109274e-09
1948,3.2833102459051133e-07,2.174377566888097e-09
1949,3.0236386550086536e-07,9.817008317369869e-10
1950,2.8396414641918e-07,0.0
1951,3.582231133947289e-07,4.264560704569931e-09
1952,3.5852333191144226e-07,3.1634410646574906e-09
1953,3.189052790730784e-07,0.0
1954,3.850379144409999e-07,0.0
1955,2.890767270002925e-07,2.815682353940474e-09
1956,3.0087938540646064e-07,1.744228317335228e-09
1957,3.048087950929812e-07,1.7670075402875796e-09
1958,3.399892065658605e-07,0.0
1959,3.263064725089748e-07,7.750747821333448e-10
1960,3.5296250544547547e-07,2.076250060767393e-09
1961,3.988243353347798e-07,2.08444772553662e-09
1962,3.8939611002319907e-07,0.0
1963,4.0930118316850894e-07,1.2932106496776896e-09
1964,3.346182673169551e-07,2.4335873316516654e-09
1965,2.922071242750235e-07,3.830430195250756e-09
1966,3.412070181951776e-07,0.0
1967,4.254879630849473e-07,4.930335584241163e-10
1968,3.934480368172899e-07,5.838840522187638e-09
1969,3.837785396143545e-07,2.2708788183223305e-09
1970,3.232903686978261e-07,3.219107425067591e-09
1971,3.3091278517360934e-07,4.624557625731995e-09
1972,3.1755609697370346e-07,2.0520587451500205e-09
1973,3.1314998416576145e-07,2.7566018356850464e-09
1974,3.1503202713167866e-07,0.0
1975,3.12417965275813e-07,2.2845920710778955e-09
1976,3.262423931005287e-07,4.570821499072508e-09
1977,2.685689288739468e-07,2.938390863960194e-09
1978,2.899008606505049e-07,1.7821774056514528e-09
1979,2.9493945774561325e-07,2.3407893401383717e-09
1980,2.7572979455214863e-07,2.8425752862659692e-09
1981,2.87179954483463e-07,1.2651099057237047e-09
1982,3.519653688499602e-07,1.2415004579935385e-09
1983,2.5577030271506374e-07,1.89459470334441e-09
1984,3.0734746125915535e-07,2.3196033982486597e-09
1985,3.0438722653514105e-07,2.4062232206745193e-09
1986,2.8293971610082735e-07,1.7983456945813714e-09
1987,3.049297614410307e-07,3.666490056009053e-09
1988,2.7224353615906693e-07,8.994830547059962e-09
1989,3.4959337646967015e-07,1.6464366536794728e-09
1990,2.675287706921381e-07,2.179460389939436e-09
1991,2.7959189097259696e-07,0.0
1992,3.046999026423691e-07,4.958949695321735e-09
1993,3.0244071602680833e-07,2.7696036575264316e-09
1994,3.170230780114025e-07,2.1099706426497278e-09
1995,3.0799520445157214e-07,4.337960657352369e-09
1996,2.770469755830618e-07,1.067618438099771e-09
1997,3.035168276710465e-07,1.917957792585412e-09
1998,3.261400305376583e-07,9.536258449571733e-10
1999,2.9569202375512305e-07,7.312321859131998e-09
2000,3.052859742780356e-07,1.7672125984802278e-09
2001,3.2245719161494435e-07,1.7524847129024579e-09
2002,3.3209659022759297e-07,3.9430991805033955e-09
2003,2.9376807120229387e-07,2.083461403401543e-09
2004,2.973234050074325e-07,4.404791198453495e-09
2005,3.648037036896312e-07,4.503749484463526e-09
2006,3.080181656400782e-07,2.0589450144825605e-09
2007,3.4152799166520253e-07,2.7961356841021967e-09
2008,3.2611987244024476e-07,2.9802078582719105e-09
2009,2.9848885318983776e-07,3.337734755248789e-09
2010,3.4719879948852395e-07,6.140930985942816e-09
2011,3.758964446376467e-07,5.735957903096889e-09
2012,4.6638262674036923e-07,3.063827413996023e-09
2013,5.006479462110747e-07,5.020424964641279e-09
2014,5.034660155445181e-07,2.5985342766432495e-09
2015,5.528139226385065e-07,5.098123617708339e-09
2016,5.528406390453711e-07,6.214020409345267e-09
2017,6.153185125867822e-07,3.5218558347427376e-09
2018,4.817016794333995e-07,4.130346731301415e-09
2019,4.846876855424398e-07,4.5917777913295765e-09
