year,aux_ADP oies_NOUN,aux_ADP poids_NOUN
1874,6.512323835750067e-08,2.9634060183525435e-07
1875,6.522541085018929e-08,2.958029483579594e-07
1876,5.8041743855596906e-08,2.763028756902486e-07
1877,6.494056759009936e-08,2.9872660112229e-07
1878,5.495570576385944e-08,2.101602802895286e-07
1879,4.581993984231758e-08,3.4578781704652783e-07
1880,7.63723715380138e-08,2.714748910115361e-07
1881,6.484431835929172e-08,2.9702882331505975e-07
1882,1.0914831349850829e-07,3.7070494651736396e-07
1883,1.0679683093428594e-07,3.7663260155085254e-07
1884,5.2813575734944607e-08,3.604526526146401e-07
1885,4.318575907991118e-08,3.5708821188862316e-07
1886,5.162771010702727e-08,3.1557438373575053e-07
1887,6.137189068056159e-08,3.7737184488406683e-07
1888,7.03808211710566e-08,3.271757051948043e-07
1889,1.1089291618304742e-07,4.3166791208193445e-07
1890,8.520702365899524e-08,4.1096003400298287e-07
1891,5.290602622665119e-08,3.9583905464546376e-07
1892,4.638699024894777e-08,3.3411170852204464e-07
1893,5.665743257887712e-08,2.937564718141772e-07
1894,5.1042468918183204e-08,3.598178830443999e-07
1895,5.5973115919982774e-08,3.1417167511982313e-07
1896,6.309820932415278e-08,2.582898823155766e-07
1897,5.477110853746581e-08,3.729096775817453e-07
1898,5.545187775624072e-08,2.885760901349954e-07
1899,9.0652287454418e-08,3.2170506258921705e-07
1900,5.6582480922884315e-08,3.353420188201284e-07
1901,5.812288650375308e-08,3.9680045293977173e-07
1902,4.713872386874485e-08,3.672892421313634e-07
1903,5.2922157323109786e-08,2.6407077413637126e-07
1904,6.449550227216605e-08,3.267772177295569e-07
1905,6.812202002492995e-08,3.7725149032441507e-07
1906,1.358064730672126e-07,3.760398777918894e-07
1907,7.199980761596336e-08,3.116563007665718e-07
1908,6.139236319313568e-08,3.2758964430001924e-07
1909,7.86640649286241e-08,3.080550903256096e-07
1910,7.749018304803457e-08,3.1744255912791175e-07
1911,6.969690247160543e-08,3.3305541968786656e-07
1912,7.866225892882994e-08,3.3288202727632665e-07
1913,6.522677464815274e-08,3.5370942663703886e-07
1914,8.036092502550218e-08,2.892993187231241e-07
1915,5.301342831387501e-08,2.06163331295528e-07
1916,4.394984820521586e-08,2.7578528505323163e-07
1917,4.276905407607501e-08,2.7087068676934223e-07
1918,4.020231791912465e-08,3.1242942899467607e-07
1919,7.090043319113448e-08,2.7071073382956e-07
1920,5.5277291188815525e-08,2.9607425311439783e-07
1921,4.316465940235048e-08,2.2339604899279664e-07
1922,7.894391068630213e-08,2.419962843447365e-07
1923,6.157249865523795e-08,2.1231895575013482e-07
1924,6.059063462071634e-08,1.959526900741082e-07
1925,5.719052609265418e-08,1.979671964136287e-07
1926,5.5730692949396143e-08,2.4075659066369326e-07
1927,1.427100768669476e-07,1.8507712828963463e-07
1928,4.227635308495792e-08,1.622497882713958e-07
1929,5.124586888172189e-08,1.4816740590006816e-07
1930,6.197126012352783e-08,2.0376990939041661e-07
1931,6.957267473239881e-08,2.2696659840448774e-07
1932,6.794912410512666e-08,2.2247859288171412e-07
1933,5.964744431707913e-08,1.9958952179877087e-07
1934,5.511526701695857e-08,2.3963161766005214e-07
1935,5.146362269670135e-08,1.8670523616037826e-07
1936,5.698615801463802e-08,1.915704954669195e-07
1937,4.0291578073947676e-08,2.115307893291174e-07
1938,3.5006079368571363e-08,1.944782233032072e-07
1939,9.788192567583565e-08,2.2788135733975423e-07
1940,1.369322788491445e-07,1.5468275194052694e-07
1941,1.26914614373419e-07,1.6528414370498012e-07
1942,7.282108072104165e-08,1.517105943094066e-07
1943,1.1612941008820599e-07,1.567747034414424e-07
1944,9.318239690969676e-08,1.5423293575622665e-07
1945,7.624764108982163e-08,1.2635322832466045e-07
1946,5.150808579656996e-08,1.531321487391324e-07
1947,4.7683483828109274e-08,1.6331593144514045e-07
1948,5.3272248834446145e-08,1.5872956904416924e-07
1949,3.141442572740516e-08,1.2565770868278037e-07
1950,4.147791021757996e-08,1.3613262273004523e-07
1951,6.823297127311889e-08,1.7697926879556292e-07
1952,4.2179213899373735e-08,1.3286452715810526e-07
1953,4.417269394707546e-08,1.4975620699075876e-07
1954,4.3976413399704484e-08,1.7101938620811552e-07
1955,4.22352348650179e-08,1.7926511475252482e-07
1956,4.7966278060584955e-08,1.2907289570485148e-07
1957,7.42143149157215e-08,1.5284615600963392e-07
1958,4.6324563740540725e-08,1.340103488178812e-07
1959,8.138285423342495e-08,1.6974137162506509e-07
1960,7.958958292419993e-08,1.750970852754108e-07
1961,4.794229990778831e-08,1.4660616398654014e-07
1962,4.693047800374828e-08,2.200658933415589e-07
1963,7.435961180135564e-08,2.81273315749786e-07
1964,4.137098486012292e-08,1.520992043424485e-07
1965,4.541796094770234e-08,1.827662453601775e-07
1966,7.200797114137458e-08,1.8389727529655175e-07
1967,4.240088635754091e-08,2.637729410448486e-07
1968,4.4914157726339e-08,1.3698818476792773e-07
1969,6.994307166774405e-08,1.8394118395104186e-07
1970,5.610444731019015e-08,1.7291206622083166e-07
1971,6.474380676024794e-08,2.517814867708523e-07
1972,4.873639625202486e-08,2.27778516936894e-07
1973,6.781240774467179e-08,2.001292926934184e-07
1974,5.85059468649618e-08,1.822685267161006e-07
1975,5.711480133285818e-08,1.730578542691319e-07
1976,6.627691084837295e-08,1.868323233900071e-07
1977,6.053085321866547e-08,1.8218023251082016e-07
1978,6.178215161689593e-08,1.722771456602601e-07
1979,6.261611462665684e-08,1.0240953118856311e-07
1980,1.205251900504578e-07,1.1938816268930452e-07
1981,5.692994659023398e-08,1.1639010888409018e-07
1982,7.697303061604543e-08,1.2973679364147728e-07
1983,1.0483424506269046e-07,1.1493875129442443e-07
1984,8.466552109398506e-08,1.40336010034936e-07
1985,6.376491445969634e-08,1.1549871392624311e-07
1986,5.2751471690815066e-08,1.2888143718914336e-07
1987,6.844115035820053e-08,1.3443796903489513e-07
1988,7.315795608198172e-08,1.0853762666407363e-07
1989,8.780995386370449e-08,1.2293393769624572e-07
1990,5.557624138674555e-08,1.710876391669558e-07
1991,8.088821967788817e-08,1.1840159652720672e-07
1992,4.407955345175907e-08,1.0028098729186752e-07
1993,7.644106259085959e-08,1.1687727585751873e-07
1994,9.653115773389231e-08,1.2343328126274145e-07
1995,4.771756589860843e-08,1.3447678703926158e-07
1996,6.512472250363999e-08,1.2811420813108043e-07
1997,5.7538734665740776e-08,1.3905194040653157e-07
1998,5.292623317387779e-08,1.311235564571689e-07
1999,5.712751499631352e-08,1.320788072245449e-07
2000,6.185244161294179e-08,1.1045078640581352e-07
2001,4.6002722159377285e-08,1.1654023612805986e-07
2002,7.448076466687326e-08,1.2968415469272188e-07
2003,7.292115178358927e-08,1.1167353397567581e-07
2004,5.770276489958093e-08,1.281794310692419e-07
2005,8.241861693125685e-08,1.4141773363451904e-07
2006,5.517972495594492e-08,1.0706513497993342e-07
2007,4.993099303463033e-08,1.0984818246684291e-07
2008,7.748540298280204e-08,9.323793034865524e-08
2009,1.7785358430444376e-07,1.001320437676867e-07
2010,4.818268850570462e-08,1.0156154983675947e-07
2011,7.342026364653975e-08,8.795135372774432e-08
2012,6.638292626703901e-08,7.965951454025344e-08
2013,5.912944922581431e-08,6.944921043805508e-08
2014,4.763979455368883e-08,6.453026912822679e-08
2015,5.984753714827207e-08,6.228577192901597e-08
2016,7.456823958307268e-08,6.42115415283584e-08
2017,4.4023198086939885e-08,6.163247748269818e-08
2018,5.1887479757262156e-08,8.209064239483865e-08
2019,5.0509558091604845e-08,6.096860971638307e-08
