year,dons_NOUN heureux_ADJ
1947,7.152522574216391e-09
1948,4.348755133776194e-09
1949,5.890204768377316e-09
1950,1.0635361036293034e-08
1951,5.330700769690111e-09
1952,2.1089607837865287e-09
1953,1.0773827385790469e-09
1954,2.9317608341017376e-09
1955,8.447047505910632e-09
1956,3.488456634670456e-09
1957,1.0602045463770082e-08
1958,1.2408365002158916e-08
1959,1.1626121398933265e-08
1960,4.152500121534786e-09
1961,8.33779090214648e-09
1962,8.8787386332001e-09
1963,7.759263453976928e-09
1964,6.6923653285755336e-09
1965,9.302473458205895e-09
1966,7.754704434148607e-09
1967,1.5284040699725665e-08
1968,2.8295920273535557e-08
1969,1.3171097990039016e-08
1970,9.657322941336588e-09
1971,7.193756701440179e-09
1972,2.3085661382538092e-08
1973,3.859242703185828e-09
1974,3.3753431161187564e-09
1975,6.8537762132336866e-09
1976,3.9994687561772935e-09
1977,2.938390863960194e-09
1978,5.940591130126904e-09
1979,5.266775904289034e-09
1980,6.822181042309694e-09
1981,6.325549417596221e-09
1982,3.7245013739806154e-09
1983,1.2630632095778083e-09
1984,2.3196033982486597e-09
1985,3.609334831011779e-09
1986,5.395036861699509e-09
1987,1.2221633705067347e-09
1988,1.798966087207532e-09
1989,1.6464366536794728e-09
1990,3.2691906959314565e-09
1991,0.0
1992,1.1019888335184191e-09
1993,4.4313659408601325e-09
1994,3.164955852952289e-09
1995,4.337960657352369e-09
1996,1.6014276571496566e-09
1997,3.3564262480467733e-09
1998,4.7681290027412615e-09
1999,2.285100553223174e-09
2000,2.2090156370779823e-09
2001,2.6287270138425356e-09
2002,4.81934359086722e-09
2003,5.000307723435071e-09
2004,1.7619165015858584e-09
2005,9.007498746882447e-09
2006,6.1768350434476815e-09
2007,2.3966877371606188e-09
2008,8.51487946817997e-09
2009,5.245011536203492e-09
2010,3.7790344187271785e-09
2011,1.1471915639660324e-09
2012,4.085103366691101e-09
2013,5.29933741333366e-09
2014,1.4291938299493268e-08
2015,7.314698624583116e-09
2016,1.7606391011781852e-08
2017,3.5218559180094644e-09
2018,3.872199894061623e-09
2019,1.7091618786935214e-08
