year,aux_ADP oies_NOUN,aux_ADP pois_NOUN
1892,4.638699024894777e-08,7.020733749918406e-08
1893,5.665743257887712e-08,8.252278238529698e-08
1894,5.1042468918183204e-08,5.923446866340498e-08
1895,5.5973115919982774e-08,8.606618528972376e-08
1896,6.309820932415278e-08,6.722613266063604e-08
1897,5.477110853746581e-08,8.681803009835676e-08
1898,5.545187775624072e-08,7.129527279658987e-08
1899,9.0652287454418e-08,6.964748422433331e-08
1900,5.6582480922884315e-08,7.16365352593229e-08
1901,5.812288650375308e-08,6.371162442064815e-08
1902,4.713872386874485e-08,4.8611810576915104e-08
1903,5.2922157323109786e-08,4.3201761279476614e-08
1904,6.449550227216605e-08,5.374625189347171e-08
1905,6.812202002492995e-08,6.14130311049621e-08
1906,1.358064730672126e-07,7.613392732919166e-08
1907,7.199980761596336e-08,5.1942718126696263e-08
1908,6.139236319313568e-08,7.121513911911848e-08
1909,7.86640649286241e-08,8.85658342220097e-08
1910,7.749018304803457e-08,8.22999196570251e-08
1911,6.969690247160543e-08,7.39532007854038e-08
1912,7.866225892882994e-08,7.709943616873716e-08
1913,6.522677464815274e-08,7.583274963529618e-08
1914,8.036092502550218e-08,8.772734294559825e-08
1915,5.301342831387501e-08,1.1191723814363286e-07
1916,4.394984820521586e-08,8.460345513050527e-08
1917,4.276905407607501e-08,5.9218690839912824e-08
1918,4.020231791912465e-08,7.121553124989077e-08
1919,7.090043319113448e-08,8.655377836674916e-08
1920,5.5277291188815525e-08,5.224839716433394e-08
1921,4.316465940235048e-08,5.7552880017297525e-08
1922,7.894391068630213e-08,5.312113565691945e-08
1923,6.157249865523795e-08,6.263409524365215e-08
1924,6.059063462071634e-08,5.1566497738519956e-08
1925,5.719052609265418e-08,7.58874296735712e-08
1926,5.5730692949396143e-08,7.356451181550483e-08
1927,1.427100768669476e-07,6.801026830594026e-08
1928,4.227635308495792e-08,6.627103932288492e-08
1929,5.124586888172189e-08,5.458799168245321e-08
1930,6.197126012352783e-08,5.671945868535033e-08
1931,6.957267473239881e-08,8.89617837174228e-08
1932,6.794912410512666e-08,9.973178638489344e-08
1933,5.964744431707913e-08,7.226517428904344e-08
1934,5.511526701695857e-08,6.829500698302127e-08
1935,5.146362269670135e-08,6.462873258783475e-08
1936,5.698615801463802e-08,6.789840156784521e-08
1937,4.0291578073947676e-08,5.7919144813567414e-08
1938,3.5006079368571363e-08,5.963998483959898e-08
1939,9.788192567583565e-08,9.023489955239938e-08
1940,1.369322788491445e-07,1.2171757957091245e-07
1941,1.26914614373419e-07,8.264207096431164e-08
1942,7.282108072104165e-08,1.2743689370431355e-07
1943,1.1612941008820599e-07,1.248391126029702e-07
1944,9.318239690969676e-08,1.2210107236398926e-07
1945,7.624764108982163e-08,1.1110370312650275e-07
1946,5.150808579656996e-08,8.909506998833194e-08
1947,4.7683483828109274e-08,5.4836006846414875e-08
1948,5.3272248834446145e-08,6.849289402310887e-08
1949,3.141442572740516e-08,5.4975247909538894e-08
1950,4.147791021757996e-08,5.1049734439700956e-08
1951,6.823297127311889e-08,8.95557770164146e-08
1952,4.2179213899373735e-08,6.854122336363844e-08
1953,4.417269394707546e-08,8.511323756899003e-08
1954,4.3976413399704484e-08,7.91575460734606e-08
1955,4.22352348650179e-08,4.035811418390267e-08
1956,4.7966278060584955e-08,7.238547494736736e-08
1957,7.42143149157215e-08,4.5942196269521673e-08
1958,4.6324563740540725e-08,4.1361218450219894e-08
1959,8.138285423342495e-08,5.1930008737599564e-08
1960,7.958958292419993e-08,7.958958392340065e-08
1961,4.794229990778831e-08,7.920901551328186e-08
1962,4.693047800374828e-08,6.849313205492535e-08
1963,7.435961180135564e-08,7.759264075701822e-08
1964,4.137098486012292e-08,4.137098486012292e-08
1965,4.541796094770234e-08,4.0493121078455374e-08
1966,7.200797114137458e-08,5.372902378564248e-08
1967,4.240088635754091e-08,5.669885827508381e-08
1968,4.4914157726339e-08,5.2100423808543184e-08
1969,6.994307166774405e-08,7.03972458104829e-08
1970,5.610444731019015e-08,4.966622957347511e-08
1971,6.474380676024794e-08,6.782684547346207e-08
1972,4.873639625202486e-08,5.6431615103047505e-08
1973,6.781240774467179e-08,1.0475087464101307e-07
1974,5.85059468649618e-08,8.888403363327413e-08
1975,5.711480133285818e-08,1.1708534408683136e-07
1976,6.627691084837295e-08,4.7993626628439756e-08
1977,6.053085321866547e-08,6.58199550418459e-08
1978,6.178215161689593e-08,7.069303764595247e-08
1979,6.261611462665684e-08,7.607565366551938e-08
1980,1.205251900504578e-07,8.470874762744884e-08
1981,5.692994659023398e-08,8.412980601057996e-08
1982,7.697303061604543e-08,9.000878486986608e-08
1983,1.0483424506269046e-07,7.641532251412286e-08
1984,8.466552109398506e-08,1.0322234944570852e-07
1985,6.376491445969634e-08,5.955402504476126e-08
1986,5.2751471690815066e-08,6.833713683818132e-08
1987,6.844115035820053e-08,6.23303328950442e-08
1988,7.315795608198172e-08,7.975416549399483e-08
1989,8.780995386370449e-08,9.604213513370041e-08
1990,5.557624138674555e-08,6.102489102932651e-08
1991,8.088821967788817e-08,6.506226624125588e-08
1992,4.407955345175907e-08,5.454844603791642e-08
1993,7.644106259085959e-08,5.539207581506389e-08
1994,9.653115773389231e-08,5.380425283085799e-08
1995,4.771756589860843e-08,8.242125548729717e-08
1996,6.512472250363999e-08,7.419948033771107e-08
1997,5.7538734665740776e-08,6.616954495441973e-08
1998,5.292623317387779e-08,7.152193992610023e-08
1999,5.712751499631352e-08,6.261175422572762e-08
2000,6.185244161294179e-08,4.462211766753654e-08
2001,4.6002722159377285e-08,5.914636047599231e-08
2002,7.448076466687326e-08,7.141391367149197e-08
2003,7.292115178358927e-08,6.208715153110944e-08
2004,5.770276489958093e-08,6.166707927635073e-08
2005,8.241861693125685e-08,5.6296870720728975e-08
2006,5.517972495594492e-08,6.959233961323363e-08
2007,4.993099303463033e-08,7.150118364052105e-08
2008,7.748540298280204e-08,8.216858379817005e-08
2009,1.7785358430444376e-07,7.438380111857157e-08
2010,4.818268850570462e-08,1.0156154761631342e-07
2011,7.342026364653975e-08,1.6290120941064856e-07
2012,6.638292626703901e-08,2.0629771380065165e-07
2013,5.912944922581431e-08,1.2662628035009504e-07
2014,4.763979455368883e-08,1.6998744412077826e-07
2015,5.984753714827207e-08,1.7045465350307154e-07
2016,7.456823958307268e-08,1.6736427577157542e-07
2017,4.4023198086939885e-08,1.7005532404468227e-07
2018,5.1887479757262156e-08,1.734745649351055e-07
2019,5.0509558091604845e-08,1.6811009384554154e-07
